,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n24,-15.59346868033675,-22.734057971886216,-17.940749267601888,0.0,-0.0,-0.0,-0.0,796.5969946958633,-15.08455276439467,-22.11303507059008,-17.288544218275543,-17.648289942188573,-17.97069523349457,-13.249061528440398,96.59699469586329,96.59699469586329,96.59699469586329,-0.0,-0.0,-0.0,
n25,-16.25748987955085,-23.32797701533214,-18.491183919683635,0.0,-0.0,-0.0,-0.0,796.3739214317461,-14.476529833026348,-21.530045036339242,-16.806893573178854,-17.489952580155595,-17.899606607360916,-13.050275942125838,96.37392143174615,96.37392143174615,96.37392143174615,-0.0,-0.0,-0.0,
n26,-16.36168769701872,-23.44911344363007,-18.637695606302383,0.0,-0.0,-0.0,-0.0,796.4098909896128,-14.37008060283862,-21.39034660691896,-16.69155730499895,-17.473612321400225,-17.817758128646393,-13.041710367934298,96.40989098961273,96.40989098961273,96.40989098961273,-0.0,-0.0,-0.0,
n27,-16.203020063289127,-22.777093607201508,-17.92313562405647,0.0,-0.0,-0.0,-0.0,796.2730933868518,-14.804168669048039,-21.894706843474353,-17.150450039350584,-17.517891631964737,-17.994399631531934,-13.148228326774337,96.27309338685171,96.27309338685171,96.27309338685171,-0.0,-0.0,-0.0,
n28,-16.07599081957025,-23.134309162515695,-18.33428212037238,0.0,-0.0,-0.0,-0.0,797.6339544092049,-14.52354760046726,-21.717288901814108,-16.917238130823502,-16.93944304505525,-17.30508138959173,-12.310514924538376,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-0.0,-0.0,
n29,-16.037347511129756,-23.31362266865029,-18.49645573490261,0.0,-0.0,-0.0,-0.0,797.1306827816518,-14.600108358671559,-21.808005377342333,-16.950864771349337,-17.16491510421014,-17.613386645674165,-12.806343214200801,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-0.0,-0.0,
n30,-14.58168843795287,-24.540229794540156,-19.109451656875233,0.0,-0.0,-0.0,-0.0,797.0672058504376,-13.960093537677196,-20.30044750361933,-15.567374329207242,-17.54853093619736,-17.52647758635839,-12.759834100498733,97.06720585043763,97.06720585043763,97.06720585043763,-0.0,-0.0,-0.0,
n31,-15.010552928610782,-24.623540198354846,-19.284479348104608,0.0,-0.0,-0.0,-0.0,796.8483714076314,-13.531229047019284,-19.989603222394102,-15.382359219117061,-17.345446994166135,-17.513605349202482,-12.758174693791881,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-0.0,-0.0,
n32,-16.073080467674576,-23.5356461266569,-18.727450660437654,0.0,-0.0,-0.0,-0.0,797.7815336196695,-14.17174423143628,-21.33153429712594,-16.581405879439075,-16.832933675672365,-17.193032832781505,-12.162562246286269,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-0.0,-0.0,
n33,-15.903522082919862,-23.665543122568007,-18.529346272186785,0.0,-0.0,-0.0,-0.0,797.0700395822051,-12.835194464633856,-19.201105046915888,-14.838167006966163,-17.29487174358241,-17.508939561261855,-12.757597916070587,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-0.0,-0.0,
n34,-15.321059250298273,-24.33292300558387,-19.04253756063801,0.0,-0.0,-0.0,-0.0,796.7024862428486,-13.220722725331793,-19.753079949840757,-15.209783490948247,-17.297594655572993,-17.519342324033087,-12.775918921273213,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-0.0,-0.0,
n35,-16.658950438693154,-23.683603196435097,-18.709347803205596,0.0,-0.0,-0.0,-0.0,796.9814357935063,-16.378653036064296,-23.921901904956073,-18.819300058015596,-16.863338450659775,-16.435756577567886,-11.897517619011397,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-0.0,-0.0,
n36,-16.990115319888126,-24.01476807763007,-18.952017253675415,0.0,-0.0,-0.0,-0.0,797.0284249452955,-16.047488154869324,-24.04609850654163,-18.684685619730026,-16.686717180689122,-16.282302385452088,-11.72132690278873,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-0.0,-0.0,
n37,-17.179951573561198,-23.81214300650709,-18.664930654559022,0.0,-0.0,-0.0,-0.0,797.2409288943265,-15.995341462751925,-23.995117429132424,-18.745427092760195,-16.585471178730153,-16.354208064281107,-11.8038468974672,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-0.0,-0.0,
n38,-15.233505388083847,-23.770311948266368,-18.745426931030092,0.0,-0.0,-0.0,-0.0,797.2269782734121,-14.712181251917983,-21.152890935176664,-16.372833760699322,-17.38875851322284,-17.52002142367026,-12.614360621370402,97.22697827341214,97.22697827341214,97.22697827341214,-0.0,-0.0,-0.0,
n39,-17.093174523413378,-23.45588667740322,-18.256580532681973,0.0,-0.0,-0.0,-0.0,797.6588372087996,-15.952794517854548,-23.838523130922525,-18.549852323265952,-16.175982302865357,-16.523456860037957,-11.973582668300619,97.65883720879954,97.65883720879954,97.65883720879954,-0.0,-0.0,-0.0,
n40,-17.81516914980505,-23.207467081013903,-19.482536436685724,0.0,-0.0,-0.0,-0.0,796.4711930398287,-15.499571179551891,-23.180618416157603,-18.066143400105666,-16.782121553791008,-16.43664474580722,-11.790775305213325,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-0.0,-0.0,
n41,-17.43406172232939,-23.37848257490161,-18.574735791343336,0.0,-0.0,-0.0,-0.0,796.5251299138337,-15.26189875917224,-22.769110952895204,-17.758169003294363,-16.968259976971872,-17.47006774487042,-13.01074295063971,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-0.0,-0.0,
n42,-17.344313437702585,-23.51080268791925,-18.707055904360974,0.0,-0.0,-0.0,-0.0,796.4053334177429,-15.04700433799682,-22.495635670171566,-17.48438699826836,-17.041920144990506,-17.60568916356926,-13.141554553123616,96.40533341774285,96.40533341774285,96.40533341774285,-0.019326949935333626,-0.0,-0.019326949935333626,
n43,-15.980497997254066,-23.481696507764696,-18.664615573423813,0.0,-0.0,-0.0,-0.0,797.7029228309996,-14.307649677323502,-21.38831764284537,-16.659712202252436,-16.91281395563539,-17.247108745049267,-12.246701939958797,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-0.0,-0.0,
n44,-16.3742026674159,-23.425471615989,-18.618661874935633,0.0,-0.0,-0.0,-0.0,797.9626218604701,-14.27789039103117,-21.388301564461276,-16.670875217237906,-16.653114926164893,-17.028085638245898,-12.005592158621376,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-0.0,-0.0,
n45,-16.158726000508278,-23.24613674684889,-18.458704456427796,0.0,-0.0,-0.0,-0.0,796.6878002575878,-14.531664351151845,-21.5535212034292,-16.856731884904693,-17.42598361274112,-17.802651233831263,-13.118062789940502,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-0.0,-0.0,
n46,-16.016701497022567,-23.04999917192881,-18.212480764269444,0.0,-0.0,-0.0,-0.0,796.4158061761509,-14.734356319685483,-21.80866525563708,-17.02721359560143,-17.533222666833403,-17.90497479070037,-13.136179305246808,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-0.0,-0.0,
n47,-16.237503172298954,-23.115067964615754,-18.294618183947673,0.0,-0.0,-0.0,-0.0,796.3090499554597,-14.511701052291457,-21.629017214693782,-16.8583788358503,-17.5500153838271,-17.97566729188167,-13.020721314408812,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-0.0,-0.0,
n48,-16.176657037514293,-24.01354026250499,-18.704807715479053,0.0,-0.0,-0.0,-0.0,796.2697583857934,-12.988056111742205,-19.392966136645192,-15.006386088651393,-17.254699535026752,-17.405472267271644,-12.728590157103849,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-0.0,-0.0,
n49,-16.2955233638855,-24.125227897086916,-18.81649535006098,0.0,-0.0,-0.0,-0.0,796.1875095326121,-13.079652159606216,-19.448709001091522,-15.131240202620056,-17.303550760554224,-17.45432349279912,-12.777441382631322,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-0.0,-0.0,
n50,-16.066530483016656,-23.804224309518087,-18.590577722248106,0.0,-0.0,-0.0,-0.0,796.1167438145848,-12.961714913453715,-19.348804092899098,-14.85325740491128,-17.32504946617297,-17.363450252650946,-12.752065584714744,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-0.0,-0.0,
n51,-16.168300632060003,-23.71536240172379,-18.50171581445381,0.0,-0.0,-0.0,-0.0,796.045613357345,-12.917886499682231,-19.211054157614313,-14.763350733420024,-17.348424620184428,-17.316057235160656,-12.815081759481389,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-0.0,-0.0,
n52,-16.060448295958214,-23.663311726201044,-18.494612988765905,0.0,-0.0,-0.0,-0.0,796.3793632497446,-12.76362556131833,-19.02291572735566,-14.830984186674076,-17.351346870966225,-17.43463316596521,-12.783798412338125,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-0.0,-0.0,
n53,-15.395602011439966,-24.2796730934183,-18.952123568679596,0.0,-0.0,-0.0,-0.0,796.6559715203509,-13.228449699487935,-19.698259232639565,-15.252672553601514,-17.286749247649247,-17.535671071100957,-12.767945552255094,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-0.0,-0.0,
n54,-15.401326728119841,-24.219245056837636,-18.913065491259864,0.0,-0.0,-0.0,-0.0,796.7409525862626,-13.274313682597704,-19.680449249746626,-15.294664039093247,-17.31446271452521,-17.482485522385595,-12.791757116214514,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-0.0,-0.0,
n55,-15.740531053040169,-23.829771295087948,-18.623384988107127,0.0,-0.0,-0.0,-0.0,797.0983228999276,-12.92802788209429,-19.361564472987695,-14.942932127447563,-17.290332714179257,-17.46221101197467,-12.770577476519033,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-0.0,-0.0,
n56,-17.285686667960253,-24.17086379607854,-18.935263429527236,0.0,-0.0,-0.0,-0.0,797.130792149065,-16.27141692004506,-24.394462745225756,-19.091725443795113,-16.614994526218172,-16.078669812908363,-11.554620565711966,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-0.0,-0.0,
n57,-17.474183592990727,-23.920142492727273,-18.68454212617597,0.0,-0.0,-0.0,-0.0,797.2621425738298,-16.42578324356445,-24.645184048577022,-19.324936141506207,-16.5131627951929,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,0.003001756816658027,-0.03532324138120686,
n58,-17.32880180383698,-24.20934209712869,-18.973741730577387,0.0,-0.0,-0.0,-0.0,797.2289783324758,-16.200826509805868,-24.357493181226218,-19.08702635958871,-16.506084389249732,-16.111373212455952,-11.552332091004713,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-0.0,-0.0,
n59,-17.38704743639174,-23.931581800915612,-18.712507421065983,0.0,-0.0,-0.0,-0.0,797.2487479330243,-16.520827464617103,-24.66765646480455,-19.36597630763384,-16.5286369577722,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-0.0,-0.0,
n60,-17.449048071399734,-23.578390935290606,-19.521588553542113,0.0,-0.0,-0.0,-0.0,796.6636424155258,-15.655043057686598,-23.48587081232178,-18.245212748431737,-16.73856498257701,-16.421554128229072,-11.803133619001978,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-0.0,-0.0,
n61,-17.49360370216111,-23.531723111005842,-19.54387737599623,0.0,-0.0,-0.0,-0.0,796.6373555061879,-15.689292689272273,-23.43301280247065,-18.189540309137346,-16.742691026281825,-16.403287658050047,-11.821400089181004,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-0.0,-0.0,
n62,-17.340358942497993,-23.562918722532054,-19.411986263708137,0.0,-0.0,-0.0,-0.0,796.6378972751814,-15.670403051763097,-23.36010193537652,-18.211905209035976,-16.743963816871176,-16.360294981387394,-11.856659842956278,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-0.0,-0.0,
n63,-17.409040936773422,-24.601993074118806,-19.382918694269176,0.0,-0.0,-0.0,-0.0,797.5890951702236,-16.996636412898596,-25.135709055705487,-19.62013077925982,-16.49019286804271,-15.587738722336498,-11.037273698624679,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-0.0,-0.0,
n64,-17.776658963105337,-24.677487976129182,-19.23329996332622,0.0,-0.0,-0.0,-0.0,797.7612303898222,-16.62904577393372,-25.57315030239999,-20.018544028850506,-16.294144414801952,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-0.13686637635154167,0.02233381538754803,
n65,-17.746547139827186,-24.835593188242576,-19.391405175439616,0.0,-0.0,-0.0,-0.0,797.7095782530549,-16.75235601258497,-25.541420627571963,-19.945569172267934,-16.308492474034193,-15.331688637230608,-10.781223613518788,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-0.11453256096399364,-0.0,
n66,-18.14442327752474,-24.921327926571283,-19.464290612482742,0.0,-0.0,-0.0,-0.0,797.9092881924305,-16.830470022798607,-25.863737305992306,-20.294694217445407,-16.112678546054823,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-0.021256032902330996,-0.0,
n67,-18.16888541040932,-24.996863122986476,-19.515965367277087,0.0,-0.0,-0.0,-0.0,797.8434607353317,-16.8205976614471,-25.963758898154097,-20.36790744285007,-16.161947031864596,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-0.15515857035367228,0.11147396952704483,
n68,-17.886276635133438,-24.299952940032362,-19.28573131936829,0.0,-0.0,-0.0,-0.0,797.3765669477598,-16.817884844275238,-25.122940785032405,-20.051422667052904,-16.22272282038966,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-0.0,-0.0,
n69,-18.392648017387973,-25.021681912529036,-19.620568395823216,0.0,-0.0,-0.0,-0.0,798.0416794521582,-16.745257673426277,-25.604619814886508,-20.03564895611421,-16.101341995173577,-15.307914523843726,-10.75957848059177,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-0.0,-0.0,
n70,-18.417096531088628,-24.91462691541434,-19.51351339870852,0.0,-0.0,-0.0,-0.0,798.1103339705335,-16.76788708160213,-25.4825844662373,-19.941401866636426,-16.0927449364079,-15.3650105223049,-10.821781952115272,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-0.0,-0.0,
n71,-18.069372540040458,-24.566468834707887,-19.165355318002067,0.0,-0.0,-0.0,-0.0,798.2325130851352,-16.52225168076912,-25.425309918932996,-19.919099936935876,-16.002389196557658,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-0.09634756096469826,0.022574413740161406,
n72,-17.456287576411736,-24.017931677352205,-18.75322578864236,0.0,-0.0,-0.0,-0.0,798.5009326376069,-16.37787431651,-24.76235720137695,-19.409407824438862,-15.764209347822492,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,-0.0,-0.0,
n73,-17.444177197803498,-24.009434596822828,-18.756951322569336,0.0,-0.0,-0.0,-0.0,798.3997091760169,-16.358153052163438,-24.754428865476132,-19.415212190400133,-15.743792285791566,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-0.09531526109390515,0.10195205501439478,
n74,-17.614631362727312,-24.35279337879189,-19.1436626688347,0.0,-0.0,-0.0,-0.03437026215240402,798.2093420659384,-16.47857799589985,-24.888632367457937,-19.498516871866975,-15.904927764967777,-15.74793666641991,-11.197471642708091,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-0.0,-0.0,
n75,-17.88266018742003,-24.815172460500133,-19.457407247700214,0.0,-0.0,-0.0,-0.0,797.8887202035246,-16.66224585759062,-25.45317797533809,-19.88413488679119,-16.198836370732657,-15.434831811436352,-10.884366787724533,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-0.0,-0.0,
n76,-17.619823918392424,-24.56381759559537,-19.206052382795452,0.0,-0.0,-0.0,-0.0,797.903367193185,-16.578631928429772,-25.12155679729393,-19.57916141974332,-16.14938975913042,-15.617057285503899,-11.06659226179208,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-0.0,-0.0,
n77,-17.422661625675897,-24.317409881336445,-18.959644668536527,0.0,-0.0,-0.0,-0.0,797.7851403988664,-16.598811524268733,-25.128479435833842,-19.67097338178053,-16.211762002808623,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-0.0,-0.0,
n78,-17.42619632893948,-24.49235029021861,-19.217230421767617,0.0,-0.0,-0.0,-0.0,797.9850997455517,-16.474436971012373,-24.843488933612445,-19.380532722239682,-15.997987233932644,-15.769529471396712,-11.21855822402844,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-0.0,-0.0,
n79,-17.187005011392202,-23.968364618425383,-18.759233908468193,0.0,-0.0,-0.0,-0.0,798.2125560326708,-16.247042700949894,-24.482720930099656,-19.192212969723307,-15.719745017349322,-15.966046684735765,-11.41055621857517,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-0.06798649347453564,-0.0,
n80,-17.12738452151036,-23.803011955657265,-18.593881245700075,0.0,-0.0,-0.0,-0.0,798.276052018671,-16.28446898954979,-24.506933487311542,-19.216425526935193,-15.631747291402524,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-0.23333915624265272,0.024212557211885297,
n81,-17.003274525475145,-24.128261973755862,-18.919131263798672,0.0,-0.0,-0.0,-0.0,798.1098640316802,-16.204235145447345,-24.295772341825,-18.9035541946341,-15.74024340617174,-16.062209380075338,-11.515524417876236,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-0.0,-0.0,
n82,-17.140005948967165,-24.26699695652134,-19.05786624656415,0.0,-0.0,-0.0,-0.0,798.5230686444861,-16.31502100097781,-24.37535607243655,-19.030861845678288,-15.57411454355,-16.050081027283795,-11.40970617939743,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-0.0,-0.0,
n83,-17.066743523917932,-24.013946830042965,-18.863495128325443,0.0,-0.0,-0.0,-0.0,798.0670352771176,-16.17623173352181,-24.075084120251955,-18.722096730088396,-15.752910838986873,-16.181271872299604,-11.626183879043767,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-0.0,-0.0,
n84,-16.953265079763053,-24.038476442496613,-18.88802474077909,0.0,-0.0,-0.0,-0.0,798.0292351608294,-16.200643776114607,-24.167664004778043,-18.766417822699363,-15.798535128637692,-16.1337010635234,-11.583168098131903,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-0.0,-0.0,
n85,-17.562048599256027,-24.091090370959954,-18.81597050250896,0.0,-0.0,-0.0,-0.0,797.7862265906107,-16.6342255451413,-24.851854925046343,-19.48720493532252,-16.120947972924853,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-0.0,-0.0,
n86,-17.49388529797342,-23.953511341026978,-18.69037409655024,0.0,-0.0,-0.0,-0.0,797.6645290185073,-16.42653598053843,-24.66726600143711,-19.31607907259536,-16.177634990293743,-16.11206368156573,-11.56159865785391,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-0.16473492367286008,0.0889289201012795,
n87,-17.731279407176,-24.46830946444105,-19.193189595990056,0.0,-0.0,-0.0,-0.0,797.6100179632936,-16.54122182600759,-24.753520685347056,-19.36031797351398,-16.314031010347705,-15.83998502680885,-11.289741999847365,97.61001796329356,97.61001796329356,97.61001796329356,-0.0,-0.0,-0.0,
n88,-17.744244364826802,-24.50542799334066,-19.266722384647,0.0,-0.0,-0.0,-0.0,797.5414012380495,-16.59193029466468,-24.598811046722297,-19.213471129463493,-16.30042816541635,-15.91457972725216,-11.364136328146794,97.54140123804952,97.54140123804952,97.54140123804952,-0.0,-0.0,-0.0,
n89,-17.63662255406877,-24.381437046437014,-19.14583667988571,0.0,-0.0,-0.0,-0.0,797.4555654536341,-16.488011682562956,-24.44586348834399,-19.051521564049924,-16.386801266970252,-15.969921236685781,-11.419456212973962,97.45556545363411,97.45556545363411,97.45556545363411,-0.0,-0.0,-0.0,
n90,-17.613189149167194,-24.248908677239204,-18.985771432762466,0.0,-0.0,-0.022490512365363258,-0.0,797.5480573630243,-16.36007564342341,-24.4364735422478,-19.11101850018742,-16.305694114733097,-16.063195885781496,-11.516781270766915,97.54805736302431,97.54805736302431,97.54805736302431,-0.022490512365363258,-0.05288425096055559,-0.0,
n91,-17.529244447231864,-24.256608266762782,-19.052139892888892,0.0,-0.0,-0.0,-0.0,797.4935680984183,-16.317759201914956,-24.32871757993447,-19.05110800302138,-16.363163961300206,-16.107198294143114,-11.559658308594633,97.49356809841831,97.49356809841831,97.49356809841831,-0.0,-0.07973632081740323,-0.0,
