node,x,y,p2
n61,43.2067986,-89.5863037,-23.53172311
n62,43.2117996,-89.5792007,-23.56291872
n63,43.1534996,-89.5519028,-24.60199307
n64,43.1405983,-89.5477982,-24.67748798
n65,43.1389008,-89.5539017,-24.83559319
n66,43.1297989,-89.5431976,-24.92132793
n67,43.1263008,-89.5513992,-24.99686312
n68,43.1394997,-89.5828018,-24.29995294
n69,43.1242981,-89.5355988,-25.02168191
n70,43.1228981,-89.5306015,-24.91462692
n71,43.1263008,-89.5169983,-24.56646883
n72,43.1293983,-89.4878998,-24.01793168
n73,43.1360016,-89.4901962,-24.0094346
n74,43.1399994,-89.5052032,-24.35279338
n75,43.1408997,-89.5356979,-24.81517246
n76,43.1486015,-89.5262985,-24.5638176
n77,43.1553993,-89.5304031,-24.31740988
n78,43.1519012,-89.5138016,-24.49235029
n79,43.1489983,-89.4925003,-23.96836462
n80,43.1484985,-89.4857025,-23.80301196
n81,43.1576004,-89.4906998,-24.12826197
n82,43.1371994,-89.4744034,-24.26699696
n83,43.1633987,-89.4853973,-24.01394683
n84,43.1635017,-89.490303,-24.03847644
n85,43.1629982,-89.520401,-24.09109037
n86,43.1762009,-89.5140991,-23.95351134
n87,43.1660995,-89.5354004,-24.46830946
n88,43.1707001,-89.5366974,-24.50542799
n89,43.1744995,-89.5409012,-24.38143705
n90,43.1773987,-89.5261993,-24.24890868
n91,43.1804008,-89.5279007,-24.25660827
n92,43.1785011,-89.5472031,-24.24098825
n93,43.1908989,-89.5143967,-23.80725633
n94,43.1913986,-89.5082016,-23.65651331
n95,43.1767998,-89.4833984,-23.56677906
n96,43.1801987,-89.4834976,-23.67955386
n97,43.2262993,-89.5859985,-23.14190768
n98,43.2167015,-89.5633011,-23.77282692
n99,43.2186012,-89.5201035,-23.51252598
n100,43.2188988,-89.4841003,-23.53381467
n101,43.2192993,-89.4787979,-23.60881202
n102,43.2139015,-89.4787979,-23.5038498
n103,43.2144012,-89.4497986,-23.14070547
n104,43.2071991,-89.4354019,-22.7615088
n105,43.2075005,-89.4244995,-22.49788072
n106,43.2074013,-89.4147034,-22.26100189
n107,43.225399,-89.4225998,-22.88780314
n108,43.2275009,-89.4402008,-22.98579793
n109,43.2242012,-89.4461975,-22.80416335
n110,43.2290001,-89.4532013,-23.03654307
n111,43.2265015,-89.4605026,-23.15825869
n112,43.2305984,-89.4702988,-23.37354486
n113,43.2271996,-89.4910965,-23.41823042
n114,43.2233009,-89.4953003,-23.58270229
n115,43.223999,-89.4994965,-23.64735371
n116,43.2232018,-89.507103,-23.82722954
n117,43.2308006,-89.5151978,-23.93422318
n118,43.2331009,-89.5223999,-23.83122514
n119,43.2299995,-89.5406036,-23.97932085
n120,43.2237015,-89.5258026,-23.73070951
n121,43.2249985,-89.547699,-23.9258068
n122,43.2361984,-89.5394974,-23.82728264
n123,43.2421989,-89.5285034,-23.49530753
n124,43.2396011,-89.5149002,-23.83514108
n125,43.2425995,-89.5072021,-23.70875066
n126,43.2416,-89.4819031,-23.10062033
n127,43.2405014,-89.4778976,-22.99719316
n128,43.2389984,-89.4828033,-23.12580088
n129,43.2363014,-89.4637985,-23.28604751
n130,43.2495995,-89.4677963,-23.32416467
n131,43.2509995,-89.4654007,-23.27760701
n132,43.2639999,-89.4701004,-23.5161599
n133,43.2668991,-89.4732971,-23.58848518
n134,43.2714996,-89.461998,-23.32494898
n135,43.2509995,-89.4849014,-23.38438297
n136,43.1721001,-89.4093018,-23.43928794
n137,43.2061996,-89.4910965,-23.89588564
n138,43.1985016,-89.5158997,-23.95680711
n139,43.2391014,-89.4505005,-22.96012034
n140,43.2495995,-89.4573975,-23.07880026
n141,43.2672997,-89.419899,-22.29858873
n142,43.2717018,-89.4229965,-22.46266698
n143,43.2831001,-89.4509964,-23.21445052
n144,43.2882004,-89.450798,-23.31719642
n145,43.2545013,-89.4505997,-23.01124025
n146,43.2602005,-89.4029999,-22.76986532
n147,43.2733994,-89.3263016,-24.56834467
n148,43.2765999,-89.3035965,-24.72785488
n149,43.2681999,-89.2957993,-24.40432146
n150,43.2755013,-89.2863998,-24.47587713
n151,43.2748985,-89.2835007,-24.40744098
n152,43.2481003,-89.392601,-23.2154009
n153,43.1949005,-89.3887024,-23.0141714
n154,43.2190018,-89.4064026,-22.69500212
n155,43.2200012,-89.4132004,-22.68054584
n156,43.2327003,-89.4228973,-23.12328586
n157,43.2249985,-89.4007034,-22.93576197
n158,43.2388,-89.3188019,-24.80241229
n159,43.2537994,-89.3167038,-24.59245929
n160,43.2456017,-89.4372025,-22.57313518
n161,43.2153015,-89.3125,-24.61411243
n162,43.1935005,-89.3290024,-24.38405182
n163,43.2235985,-89.2497025,-23.50395822
n164,43.2246017,-89.2434998,-23.51456193
n165,43.2246017,-89.2553024,-23.53583242
n166,43.2318993,-89.2662964,-23.70581118
n167,43.2172012,-89.2781982,-23.84408505
n168,43.2223015,-89.2819977,-24.00452195
n169,43.2263985,-89.2979965,-24.38098923
n170,43.2550011,-89.2838974,-24.04748437
n171,43.2389984,-89.2774963,-23.95935812
n172,43.2490005,-89.2640991,-23.77552172
n173,43.25,-89.254097,-23.54792172
n174,43.2677994,-89.2730026,-24.07358636
n175,43.1925011,-89.5501022,-23.98347767
n176,43.196701,-89.530899,-23.8828519
n177,43.1393013,-89.5586014,-24.88577405
n178,43.1792984,-89.5178986,-24.09137172
n179,43.178299,-89.4965973,-23.88991625
n180,43.2064018,-89.5212021,-23.91807858
n181,43.2025986,-89.5406036,-23.57732696
n182,43.2169991,-89.5840988,-23.36378614
n183,43.232399,-89.5010986,-23.61898537
n184,43.214901,-89.3760986,-23.22694238
n185,43.2369003,-89.3796005,-23.55621187
n186,43.2700005,-89.346199,-24.0810156
n187,43.2038994,-89.292099,-24.04607202
n188,43.1282997,-89.4730988,-24.37810835
n189,43.1525993,-89.471199,-24.17945164
n190,43.1599007,-89.5000992,-24.25780502
n191,43.1641006,-89.4777985,-24.00929006
n192,43.169899,-89.4971008,-23.96962869
n193,43.1864014,-89.5758972,-24.15993975
n194,43.2069016,-89.5643997,-23.9455671
n195,43.2470016,-89.5035019,-23.65239833
n196,43.2565994,-89.441803,-22.93575066
n197,43.2088013,-89.3968964,-22.69404309
n198,43.2331009,-89.3785019,-23.48272687
n199,43.277401,-89.3097992,-24.79979148
n200,43.2498016,-89.2911987,-24.14639449
n201,43.2346001,-89.3013,-24.49515047
n202,43.2226982,-89.2975998,-24.29680848
n203,43.2033997,-89.414299,-22.39410375
n204,43.2921,-89.3664,-23.41835431
n205,43.292,-89.3733,-23.3157964
n206,43.2904,-89.3764,-23.2372121
n207,43.2917,-89.4049,-23.03295818
n208,43.2912,-89.431,-22.85496543
n209,43.2908,-89.3802,-23.14450429
n210,43.2903,-89.4184,-22.95842356
n211,43.2913,-89.4116,-22.97204852
n212,43.2869,-89.4166,-22.85037952
n213,43.2897,-89.4442,-23.17754904
n214,43.28,-89.2807,-24.27285269
n215,43.2876,-89.4397,-23.0484774
n216,43.2879,-89.4681,-23.06495371
n217,43.2851,-89.4133,-22.76672591
n218,43.287,-89.4057,-22.89490572
n219,43.2781,-89.2769,-24.23078603
n220,43.2872,-89.4341,-22.91995512
n221,43.2856,-89.4447,-23.15140511
n222,43.2799,-89.3299,-24.33585153
n223,43.279,-89.3072,-24.7464153
n224,43.2773,-89.2925,-24.45885855
n225,43.2848,-89.4398,-23.0312977
n226,43.284,-89.4335,-22.87686756
n227,43.2769,-89.2825,-24.3708835
n228,43.2779,-89.2723,-24.12617799
n229,43.285,-89.4495,-23.22370708
n230,43.2806,-89.3811,-23.22352522
n231,43.2776,-89.2866,-24.40609076
n232,43.2841,-89.3752,-23.3974346
n233,43.279,-89.3206,-24.5624225
n234,43.2758,-89.295,-24.51854921
n235,43.2774,-89.3127,-24.72973467
n236,43.2817,-89.4126,-22.65268044
n237,43.2824,-89.4428,-23.04457378
n238,43.2816,-89.434,-22.86093883
n239,43.2742,-89.2982,-24.57513021
n240,43.2769,-89.3652,-23.62173084
n241,43.2756,-89.3388,-24.25778201
n242,43.2801,-89.4055,-22.73348841
n243,43.2776,-89.3703,-23.49800516
n244,43.281,-89.4542,-23.11034298
n245,43.2815,-89.4493,-23.14740123
n246,43.2778,-89.3803,-23.30651603
n247,43.2775,-89.3756,-23.36996297
n248,43.2736,-89.2701,-24.08093215
n249,43.2756,-89.3498,-23.99615271
n250,43.2827,-89.4632,-23.22041354
n251,43.2839,-89.4579,-23.09412532
n252,43.2727,-89.2874,-24.38184899
n253,43.2828,-89.467,-23.12858842
n254,43.2788,-89.388,-23.15830857
n255,43.2834,-89.4712,-23.23194697
n256,43.2861,-89.3931,-22.96012711
n257,43.2722,-89.2969,-24.51000006
n258,43.2711,-89.2685,-24.02384899
n259,43.2771,-89.403,-22.82039677
n260,43.275,-89.3756,-23.38860319
n261,43.269,-89.2534,-23.68206118
n262,43.2774,-89.4117,-22.68778546
n263,43.2699,-89.2605,-23.82769144
n264,43.2683,-89.2588,-23.78876698
n265,43.2768,-89.419,-22.51036343
n266,43.273,-89.3402,-24.2324019
n267,43.2683,-89.2677,-23.96748839
n268,43.2785,-89.4699,-23.28293754
n269,43.2727,-89.3457,-24.09924916
n270,43.2688,-89.2721,-24.0657542
n271,43.274,-89.3706,-23.49967239
n272,43.275,-89.3309,-24.44524425
n273,43.2696,-89.2836,-24.26876682
n274,43.272,-89.2787,-24.25681277
n275,43.2724,-89.3508,-23.97571561
n276,43.2692,-89.2873,-24.26572089
n277,43.278,-89.4581,-23.23920665
n278,43.2779,-89.4406,-22.90983839
n279,43.2719,-89.3555,-23.86137149
n280,43.2667,-89.2587,-23.83109184
n281,43.2666,-89.2663,-23.90905991
n282,43.2772,-89.4723,-23.32757298
n283,43.2696,-89.2998,-24.47820296
n284,43.2744,-89.4295,-22.62912172
n285,43.2738,-89.4055,-22.70428105
n286,43.2739,-89.3939,-22.9636315
n287,43.2729,-89.3895,-23.05597578
n288,43.2734,-89.3841,-23.1862909
n289,43.2724,-89.3601,-23.75243963
n290,43.2747,-89.4491,-22.99583584
n291,43.2742,-89.4242,-22.54995805
n292,43.2698,-89.3272,-24.44698863
n293,43.2751,-89.4567,-23.14991161
n294,43.2723,-89.3129,-24.6147478
n295,43.275,-89.4747,-23.37865119
n296,43.2658,-89.272,-24.00297854
n297,43.2722,-89.3769,-23.34982587
n298,43.273,-89.4492,-23.01185879
n299,43.2715,-89.3671,-23.58093598
n300,43.2653,-89.3023,-24.35940036
n301,43.2723,-89.4296,-22.58566436
n302,43.2657,-89.297,-24.3386474
n303,43.2733,-89.4152,-22.52765055
n304,43.2684,-89.3588,-23.77276085
n305,43.2642,-89.2602,-23.74208521
n306,43.2731,-89.4567,-23.18641128
n307,43.27,-89.388,-23.07387558
n308,43.2671,-89.3319,-24.31944396
n309,43.2743,-89.4668,-23.37640123
n310,43.2704,-89.4095,-22.57000777
n311,43.2651,-89.2918,-24.27320101
n312,43.2731,-89.4748,-23.42427133
n313,43.2734,-89.4365,-22.74773314
n314,43.2707,-89.424,-22.44870545
n315,43.2703,-89.4044,-22.68595965
n316,43.2677,-89.3749,-23.38357695
n317,43.2654,-89.311,-24.43953844
n318,43.2621,-89.2522,-23.71177896
n319,43.266,-89.3544,-23.84663618
n320,43.2652,-89.3162,-24.44971529
n321,43.262,-89.2622,-23.74939134
n322,43.2662,-89.3366,-24.22351149
n323,43.2709,-89.3986,-22.82638832
n324,43.2712,-89.4714,-23.52779011
n325,43.269,-89.4268,-22.47170013
n326,43.2665,-89.3409,-24.14823145
n327,43.2643,-89.2871,-24.15755733
n328,43.2704,-89.4507,-23.04963663
n329,43.2699,-89.4336,-22.63698811
n330,43.262,-89.2967,-24.21569621
n331,43.2656,-89.3752,-23.37188911
n332,43.2664,-89.3676,-23.55610127
n333,43.2684,-89.38,-23.26285812
n334,43.2642,-89.3269,-24.31369973
n335,43.2614,-89.292,-24.1607979
n336,43.2705,-89.4765,-23.44617046
n337,43.2668,-89.3862,-23.10902704
n338,43.2655,-89.3938,-22.92259025
n339,43.2641,-89.3608,-23.68636726
n340,43.2647,-89.3454,-24.02421141
n341,43.2636,-89.3049,-24.32693489
n342,43.2605,-89.3016,-24.22121361
n343,43.2667,-89.3968,-22.85689918
n344,43.2618,-89.3129,-24.31160204
n345,43.2695,-89.4665,-23.40301518
n346,43.2667,-89.4245,-22.41147816
n347,43.2665,-89.4045,-22.67149667
n348,43.2676,-89.4542,-23.12718251
n349,43.2666,-89.4089,-22.56516221
n350,43.2677,-89.415,-22.41763545
n351,43.265,-89.4251,-22.44537428
n352,43.2594,-89.3129,-24.38670302
n353,43.2592,-89.3042,-24.2412502
n354,43.2612,-89.3298,-24.19199837
n355,43.2584,-89.2771,-23.86573076
n356,43.2661,-89.4333,-22.62472842
n357,43.2611,-89.3366,-24.24497467
n358,43.2697,-89.4424,-22.84788811
n359,43.2625,-89.3743,-23.40058962
n360,43.2667,-89.4502,-23.03053423
n361,43.2685,-89.448,-22.97513788
n362,43.2623,-89.3524,-23.86815464
n363,43.2582,-89.3133,-24.42680416
n364,43.2656,-89.454,-23.12363563
n365,43.2621,-89.3797,-23.2743744
n366,43.2607,-89.3404,-24.15274819
n367,43.2682,-89.461,-23.28833326
n368,43.269,-89.4566,-23.17919632
n369,43.2634,-89.4143,-22.4857395
n370,43.2601,-89.3213,-24.35578871
n371,43.2627,-89.3841,-23.1662614
n372,43.2574,-89.3041,-24.2653704
n373,43.266,-89.4671,-23.43585067
n374,43.257,-89.3129,-24.45357796
n375,43.2568,-89.2822,-23.97507851
n376,43.2626,-89.4104,-22.57599592
n377,43.2627,-89.4044,-22.70204124
n378,43.264,-89.4644,-23.37909196
n379,43.2615,-89.364,-23.58736405
n380,43.2599,-89.3752,-23.31164356
n381,43.2609,-89.4001,-22.82185515
n382,43.2624,-89.393,-22.95293399
n383,43.2572,-89.2632,-23.64967505
n384,43.2635,-89.4541,-23.1339499
n385,43.2624,-89.4356,-22.69186403
n386,43.2624,-89.4244,-22.49413563
n387,43.2604,-89.4072,-22.67857335
n388,43.2625,-89.4189,-22.44635485
n389,43.2578,-89.3423,-24.06906339
n390,43.2632,-89.4489,-23.01220598
n391,43.2631,-89.442,-22.84820079
n392,43.2627,-89.4657,-23.41541947
n393,43.2583,-89.3775,-23.31161781
n394,43.2571,-89.2738,-23.79379653
n395,43.2628,-89.4592,-23.25836609
n396,43.2601,-89.4156,-22.55901988
n397,43.2552,-89.3065,-24.34159613
n398,43.2618,-89.2818,-24.00799076
n399,43.2546,-89.2864,-24.03928121
n400,43.2551,-89.3155,-24.54256153
n401,43.2543,-89.2918,-23.99646676
n402,43.2594,-89.3944,-22.92142327
n403,43.2571,-89.2955,-24.06861489
n404,43.2586,-89.3997,-22.86548198
n405,43.2606,-89.4412,-22.83973562
n406,43.2533,-89.3064,-24.3429656
n407,43.2516,-89.2525,-23.48230246
n408,43.2584,-89.4161,-22.55691391
n409,43.2514,-89.2598,-23.64998388
n410,43.2513,-89.2631,-23.72978478
n411,43.2565,-89.3857,-23.15257219
n412,43.2605,-89.4313,-22.65092847
n413,43.2515,-89.3127,-24.50230182
n414,43.2595,-89.4487,-23.02262433
n415,43.2549,-89.3595,-23.72561602
n416,43.2614,-89.4745,-23.40376771
n417,43.2592,-89.4785,-23.34247379
n418,43.2577,-89.4442,-22.95161512
n419,43.2539,-89.3691,-23.5592971
n420,43.2505,-89.2961,-24.1304319
n421,43.25,-89.288,-24.06882853
n422,43.2478,-89.261,-23.690761
n423,43.2558,-89.43,-22.64936846
n424,43.2477,-89.2576,-23.61266995
n425,43.256,-89.435,-22.77019707
n426,43.2508,-89.3194,-24.47353422
n427,43.2569,-89.4391,-22.86969181
n428,43.2563,-89.4258,-22.66439776
n429,43.2561,-89.423,-22.59642725
n430,43.257,-89.4763,-23.25219243
n431,43.2492,-89.3128,-24.4293559
n432,43.2488,-89.3016,-24.27060265
n433,43.2473,-89.2521,-23.4801573
n434,43.2561,-89.4541,-23.05980193
n435,43.255,-89.3927,-23.07201747
n436,43.2567,-89.3732,-23.42827382
n437,43.2494,-89.2782,-23.83203898
n438,43.2493,-89.282,-23.9235144
n439,43.2501,-89.3257,-24.39576373
n440,43.2475,-89.2907,-24.06917621
n441,43.2452,-89.2595,-23.60746435
n442,43.2515,-89.3908,-23.13569675
n443,43.254,-89.3995,-22.95838395
n444,43.2501,-89.3036,-24.27758181
n445,43.2464,-89.3013,-24.31004375
n446,43.2523,-89.4324,-22.7791455
n447,43.2488,-89.3083,-24.38475314
n448,43.246,-89.2951,-24.181858
n449,43.2522,-89.4201,-22.73327082
n450,43.2548,-89.4102,-22.7428668
n451,43.2517,-89.4181,-22.78436002
n452,43.2469,-89.315,-24.51844471
n453,43.2529,-89.4276,-22.66147862
n454,43.2511,-89.4319,-22.73754604
n455,43.2526,-89.4391,-22.7878799
n456,43.2494,-89.4036,-22.98157586
n457,43.2442,-89.2776,-23.83983882
n458,43.2523,-89.444,-22.8358637
n459,43.2514,-89.4481,-22.89921392
n460,43.2462,-89.3211,-24.55073428
n461,43.2524,-89.4562,-23.05050573
n462,43.2481,-89.3793,-23.30831971
n463,43.2474,-89.2699,-23.62563942
n464,43.2575,-89.4634,-23.24654787
n465,43.2419,-89.2799,-23.92410416
n466,43.2437,-89.2923,-24.14168311
n467,43.2537,-89.4764,-23.16029753
n468,43.2513,-89.4725,-23.28365476
n469,43.2438,-89.3109,-24.54948499
n470,43.2436,-89.3041,-24.41308817
n471,43.2428,-89.2468,-23.30965289
n472,43.2429,-89.321,-24.66022947
n473,43.2477,-89.4064,-22.9635088
n474,43.2396,-89.2512,-23.33461962
n475,43.2406,-89.2611,-23.55958283
n476,43.2421,-89.2963,-24.24773296
n477,43.2404,-89.2667,-23.69434636
n478,43.2485,-89.4453,-22.78491063
n479,43.2483,-89.4429,-22.73685451
n480,43.2402,-89.2759,-23.90504134
n481,43.2378,-89.2497,-23.28644833
n482,43.2483,-89.4386,-22.66880167
n483,43.2485,-89.4563,-23.04449541
n484,43.247,-89.3862,-23.32180527
n485,43.2401,-89.2906,-24.17868299
n486,43.2417,-89.2849,-24.0341227
n487,43.2449,-89.3884,-23.36218352
n488,43.2444,-89.3787,-23.398643
n489,43.2485,-89.4659,-23.26560173
n490,43.2404,-89.3136,-24.66596022
n491,43.2453,-89.3995,-23.14826728
n492,43.2446,-89.3693,-23.57639769
n493,43.24,-89.3012,-24.37518745
n494,43.2363,-89.2397,-23.11578323
n495,43.2399,-89.3066,-24.50529261
n496,43.2397,-89.3045,-24.45550565
n497,43.2399,-89.3098,-24.58183372
n498,43.2422,-89.3844,-23.35025003
n499,43.2419,-89.3165,-24.68749069
n500,43.2366,-89.2606,-23.54335378
n501,43.2368,-89.2565,-23.44673672
n502,43.2357,-89.2482,-23.25064486
n503,43.2401,-89.3208,-24.73767277
n504,43.2456,-89.4566,-23.02285107
n505,43.244,-89.4188,-23.00709115
n506,43.2475,-89.4838,-23.26585333
n507,43.2355,-89.2521,-23.34251344
n508,43.2444,-89.4337,-22.66668667
n509,43.2414,-89.3756,-23.52209205
n510,43.2405,-89.3693,-23.58078141
n511,43.2462,-89.4956,-23.45962139
n512,43.2441,-89.4526,-22.94851682
n513,43.2446,-89.4431,-22.71836071
n514,43.2447,-89.463,-23.14923462
n515,43.2477,-89.4753,-23.14640255
n516,43.2449,-89.4656,-23.20422732
n517,43.2448,-89.4704,-23.22775377
n518,43.2447,-89.4678,-23.25780005
n519,43.2462,-89.5073,-23.58929044
n520,43.2457,-89.4482,-22.83331457
n521,43.2363,-89.3107,-24.58977754
n522,43.233,-89.2427,-23.23530127
n523,43.2456,-89.5031,-23.62924562
n524,43.2447,-89.4835,-23.1726885
n525,43.2363,-89.3132,-24.64365134
n526,43.2407,-89.4047,-23.02400461
n527,43.2416,-89.3976,-23.19742615
n528,43.2365,-89.321,-24.7227749
n529,43.2364,-89.3265,-24.600089
n530,43.2357,-89.282,-24.02729061
n531,43.2428,-89.3925,-23.32693606
n532,43.2444,-89.4981,-23.50221793
n533,43.243,-89.4588,-23.03313003
n534,43.2372,-89.3515,-24.01043363
n535,43.2439,-89.5079,-23.66243098
n536,43.2446,-89.513,-23.66307606
n537,43.2409,-89.4347,-22.7291479
n538,43.2398,-89.4133,-22.8145434
n539,43.2387,-89.3785,-23.52931283
n540,43.2302,-89.2387,-23.29559398
n541,43.2372,-89.3727,-23.67804862
n542,43.236,-89.3403,-24.28053753
n543,43.2344,-89.2864,-24.13498797
n544,43.2433,-89.5025,-23.59891335
n545,43.242,-89.4853,-23.18285279
n546,43.2348,-89.2913,-24.25338157
n547,43.2412,-89.4627,-23.12139565
n548,43.2411,-89.4558,-23.03564627
n549,43.2388,-89.3862,-23.38472621
n550,43.2439,-89.4783,-23.11035105
n551,43.2296,-89.2435,-23.34973239
n552,43.2374,-89.3925,-23.24603233
n553,43.2347,-89.3507,-24.03256322
n554,43.2337,-89.3064,-24.45824247
n555,43.2346,-89.2963,-24.37434189
n556,43.2404,-89.441,-22.73253576
n557,43.2367,-89.3994,-23.07767197
n558,43.2327,-89.3109,-24.57194669
n559,43.2342,-89.3164,-24.6966597
n560,43.2307,-89.2528,-23.37719767
n561,43.24,-89.4846,-23.15580171
n562,43.2395,-89.4478,-22.89955264
n563,43.2358,-89.3587,-23.83580937
n564,43.2329,-89.3214,-24.66986725
n565,43.2344,-89.3019,-24.47920271
n566,43.2324,-89.2608,-23.57193543
n567,43.2291,-89.2471,-23.34182291
n568,43.2421,-89.5311,-23.55813967
n569,43.2368,-89.3665,-23.64780536
n570,43.2385,-89.455,-23.06125634
n571,43.2386,-89.4173,-22.91908293
n572,43.2373,-89.4264,-22.94879399
n573,43.2388,-89.4861,-23.2032895
n574,43.2373,-89.434,-22.81461043
n575,43.2412,-89.5158,-23.77781778
n576,43.2326,-89.3369,-24.31908616
n577,43.23,-89.3061,-24.50732235
n578,43.2416,-89.5384,-23.64614735
n579,43.2293,-89.2852,-24.0681551
n580,43.2268,-89.2445,-23.43773617
n581,43.2369,-89.442,-22.75886816
n582,43.2319,-89.353,-23.94481937
n583,43.229,-89.2886,-24.13802786
n584,43.2294,-89.2936,-24.24303255
n585,43.2395,-89.4713,-23.16005257
n586,43.2397,-89.4687,-23.22104334
n587,43.2383,-89.4649,-23.21460489
n588,43.2378,-89.4783,-23.08733085
n589,43.2401,-89.4745,-23.08037081
n590,43.2394,-89.5035,-23.58114821
n591,43.2341,-89.424,-23.06974985
n592,43.2341,-89.4186,-23.04292393
n593,43.2329,-89.2748,-23.8522157
n594,43.2372,-89.4836,-23.1670896
n595,43.2291,-89.3182,-24.52197706
n596,43.2263,-89.2517,-23.43212175
n597,43.2396,-89.4924,-23.33747297
n598,43.2259,-89.2592,-23.44308603
n599,43.2385,-89.499,-23.46837702
n600,43.2359,-89.4585,-23.15730695
n601,43.2399,-89.5339,-23.64459352
n602,43.2384,-89.5183,-23.75529083
n603,43.2276,-89.2795,-23.93214005
n604,43.2266,-89.277,-23.87343782
n605,43.2338,-89.4381,-22.77076185
n606,43.2277,-89.2821,-23.99433967
n607,43.2393,-89.5113,-23.74756751
n608,43.2316,-89.4092,-22.81956164
n609,43.2311,-89.4041,-22.93362819
n610,43.2337,-89.4498,-22.936904
n611,43.233,-89.4133,-22.90973618
n612,43.2263,-89.3162,-24.54830011
n613,43.2389,-89.5231,-23.63811313
n614,43.2278,-89.3097,-24.4296484
n615,43.2388,-89.5272,-23.61237366
n616,43.2371,-89.5317,-23.66966273
n617,43.2312,-89.3757,-23.4662203
n618,43.2348,-89.5137,-23.79670396
n619,43.2342,-89.4891,-23.32290877
n620,43.2249,-89.301,-24.29799723
n621,43.2344,-89.5005,-23.55946766
n622,43.2337,-89.4745,-23.22899131
n623,43.2337,-89.4665,-23.23564891
n624,43.2321,-89.3977,-23.09182694
n625,43.2261,-89.3135,-24.53742804
n626,43.2299,-89.4134,-22.87566046
n627,43.2253,-89.3205,-24.43919816
n628,43.2253,-89.291,-24.20799333
n629,43.2343,-89.508,-23.72508748
n630,43.2228,-89.2956,-24.24835044
n631,43.2342,-89.5237,-23.78309416
n632,43.2325,-89.431,-22.92734203
n633,43.2292,-89.3288,-24.45474967
n634,43.2262,-89.3689,-23.52187222
n635,43.2303,-89.4242,-23.03766344
n636,43.2218,-89.2479,-23.43008135
n637,43.2221,-89.2871,-24.0814792
n638,43.2302,-89.4469,-22.88327198
n639,43.2316,-89.508,-23.75824875
n640,43.227,-89.4038,-22.96253712
n641,43.2302,-89.4581,-23.15397128
n642,43.2264,-89.3636,-23.64420012
n643,43.2328,-89.4825,-23.19499559
n644,43.2296,-89.4385,-22.90493673
n645,43.2272,-89.4191,-22.91904527
n646,43.2272,-89.4149,-22.91778713
n647,43.2202,-89.243,-23.36809258
n648,43.2325,-89.4796,-23.26578753
n649,43.2302,-89.4752,-23.25435038
n650,43.2316,-89.4856,-23.27983701
n651,43.222,-89.3307,-24.24411162
n652,43.2217,-89.3186,-24.38505194
n653,43.2201,-89.2524,-23.37084089
