node,x,y,p2
n1312,43.1285,-89.5381,-24.98843839
n1313,43.1255,-89.4955,-24.10356011
n1314,43.1212,-89.4443,-23.91051476
n1315,43.1282,-89.5672,-24.60916691
n1316,43.1292,-89.5745,-24.57880566
n1317,43.1245,-89.521,-24.6788085
n1318,43.1243,-89.5188,-24.62513163
n1319,43.1236,-89.5107,-24.47693204
n1320,43.1268,-89.5823,-24.3738708
n1321,43.1249,-89.5332,-24.96026733
n1322,43.1239,-89.5166,-24.59300255
n1323,43.1243,-89.5477,-24.88538915
n1324,43.1215,-89.4938,-24.24248657
n1325,43.1246,-89.5657,-24.64605869
n1326,43.1248,-89.5277,-24.82971728
n1327,43.1214,-89.5202,-24.65792554
n1328,43.1224,-89.5484,-24.84848213
n1329,43.1207,-89.4974,-24.15137026
n1330,43.1212,-89.5089,-24.38617023
n1331,43.1228,-89.5655,-24.70596482
n1332,43.122,-89.5367,-24.94549335
n1333,43.1216,-89.534,-24.92416722
n1334,43.1197,-89.5023,-24.27419525
n1335,43.1195,-89.5044,-24.32547436
n1336,43.1197,-89.5241,-24.75755711
n1337,43.1204,-89.5306,-24.84456714
n1338,43.1223,-89.5411,-24.99778724
n1339,43.1202,-89.5445,-24.92269769
n1340,43.1204,-89.5583,-24.73950819
n1341,43.1193,-89.5663,-24.58825709
n1342,43.1202,-89.5735,-24.6793701
n1343,43.119,-89.5486,-24.88450729
n1344,43.1172,-89.5434,-24.81967812
n1345,43.118,-89.5362,-24.81225306
n1346,43.1167,-89.5239,-24.6579225
n1347,43.1151,-89.5453,-24.75433216
n1348,43.1175,-89.5529,-24.76910863
n1349,43.1164,-89.5781,-24.53347984
n1350,43.1149,-89.5558,-24.76632157
n1351,43.1138,-89.5775,-24.44601671
n1352,43.1122,-89.5527,-24.66708641
n1353,43.1127,-89.5583,-24.7060547
n1354,43.108,-89.5687,-24.40984537
n1355,43.0729,-89.5439,-23.39465152
n1356,43.073,-89.5406,-23.43642269
n1357,43.0728,-89.5463,-23.3509356
n1358,43.0702,-89.5445,-23.30391392
n1359,43.0697,-89.5392,-23.32498925
n1360,43.0705,-89.5537,-23.32142831
n1361,43.0667,-89.5329,-23.20211134
n1362,43.0657,-89.5308,-23.26286037
n1363,43.0658,-89.5439,-23.26820494
n1364,43.0656,-89.5281,-23.19734256
n1365,43.0657,-89.5495,-23.13245012
n1366,43.0646,-89.535,-23.24519087
n1367,43.0642,-89.5392,-23.1425417
n1368,43.0589,-89.529,-23.04153273
n1369,43.0581,-89.5346,-23.05248527
n1370,43.055,-89.5304,-22.90778459
n1371,43.4066375,-89.9253233,-13
n1372,43.0730517,-89.4012302,-22.00284446
