1. Tech Provider ID,2. Node ID,3. Tech Type
2960,1424,tA3
2961,819,tA3
2962,1330,tA3
2963,463,tA3
2964,1495,tA3
2965,2265,tA3
2966,1251,tA3
2967,1084,tA3
2968,694,tA3
2969,338,tA3
2970,316,tA3
2971,1157,tA3
2972,546,tA3
2973,2165,tA3
2974,2401,tA3
2975,3092,tA3
2976,1929,tA3
2977,1561,tA3
2978,152,tA3
2979,2146,tA3
2980,1301,tA3
2981,3008,tA3
2982,873,tA3
2983,3056,tA3
2984,784,tA3
2985,2614,tA3
2986,2020,tA3
2987,2822,tA3
2988,2832,tA3
2989,2297,tA3
2990,2272,tA3
2991,72,tA3
2992,882,tA3
2993,663,tA3
2994,24,tA3
2995,2039,tA3
2996,2268,tA3
2997,2334,tA3
2998,2029,tA3
2999,2514,tA3
3000,2159,tA3
3001,1549,tA3
3002,1504,tA3
3003,114,tA3
3004,717,tA3
3005,672,tA3
3006,3057,tA3
3007,805,tA3
3008,589,tA3
3009,622,tA3
3010,2318,tA3
3011,2840,tA3
3012,20,tA3
3013,1179,tA3
3014,1114,tA3
3015,2228,tA3
3016,1354,tA3
3017,1810,tA3
3018,87,tA3
3019,2773,tA3
3020,1228,tA3
3021,2774,tA3
3022,2226,tA3
3023,1955,tA3
3024,1647,tA3
3025,602,tA3
3026,977,tA3
3027,2095,tA3
3028,3036,tA3
3029,3086,tA3
3030,1913,tA3
3031,849,tA3
3032,984,tA3
3033,1139,tA3
3034,1884,tA3
3035,1218,tA3
3036,575,tA3
3037,2417,tA3
3038,2601,tA3
3039,1214,tA3
3040,1323,tA3
3041,27,tA3
3042,885,tA3
3043,730,tA3
3044,1077,tA3
3045,2153,tA3
3046,1155,tA3
3047,698,tA3
3048,1001,tA3
3049,2025,tA3
3050,1085,tA3
3051,1858,tA3
3052,705,tA3
3053,2650,tA3
3054,2852,tA3
3055,506,tA3
3056,1289,tA3
3057,2879,tA3
3058,1699,tA3
3059,1502,tA3
3060,2409,tA3
3061,715,tA3
3062,1004,tA3
3063,2240,tA3
3064,995,tA3
3065,2598,tA3
3066,839,tA3
3067,614,tA3
3068,664,tA3
3069,2728,tA3
3070,2563,tA3
3071,2767,tA3
3072,1680,tA3
3073,1558,tA3
3074,845,tA3
3075,2073,tA3
3076,2446,tA3
3077,1151,tA3
3078,1283,tA3
3079,1611,tA3
3080,628,tA3
3081,2068,tA3
3082,1410,tA3
3083,2603,tA3
3084,2769,tA3
3085,9,tA3
3086,1369,tA3
3087,1676,tA3
3088,430,tA3
3089,586,tA3
3090,3023,tA3
3091,872,tA3
3092,1454,tA3
3093,1791,tA3
3094,1332,tA3
3095,2078,tA3
3096,739,tA3
3097,2333,tA3
3098,2453,tA3
3099,1691,tA3
3100,883,tA3
3101,2997,tA3
3102,755,tA3
3103,915,tA3
3104,1415,tA3
3105,1939,tA3
3106,613,tA3
3107,1221,tA3
3108,572,tA3
3109,894,tA3
3110,2827,tA3
3111,1329,tA3
3112,304,tA3
3113,1844,tA3
3114,2860,tA3
3115,356,tA3
3116,1414,tA3
3117,1280,tA3
3118,2001,tA3
3119,590,tA3
3120,2798,tA3
3121,811,tA3
3122,451,tA3
3123,2138,tA3
3124,2907,tA3
3125,818,tA3
3126,2787,tA3
3127,677,tA3
3128,1164,tA3
3129,1986,tA3
3130,567,tA3
3131,470,tA3
3132,1421,tA3
3133,675,tA3
3134,446,tA3
3135,702,tA3
3136,40,tA3
3137,112,tA3
3138,689,tA3
3139,55,tA3
3140,1944,tA3
3141,1503,tA3
3142,2610,tA3
3143,2935,tA3
3144,2971,tA3
3145,700,tA3
3146,630,tA3
3147,2486,tA3
3148,2466,tA3
3149,175,tA3
3150,2049,tA3
3151,2981,tA3
3152,1168,tA3
3153,2584,tA3
3154,1099,tA3
3155,2294,tA3
3156,1106,tA3
3157,2434,tA3
3158,910,tA3
3159,30,tA3
3160,2407,tA3
3161,1038,tA3
3162,2197,tA3
3163,1533,tA3
3164,917,tA3
3165,1229,tA3
3166,419,tA3
3167,2791,tA3
3168,1734,tA3
3169,2714,tA3
3170,1621,tA3
3171,231,tA3
3172,1340,tA3
3173,1425,tA3
3174,2296,tA3
3175,1588,tA3
3176,1158,tA3
3177,1553,tA3
3178,275,tA3
3179,2502,tA3
3180,2626,tA3
3181,2327,tA3
3182,2234,tA3
3183,1373,tA3
3184,748,tA3
3185,1048,tA3
3186,3102,tA3
3187,1304,tA3
3188,543,tA3
3189,2803,tA3
3190,1215,tA3
3191,2142,tA3
3192,691,tA3
3193,2460,tA3
3194,3075,tA3
3195,3076,tA3
3196,2042,tA3
3197,970,tA3
3198,2984,tA3
3199,2422,tA3
3200,2856,tA3
3201,2844,tA3
3202,2155,tA3
3203,1103,tA3
3204,2775,tA3
3205,911,tA3
3206,1020,tA3
3207,2497,tA3
3208,640,tA3
3209,509,tA3
3210,455,tA3
3211,1291,tA3
3212,3028,tA3
3213,1041,tA3
3214,429,tA3
3215,2374,tA3
3216,2869,tA3
3217,1842,tA3
3218,3100,tA3
3219,487,tA3
3220,1865,tA3
3221,1368,tA3
3222,1147,tA3
3223,401,tA3
3224,47,tA3
3225,2781,tA3
3226,2582,tA3
3227,2036,tA3
3228,2316,tA3
3229,2804,tA3
3230,260,tA3
3231,2973,tA3
3232,1417,tA3
3233,1250,tA3
3234,732,tA3
3235,2033,tA3
3236,880,tA3
3237,2090,tA3
3238,168,tA3
3239,1201,tA3
3240,1338,tA3
3241,2452,tA3
3242,1170,tA3
3243,2309,tA3
3244,1876,tA3
3245,1320,tA3
3246,1552,tA3
3247,537,tA3
3248,1513,tA3
3249,2117,tA3
3250,1056,tA3
3251,2523,tA3
3252,2403,tA3
3253,2763,tA3
3254,3048,tA3
3255,2671,tA3
3256,1382,tA3
3257,442,tA3
3258,1409,tA3
3259,2342,tA3
3260,295,tA3
3261,2299,tA3
3262,2880,tA3
3263,629,tA3
3264,1484,tA3
3265,90,tA3
3266,293,tA3
3267,1771,tA3
3268,751,tA3
3269,753,tA3
3270,2919,tA3
3271,1046,tA3
3272,1883,tA3
3273,1436,tA3
3274,2046,tA3
3275,512,tA3
3276,1429,tA3
3277,615,tA3
3278,2894,tA3
3279,469,tA3
3280,460,tA3
3281,2813,tA3
3282,3000,tA3
3283,2433,tA3
3284,2976,tA3
3285,1440,tA3
3286,165,tA3
3287,503,tA3
3288,2044,tA3
3289,703,tA3
3290,2010,tA3
3291,1030,tA3
3292,2693,tA3
3293,2782,tA3
3294,2203,tA3
3295,2487,tA3
3296,2818,tA3
3297,2326,tA3
3298,616,tA3
3299,1787,tA3
3300,1140,tA3
3301,1765,tA3
3302,2075,tA3
3303,599,tA3
3304,496,tA3
3305,2105,tA3
3306,2987,tA3
3307,1079,tA3
3308,1007,tA3
3309,2430,tA3
3310,1095,tA3
3311,400,tA3
3312,485,tA3
3313,1449,tA3
3314,2575,tA3
3315,2835,tA3
3316,2019,tA3
3317,3042,tA3
3318,763,tA3
3319,2207,tA3
3320,2317,tA3
3321,31,tA3
3322,1261,tA3
3323,981,tA3
3324,1633,tA3
3325,1819,tA3
3326,1861,tA3
3327,679,tA3
3328,674,tA3
3329,1328,tA3
3330,1002,tA3
3331,423,tA3
3332,2205,tA3
3333,2276,tA3
3334,236,tA3
3335,1212,tA3
3336,1068,tA3
3337,884,tA3
3338,1434,tA3
3339,1431,tA3
3340,1219,tA3
3341,2780,tA3
3342,1288,tA3
3343,2449,tA3
3344,258,tA3
3345,431,tA3
3346,2866,tA3
3347,2368,tA3
3348,1918,tA3
3349,2914,tA3
3350,118,tA3
3351,830,tA3
3352,2301,tA3
3353,2122,tA3
3354,1113,tA3
3355,1213,tA3
3356,761,tA3
3357,1714,tA3
3358,859,tA3
3359,2429,tA3
3360,2985,tA3
3361,376,tA3
3362,1778,tA3
3363,555,tA3
3364,1223,tA3
3365,929,tA3
3366,2913,tA3
3367,315,tA3
3368,413,tA3
3369,358,tA3
3370,1450,tA3
3371,1322,tA3
3372,1357,tA3
3373,1232,tA3
3374,3,tA3
3375,728,tA3
3376,2450,tA3
3377,2443,tA3
3378,1266,tA3
3379,1248,tA3
3380,1426,tA3
3381,764,tA3
3382,10,tA3
3383,385,tA3
3384,1453,tA3
3385,1000,tA3
3386,2435,tA3
3387,270,tA3
3388,2130,tA3
3389,1856,tA3
3390,2655,tA3
3391,2181,tA3
3392,2823,tA3
3393,1515,tA3
3394,1537,tA3
3395,94,tA3
3396,276,tA3
3397,754,tA3
3398,1062,tA3
3399,533,tA3
3400,502,tA3
3401,1178,tA3
3402,2992,tA3
3403,375,tA3
3404,2721,tA3
3405,3083,tA3
3406,731,tA3
3407,2190,tA3
3408,1556,tA3
3409,1413,tA3
3410,2564,tA3
3411,735,tA3
3412,1387,tA3
3413,2283,tA3
3414,1028,tA3
3415,524,tA3
3416,544,tA3
3417,2891,tA3
3418,1644,tA3
3419,966,tA3
3420,2699,tA3
3421,2188,tA3
3422,1396,tA3
3423,962,tA3
3424,2493,tA3
3425,3007,tA3
3426,1051,tA3
3427,644,tA3
3428,2853,tA3
3429,3038,tA3
3430,2988,tA3
3431,2164,tA3
3432,67,tA3
3433,2423,tA3
3434,1117,tA3
3435,1559,tA3
3436,2244,tA3
3437,1252,tA3
3438,1269,tA3
3439,2182,tA3
3440,1202,tA3
3441,417,tA3
3442,1327,tA3
3443,684,tA3
3444,738,tA3
3445,2944,tA3
3446,1546,tA3
3447,3105,tA3
3448,2393,tA3
3449,1509,tA3
3450,1538,tA3
3451,2972,tA3
3452,144,tA3
3453,13,tA3
3454,1477,tA3
3455,3077,tA3
3456,2898,tA3
3457,138,tA3
3458,2848,tA3
3459,1264,tA3
3460,490,tA3
3461,96,tA3
3462,687,tA3
3463,411,tA3
3464,1081,tA3
3465,1873,tA3
3466,2939,tA3
3467,1017,tA3
3468,134,tA3
3469,2864,tA3
3470,1043,tA3
3471,847,tA3
3472,2963,tA3
3473,2461,tA3
3474,2672,tA3
3475,2102,tA3
3476,950,tA3
3477,1242,tA3
3478,4,tA3
3479,1333,tA3
3480,2921,tA3
3481,1698,tA3
3482,2062,tA3
3483,2917,tA3
3484,817,tA3
3485,2838,tA3
3486,1101,tA3
3487,1122,tA3
3488,2636,tA3
3489,2602,tA3
3490,1860,tA3
3491,475,tA3
3492,604,tA3
3493,1915,tA3
3494,56,tA3
3495,942,tA3
3496,1491,tA3
3497,2097,tA3
3498,2470,tA3
3499,2857,tA3
3500,163,tA3
3501,1437,tA3
3502,2961,tA3
3503,353,tA3
3504,459,tA3
3505,1654,tA3
3506,452,tA3
3507,1389,tA3
3508,2630,tA3
3509,551,tA3
3510,2572,tA3
3511,2003,tA3
3512,1642,tA3
3513,2867,tA3
3514,1902,tA3
3515,1026,tA3
3516,2599,tA3
3517,254,tA3
3518,2764,tA3
3519,603,tA3
3520,587,tA3
3521,92,tA3
3522,1381,tA3
3523,1359,tA3
3524,2167,tA3
3525,3013,tA3
3526,2660,tA3
3527,1309,tA3
3528,723,tA3
3529,1418,tA3
3530,1407,tA3
3531,2639,tA3
3532,1523,tA3
3533,1303,tA3
3534,2579,tA3
3535,1914,tA3
3536,1474,tA3
3537,3040,tA3
3538,124,tA3
3539,1135,tA3
3540,1083,tA3
3541,2459,tA3
3542,1520,tA3
3543,648,tA3
3544,2302,tA3
3545,634,tA3
3546,1300,tA3
3547,1709,tA3
3548,2499,tA3
3549,766,tA3
3550,740,tA3
3551,517,tA3
3552,1262,tA3
3553,769,tA3
3554,1118,tA3
3555,97,tA3
3556,3014,tA3
3557,808,tA3
3558,2606,tA3
3559,457,tA3
3560,2920,tA3
3561,1187,tA3
3562,2288,tA3
3563,961,tA3
3564,765,tA3
3565,3044,tA3
3566,2534,tA3
3567,2825,tA3
3568,799,tA3
3569,688,tA3
3570,701,tA3
3571,2174,tA3
3572,2980,tA3
3573,1896,tA3
3574,3106,tA3
3575,973,tA3
3576,2747,tA3
3577,2800,tA3
3578,985,tA3
3579,2632,tA3
3580,671,tA3
3581,1776,tA3
3582,157,tA3
3583,968,tA3
3584,1126,tA3
3585,904,tA3
3586,2734,tA3
3587,398,tA3
3588,2518,tA3
3589,462,tA3
3590,2415,tA3
3591,851,tA3
3592,111,tA3
3593,1121,tA3
3594,1326,tA3
3595,508,tA3
3596,2658,tA3
3597,2345,tA3
3598,403,tA3
3599,3074,tA3
3600,2474,tA3
3601,722,tA3
3602,2551,tA3
3603,737,tA3
3604,2481,tA3
3605,2718,tA3
3606,189,tA3
3607,1444,tA3
3608,1100,tA3
3609,50,tA3
3610,582,tA3
3611,471,tA3
3612,1557,tA3
3613,1591,tA3
3614,2616,tA3
3615,320,tA3
3616,2578,tA3
3617,410,tA3
3618,2750,tA3
3619,1066,tA3
3620,1037,tA3
3621,3097,tA3
3622,1075,tA3
3623,1098,tA3
3624,44,tA3
3625,788,tA3
3626,2098,tA3
3627,3047,tA3
3628,1067,tA3
3629,804,tA3
3630,224,tA3
3631,2570,tA3
3632,1777,tA3
3633,1457,tA3
3634,865,tA3
3635,1931,tA3
3636,46,tA3
3637,1009,tA3
3638,139,tA3
3639,1173,tA3
3640,1784,tA3
3641,725,tA3
3642,2330,tA3
3643,54,tA3
3644,540,tA3
3645,2982,tA3
3646,84,tA3
3647,7,tA3
3648,3037,tA3
3649,171,tA3
3650,2437,tA3
3651,1361,tA3
3652,1528,tA3
3653,2143,tA3
3654,424,tA3
3655,960,tA3
3656,472,tA3
3657,2323,tA3
3658,1438,tA3
3659,1308,tA3
3660,2072,tA3
3661,1008,tA3
3662,261,tA3
3663,1094,tA3
3664,578,tA3
3665,834,tA3
3666,1949,tA3
3667,1380,tA3
3668,2491,tA3
3669,2548,tA3
3670,143,tA3
3671,2307,tA3
3672,771,tA3
3673,443,tA3
3674,2419,tA3
3675,1543,tA3
3676,2878,tA3
3677,1956,tA3
3678,359,tA3
3679,875,tA3
3680,2571,tA3
3681,898,tA3
3682,1383,tA3
3683,1433,tA3
3684,2507,tA3
3685,1563,tA3
3686,2887,tA3
3687,368,tA3
3688,2257,tA3
3689,1451,tA3
3690,3071,tA3
3691,364,tA3
3692,371,tA3
3693,2870,tA3
3694,1063,tA3
3695,1207,tA3
3696,330,tA3
3697,109,tA3
3698,2440,tA3
3699,1237,tA3
3700,1864,tA3
3701,2480,tA3
3702,1843,tA3
3703,1371,tA3
3704,2741,tA3
3705,311,tA3
3706,2432,tA3
3707,2836,tA3
3708,1862,tA3
3709,2947,tA3
3710,2360,tA3
3711,2556,tA3
3712,1447,tA3
3713,785,tA3
3714,2515,tA3
3715,595,tA3
3716,1700,tA3
3717,2854,tA3
3718,1531,tA3
3719,2464,tA3
3720,783,tA3
3721,2633,tA3
3722,1922,tA3
3723,263,tA3
3724,265,tA3
3725,104,tA3
3726,2406,tA3
3727,3066,tA3
3728,1720,tA3
3729,150,tA3
3730,652,tA3
3731,395,tA3
3732,2883,tA3
3733,2902,tA3
3734,367,tA3
3735,1598,tA3
3736,83,tA3
3737,34,tA3
3738,841,tA3
3739,179,tA3
3740,1040,tA3
3741,1376,tA3
3742,1476,tA3
3743,106,tA3
3744,1479,tA3
3745,2991,tA3
3746,777,tA3
3747,2979,tA3
3748,1393,tA3
3749,2562,tA3
3750,999,tA3
3751,2697,tA3
3752,242,tA3
3753,1033,tA3
3754,477,tA3
3755,797,tA3
3756,584,tA3
3757,655,tA3
3758,101,tA3
3759,127,tA3
3760,2801,tA3
3761,2391,tA3
3762,1154,tA3
3763,2821,tA3
3764,305,tA3
3765,2687,tA3
3766,116,tA3
3767,733,tA3
3768,564,tA3
3769,3004,tA3
3770,635,tA3
3771,2175,tA3
3772,803,tA3
3773,3079,tA3
3774,3046,tA3
3775,1790,tA3
3776,136,tA3
3777,74,tA3
3778,816,tA3
3779,542,tA3
3780,2313,tA3
3781,1995,tA3
3782,3020,tA3
3783,779,tA3
3784,126,tA3
3785,686,tA3
3786,1521,tA3
3787,2263,tA3
3788,776,tA3
3789,217,tA3
3790,1398,tA3
3791,857,tA3
3792,29,tA3
3793,1585,tA3
3794,372,tA3
3795,1023,tA3
3796,399,tA3
3797,2485,tA3
3798,3017,tA3
3799,120,tA3
3800,657,tA3
3801,449,tA3
3802,724,tA3
3803,354,tA3
3804,2792,tA3
3805,3025,tA3
3806,210,tA3
3807,2910,tA3
3808,1456,tA3
3809,1061,tA3
3810,1313,tA3
3811,3015,tA3
3812,982,tA3
3813,1686,tA3
3814,921,tA3
3815,2397,tA3
3816,2799,tA3
3817,149,tA3
3818,2471,tA3
3819,641,tA3
3820,153,tA3
3821,924,tA3
3822,2634,tA3
3823,241,tA3
3824,439,tA3
3825,569,tA3
3826,627,tA3
3827,1281,tA3
3828,1011,tA3
3829,806,tA3
3830,1527,tA3
3831,2851,tA3
3832,789,tA3
3833,1379,tA3
3834,541,tA3
3835,3052,tA3
3836,2156,tA3
3837,581,tA3
3838,2817,tA3
3839,670,tA3
3840,1517,tA3
3841,2959,tA3
3842,573,tA3
3843,746,tA3
3844,1344,tA3
3845,2918,tA3
3846,65,tA3
3847,743,tA3
3848,2824,tA3
3849,1348,tA3
3850,2145,tA3
3851,1142,tA3
3852,612,tA3
3853,2789,tA3
3854,828,tA3
3855,1510,tA3
3856,2675,tA3
3857,2134,tA3
3858,994,tA3
3859,15,tA3
3860,1254,tA3
3861,1792,tA3
3862,795,tA3
3863,176,tA4
3864,577,tA4
3865,2590,tA4
3866,75,tA4
3867,194,tA4
3868,187,tA4
3869,1818,tA4
3870,334,tA4
3871,2546,tA4
3872,190,tA4
3873,1835,tA4
3874,2936,tA4
3875,1715,tA4
3876,193,tA4
3877,2709,tA4
3878,2504,tA4
3879,297,tA4
3880,200,tA4
3881,1279,tA4
3882,1825,tA4
3883,158,tA4
3884,1192,tA4
3885,2261,tA4
3886,191,tA4
3887,1846,tA4
3888,341,tA4
3889,1797,tA4
3890,319,tA4
3891,339,tA4
3892,1824,tA4
3893,2034,tA4
3894,2716,tA4
3895,1307,tA4
3896,1260,tA4
3897,2027,tA4
3898,2212,tA4
3899,2761,tA4
3900,164,tA4
3901,2815,tA4
3902,1948,tA4
3903,1916,tA4
3904,418,tA4
3905,2532,tA4
3906,1174,tA4
3907,78,tA4
3908,167,tA4
3909,1854,tA4
3910,1545,tA4
3911,176,tA5
3912,577,tA5
3913,2590,tA5
3914,75,tA5
3915,194,tA5
3916,187,tA5
3917,1818,tA5
3918,334,tA5
3919,2546,tA5
3920,190,tA5
3921,1835,tA5
3922,2936,tA5
3923,1715,tA5
3924,193,tA5
3925,2709,tA5
3926,2504,tA5
3927,297,tA5
3928,200,tA5
3929,1279,tA5
3930,1825,tA5
3931,158,tA5
3932,1192,tA5
3933,2261,tA5
3934,191,tA5
3935,1846,tA5
3936,341,tA5
3937,1797,tA5
3938,319,tA5
3939,339,tA5
3940,1824,tA5
3941,2034,tA5
3942,2716,tA5
3943,1307,tA5
3944,1260,tA5
3945,2027,tA5
3946,2212,tA5
3947,2761,tA5
3948,164,tA5
3949,2815,tA5
3950,1948,tA5
3951,1916,tA5
3952,418,tA5
3953,2532,tA5
3954,1174,tA5
3955,78,tA5
3956,167,tA5
3957,1854,tA5
3958,1545,tA5
3959,306,tA5
3960,712,tA5
3961,1175,tA5
3962,343,tA5
3963,280,tA5
3964,425,tA5
3965,1742,tA5
3966,1809,tA5
3967,3054,tA5
3968,583,tA5
3969,2473,tA5
3970,2946,tA5
3971,172,tA5
3972,2550,tA5
3973,176,tA6
3974,577,tA6
3975,2590,tA6
3976,75,tA6
3977,194,tA6
3978,187,tA6
3979,1818,tA6
3980,334,tA6
3981,2546,tA6
3982,190,tA6
3983,1835,tA6
3984,2936,tA6
3985,1715,tA6
3986,193,tA6
3987,2709,tA6
3988,2504,tA6
3989,297,tA6
3990,200,tA6
3991,1279,tA6
3992,1825,tA6
3993,158,tA6
3994,1192,tA6
3995,2261,tA6
3996,191,tA6
3997,1846,tA6
3998,341,tA6
3999,1797,tA6
4000,319,tA6
4001,339,tA6
4002,1824,tA6
4003,2034,tA6
4004,2716,tA6
4005,1307,tA6
4006,1260,tA6
4007,2027,tA6
4008,2212,tA6
4009,2761,tA6
4010,164,tA6
