#1.Supply reference no.,2.Node,3.Time,4.Product,5.Bid,6.Capacity,7. Emissions,8. Emissions coefficients
S0220,N08009,T0,Recyclables,0,1923.9341494301393,,
S0221,N08011,T0,Recyclables,0,3100.4643309413254,,
S0222,N08013,T0,Recyclables,0,181505.02321654707,,
S0223,N08014,T0,Recyclables,0,40669.31194596876,,
S0224,N08015,T0,Recyclables,0,10687.547488391727,,
S0225,N08017,T0,Recyclables,0,959.2233009708738,,
S0226,N08019,T0,Recyclables,0,5156.648374841705,,
S0227,N08021,T0,Recyclables,0,4094.2591810890667,,
S0228,N08023,T0,Recyclables,0,1920.0928661882651,,
S0229,N08025,T0,Recyclables,0,3249.7256226255804,,
S0230,N08027,T0,Recyclables,0,2581.342338539468,,
S0231,N08029,T0,Recyclables,0,17118.953144786832,,
S0232,N08031,T0,Recyclables,0,392646.0953989025,,
S0233,N08033,T0,Recyclables,0,1276.4035457999157,,
S0234,N08035,T0,Recyclables,0,196442.12747994935,,
S0235,N08037,T0,Recyclables,0,30582.65090755593,,
S0236,N08039,T0,Recyclables,0,14301.646264246518,,
S0237,N08041,T0,Recyclables,0,400807.72477838746,,
S0238,N08043,T0,Recyclables,0,26855.50865344027,,
S0239,N08045,T0,Recyclables,0,33849.93668214437,,
S0240,N08047,T0,Recyclables,0,3187.1675812579147,,
S0241,N08049,T0,Recyclables,0,8624.778387505276,,
S0242,N08051,T0,Recyclables,0,9283.832840861123,,
S0243,N08053,T0,Recyclables,0,432.41874208526804,,
S0244,N08055,T0,Recyclables,0,3742.5073870831575,,
S0245,N08057,T0,Recyclables,0,756.7327986492191,,
S0246,N08059,T0,Recyclables,0,319874.6306458421,,
S0247,N08061,T0,Recyclables,0,793.4993668214437,,
S0248,N08063,T0,Recyclables,0,3889.024905023217,,
S0249,N08065,T0,Recyclables,0,4080.540312368088,,
S0250,N08067,T0,Recyclables,0,30531.61671591389,,
S0251,N08069,T0,Recyclables,0,197039.17264668638,,
S0252,N08071,T0,Recyclables,0,7987.125369354158,,
S0253,N08073,T0,Recyclables,0,3114.183199662305,,
S0254,N08075,T0,Recyclables,0,11813.59223300971,,
S0255,N08077,T0,Recyclables,0,85442.7606585057,,
S0256,N08079,T0,Recyclables,0,474.67285774588436,,
S0257,N08081,T0,Recyclables,0,7294.048121570283,,
S0258,N08083,T0,Recyclables,0,14184.761502743773,,
S0259,N08085,T0,Recyclables,0,23420.30392570705,,
S0260,N08087,T0,Recyclables,0,15974.799493457156,,
S0261,N08089,T0,Recyclables,0,10256.226255804137,,
S0262,N08091,T0,Recyclables,0,2674.6306458421277,,
S0263,N08093,T0,Recyclables,0,9542.845082313212,,
S0264,N08095,T0,Recyclables,0,2485.859012241452,,
S0265,N08097,T0,Recyclables,0,9525.284930350359,,
S0266,N08099,T0,Recyclables,0,6584.508231321232,,
S0267,N08101,T0,Recyclables,0,92279.69607429295,,
S0268,N08103,T0,Recyclables,0,3582.819755170958,,
S0269,N08105,T0,Recyclables,0,6332.081046855214,,
S0270,N08107,T0,Recyclables,0,13625.031658927817,,
S0271,N08109,T0,Recyclables,0,3494.470240607852,,
S0272,N08111,T0,Recyclables,0,386.8720979316167,,
S0273,N08113,T0,Recyclables,0,4429.548332629802,,
S0274,N08115,T0,Recyclables,0,1319.2064162093711,,
S0275,N08117,T0,Recyclables,0,17041.578725200507,,
S0276,N08119,T0,Recyclables,0,13559.729843815956,,
S0277,N08121,T0,Recyclables,0,2643.3516251582946,,
S0278,N08123,T0,Recyclables,0,180529.88602785987,,
S0279,N08125,T0,Recyclables,0,5480.962431405656,,
S0280,N09001,T0,Recyclables,0,525388.2228788518,,
S0281,N09003,T0,Recyclables,0,493603.79907133814,,
S0282,N09005,T0,Recyclables,0,101621.69691853103,,
S0283,N09007,T0,Recyclables,0,90130.22372308992,,
S0284,N09009,T0,Recyclables,0,474582.31321232585,,
S0285,N09011,T0,Recyclables,0,147370.83157450403,,
S0286,N09013,T0,Recyclables,0,82196.87631912199,,
S0287,N09015,T0,Recyclables,0,63884.9303503588,,
S0288,N10001,T0,Recyclables,0,99791.59983115237,,
S0289,N10003,T0,Recyclables,0,313184.76150274376,,
S0290,N10005,T0,Recyclables,0,130262.30476994513,,
S0291,N11001,T0,Recyclables,0,378391.0932883073,,
S0292,N12001,T0,Recyclables,0,152810.63739974672,,
S0293,N12003,T0,Recyclables,0,15507.26044744618,,
S0294,N12005,T0,Recyclables,0,96150.61207260448,,
S0295,N12007,T0,Recyclables,0,15531.405656395104,,
S0296,N12009,T0,Recyclables,0,332881.2157028282,,
S0297,N12011,T0,Recyclables,0,1.0669850147741663e6,,
S0298,N12013,T0,Recyclables,0,7489.404812157029,,
S0299,N12015,T0,Recyclables,0,102533.1785563529,,
S0300,N12017,T0,Recyclables,0,84422.07682566483,,
S0301,N12019,T0,Recyclables,0,119762.98016040523,,
S0302,N12021,T0,Recyclables,0,206195.6943858168,,
S0303,N12023,T0,Recyclables,0,38247.10848459265,,
S0304,N12027,T0,Recyclables,0,18644.49134655973,,
S0305,N12029,T0,Recyclables,0,9196.580835795696,,
S0306,N12031,T0,Recyclables,0,546322.1190375686,,
S0307,N12033,T0,Recyclables,0,176646.89742507387,,
S0308,N12035,T0,Recyclables,0,63314.22541156606,,
S0309,N12037,T0,Recyclables,0,6832.545377796539,,
S0310,N12039,T0,Recyclables,0,24049.72562262558,,
S0311,N12041,T0,Recyclables,0,9802.95483326298,,
S0312,N12043,T0,Recyclables,0,6654.200084423807,,
S0313,N12045,T0,Recyclables,0,7787.9273955255385,,
S0314,N12047,T0,Recyclables,0,7684.761502743774,,
S0315,N12049,T0,Recyclables,0,13898.311523849725,,
S0316,N12051,T0,Recyclables,0,21741.11439425918,,
S0317,N12053,T0,Recyclables,0,106741.02997045167,,
S0318,N12055,T0,Recyclables,0,55553.18699873364,,
S0319,N12057,T0,Recyclables,0,801051.3296749684,,
S0320,N12059,T0,Recyclables,0,10784.67707893626,,
S0321,N12061,T0,Recyclables,0,87684.42380751371,,
S0322,N12063,T0,Recyclables,0,25966.52596032081,,
S0323,N12065,T0,Recyclables,0,7962.431405656395,,
S0324,N12067,T0,Recyclables,0,4514.056563951034,,
S0325,N12069,T0,Recyclables,0,210697.67834529336,,
S0326,N12071,T0,Recyclables,0,417504.685521317,,
S0327,N12073,T0,Recyclables,0,160345.04010130858,,
S0328,N12075,T0,Recyclables,0,23549.810046433096,,
S0329,N12077,T0,Recyclables,0,4375.770367243563,,
S0330,N12079,T0,Recyclables,0,9860.025327142253,,
S0331,N12081,T0,Recyclables,0,219342.76065850572,,
S0332,N12083,T0,Recyclables,0,206281.3001266357,,
S0333,N12085,T0,Recyclables,0,86939.76361333896,,
S0334,N12086,T0,Recyclables,0,1.4826074715069649e6,,
S0335,N12087,T0,Recyclables,0,45477.50105529759,,
S0336,N12089,T0,Recyclables,0,49581.089067116925,,
S0337,N12091,T0,Recyclables,0,116153.82017728999,,
S0338,N12093,T0,Recyclables,0,21754.83326298016,,
S0339,N12095,T0,Recyclables,0,784668.8054031237,,
S0340,N12097,T0,Recyclables,0,213276.82566483747,,
S0341,N12099,T0,Recyclables,0,818846.8974250739,,
S0342,N12101,T0,Recyclables,0,308340.3545799916,,
S0343,N12103,T0,Recyclables,0,526314.5208948923,,
S0344,N12105,T0,Recyclables,0,397872.4356268468,,
S0345,N12107,T0,Recyclables,0,40235.24693963698,,
S0346,N12109,T0,Recyclables,0,150043.26720135077,,
S0347,N12111,T0,Recyclables,0,180664.33094132546,,
S0348,N12113,T0,Recyclables,0,103165.89278176446,,
S0349,N12115,T0,Recyclables,0,238162.85352469396,,
S0350,N12117,T0,Recyclables,0,258384.46601941745,,
S0351,N12119,T0,Recyclables,0,71202.02617138032,,
S0352,N12121,T0,Recyclables,0,23856.563951034193,,
S0353,N12123,T0,Recyclables,0,11960.658505698606,,
S0354,N12125,T0,Recyclables,0,8860.742929506121,,
S0355,N12127,T0,Recyclables,0,303759.34993668215,,
S0356,N12129,T0,Recyclables,0,18528.155339805828,,
S0357,N12131,T0,Recyclables,0,41323.9763613339,,
S0358,N12133,T0,Recyclables,0,13893.372731110172,,
S0359,N13001,T0,Recyclables,0,10121.2325875897,,
S0360,N13003,T0,Recyclables,0,4546.981848881384,,
S0361,N13005,T0,Recyclables,0,6113.127902068383,,
S0362,N13007,T0,Recyclables,0,1578.2186576614606,,
S0363,N13009,T0,Recyclables,0,24034.909244406925,,
S0364,N13011,T0,Recyclables,0,9896.79189531448,,
S0365,N13013,T0,Recyclables,0,45823.76530181512,,
S0366,N13015,T0,Recyclables,0,59759.94090333474,,
S0367,N13017,T0,Recyclables,0,9435.289151540734,,
S0368,N13019,T0,Recyclables,0,9965.386238919375,,
S0369,N13021,T0,Recyclables,0,86344.36471084846,,
S0370,N13023,T0,Recyclables,0,6904.9810046433095,,
S0371,N13025,T0,Recyclables,0,9889.10932883073,,
S0372,N13027,T0,Recyclables,0,8945.251160827354,,
S0373,N13029,T0,Recyclables,0,24550.189953566904,,
S0374,N13031,T0,Recyclables,0,44503.46137610806,,
S0375,N13033,T0,Recyclables,0,13497.17180244829,,
S0376,N13035,T0,Recyclables,0,13957.028281975518,,
S0377,N13037,T0,Recyclables,0,3058.2102152807092,,
S0378,N13039,T0,Recyclables,0,30054.200084423806,,
S0379,N13043,T0,Recyclables,0,6025.875897002955,,
S0380,N13045,T0,Recyclables,0,65383.030814689744,,
S0381,N13047,T0,Recyclables,0,37245.082313212326,,
S0382,N13049,T0,Recyclables,0,6869.311945968763,,
S0383,N13051,T0,Recyclables,0,162042.33853946815,,
S0384,N13053,T0,Recyclables,0,5248.839172646686,,
S0385,N13055,T0,Recyclables,0,13699.662304769945,,
S0386,N13057,T0,Recyclables,0,146308.99113550023,,
S0387,N13059,T0,Recyclables,0,70608.8222878852,,
S0388,N13061,T0,Recyclables,0,1562.853524693964,,
S0389,N13063,T0,Recyclables,0,163306.6694807936,,
S0390,N13065,T0,Recyclables,0,3703.5457999155765,,
S0391,N13067,T0,Recyclables,0,420427.9020683833,,
S0392,N13069,T0,Recyclables,0,23646.93963697763,,
S0393,N13071,T0,Recyclables,0,25186.745462220344,,
S0394,N13073,T0,Recyclables,0,85611.22836639931,,
S0395,N13075,T0,Recyclables,0,9454.495567750106,,
S0396,N13077,T0,Recyclables,0,80204.89658083579,,
S0397,N13079,T0,Recyclables,0,6656.395103419164,,
S0398,N13081,T0,Recyclables,0,11045.335584634866,,
S0399,N13083,T0,Recyclables,0,8917.813423385394,,
S0400,N13085,T0,Recyclables,0,14705.529759392148,,
S0401,N13087,T0,Recyclables,0,16115.280709159983,,
S0402,N13089,T0,Recyclables,0,419458.2524271845,,
S0403,N13091,T0,Recyclables,0,10933.938370620515,,
S0404,N13093,T0,Recyclables,0,6150.443224989447,,
S0405,N13095,T0,Recyclables,0,47077.669902912625,,
S0406,N13097,T0,Recyclables,0,79150.73870831575,,
S0407,N13099,T0,Recyclables,0,5956.18404390038,,
S0408,N13101,T0,Recyclables,0,2028.7463064584213,,
S0409,N13103,T0,Recyclables,0,35542.29632756437,,
S0410,N13105,T0,Recyclables,0,10775.897002954833,,
S0411,N13107,T0,Recyclables,0,12494.048121570284,,
S0412,N13109,T0,Recyclables,0,5912.283663993246,,
S0413,N13111,T0,Recyclables,0,13893.921485859013,,
S0414,N13113,T0,Recyclables,0,65408.273533136344,,
S0415,N13115,T0,Recyclables,0,54098.438159560996,,
S0416,N13117,T0,Recyclables,0,137892.73955255383,,
S0417,N13119,T0,Recyclables,0,12854.03123680878,,
S0418,N13121,T0,Recyclables,0,585362.1781342338,,
S0419,N13123,T0,Recyclables,0,17205.10764035458,,
S0420,N13125,T0,Recyclables,0,1582.6086956521738,,
S0421,N13127,T0,Recyclables,0,46369.22752216125,,
S0422,N13129,T0,Recyclables,0,31577.54326720135,,
S0423,N13131,T0,Recyclables,0,14397.129590544533,,
S0424,N13133,T0,Recyclables,0,10379.69607429295,,
S0425,N13135,T0,Recyclables,0,525192.3174335163,,
S0426,N13137,T0,Recyclables,0,25259.729843815956,,
S0427,N13139,T0,Recyclables,0,111471.84466019417,,
S0428,N13141,T0,Recyclables,0,4793.372731110173,,
S0429,N13143,T0,Recyclables,0,16418.193330519207,,
S0430,N13145,T0,Recyclables,0,19024.229632756436,,
S0431,N13147,T0,Recyclables,0,14173.23765301815,,
S0432,N13149,T0,Recyclables,0,6262.389193752638,,
S0433,N13151,T0,Recyclables,0,132091.85310257494,,
S0434,N13153,T0,Recyclables,0,89794.38581680034,,
S0435,N13155,T0,Recyclables,0,5304.263402279443,,
S0436,N13157,T0,Recyclables,0,41654.326720135075,,
S0437,N13159,T0,Recyclables,0,8005.23427606585,,
S0438,N13161,T0,Recyclables,0,8110.046433094133,,
S0439,N13163,T0,Recyclables,0,8620.388349514562,,
S0440,N13165,T0,Recyclables,0,4759.8986914309835,,
S0441,N13167,T0,Recyclables,0,5042.5073870831575,,
S0442,N13169,T0,Recyclables,0,15555.550865344027,,
S0443,N13171,T0,Recyclables,0,10151.962853524694,,
S0444,N13173,T0,Recyclables,0,5420.050654284508,,
S0445,N13175,T0,Recyclables,0,27201.77289995779,,
S0446,N13177,T0,Recyclables,0,18198.353735753484,,
S0447,N13179,T0,Recyclables,0,35809.53989024905,,
S0448,N13181,T0,Recyclables,0,4219.924018573238,,
S0449,N13183,T0,Recyclables,0,8872.266779231744,,
S0450,N13185,T0,Recyclables,0,64890.79780498101,,
S0451,N13187,T0,Recyclables,0,18376.699029126212,,
S0452,N13189,T0,Recyclables,0,11870.662726888982,,
S0453,N13191,T0,Recyclables,0,6022.58336850992,,
S0454,N13193,T0,Recyclables,0,6630.054875474884,,
S0455,N13195,T0,Recyclables,0,16528.49303503588,,
S0456,N13197,T0,Recyclables,0,4114.563106796117,,
S0457,N13199,T0,Recyclables,0,11311.481637821866,,
S0458,N13201,T0,Recyclables,0,3292.528493035036,,
S0459,N13205,T0,Recyclables,0,11938.1595609962,,
S0460,N13207,T0,Recyclables,0,15341.536513296749,,
S0461,N13209,T0,Recyclables,0,4724.778387505276,,
S0462,N13211,T0,Recyclables,0,11028.324187420852,,
S0463,N13213,T0,Recyclables,0,21935.373575348247,,
S0464,N13215,T0,Recyclables,0,113549.4301392993,,
S0465,N13217,T0,Recyclables,0,61725.58041367666,,
S0466,N13219,T0,Recyclables,0,22937.399746728577,,
S0467,N13221,T0,Recyclables,0,8135.289151540735,,
S0468,N13223,T0,Recyclables,0,92553.52469396369,,
S0469,N13225,T0,Recyclables,0,15354.70662726889,,
S0470,N13227,T0,Recyclables,0,18227.437737441956,,
S0471,N13229,T0,Recyclables,0,10819.248628113128,,
S0472,N13231,T0,Recyclables,0,10365.428450823132,,
S0473,N13233,T0,Recyclables,0,23515.787252005066,,
S0474,N13235,T0,Recyclables,0,5407.978049810046,,
S0475,N13237,T0,Recyclables,0,12098.395947657238,,
S0476,N13239,T0,Recyclables,0,1226.466863655551,,
S0477,N13241,T0,Recyclables,0,9264.626424651751,,
