,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n11,-16.99288486353635,-23.86583941929365,-18.674455174333534,0.0,-0.0,-0.0,-0.0,798.4758393010561,-16.51163741342627,-23.923206667732295,-18.70197443017158,-15.502718794304979,-16.28570795721248,-11.541843808801634,98.47583930105608,98.47583930105608,98.47583930105608,-0.0,-2.4018867563811934,-1.6441991637466193,
n12,-17.00173776730463,-23.785199293564464,-18.57910319926529,0.0,-0.0,-0.0,-0.0,798.507057728507,-16.321763371929382,-23.733447772434925,-18.68597714476127,-15.593035674362566,-16.319903078806618,-11.533222853944713,98.50705772850701,98.50705772850701,98.50705772850701,-0.0,-2.4452938201053835,-1.4975275775048587,
n13,-16.75588681618629,-23.846842251112434,-18.688015193453076,0.0,-0.0,-0.0,-0.0,798.109719232489,-16.111351220600138,-23.86542262386425,-18.581826723055592,-15.73503641211133,-16.35111052739622,-11.767700961051924,98.109719232489,98.109719232489,98.109719232489,-0.0,-2.454333969241719,-1.5962693655130111,
n14,-17.893832706219786,-24.357725401143878,-19.131847441785506,0.0,-0.0,-0.0,-0.0,797.6098025931095,-16.567989806542244,-24.659653060436796,-19.24141844251463,-16.296033692879792,-15.916108596359727,-11.36570286327352,97.60980259310956,97.60980259310956,97.60980259310956,-0.0,-2.4206764693222276,-1.8741506797671716,
n15,-17.075679932866016,-23.59955754848594,-18.44910584676842,0.0,-0.0,-0.0,-0.0,797.891535919738,-16.033926687312476,-24.07951640532603,-18.854936106017114,-15.94586866644932,-16.408272818061416,-11.840642003598672,97.89153591973803,97.89153591973803,97.89153591973803,-0.0,-2.356390401709129,-1.6603386902981945,
n16,-16.025617868574475,-22.87944531688967,-17.960335015804404,0.0,-0.0,-0.0,-0.0,797.3531861961138,-15.685504958239656,-23.14774861933793,-18.06281684798412,-16.7141512925368,-17.275155358775972,-12.68620894073091,97.35318619611384,97.35318619611384,97.35318619611384,-0.062419834698812786,-2.2920139117788003,-0.6031961164242754,
n17,-17.74876049053409,-23.724741778681725,-18.59446508760547,0.0,-0.0,-0.0,-0.0,796.9217768383465,-15.79585603243745,-23.886554024355416,-18.707249543109643,-16.670224198551082,-16.841312264228527,-12.293102120762587,96.92177683834655,96.92177683834655,96.92177683834655,-0.0,-2.30525445011772,-1.5123469152295024,
n18,-17.969611864512313,-23.739607357058592,-18.62168025164063,0.0,-0.0,-0.0,-0.0,796.7424447599332,-15.71671388422646,-23.72052280761667,-18.587019069767713,-16.673192824444904,-17.017998714956565,-12.48307731165376,96.74244475993319,96.74244475993319,96.74244475993319,-0.0,-2.2658873250726383,-1.5839662286374563,
n19,-16.47158147504222,-23.744632794464486,-18.590341780076557,0.0,-0.0,-0.0,-0.0,798.2244581457484,-16.312959918520203,-23.758223252382454,-18.798785978536063,-15.691127848066264,-16.404075359004388,-11.765401687568716,98.22445814574841,98.22445814574841,98.22445814574841,-0.0,-2.335841043681354,-1.3395494844254094,
n20,-15.876489770404369,-22.8921886726215,-18.075082130260494,0.0,-0.0,-0.0,-0.0,797.7800282551148,-15.563139736552545,-22.912674009383476,-17.820354683441757,-16.34840505706451,-17.043640736621562,-12.262067450305942,97.7800282551147,97.7800282551147,97.7800282551147,0.10008444852781713,-2.2109152508178322,-0.6377085991590855,
n21,-17.51636907728206,-23.675972396364017,-18.452345486470776,0.0,-0.0,-0.0,-0.0,797.4439748988905,-16.10704149245529,-24.086241141688006,-18.837213937018138,-16.310553698493706,-16.498432761741725,-11.94818808081197,97.44397489889045,97.44397489889045,97.44397489889045,-0.0,-2.4114617836104046,-1.5889314285298228,
n22,-16.042628229745528,-23.152839386960675,-18.349130004122962,0.0,-0.0,-0.0,-0.0,796.4828447493143,-14.637060942420845,-21.70509626914606,-16.988884647263802,-17.45054316479548,-17.733988204280294,-13.147838941763938,96.4828447493143,96.4828447493143,96.4828447493143,-0.0,-2.112729696821373,-0.0,
n23,-16.13089611496096,-23.221054344314258,-18.426861719717046,0.0,-0.0,-0.0,-0.0,796.4503925186499,-14.54712532977046,-21.626121849060567,-16.899079045175082,-17.440933820261208,-17.72843345141891,-13.099873281683731,96.45039251864993,96.45039251864993,96.45039251864993,-0.0,-2.1307472178231373,-0.0,
n24,-15.59346868033675,-22.743303969904762,-17.94124019752303,0.0,-0.0,-0.0,-0.0,796.5969946958633,-15.08455276439467,-22.11303507059008,-17.288544218275543,-17.648289942188573,-17.888660570185138,-13.249061528440398,96.59699469586329,96.59699469586329,96.59699469586329,-0.0,-2.163312431594081,-0.12379057319601228,
n25,-16.25748987955085,-23.29129679293,-18.46966470147957,0.0,-0.0,-0.0,-0.0,796.3739214317461,-14.5194518106102,-21.530045036339242,-16.806893573178854,-17.39906983568362,-17.67999787319509,-13.042107296793409,96.37392143174615,96.37392143174615,96.37392143174615,-0.0,-2.171851981737099,-0.0,
n26,-16.36168769701872,-23.44911344363007,-18.63892149393738,0.0,-0.0,-0.0,-0.0,796.4098909896128,-14.338369071551233,-21.39034660691896,-16.69155730499895,-17.39050426149208,-17.66919857289411,-13.03354172260187,96.40989098961273,96.40989098961273,96.40989098961273,-0.0,-2.090230279815289,-0.0,
n27,-16.203020063289127,-22.7026602112447,-17.934046950451165,0.0,-0.0,-0.0,-0.0,796.2730933868518,-14.620063914519505,-21.93332457785449,-17.164805579071963,-17.439477946167123,-17.932067179769053,-13.172647308291047,96.27309338685171,96.27309338685171,96.27309338685171,-0.0,-2.179443238975418,-0.0,
n28,-16.07599081957025,-23.139092389169704,-18.335142741111053,0.0,-0.0,-0.0,-0.0,797.6339544092049,-14.514333363265642,-21.717288901814108,-16.917287497648832,-16.941420074671207,-17.20129607957636,-12.311257817186931,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-2.0496914449612573,-0.0,
n29,-16.037347511129756,-23.314061864375805,-18.49645573490261,0.0,-0.0,-0.0,-0.0,797.1306827816518,-14.600351204814626,-21.808005377342333,-16.98299904721812,-17.111824689402216,-17.52228680295881,-12.828377935489131,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-2.1028787919567065,-0.0,
n30,-14.58168843795287,-24.4846614826525,-19.16234024626939,0.0,-0.0,-0.0,-0.0,797.0672058504376,-13.960093537677196,-20.314143363397346,-15.706166172428299,-17.54853093619736,-17.42408484934586,-12.639208608210328,97.06720585043763,97.06720585043763,97.06720585043763,-0.0035451487413001165,-1.9955635411512256,-0.0,
n31,-15.010552928610782,-24.623540198354846,-19.28256737705298,0.0,-0.0,-0.021834013680568518,-0.0,796.8483714076314,-13.531229047019284,-20.024512118313247,-15.60359237159666,-17.36001989196368,-17.451145858704972,-12.686156172553678,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-1.9475733544052942,-0.0,
n32,-16.073080467674576,-23.53843159299274,-18.718565192316014,0.0,-0.0,-0.0,-0.0,797.7815336196695,-14.345122119172213,-21.325434295340145,-16.578101381293017,-16.832933675672365,-17.115035050686448,-12.222385137611681,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-2.0476264734486875,-0.0,
n33,-15.903522082919862,-23.662781834615924,-18.45578109174486,0.0,-0.0,-0.0,-0.0,797.0700395822051,-12.838857953036154,-19.23575253983059,-15.005909014950591,-17.161557421577598,-17.370903335621378,-12.62554784907151,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-1.845033024720031,-0.0,
n34,-15.321059250298273,-24.33292300558387,-18.991601274204342,0.0,-0.0,-0.0,-0.0,796.7024862428486,-13.278173771982754,-19.768334799059453,-15.381918499670308,-17.26395167825955,-17.40403453834558,-12.690190099075751,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-1.915591238618057,-0.0,
n35,-16.658950438693154,-23.626308719758793,-18.709347803205596,0.0,-0.0,-0.0,-0.0,796.9814357935063,-16.378653036064296,-23.939296987153302,-18.762147532156682,-16.863338450659775,-16.44540008389898,-11.916019417073926,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-2.232220998897996,-1.6972017587418027,
n36,-16.990115319888126,-23.861190023482262,-18.881837660247175,0.0,-0.0,-0.0,-0.04395423541242541,797.0284249452955,-16.047488154869324,-24.04609850654163,-18.684685619730026,-16.686717180689122,-16.279436170865825,-11.775774808498992,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-2.3583084614817045,-1.7862734346733076,
n37,-17.179951573561198,-23.81214300650709,-18.664930654559022,0.0,-0.0,-0.0,-0.0,797.2409288943265,-15.923921632270787,-23.93560640551433,-18.689982051902955,-16.592870890688655,-16.35431192117902,-11.803846915086082,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-2.328143590473628,-1.8843430364702785,
n38,-15.233505388083847,-23.770025625933958,-18.42901996535786,0.0,-0.0,-0.0,-0.0,797.2269782734121,-14.712181251917983,-21.154000401088165,-16.334803768023445,-17.38875851322284,-17.46106780075231,-12.602353266656504,97.22697827341214,97.22697827341214,97.22697827341214,-0.09322901357019155,-2.139788441734906,-0.0,
n39,-17.093174523413378,-23.458731830118005,-18.395135591679335,0.0,-0.0,-0.0,-0.0,797.6588372087996,-15.952794517854548,-23.838523130922525,-18.63176260197708,-16.16957520247953,-16.523914985426224,-11.973525650094903,97.65883720879954,97.65883720879954,97.65883720879954,-0.017975350513174435,-2.357440609770299,-1.4581258729158948,
n40,-17.81516914980505,-23.207467081013903,-19.49573648303851,0.0,-0.0,-0.0,-0.0,796.4711930398287,-15.538924740389996,-23.180618416157603,-18.114320922772052,-16.68328924587326,-16.39812378383644,-11.914867594528063,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-2.1718279608143667,-1.7819950478151283,
n41,-17.43406172232939,-23.37848257490161,-18.574735791343336,0.0,-0.0,-0.0,-0.0,796.5251299138337,-15.255140407855905,-22.769378646885755,-17.770701020773426,-17.081658591958973,-17.54329613355745,-12.885456270512604,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-2.221370858222633,-0.47534816691145043,
n42,-17.344313437702585,-23.51080268791925,-18.707055904360974,0.0,-0.0,-0.0,-0.0,796.4053334177429,-14.995665143209662,-22.49565970820902,-17.523847125765172,-17.135248812326726,-17.663014253432397,-13.00646705736779,96.40533341774285,96.40533341774285,96.40533341774285,-0.0,-2.1951504151157564,-0.3213676910165092,
n43,-15.980497997254066,-23.481018367492442,-18.664615573423813,0.0,-0.0,-0.0,-0.0,797.7029228309996,-14.301452601527917,-21.388269382353986,-16.593062738454694,-16.912791075508235,-17.16940417076689,-12.272105630082036,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-2.2023311679329707,-0.0,
n44,-16.3742026674159,-23.422795632432567,-18.623589668231844,0.0,-0.0,-0.0,-0.0,797.9626218604701,-14.21156197269446,-21.388301564461276,-16.609600574495825,-16.65221853956536,-17.00121927941557,-12.079473844950556,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-2.0806727504344087,-0.0,
n45,-16.158726000508278,-23.254955759155436,-18.39977936736524,0.0,-0.0,-0.0,-0.0,796.6878002575878,-14.531664351151845,-21.5535212034292,-16.80284583899859,-17.346819371430424,-17.65164035528184,-12.994812383919236,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-2.094822025978996,-0.0,
n46,-16.016701497022567,-23.04999917192881,-18.246252388370536,0.0,-0.0,-0.0,-0.0,796.4158061761509,-14.733562364557285,-21.80866525563708,-17.081828058372526,-17.43566196386956,-17.72316159502726,-13.086388359988394,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-2.11368779404924,-0.0,
n47,-16.237503172298954,-23.090542820738836,-18.361169823215533,0.0,-0.0,-0.0,-0.0,796.3090499554597,-14.510907097163258,-21.629017214693782,-16.8591727909785,-17.360830855848477,-17.72081979386655,-13.10320621989699,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-2.088744082663874,-0.0,
n48,-16.176657037514293,-24.01354026250499,-18.704807715479053,0.0,-0.0,-0.0,-0.0,796.2697583857934,-13.007335911404795,-19.38980276048149,-15.095532284057416,-17.300564923274187,-17.387774810149885,-12.609681246593887,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-1.822357780211242,-0.0,
n49,-16.2955233638855,-24.125227897086916,-18.81649535006098,0.0,-0.0,-0.0,-0.0,796.1875095326121,-13.073812367783903,-19.407880644436677,-15.170354730671592,-17.310848685245887,-17.42801481489004,-12.65853247212136,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-1.8416398339081737,-0.0,
n50,-16.066530483016656,-23.804224309518087,-18.590577722248106,0.0,-0.0,-0.0,-0.0,796.1167438145848,-12.955259566445584,-19.304054888297607,-14.957321306727883,-17.330777417916668,-17.439692239880905,-12.700031742944935,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-1.9217090675127604,-0.0,
n51,-16.168300632060003,-23.71536240172379,-18.50171581445381,0.0,-0.0,-0.0,-0.0,796.045613357345,-12.766327452302761,-19.166304953012823,-14.857207989769542,-17.294963677922468,-17.5085033549122,-12.729698128697295,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-1.9268573191176774,-0.0,
n52,-16.060448295958214,-23.663311726201044,-18.59425438109861,0.0,-0.0,-0.0,-0.0,796.3793632497446,-12.733508641691978,-19.02905389106978,-14.845855430710282,-17.238631635568588,-17.351623802382058,-12.74217839601709,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-1.8093246015177276,-0.0,
n53,-15.395602011439966,-24.28301238132275,-18.95876853665074,0.0,-0.03061640075225302,-0.0,-0.03061640075225302,796.6559715203509,-13.235348761193608,-19.703863486229718,-15.341462336709762,-17.263155290322395,-17.42036328541345,-12.682848291458058,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-1.9462076393703098,-0.0,
n54,-15.401326728119841,-24.219245056837636,-18.93284391367816,0.0,-0.0,-0.0,-0.0,796.7409525862626,-13.169434962990644,-19.60530043115154,-15.231634293864937,-17.27978987320085,-17.396320982656075,-12.69479356385561,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-1.9331460391646313,-0.0,
n55,-15.740531053040169,-23.829829708370962,-18.623384988107127,0.0,-0.0,-0.0,-0.0,797.0983228999276,-12.95590167170655,-19.361564472987695,-15.021817273883801,-17.15696134954872,-17.3909053388416,-12.649556947300606,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-1.9142280112320207,-0.0,
n56,-17.23472817363655,-24.17086379607854,-18.935263429527236,0.0,-0.0,-0.0,-0.0,797.130792149065,-16.370824951662197,-24.394463060302506,-19.091725443795113,-16.56426715573369,-16.078307128416032,-11.554620565711966,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-2.37234746592663,-1.8340286229710037,
n57,-17.474183592990727,-23.920142492727273,-18.68454212617597,0.0,-0.0,-0.0,-0.0,797.2621425738298,-16.42578324356445,-24.645184048577022,-19.324936141506207,-16.456333592423054,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,-2.401752298685362,-1.8679280529325368,
n58,-17.31965207636043,-24.20934209712869,-18.973741730577387,0.0,-0.0,-0.0,-0.0,797.2289783324758,-16.374889766162493,-24.357493181226218,-19.08702635958871,-16.505308687389057,-16.099181032171316,-11.561156542501237,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-2.3610350869714054,-1.7600385928053774,
n59,-17.474637003359394,-23.931581800915612,-18.712507421065983,0.0,-0.0,-0.0,-0.0,797.2487479330243,-16.520827464617103,-24.66765646480455,-19.36597630763384,-16.491165806203824,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-2.37669759486449,-1.8313920913907273,
n60,-17.449983141611117,-23.578390935290606,-19.521588553542113,0.0,-0.0,-0.0,-0.0,796.6636424155258,-15.773057914080523,-23.48587081232178,-18.324841700803084,-16.672884652133476,-16.342075410189818,-11.905561394598173,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-2.343795571436065,-1.8194070429236546,
n61,-17.49360370216111,-23.531723111005842,-19.54387737599623,0.0,-0.0,-0.0,-0.0,796.6373555061879,-15.718634288262905,-23.43193504442667,-18.271986144702456,-16.64385871836408,-16.358693256327257,-11.902519979965831,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-2.288123132141676,-1.785157411337979,
n62,-17.34101702007798,-23.562918722532054,-19.411986263708137,0.0,-0.0,-0.0,-0.0,796.6378972751814,-15.666636802996141,-23.36010193537652,-18.227252552738197,-16.67599599899151,-16.37726172120531,-12.021319714022802,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-2.3142669339891473,-1.7972317149443175,
n63,-17.409040936773422,-24.601993074118806,-19.382918694269176,0.0,-0.0,-0.0,-0.0,797.5890951702236,-17.025964016053027,-25.13380615052928,-19.62013077925982,-16.490192080894825,-15.583692782653364,-11.03723107164321,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-2.4155643754435983,-2.042871538488444,
n64,-17.776658963105337,-24.677487976129182,-19.23329996332622,0.0,-0.0,-0.0,-0.0,797.7612303898222,-16.675085076927193,-25.57315030239999,-20.018544028850506,-16.3186987097318,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-2.5919866083892504,-2.05295242499573,
n65,-17.75806218190263,-24.835593188242576,-19.391405175439616,0.0,-0.0,-0.0,-0.0,797.7095782530549,-16.75235601258497,-25.541420627571963,-19.945569172267934,-16.35990987541595,-15.331741268804398,-10.781223613518788,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-2.4696141414517236,-1.894847212882336,
n66,-18.12816677243811,-24.921327926571283,-19.464290612482742,0.0,-0.0,-0.0,-0.0,797.9092881924305,-16.421454884664612,-25.863737305992306,-20.294694217445407,-16.185790319863138,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-2.483556283636983,-1.9106925034593951,
n67,-18.122527747942943,-24.996863122986476,-19.515965367277087,0.0,-0.0,-0.0,-0.0,797.8434607353317,-16.411582523313104,-25.963758898154097,-20.36790744285007,-16.239670438827506,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-2.6490863590214038,-2.0767037241437314,
n68,-17.8660083643289,-24.299952940032362,-19.28573131936829,0.0,-0.0,-0.0,-0.0,797.3765669477598,-16.68675153117654,-25.122940785032405,-20.051422667052904,-16.213710563993594,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-2.4500538875577482,-1.8857193904047658,
n69,-18.387284263543908,-25.021681912529036,-19.620568395823216,0.0,-0.0,-0.0,-0.0,798.0416794521582,-16.400198851762283,-25.604692044661107,-20.03564895611421,-16.146413931923043,-15.31324318076825,-10.760817591668047,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-2.4772397458714748,-1.918244719076481,
n70,-18.425077217175442,-24.91462691541434,-19.51351339870852,0.0,-0.0,-0.0,-0.0,798.1103339705335,-16.422828259938136,-25.482419564171707,-19.941401866636426,-16.130380326895285,-15.38171702937883,-10.81454549859308,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-2.474275415659522,-1.9595028616144279,
n71,-18.07691913646899,-24.566468834707887,-19.165355318002067,0.0,-0.0,-0.0,-0.0,798.2325130851352,-16.448496076872782,-25.425309918932996,-19.919099936935876,-16.07606724872534,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-2.5593293200567784,-1.912052456274962,
n72,-17.480904378201043,-24.017931677352205,-18.75322578864236,0.0,-0.0,-0.0,-0.0,798.5009326376069,-16.501182121347647,-24.76235720137695,-19.409407824438862,-15.796176274757165,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,-2.429388598046719,-1.8816725668551415,
n73,-17.464592168376527,-24.009434596822828,-18.756951322569336,0.0,-0.0,-0.0,-0.0,798.3997091760169,-16.560607320925964,-24.754428865476132,-19.415212190400133,-15.762176127513209,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-2.521966717261543,-1.9741021264466743,
n74,-17.63422277773377,-24.35279337879189,-19.1436626688347,0.0,-0.0,-0.0,-0.0,798.2093420659384,-16.469774139552026,-24.888632367457937,-19.38242238546082,-15.904927764967777,-15.748062148876162,-11.197471642708091,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-2.419501678649636,-1.8672491742477706,
n75,-17.884490795549745,-24.815172460500133,-19.457407247700214,0.0,-0.0,-0.0,-0.0,797.8887202035246,-16.574735614326155,-25.454997425736696,-19.89089454349421,-16.229323682033005,-15.434831491831835,-10.884366468120016,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-2.5079905791436734,-1.8992845676521233,
n76,-17.71094179417105,-24.56381759559537,-19.206052382795452,0.0,-0.0,-0.0,-0.0,797.903367193185,-16.74347702772055,-25.12155679729393,-19.54880028432453,-16.155608624718873,-15.61687527038153,-11.066410246669712,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-2.449589371081766,-1.8925572111212576,
n77,-17.72113864224124,-24.317409881336445,-18.959644668536527,0.0,-0.0,-0.0,-0.0,797.7851403988664,-16.744982371776803,-25.128479435833842,-19.67097338178053,-16.211762002808623,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-2.3775100536088263,-2.0053510876039624,
n78,-17.558620876898225,-24.49235029021861,-19.217230421767617,0.0,-0.0,-0.0,-0.0,797.9850997455517,-16.687719605371765,-24.843488933612445,-19.35430465212485,-15.997630648560547,-15.769557756733851,-11.21855822402844,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-2.4121507336132395,-1.8627419667656921,
n79,-17.263906679946825,-23.968364618425383,-18.759233908468193,0.0,-0.0,-0.0,-0.0,798.2125560326708,-16.38636160659823,-24.482720930099656,-19.06902526097366,-15.719366731409073,-15.96220009113749,-11.402500314903563,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-2.3833621785792927,-1.8422471205771478,
n80,-17.100043500537733,-23.803011955657265,-18.593881245700075,0.0,-0.0,-0.0,-0.0,798.276052018671,-16.335944251472068,-24.506933487311542,-19.216425526935193,-15.631604557481834,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-2.3591496213674072,-1.9315076043114323,
n81,-17.0613000021961,-24.128261973755862,-18.919131263798672,0.0,-0.0,-0.0,-0.0,798.1098640316802,-16.251117873070257,-24.295772341825,-18.891175508836596,-15.74024340617174,-16.06215682782016,-11.49017928315302,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-2.3958651058891953,-1.7685978826282605,
n82,-17.18948608924097,-24.26699695652134,-19.05786624656415,0.0,-0.0,-0.0,-0.0,798.5230686444861,-16.377095896149374,-24.37535607243655,-19.030861845678288,-15.615452885307578,-16.04632241415002,-11.322132089645411,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-2.378547142792613,-1.962988388474264,
n83,-17.066743523917932,-24.013946830042965,-18.863495128325443,0.0,-0.0,-0.0,-0.0,798.0670352771176,-16.14813036316787,-24.081829101261988,-18.722096730088396,-15.752910092528976,-16.181325971706038,-11.613485921796958,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-2.3234591879127255,-1.8682889765805486,
n84,-17.0703794332666,-24.038476442496613,-18.88802474077909,0.0,-0.0,-0.0,-0.0,798.0292351608294,-16.154188956876915,-24.167664004778043,-18.81925205937324,-15.798599959992933,-16.1337010635234,-11.567707306588396,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-2.334322928078632,-1.8081521674719043,
n85,-17.57296618742099,-24.091090370959954,-18.81597050250896,0.0,-0.0,-0.0,-0.0,797.7862265906107,-16.57061883867291,-24.851854925046343,-19.48720493532252,-16.120130377258867,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-2.416730772316736,-1.8669424736627382,
n86,-17.436520454524754,-23.953511341026978,-18.69037409655024,0.0,-0.0,-0.0,-0.0,797.6645290185073,-16.34493423214735,-24.66726600143711,-19.31607907259536,-16.17661929178658,-16.11206368156573,-11.56159865785391,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-2.4294213995254683,-1.8767705141789646,
