#1. Node ID,2. Node Name,3. Node longitude,4. Node latitude
N05057,Hempstead County,-93.620782,33.698177
N05059,Hot Spring County,-92.895511,34.353569
N05061,Howard County,-93.908938,33.981466
N05063,Independence County,-91.607338,35.750729
N05065,Izard County,-91.911716,36.1215
N05067,Jackson County,-91.246504,35.623062
N05069,Jefferson County,-92.045118,34.234814
N05071,Johnson County,-93.473125,35.476548
N05073,Lafayette County,-93.557713,33.278875
N05075,Lawrence County,-91.064441,36.070844
N05077,Lee County,-90.769631,34.787429
N05079,Lincoln County,-91.745899,33.973433
N05081,Little River County,-94.198663,33.700349
N05083,Logan County,-93.768311,35.227664
N05085,Lonoke County,-91.973917,34.916983
N05087,Madison County,-93.757685,36.062896
N05089,Marion County,-92.660219,36.284395
N05091,Miller County,-93.987198,33.402394
N05093,Mississippi County,-90.001606,35.843368
N05095,Monroe County,-91.221516,34.777063
N05097,Montgomery County,-93.622447,34.514568
N05099,Nevada County,-93.359433,33.725543
N05101,Newton County,-93.165658,35.982591
N05103,Ouachita County,-92.838686,33.573847
N05105,Perry County,-92.777667,34.998711
N05107,Phillips County,-90.703802,34.530919
N05109,Pike County,-93.626194,34.186355
N05111,Poinsett County,-90.558401,35.604751
N05113,Polk County,-94.25793,34.522847
N05115,Pope County,-93.096833,35.309054
N05117,Prairie County,-91.540516,34.863817
N05119,Pulaski County,-92.315081,34.775246
N05121,Randolph County,-90.989599,36.302137
N05123,St. Francis County,-90.774948,35.016355
N05125,Saline County,-92.546119,34.596991
N05127,Scott County,-94.097007,34.904224
N05129,Searcy County,-92.660663,35.923072
N05131,Sebastian County,-94.354788,35.318718
N05133,Sevier County,-94.30378,34.015316
N05135,Sharp County,-91.51953,36.178093
N05137,Stone County,-92.133812,35.855715
N05139,Union County,-92.65198,33.207421
N05141,Van Buren County,-92.42013,35.568095
N05143,Washington County,-94.172336,36.09592
N05145,White County,-91.773595,35.239408
N05147,Woodruff County,-91.251021,35.233161
N05149,Yell County,-93.28293,35.127752
N06001,Alameda County,-122.098766,37.706599
N06003,Alpine County,-119.847822,38.728485
N06005,Amador County,-120.778038,38.395906
N06007,Butte County,-121.72651,39.658926
N06009,Calaveras County,-120.645222,38.157342
N06011,Colusa County,-122.083801,39.153446
N06013,Contra Costa County,-122.024961,37.93501
N06015,Del Norte County,-124.164236,41.790833
N06017,El Dorado County,-120.761446,38.741021
N06019,Fresno County,-119.765291,36.743848
N06021,Glenn County,-122.179287,39.665777
N06023,Humboldt County,-124.088127,40.757636
N06025,Imperial County,-115.540049,32.841599
N06027,Inyo County,-118.268567,37.171422
N06029,Kern County,-118.941786,35.369809
N06031,Kings County,-119.726922,36.252657
N06033,Lake County,-122.732922,38.976233
N06035,Lassen County,-120.584467,40.393749
N06037,Los Angeles County,-118.24599,34.067886
N06039,Madera County,-120.009796,37.037074
N06041,Marin County,-122.546657,37.986474
N06043,Mariposa County,-119.971401,37.532076
N06045,Mendocino County,-123.394154,39.285646
N06047,Merced County,-120.628944,37.274812
N06049,Modoc County,-120.631201,41.521665
N06051,Mono County,-118.970627,37.773016
N06053,Monterey County,-121.646692,36.614681
N06055,Napa County,-122.319983,38.325108
N06057,Nevada County,-120.915206,39.220021
N06059,Orange County,-117.858773,33.732683
N06061,Placer County,-121.198379,38.839708
N06063,Plumas County,-120.821957,39.981152
N06065,Riverside County,-117.076969,33.799274
N06067,Sacramento County,-121.381235,38.568337
N06069,San Benito County,-121.402614,36.843074
N06071,San Bernardino County,-117.359766,34.190969
N06073,San Diego County,-117.112348,32.884418
N06075,San Francisco County,-122.436499,37.760569
N06077,San Joaquin County,-121.302289,37.924541
N06079,San Luis Obispo County,-120.665804,35.341822
N06081,San Mateo County,-122.339869,37.563575
N06083,Santa Barbara County,-120.1029,34.645128
N06085,Santa Clara County,-121.91109,37.315518
N06087,Santa Cruz County,-121.938739,36.986338
N06089,Shasta County,-122.300147,40.578348
N06091,Sierra County,-120.421856,39.607184
N06093,Siskiyou County,-122.493725,41.572743
N06095,Solano County,-122.067272,38.236295
N06097,Sonoma County,-122.720368,38.412281
N06099,Stanislaus County,-120.955882,37.618447
N06101,Sutter County,-121.643973,39.137197
N06103,Tehama County,-122.219057,40.114795
N06105,Trinity County,-123.096608,40.629982
N06107,Tulare County,-119.23454,36.254134
N06109,Tuolumne County,-120.325224,37.972006
N06111,Ventura County,-119.025486,34.242809
N06113,Yolo County,-121.718874,38.598163
N06115,Yuba County,-121.510607,39.131905
N08001,Adams County,-104.920943,39.876949
N08003,Alamosa County,-105.877629,37.481888
N08005,Arapahoe County,-104.838574,39.646582
N08007,Archuleta County,-107.089808,37.240274
N08009,Baca County,-102.53204,37.368105
N08011,Bent County,-103.166006,38.072919
N08013,Boulder County,-105.180215,40.062992
N08014,Broomfield County,-105.058131,39.939871
N08015,Chaffee County,-106.085131,38.676811
N08017,Cheyenne County,-102.470052,38.817655
N08019,Clear Creek County,-105.532527,39.713458
N08021,Conejos County,-105.987323,37.199613
N08023,Costilla County,-105.444296,37.29223
N08025,Crowley County,-103.856387,38.193783
N08027,Custer County,-105.382527,38.133198
N08029,Delta County,-107.913769,38.798198
N08031,Denver County,-104.950033,39.72486
N08033,Dolores County,-108.758724,37.746934
N08035,Douglas County,-104.87357,39.482023
N08037,Eagle County,-106.733421,39.600516
N08039,Elbert County,-104.52311,39.388552
N08041,El Paso County,-104.75212,38.877314
N08043,Fremont County,-105.214303,38.426941
N08045,Garfield County,-107.549019,39.507103
N08047,Gilpin County,-105.483217,39.856062
N08049,Grand County,-105.978501,40.051143
N08051,Gunnison County,-106.944384,38.660002
N08053,Hinsdale County,-107.29875,38.002552
N08055,Huerfano County,-104.887584,37.612538
N08057,Jackson County,-106.295485,40.690192
N08059,Jefferson County,-105.130309,39.72369
N08061,Kiowa County,-102.700966,38.470085
N08063,Kit Carson County,-102.462031,39.310418
N08065,Lake County,-106.30747,39.244814
N08067,La Plata County,-107.803947,37.266021
N08069,Larimer County,-105.089155,40.504402
N08071,Las Animas County,-104.501324,37.192053
N08073,Lincoln County,-103.614219,39.180049
N08075,Logan County,-103.185977,40.64034
N08077,Mesa County,-108.546673,39.092942
N08079,Mineral County,-106.942063,37.779142
N08081,Moffat County,-107.613977,40.51606
N08083,Montezuma County,-108.554458,37.371913
N08085,Montrose County,-107.922349,38.481301
N08087,Morgan County,-103.789071,40.254229
N08089,Otero County,-103.655776,38.023236
N08091,Ouray County,-107.751894,38.146044
N08093,Park County,-105.625362,39.305737
N08095,Phillips County,-102.385877,40.599356
N08097,Pitkin County,-106.908716,39.231757
N08099,Prowers County,-102.548624,38.083029
N08101,Pueblo County,-104.646976,38.265773
N08103,Rio Blanco County,-108.268744,40.05108
N08105,Rio Grande County,-106.242067,37.61185
N08107,Routt County,-106.89741,40.455504
N08109,Saguache County,-106.006105,37.925349
N08111,San Juan County,-107.673598,37.801877
N08113,San Miguel County,-107.958108,37.971818
N08115,Sedgwick County,-102.325673,40.962161
N08117,Summit County,-106.055673,39.572383
N08119,Teller County,-105.139899,38.944782
N08121,Washington County,-103.157119,40.098312
N08123,Weld County,-104.807009,40.322426
N08125,Yuma County,-102.480825,40.065848
N09001,Fairfield County,-73.367214,41.206021
N09003,Hartford County,-72.717868,41.761165
N09005,Litchfield County,-73.190432,41.726958
N09007,Middlesex County,-72.571631,41.479018
N09009,New Haven County,-72.942327,41.396593
N09011,New London County,-72.097543,41.443271
N09013,Tolland County,-72.372969,41.842288
N09015,Windham County,-71.993508,41.80508
N10001,Kent County,-75.55913,39.127081
N10003,New Castle County,-75.63529,39.678852
N10005,Sussex County,-75.331473,38.661794
N11001,District of Columbia,-77.013993,38.910168
N12001,Alachua County,-82.391582,29.664721
N12003,Baker County,-82.184536,30.286374
N12005,Bay County,-85.670601,30.21282
N12007,Bradford County,-82.128265,29.949896
N12009,Brevard County,-80.690892,28.225111
N12011,Broward County,-80.226976,26.135399
N12013,Calhoun County,-85.125841,30.464333
N12015,Charlotte County,-82.117344,26.953831
N12017,Citrus County,-82.455213,28.865585
N12019,Clay County,-81.800487,30.087758
N12021,Collier County,-81.69257,26.203653
N12023,Columbia County,-82.664496,30.122022
N12027,DeSoto County,-81.87051,27.1868
N12029,Dixie County,-83.058664,29.634593
N12031,Duval County,-81.620436,30.298646
N12033,Escambia County,-87.277106,30.485666
N12035,Flagler County,-81.222102,29.521471
N12037,Franklin County,-84.813247,29.785968
N12039,Gadsden County,-84.571737,30.593632
N12041,Gilchrist County,-82.808104,29.705263
N12043,Glades County,-81.189563,26.897019
N12045,Gulf County,-85.259724,29.955584
N12047,Hamilton County,-82.999025,30.501436
N12049,Hardee County,-81.816969,27.548142
N12051,Hendry County,-81.216144,26.726562
N12053,Hernando County,-82.497025,28.504446
N12055,Highlands County,-81.444816,27.462632
N12057,Hillsborough County,-82.39857,27.967264
N12059,Holmes County,-85.754664,30.847037
N12061,Indian River County,-80.440738,27.671332
N12063,Jackson County,-85.218988,30.797248
N12065,Jefferson County,-83.89133,30.502892
N12067,Lafayette County,-83.176369,30.063591
N12069,Lake County,-81.750668,28.716853
N12071,Lee County,-81.851845,26.576019
N12073,Leon County,-84.269682,30.466102
N12075,Levy County,-82.662921,29.380119
N12077,Liberty County,-84.907135,30.399108
N12079,Madison County,-83.425943,30.472359
N12081,Manatee County,-82.520478,27.478313
N12083,Marion County,-82.126125,29.135817
N12085,Martin County,-80.245706,27.145869
N12086,Miami-Dade County,-80.30118,25.769326
N12087,Monroe County,-81.244796,24.747427
N12089,Nassau County,-81.63434,30.608318
N12091,Okaloosa County,-86.565567,30.551645
N12093,Okeechobee County,-80.824315,27.271934
N12095,Orange County,-81.388371,28.526077
N12097,Osceola County,-81.39037,28.269056
N12099,Palm Beach County,-80.143701,26.616523
N12101,Pasco County,-82.51024,28.258217
N12103,Pinellas County,-82.727015,27.900189
N12105,Polk County,-81.786864,28.042479
N12107,Putnam County,-81.721195,29.60923
N12109,St. Johns County,-81.434924,29.991793
N12111,St. Lucie County,-80.357144,27.333592
N12113,Santa Rosa County,-87.035767,30.547226
N12115,Sarasota County,-82.416033,27.201139
N12117,Seminole County,-81.310073,28.699171
N12119,Sumter County,-82.024754,28.83348
N12121,Suwannee County,-82.985113,30.213664
N12123,Taylor County,-83.590349,30.056859
N12125,Union County,-82.35769,30.011442
N12127,Volusia County,-81.126278,29.072351
N12129,Wakulla County,-84.332906,30.187394
N12131,Walton County,-86.19019,30.543793
N12133,Washington County,-85.62387,30.649403
N13001,Appling County,-82.338755,31.770708
N13003,Atkinson County,-82.878111,31.317495
N13005,Bacon County,-82.46609,31.547
N13007,Baker County,-84.433608,31.31096
N13009,Baldwin County,-83.243621,33.085482
N13011,Banks County,-83.507471,34.349158
N13013,Barrow County,-83.728597,33.992491
N13015,Bartow County,-84.829148,34.208535
N13017,Ben Hill County,-83.24814,31.727139
N13019,Berrien County,-83.251763,31.233472
N13021,Bibb County,-83.690072,32.834626
N13023,Bleckley County,-83.332183,32.401506
N13025,Brantley County,-81.970017,31.217234
N13027,Brooks County,-83.54227,30.841118
N13029,Bryan County,-81.353407,31.958731
N13031,Bulloch County,-81.762378,32.415313
N13033,Burke County,-82.002339,33.103215
N13035,Butts County,-83.972919,33.294854
N13037,Calhoun County,-84.662951,31.526143
N13039,Camden County,-81.631375,30.812543
N13043,Candler County,-82.060428,32.399154
N13045,Carroll County,-85.043815,33.623974
N13047,Catoosa County,-85.172189,34.928524
N13049,Charlton County,-82.024244,30.786554
N13051,Chatham County,-81.136643,32.043151
N13053,Chattahoochee County,-84.896374,32.342797
N13055,Chattooga County,-85.344042,34.496004
N13057,Cherokee County,-84.494745,34.170504
N13059,Clarke County,-83.381417,33.950374
N13061,Clay County,-85.014589,31.634951
N13063,Clayton County,-84.361187,33.551579
N13065,Clinch County,-82.744401,31.021262
N13067,Cobb County,-84.557976,33.941801
N13069,Coffee County,-82.838428,31.515718
N13071,Colquitt County,-83.767871,31.179661
N13073,Columbia County,-82.175338,33.514668
N13075,Cook County,-83.423804,31.148353
N13077,Coweta County,-84.73346,33.377998
N13079,Crawford County,-83.930196,32.706715
N13081,Crisp County,-83.778048,31.949314
N13083,Dade County,-85.497925,34.881193
N13085,Dawson County,-84.102212,34.400246
N13087,Decatur County,-84.569999,30.889772
N13089,DeKalb County,-84.247613,33.790223
N13091,Dodge County,-83.173704,32.212397
N13093,Dooly County,-83.78074,32.170176
N13095,Dougherty County,-84.171202,31.574147
N13097,Douglas County,-84.735518,33.724594
N13099,Early County,-84.919905,31.335623
N13101,Echols County,-83.050326,30.712259
N13103,Effingham County,-81.299809,32.287329
N13105,Elbert County,-82.880506,34.128394
N13107,Emanuel County,-82.306411,32.586625
N13109,Evans County,-81.906627,32.168708
N13111,Fannin County,-84.312915,34.902937
N13113,Fayette County,-84.513188,33.428121
N13115,Floyd County,-85.183346,34.256222
N13117,Forsyth County,-84.150182,34.190488
N13119,Franklin County,-83.186359,34.378121
N13121,Fulton County,-84.396191,33.832534
N13123,Gilmer County,-84.486082,34.675112
N13125,Glascock County,-82.60966,33.236629
N13127,Glynn County,-81.486211,31.202596
N13129,Gordon County,-84.907765,34.498248
N13131,Grady County,-84.212447,30.881836
N13133,Greene County,-83.179388,33.535248
N13135,Gwinnett County,-84.053177,33.954137
N13137,Habersham County,-83.541387,34.565656
N13139,Hall County,-83.847644,34.26936
N13141,Hancock County,-83.01325,33.254841
N13143,Haralson County,-85.184723,33.760719
N13145,Harris County,-84.894283,32.69754
N13147,Hart County,-82.964995,34.355547
N13149,Heard County,-85.116748,33.307964
N13151,Henry County,-84.174632,33.470292
N13153,Houston County,-83.663692,32.565757
N13155,Irwin County,-83.27986,31.604345
N13157,Jackson County,-83.599045,34.129495
N13159,Jasper County,-83.726512,33.358288
N13161,Jeff Davis County,-82.600257,31.847814
N13163,Jefferson County,-82.408116,33.06898
N13165,Jenkins County,-81.947165,32.789871
N13167,Johnson County,-82.684511,32.699439
N13169,Jones County,-83.550237,32.961196
N13171,Lamar County,-84.154394,33.084155
N13173,Lanier County,-83.097639,31.037307
N13175,Laurens County,-82.925405,32.517494
N13177,Lee County,-84.177116,31.680634
N13179,Liberty County,-81.5777,31.828772
N13181,Lincoln County,-82.445454,33.780601
N13183,Long County,-81.731661,31.775868
N13185,Lowndes County,-83.281437,30.860299
N13187,Lumpkin County,-83.988151,34.524477
N13189,McDuffie County,-82.468712,33.459579
N13191,McIntosh County,-81.405656,31.480147
N13193,Macon County,-84.039478,32.324124
N13195,Madison County,-83.240303,34.101336
N13197,Marion County,-84.524649,32.382601
N13199,Meriwether County,-84.675396,33.016626
N13201,Miller County,-84.738302,31.160435
N13205,Mitchell County,-84.171176,31.218188
N13207,Monroe County,-83.909101,33.037037
N13209,Montgomery County,-82.52948,32.173336
N13211,Morgan County,-83.485701,33.600047
N13213,Murray County,-84.79164,34.781729
N13215,Muscogee County,-84.928926,32.495642
N13217,Newton County,-83.898026,33.570575
N13219,Oconee County,-83.464103,33.876988
N13221,Oglethorpe County,-83.147433,33.918851
N13223,Paulding County,-84.814237,33.913898
N13225,Peach County,-83.822766,32.589118
N13227,Pickens County,-84.436004,34.455831
N13229,Pierce County,-82.242367,31.313022
N13231,Pike County,-84.366582,33.10478
N13233,Polk County,-85.174625,34.010871
N13235,Pulaski County,-83.478958,32.273393
N13237,Putnam County,-83.335457,33.319719
N13239,Quitman County,-85.078114,31.859563
N13241,Rabun County,-83.407047,34.879707
N13243,Randolph County,-84.758082,31.758591
N13245,Richmond County,-82.051886,33.427932
N13247,Rockdale County,-84.019225,33.642136
N13249,Schley County,-84.306635,32.241832
N13251,Screven County,-81.629825,32.722235
N13253,Seminole County,-84.866698,30.967903
N13255,Spalding County,-84.271569,33.258944
N13257,Stephens County,-83.289701,34.558402
N13259,Stewart County,-84.758019,32.068608
N13261,Sumter County,-84.222402,32.061409
N13263,Talbot County,-84.58298,32.700716
N13265,Taliaferro County,-82.886099,33.568965
N13267,Tattnall County,-82.058473,32.036453
N13269,Taylor County,-84.209743,32.559079
N13271,Telfair County,-82.894969,32.019316
N13273,Terrell County,-84.429026,31.77202
N13275,Thomas County,-83.947978,30.86927
N13277,Tift County,-83.513873,31.455071
N13279,Toombs County,-82.368674,32.185481
N13281,Towns County,-83.782885,34.940026
N13283,Treutlen County,-82.589236,32.387282
N13285,Troup County,-85.029721,33.038124
N13287,Turner County,-83.638274,31.70277
N13289,Twiggs County,-83.416707,32.702269
N13291,Union County,-84.004818,34.87746
N13293,Upson County,-84.325253,32.90722
N13295,Walker County,-85.293092,34.838709
N13297,Walton County,-83.785302,33.795968
N13299,Ware County,-82.383829,31.226953
N13301,Warren County,-82.661562,33.406673
N13303,Washington County,-82.775581,32.964333
N13305,Wayne County,-81.916558,31.61057
N13307,Webster County,-84.561824,32.05245
N13309,Wheeler County,-82.756158,32.147523
N13311,White County,-83.743731,34.599638
N13313,Whitfield County,-84.966305,34.793647
N13315,Wilcox County,-83.409194,31.975538
N13317,Wilkes County,-82.752748,33.757224
N13319,Wilkinson County,-83.239243,32.843967
N13321,Worth County,-83.85916,31.545333
N16001,Ada County,-116.313143,43.612091
N16003,Adams County,-116.383254,44.843883
N16005,Bannock County,-112.425092,42.871117
N16007,Bear Lake County,-111.34121,42.307481
N16009,Benewah County,-116.644633,47.273057
N16011,Bingham County,-112.346259,43.223106
N16013,Blaine County,-114.299016,43.548124
N16015,Boise County,-115.985316,43.90651
N16017,Bonner County,-116.630197,48.23649
N16019,Bonneville County,-111.994434,43.494825
N16021,Boundary County,-116.302645,48.710599
N16023,Butte County,-113.30219,43.697316
N16025,Camas County,-114.754454,43.352907
N16027,Canyon County,-116.625046,43.612485
N16029,Caribou County,-111.652123,42.646162
N16031,Cassia County,-113.747762,42.487358
N16033,Clark County,-112.262134,44.194725
N16035,Clearwater County,-116.190755,46.489093
N16037,Custer County,-114.096283,44.280306
N16039,Elmore County,-115.685056,43.117658
N16041,Franklin County,-111.871828,42.098212
N16043,Fremont County,-111.616883,44.012878
N16045,Gem County,-116.507732,43.883064
N16047,Gooding County,-114.750399,42.853491
N16049,Idaho County,-116.105519,45.972026
N16051,Jefferson County,-111.959043,43.68709
N16053,Jerome County,-114.464966,42.699506
N16055,Kootenai County,-116.837402,47.738595
N16057,Latah County,-116.934836,46.742589
N16059,Lemhi County,-113.86099,45.130443
N16061,Lewis County,-116.264039,46.237559
N16063,Lincoln County,-114.333319,42.971703
N16065,Madison County,-111.793855,43.819187
N16067,Minidoka County,-113.712634,42.611171
N16069,Nez Perce County,-116.952097,46.393945
N16071,Oneida County,-112.295487,42.18223
N16073,Owyhee County,-116.704658,43.393385
N16075,Payette County,-116.893339,44.019562
N16077,Power County,-112.827325,42.774583
N16079,Shoshone County,-116.091781,47.514916
N16081,Teton County,-111.122065,43.692414
N16083,Twin Falls County,-114.499626,42.56026
N16085,Valley County,-116.074739,44.766234
N16087,Washington County,-116.92098,44.29827
N17001,Adams County,-91.327397,39.943853
N17003,Alexander County,-89.294878,37.152943
N17005,Bond County,-89.432041,38.884765
N17007,Boone County,-88.852137,42.294302
N17009,Brown County,-90.747509,39.966021
N17011,Bureau County,-89.420549,41.382406
N17013,Calhoun County,-90.638209,39.122999
N17015,Carroll County,-89.969163,42.067256
N17017,Cass County,-90.320947,39.98041
N17019,Champaign County,-88.23646,40.126856
N17021,Christian County,-89.254079,39.525376
N17023,Clark County,-87.796198,39.351511
N17025,Clay County,-88.49181,38.715726
N17027,Clinton County,-89.485747,38.588708
N17029,Coles County,-88.264625,39.487996
N17031,Cook County,-87.757998,41.869515
N17033,Crawford County,-87.750005,39.004797
N17035,Cumberland County,-88.280686,39.275024
N17037,DeKalb County,-88.726804,41.927566
N17039,De Witt County,-88.911355,40.170876
N17041,Douglas County,-88.280371,39.766979
N17043,DuPage County,-88.071268,41.848928
N17045,Edgar County,-87.713766,39.636396
N17047,Edwards County,-88.041233,38.401606
N17049,Effingham County,-88.573292,39.095854
N17051,Fayette County,-89.033955,38.995881
N17053,Ford County,-88.219432,40.521655
N17055,Franklin County,-88.953694,37.963987
N17057,Fulton County,-90.116575,40.524812
N17059,Gallatin County,-88.239193,37.772903
N17061,Greene County,-90.371192,39.368918
N17063,Grundy County,-88.344624,41.34999
N17065,Hamilton County,-88.558979,38.091614
N17067,Hancock County,-91.202357,40.425023
N17069,Hardin County,-88.295955,37.478271
N17071,Henderson County,-90.944727,40.824767
N17073,Henry County,-90.1358,41.350891
N17075,Iroquois County,-87.838453,40.762253
N17077,Jackson County,-89.277101,37.750199
N17079,Jasper County,-88.162638,39.003923
N17081,Jefferson County,-88.911598,38.311195
N17083,Jersey County,-90.319327,39.075249
N17085,Jo Daviess County,-90.308466,42.411305
N17087,Johnson County,-88.876484,37.470122
N17089,Kane County,-88.33542,41.928443
N17091,Kankakee County,-87.851699,41.150459
N17093,Kendall County,-88.375603,41.66076
N17095,Knox County,-90.327754,40.937986
N17097,Lake County,-87.970527,42.311645
N17099,LaSalle County,-88.895139,41.354304
N17101,Lawrence County,-87.745966,38.718154
N17103,Lee County,-89.401894,41.812143
N17105,Livingston County,-88.576241,40.90184
N17107,Logan County,-89.361411,40.141565
N17109,McDonough County,-90.667814,40.469965
N17111,McHenry County,-88.351365,42.270305
N17113,McLean County,-88.953797,40.493799
N17115,Macon County,-88.946554,39.850646
N17117,Macoupin County,-89.877091,39.191697
N17119,Madison County,-90.012645,38.801004
N17121,Marion County,-89.016141,38.590624
N17123,Marshall County,-89.316199,41.043266
N17125,Mason County,-89.899393,40.286175
N17127,Massac County,-88.717761,37.18088
N17129,Menard County,-89.799159,39.996935
N17131,Mercer County,-90.686612,41.214503
N17133,Monroe County,-90.171982,38.362245
N17135,Montgomery County,-89.507428,39.198374
N17137,Morgan County,-90.22838,39.717059
N17139,Moultrie County,-88.612657,39.631716
N17141,Ogle County,-89.25403,42.028664
N17143,Peoria County,-89.639949,40.746692
N17145,Perry County,-89.3224,38.057689
N17147,Piatt County,-88.581901,40.008986
N17149,Pike County,-90.861323,39.621897
N17151,Pope County,-88.555783,37.400771
N17153,Pulaski County,-89.130564,37.198544
N17155,Putnam County,-89.2681,41.230538
N17157,Randolph County,-89.809741,38.061445
N17159,Richland County,-88.08785,38.725443
N17161,Rock Island County,-90.502512,41.489119
N17163,St. Clair County,-89.990225,38.548186
N17165,Saline County,-88.538134,37.753419
N17167,Sangamon County,-89.654882,39.771106
N17169,Schuyler County,-90.568789,40.130099
N17171,Scott County,-90.461992,39.645952
N17173,Shelby County,-88.800594,39.399379
N17175,Stark County,-89.791981,41.098391
N17177,Stephenson County,-89.643639,42.324957
N17179,Tazewell County,-89.530221,40.605153
N17181,Union County,-89.234288,37.469028
N17183,Vermilion County,-87.655499,40.151056
N17185,Wabash County,-87.788862,38.431889
N17187,Warren County,-90.636753,40.890671
N17189,Washington County,-89.395405,38.360726
N17191,Wayne County,-88.421765,38.408213
N17193,White County,-88.196465,38.088921
N17195,Whiteside County,-89.82525,41.781958
N17197,Will County,-88.058558,41.565502
N17199,Williamson County,-88.976636,37.754392
N17201,Winnebago County,-89.060442,42.308321
