Market player,Profit (million $ /year),If involved?
d4716,0.0,No
d4717,0.0,No
d4718,0.0,No
d4719,0.0,No
d4720,0.0,No
d4721,0.0,No
d4722,0.0,No
d4723,0.0,No
d4724,0.0,No
d4725,0.0,No
d4726,0.0,No
d4727,0.0,No
d4728,0.0,No
d4729,0.0,No
d4730,0.0,No
d4731,0.0,No
d4732,0.0,No
d4733,0.0,No
d4734,0.0,No
d4735,0.0,No
d4736,0.0,No
d4737,0.0,No
d4738,0.0,No
d4739,0.0,No
d4740,0.0,No
d4741,0.0,No
d4742,0.0,No
d4743,0.0,No
d4744,0.0,No
d4745,0.0,No
d4746,0.0,No
d4747,0.0,No
d4748,0.0,No
d4749,0.0,No
d4750,0.0,No
d4751,0.0,No
d4752,0.0,No
d4753,0.0,No
d4754,0.0,No
d4755,0.0,No
d4756,0.0,No
d4757,0.0,No
d4758,0.0,No
d4759,0.0,No
d4760,0.0,No
d4761,0.0,No
d4762,0.0,No
d4763,0.0,No
d4764,0.0,No
d4765,0.0,No
d4766,0.0,No
d4767,0.0,No
d4768,0.0,No
d4769,0.0,No
d4770,0.0,No
d4771,0.0,No
d4772,0.0,No
d4773,0.0,No
d4774,0.0,No
d4775,0.0,No
d4776,0.0,No
d4777,0.0,No
d4778,0.0,No
d4779,-0.0,No
d4780,0.0,No
d4781,0.0,No
d4782,0.0,No
d4783,0.0,No
d4784,0.0,No
d4785,0.0,No
d4786,0.0,No
d4787,0.0,No
d4788,0.0,No
d4789,0.0,No
d4790,0.0,No
d4791,0.0,No
d4792,0.0,No
d4793,0.0,No
d4794,0.0,No
d4795,0.0,No
d4796,0.0,No
d4797,0.0,No
d4798,0.0,No
d4799,0.0,No
d4800,0.0,No
d4801,0.0,No
d4802,0.0,No
d4803,0.0,No
d4804,0.0,No
d4805,0.0,No
d4806,0.0,No
d4807,0.0,No
d4808,0.0,No
d4809,0.0,No
d4810,0.0,No
d4811,0.0,No
d4812,0.0,No
d4813,0.0,No
d4814,0.0,No
d4815,0.0,No
d4816,0.0,No
d4817,0.0,No
d4818,0.0,No
d4819,0.0,No
d4820,0.0,No
d4821,0.0,No
d4822,0.0,No
d4823,0.0,No
d4824,0.0,No
d4825,0.0,No
d4826,0.0,No
d4827,0.0,No
d4828,0.0,No
d4829,0.0,No
d4830,0.0,No
d4831,0.0,No
d4832,0.0,No
d4833,0.0,No
d4834,0.0,No
d4835,0.0,No
d4836,0.0,No
d4837,0.0,No
d4838,0.0,No
d4839,0.0,No
d4840,0.0,No
d4841,0.0,No
d4842,0.0,No
d4843,0.0,No
d4844,0.0,No
d4845,0.0,No
d4846,0.0,No
d4847,0.0,No
d4848,0.0,No
d4849,0.0,No
d4850,0.0,No
d4851,0.0,No
d4852,0.0,No
d4853,0.0,No
d4854,0.0,No
d4855,0.0,No
d4856,0.0,No
d4857,0.0,No
d4858,0.0,No
d4859,0.0,No
d4860,0.0,No
d4861,0.0,No
d4862,0.0,No
d4863,0.0,No
d4864,0.0,No
d4865,0.0,No
d4866,0.0,No
d4867,0.0,No
d4868,0.0,No
d4869,0.0,No
d4870,0.0,No
d4871,0.0,No
d4872,0.0,No
d4873,0.0,No
d4874,0.0,No
d4875,0.0,No
d4876,0.0,No
d4877,0.0,No
d4878,0.0,No
d4879,0.0,No
d4880,0.0,No
d4881,0.0,No
d4882,0.0,No
d4883,0.0,No
d4884,0.0,No
d4885,0.0,No
d4886,0.0,No
d4887,0.0,No
d4888,0.0,No
d4889,0.0,No
d4890,0.0,No
d4891,0.0,No
d4892,0.0,No
d4893,0.0,No
d4894,0.0,No
d4895,0.0,No
d4896,0.0,No
d4897,0.0,No
d4898,0.0,No
d4899,0.0,No
d4900,0.0,No
d4901,0.0,No
d4902,0.0,No
d4903,0.0,No
d4904,0.0,No
d4905,0.0,No
d4906,0.0,No
d4907,0.0,No
d4908,0.0,No
d4909,0.0,No
d4910,0.0,No
d4911,0.0,No
d4912,0.0,No
d4913,0.0,No
d4914,0.0,No
d4915,0.0,No
d4916,0.0,No
d4917,0.0,No
d4918,0.0,No
d4919,0.0,No
d4920,0.0,No
d4921,0.0,No
d4922,0.0,No
d4923,0.0,No
d4924,0.0,No
d4925,0.0,No
d4926,0.0,No
d4927,0.0,No
d4928,0.0,No
d4929,0.0,No
d4930,0.0,No
d4931,0.0,No
d4932,0.0,No
d4933,0.0,No
d4934,0.0,No
d4935,0.0,No
d4936,0.0,No
d4937,0.0,No
d4938,0.0,No
d4939,0.0,No
d4940,0.0,No
d4941,0.0,No
d4942,0.0,No
d4943,0.0,No
d4944,0.0,No
d4945,0.0,No
d4946,0.0,No
d4947,0.0,No
d4948,0.0,No
d4949,0.0,No
d4950,0.0,No
d4951,0.0,No
d4952,0.0,No
d4953,0.0,No
d4954,0.0,No
d4955,0.0,No
d4956,0.0,No
d4957,0.0,No
d4958,0.0,No
d4959,0.0,No
d4960,0.0,No
d4961,0.0,No
d4962,0.0,No
d4963,0.0,No
d4964,0.0,No
d4965,0.0,No
d4966,0.0,No
d4967,0.0,No
d4968,0.0,No
d4969,0.0,No
d4970,0.0,No
d4971,0.0,No
d4972,0.0,No
d4973,0.0,No
d4974,0.0,No
d4975,0.0,No
d4976,0.0,No
d4977,0.0,No
d4978,0.0,No
d4979,0.0,No
d4980,0.0,No
d4981,0.0,No
d4982,0.0,No
d4983,0.0,No
d4984,0.0,No
d4985,0.0,No
d4986,0.0,No
d4987,0.0,No
d4988,0.0,No
d4989,0.0,No
d4990,0.0,No
d4991,0.0,No
d4992,0.0,No
d4993,0.0,No
d4994,0.0,No
d4995,0.0,No
d4996,0.0,No
d4997,0.0,No
d4998,0.0,No
d4999,0.0,No
d5000,0.0,No
d5001,0.0,No
d5002,0.0,No
d5003,0.0,No
d5004,0.0,No
d5005,0.0,No
d5006,0.0,No
d5007,0.0,No
d5008,0.0,No
d5009,0.0,No
d5010,0.0,No
d5011,0.0,No
d5012,0.0,No
d5013,0.0,No
d5014,0.0,No
d5015,0.0,No
d5016,0.0,No
d5017,0.0,No
d5018,0.0,No
d5019,0.0,No
d5020,0.0,No
d5021,0.0,No
d5022,0.0,No
d5023,0.0,No
d5024,0.0,No
d5025,0.0,No
d5026,0.0,No
d5027,0.0,No
d5028,0.0,No
d5029,0.0,No
d5030,0.0,No
d5031,0.0,No
d5032,0.0,No
d5033,0.0,No
d5034,0.0,No
d5035,0.0,No
d5036,0.0,No
d5037,0.0,No
d5038,0.0,No
d5039,0.0,No
d5040,0.0,No
d5041,0.0,No
d5042,0.0,No
d5043,0.0,No
d5044,0.0,No
d5045,0.0,No
d5046,0.0,No
d5047,0.0,No
d5048,0.0,No
d5049,0.0,No
d5050,0.0,No
d5051,0.0,No
d5052,0.0,No
d5053,0.0,No
d5054,0.0,No
d5055,0.0,No
d5056,0.0,No
d5057,0.0,No
d5058,0.0,No
d5059,0.0,No
d5060,0.0,No
d5061,0.0,No
d5062,0.0,No
d5063,0.0,No
d5064,0.0,No
d5065,0.0,No
d5066,0.0,No
d5067,0.0,No
d5068,0.0,No
d5069,0.0,No
d5070,0.0,No
d5071,0.0,No
d5072,0.0,No
d5073,0.0,No
d5074,0.0,No
d5075,0.0,No
d5076,0.0,No
d5077,0.0,No
d5078,0.0,No
d5079,0.0,No
d5080,0.0,No
d5081,0.0,No
d5082,0.0,No
d5083,0.0,No
d5084,0.0,No
d5085,0.0,No
d5086,0.0,No
d5087,0.0,No
d5088,0.0,No
d5089,0.0,No
d5090,0.0,No
d5091,0.0,No
d5092,0.0,No
d5093,0.0,No
d5094,0.0,No
d5095,0.0,No
d5096,0.0,No
d5097,0.0,No
d5098,0.0,No
d5099,0.0,No
d5100,0.0,No
d5101,0.0,No
d5102,0.0,No
d5103,0.0,No
d5104,0.0,No
d5105,0.0,No
d5106,0.0,No
d5107,0.0,No
d5108,0.0,No
d5109,0.0,No
d5110,0.0,No
d5111,0.0,No
d5112,0.0,No
d5113,0.0,No
d5114,0.0,No
d5115,0.0,No
d5116,0.0,No
d5117,0.0,No
d5118,0.0,No
d5119,0.0,No
d5120,0.0,No
d5121,0.0,No
d5122,0.0,No
d5123,0.0,No
d5124,0.0,No
d5125,0.0,No
d5126,0.0,No
d5127,0.0,No
d5128,0.0,No
d5129,0.0,No
d5130,0.0,No
d5131,0.0,No
d5132,0.0,No
d5133,0.0,No
d5134,0.0,No
d5135,0.0,No
d5136,0.0,No
d5137,0.0,No
d5138,0.0,No
d5139,0.0,No
d5140,0.0,No
d5141,0.0,No
d5142,0.0,No
d5143,0.0,No
d5144,0.0,No
d5145,0.0,No
d5146,0.0,No
d5147,0.0,No
d5148,0.0,No
d5149,0.0,No
d5150,0.0,No
d5151,0.0,No
d5152,0.0,No
d5153,0.0,No
d5154,0.0,No
d5155,0.0,No
d5156,0.0,No
d5157,0.0,No
d5158,0.0,No
d5159,0.0,No
d5160,0.0,No
d5161,0.0,No
d5162,0.0,No
d5163,0.0,No
d5164,0.0,No
d5165,0.0,No
d5166,0.0,No
d5167,0.0,No
d5168,0.0,No
d5169,0.0,No
d5170,0.0,No
d5171,0.0,No
d5172,0.0,No
d5173,0.0,No
d5174,0.0,No
d5175,0.0,No
d5176,0.0,No
d5177,0.0,No
d5178,0.0,No
d5179,0.0,No
d5180,0.0,No
d5181,0.0,No
d5182,0.0,No
d5183,0.0,No
d5184,0.0,No
d5185,0.0,No
d5186,0.0,No
d5187,0.0,No
d5188,0.0,No
d5189,0.0,No
d5190,0.0,No
d5191,0.0,No
d5192,0.0,No
d5193,0.0,No
d5194,0.0,No
d5195,0.0,No
d5196,0.0,No
d5197,0.0,No
d5198,0.0,No
d5199,0.0,No
d5200,0.0,No
d5201,0.0,No
d5202,0.0,No
d5203,0.0,No
d5204,0.0,No
d5205,0.0,No
d5206,0.0,No
d5207,0.0,No
d5208,0.0,No
d5209,0.0,No
d5210,0.0,No
d5211,0.0,No
d5212,0.0,No
d5213,0.0,No
d5214,0.0,No
d5215,0.0,No
d5216,0.0,No
d5217,0.0,No
d5218,0.0,No
d5219,0.0,No
d5220,0.0,No
d5221,0.0,No
d5222,0.0,No
d5223,0.0,No
d5224,0.0,No
d5225,0.0,No
d5226,0.0,No
d5227,0.0,No
d5228,0.0,No
d5229,0.0,No
d5230,0.0,No
d5231,0.0,No
d5232,0.0,No
d5233,0.0,No
d5234,0.0,No
d5235,0.0,No
d5236,0.0,No
d5237,0.0,No
d5238,0.0,No
d5239,0.0,No
d5240,0.0,No
d5241,0.0,No
d5242,0.0,No
d5243,0.0,No
d5244,0.0,No
d5245,0.0,No
d5246,0.0,No
d5247,0.0,No
d5248,0.0,No
d5249,0.0,No
d5250,0.0,No
d5251,0.0,No
d5252,0.0,No
d5253,0.0,No
d5254,0.0,No
d5255,0.0,No
d5256,0.0,No
d5257,0.0,No
d5258,0.0,No
d5259,0.0,No
d5260,0.0,No
d5261,0.0,No
d5262,0.0,No
d5263,0.0,No
d5264,0.0,No
d5265,0.0,No
d5266,0.0,No
d5267,0.0,No
d5268,0.0,No
d5269,0.0,No
d5270,0.0,No
d5271,0.0,No
d5272,0.0,No
d5273,0.0,No
d5274,0.0,No
d5275,0.0,No
d5276,-0.0,No
d5277,0.0,No
d5278,0.0,No
d5279,0.0,No
d5280,0.0,No
d5281,0.0,No
d5282,0.0,No
d5283,0.0,No
d5284,0.0,No
d5285,0.0,No
d5286,0.0,No
d5287,0.0,No
d5288,0.0,No
d5289,0.0,No
d5290,0.0,No
d5291,0.0,No
d5292,0.0,No
d5293,0.0,No
d5294,0.0,No
d5295,0.0,No
d5296,0.0,No
d5297,0.0,No
d5298,0.0,No
d5299,0.0,No
d5300,0.0,No
d5301,0.0,No
d5302,0.0,No
d5303,0.0,No
d5304,0.0,No
d5305,0.0,No
d5306,0.0,No
d5307,0.0,No
d5308,0.0,No
d5309,0.0,No
d5310,0.0,No
d5311,0.0,No
d5312,0.0,No
d5313,0.0,No
d5314,0.0,No
d5315,0.0,No
d5316,0.0,No
d5317,0.0,No
d5318,0.0,No
d5319,0.0,No
d5320,0.0,No
d5321,0.0,No
d5322,0.0,No
d5323,0.0,No
d5324,0.0,No
d5325,0.0,No
d5326,0.0,No
d5327,0.0,No
d5328,0.0,No
d5329,0.0,No
d5330,0.0,No
d5331,0.0,No
d5332,0.0,No
d5333,0.0,No
d5334,0.0,No
d5335,0.0,No
d5336,0.0,No
d5337,0.0,No
d5338,0.0,No
d5339,0.0,No
d5340,0.0,No
d5341,0.0,No
d5342,0.0,No
d5343,0.0,No
d5344,0.0,No
d5345,0.0,No
d5346,0.0,No
d5347,0.0,No
d5348,0.0,No
d5349,0.0,No
d5350,0.0,No
d5351,0.0,No
d5352,0.0,No
d5353,0.0,No
d5354,0.0,No
d5355,0.0,No
d5356,0.0,No
d5357,0.0,No
d5358,0.0,No
d5359,0.0,No
d5360,0.0,No
d5361,0.0,No
d5362,0.0,No
d5363,0.0,No
d5364,0.0,No
d5365,0.0,No
d5366,0.0,No
d5367,0.0,No
d5368,0.0,No
d5369,0.0,No
d5370,0.0,No
d5371,0.0,No
d5372,0.0,No
d5373,0.0,No
d5374,0.0,No
d5375,0.0,No
d5376,0.0,No
d5377,0.0,No
d5378,0.0,No
d5379,0.0,No
d5380,0.0,No
d5381,0.0,No
d5382,0.0,No
d5383,0.0,No
d5384,0.0,No
d5385,0.0,No
d5386,0.0,No
d5387,0.0,No
d5388,0.0,No
d5389,0.0,No
d5390,0.0,No
d5391,0.0,No
d5392,0.0,No
d5393,0.0,No
d5394,0.0,No
d5395,0.0,No
d5396,0.0,No
d5397,0.0,No
d5398,0.0,No
d5399,0.0,No
d5400,0.0,No
d5401,0.0,No
d5402,0.0,No
d5403,0.0,No
d5404,0.0,No
d5405,0.0,No
d5406,0.0,No
d5407,0.0,No
d5408,0.0,No
d5409,0.0,No
d5410,0.0,No
d5411,0.0,No
d5412,0.0,No
d5413,0.0,No
d5414,0.0,No
d5415,0.0,No
d5416,0.0,No
d5417,0.0,No
d5418,0.0,No
d5419,0.0,No
d5420,0.0,No
d5421,0.0,No
d5422,0.0,No
d5423,0.0,No
d5424,0.0,No
d5425,0.0,No
d5426,0.0,No
d5427,0.0,No
d5428,0.0,No
d5429,0.0,No
d5430,0.0,No
d5431,0.0,No
d5432,0.0,No
d5433,0.0,No
d5434,0.0,No
d5435,0.0,No
d5436,0.0,No
d5437,0.0,No
d5438,0.0,No
d5439,0.0,No
d5440,0.0,No
d5441,0.0,No
d5442,0.0,No
d5443,0.0,No
d5444,0.0,No
d5445,0.0,No
d5446,0.0,No
d5447,0.0,No
d5448,0.0,No
d5449,0.0,No
d5450,0.0,No
d5451,0.0,No
d5452,0.0,No
d5453,0.0,No
d5454,0.0,No
d5455,0.0,No
d5456,0.0,No
d5457,0.0,No
d5458,0.0,No
d5459,0.0,No
d5460,0.0,No
d5461,0.0,No
d5462,0.0,No
d5463,0.0,No
d5464,0.0,No
d5465,0.0,No
d5466,0.0,No
d5467,0.0,No
d5468,0.0,No
d5469,0.0,No
d5470,0.0,No
d5471,0.0,No
d5472,0.0,No
d5473,0.0,No
d5474,0.0,No
d5475,0.0,No
d5476,0.0,No
d5477,0.0,No
d5478,0.0,No
d5479,0.0,No
d5480,0.0,No
d5481,0.0,No
d5482,0.0,No
d5483,0.0,No
d5484,0.0,No
d5485,0.0,No
d5486,0.0,No
d5487,0.0,No
d5488,0.0,No
d5489,0.0,No
d5490,0.0,No
d5491,0.0,No
d5492,0.0,No
d5493,0.0,No
d5494,0.0,No
d5495,0.0,No
d5496,0.0,No
d5497,0.0,No
d5498,0.0,No
d5499,0.0,No
d5500,0.0,No
d5501,0.0,No
d5502,0.0,No
d5503,0.0,No
d5504,0.0,No
d5505,0.0,No
d5506,0.0,No
d5507,0.0,No
d5508,0.0,No
d5509,0.0,No
d5510,0.0,No
d5511,0.0,No
d5512,0.0,No
d5513,0.0,No
d5514,0.0,No
d5515,0.0,No
d5516,0.0,No
d5517,0.0,No
d5518,0.0,No
d5519,0.0,No
d5520,0.0,No
d5521,0.0,No
d5522,0.0,No
d5523,0.0,No
d5524,0.0,No
d5525,0.0,No
d5526,0.0,No
d5527,0.0,No
d5528,0.0,No
d5529,0.0,No
d5530,0.0,No
d5531,0.0,No
d5532,0.0,No
d5533,0.0,No
d5534,0.0,No
d5535,0.0,No
d5536,0.0,No
d5537,0.0,No
d5538,0.0,No
d5539,0.0,No
d5540,0.0,No
d5541,0.0,No
d5542,0.0,No
d5543,0.0,No
d5544,0.0,No
d5545,0.0,No
d5546,0.0,No
d5547,0.0,No
d5548,0.0,No
d5549,0.0,No
d5550,0.0,No
d5551,0.0,No
d5552,0.0,No
d5553,0.0,No
d5554,0.0,No
d5555,0.0,No
d5556,0.0,No
d5557,0.0,No
d5558,0.0,No
d5559,0.0,No
d5560,0.0,No
d5561,0.0,No
d5562,0.0,No
d5563,0.0,No
d5564,0.0,No
d5565,0.0,No
d5566,0.0,No
d5567,0.0,No
d5568,0.0,No
d5569,0.0,No
d5570,0.0,No
d5571,0.0,No
d5572,0.0,No
d5573,0.0,No
d5574,0.0,No
d5575,0.0,No
d5576,0.0,No
d5577,0.0,No
d5578,0.0,No
d5579,0.0,No
d5580,0.0,No
d5581,0.0,No
d5582,0.0,No
d5583,0.0,No
d5584,0.0,No
d5585,0.0,No
d5586,0.0,No
d5587,0.0,No
d5588,0.0,No
d5589,0.0,No
d5590,0.0,No
d5591,0.0,No
d5592,0.0,No
d5593,0.0,No
d5594,0.0,No
d5595,0.0,No
d5596,0.0,No
d5597,0.0,No
d5598,0.0,No
d5599,0.0,No
d5600,0.0,No
d5601,0.0,No
d5602,0.0,No
d5603,0.0,No
d5604,0.0,No
d5605,0.0,No
d5606,0.0,No
d5607,0.0,No
d5608,0.0,No
d5609,0.0,No
d5610,0.0,No
d5611,0.0,No
d5612,0.0,No
d5613,0.0,No
d5614,0.0,No
d5615,0.0,No
d5616,0.0,No
d5617,0.0,No
d5618,0.0,No
d5619,0.0,No
d5620,0.0,No
d5621,0.0,No
d5622,0.0,No
d5623,0.0,No
d5624,0.0,No
d5625,0.0,No
d5626,0.0,No
d5627,0.0,No
d5628,0.0,No
d5629,0.0,No
d5630,0.0,No
d5631,0.0,No
d5632,0.0,No
d5633,0.0,No
d5634,0.0,No
d5635,0.0,No
d5636,0.0,No
d5637,0.0,No
d5638,0.0,No
d5639,0.0,No
d5640,0.0,No
d5641,0.0,No
d5642,0.0,No
d5643,0.0,No
d5644,0.0,No
d5645,0.0,No
d5646,0.0,No
d5647,0.0,No
d5648,0.0,No
d5649,0.0,No
d5650,0.0,No
d5651,0.0,No
d5652,0.0,No
d5653,0.0,No
d5654,0.0,No
d5655,0.0,No
d5656,0.0,No
d5657,0.0,No
d5658,0.0,No
d5659,0.0,No
d5660,0.0,No
d5661,0.0,No
d5662,0.0,No
d5663,0.0,No
d5664,0.0,No
d5665,0.0,No
d5666,0.0,No
d5667,0.0,No
d5668,0.0,No
d5669,0.0,No
d5670,0.0,No
d5671,0.0,No
d5672,0.0,No
d5673,0.0,No
d5674,0.0,No
d5675,0.0,No
d5676,0.0,No
d5677,0.0,No
d5678,0.0,No
d5679,0.0,No
d5680,0.0,No
d5681,0.0,No
d5682,0.0,No
d5683,0.0,No
d5684,0.0,No
d5685,0.0,No
d5686,0.0,No
d5687,0.0,No
d5688,0.0,No
d5689,0.0,No
d5690,0.0,No
d5691,0.0,No
d5692,0.0,No
d5693,0.0,No
d5694,0.0,No
d5695,0.0,No
d5696,0.0,No
d5697,0.0,No
d5698,0.0,No
d5699,0.0,No
d5700,0.0,No
d5701,0.0,No
d5702,0.0,No
d5703,0.0,No
d5704,0.0,No
d5705,0.0,No
d5706,0.0,No
d5707,0.0,No
d5708,0.0,No
d5709,0.0,No
d5710,0.0,No
d5711,0.0,No
d5712,0.0,No
d5713,0.0,No
d5714,0.0,No
d5715,0.0,No
d5716,0.0,No
d5717,0.0,No
d5718,0.0,No
d5719,0.0,No
d5720,0.0,No
d5721,0.0,No
d5722,0.0,No
d5723,0.0,No
d5724,0.0,No
d5725,0.0,No
d5726,0.0,No
d5727,0.0,No
d5728,0.0,No
d5729,0.0,No
d5730,0.0,No
d5731,0.0,No
d5732,0.0,No
d5733,0.0,No
d5734,0.0,No
d5735,0.0,No
d5736,0.0,No
d5737,0.0,No
d5738,0.0,No
d5739,0.0,No
d5740,0.0,No
d5741,0.0,No
d5742,0.0,No
d5743,0.0,No
d5744,0.0,No
d5745,0.0,No
d5746,0.0,No
d5747,0.0,No
d5748,0.0,No
d5749,0.0,No
d5750,0.0,No
d5751,0.0,No
d5752,0.0,No
d5753,0.0,No
d5754,0.0,No
d5755,0.0,No
d5756,0.0,No
d5757,0.0,No
d5758,0.0,No
d5759,0.0,No
d5760,0.0,No
d5761,0.0,No
d5762,0.0,No
d5763,0.0,No
d5764,0.0,No
d5765,0.0,No
d5766,0.0,No
d5767,0.0,No
d5768,0.0,No
d5769,0.0,No
d5770,0.0,No
d5771,0.0,No
d5772,0.0,No
d5773,0.0,No
d5774,0.0,No
d5775,0.0,No
d5776,0.0,No
d5777,0.0,No
d5778,0.0,No
d5779,0.0,No
d5780,0.0,No
d5781,0.0,No
d5782,0.0,No
d5783,0.0,No
d5784,0.0,No
d5785,0.0,No
d5786,0.0,No
d5787,0.0,No
d5788,0.0,No
d5789,0.0,No
d5790,0.0,No
d5791,0.0,No
d5792,0.0,No
d5793,0.0,No
d5794,0.0,No
d5795,0.0,No
d5796,0.0,No
d5797,0.0,No
d5798,0.0,No
d5799,0.0,No
d5800,0.0,No
d5801,0.0,No
d5802,0.0,No
d5803,0.0,No
d5804,-0.0,No
d5805,0.0,No
d5806,0.0,No
d5807,0.0,No
d5808,0.0,No
d5809,0.0,No
d5810,0.0,No
d5811,0.0,No
d5812,0.0,No
d5813,0.0,No
d5814,0.0,No
d5815,0.0,No
d5816,0.0,No
d5817,0.0,No
d5818,0.0,No
d5819,0.0,No
d5820,0.0,No
d5821,0.0,No
d5822,0.0,No
d5823,0.0,No
d5824,0.0,No
d5825,0.0,No
d5826,0.0,No
d5827,0.0,No
d5828,0.0,No
d5829,0.0,No
d5830,0.0,No
d5831,0.0,No
d5832,0.0,No
d5833,0.0,No
d5834,0.0,No
d5835,0.0,No
d5836,0.0,No
d5837,0.0,No
d5838,0.0,No
d5839,0.0,No
d5840,0.0,No
d5841,0.0,No
d5842,0.0,No
d5843,0.0,No
d5844,0.0,No
d5845,0.0,No
d5846,0.0,No
d5847,0.0,No
d5848,0.0,No
d5849,0.0,No
d5850,0.0,No
d5851,0.0,No
d5852,0.0,No
d5853,0.0,No
d5854,0.0,No
d5855,0.0,No
d5856,0.0,No
d5857,0.0,No
d5858,0.0,No
d5859,0.0,No
d5860,0.0,No
d5861,0.0,No
d5862,0.0,No
d5863,0.0,No
d5864,0.0,No
d5865,0.0,No
d5866,0.0,No
d5867,0.0,No
d5868,0.0,No
d5869,0.0,No
d5870,0.0,No
d5871,0.0,No
d5872,0.0,No
d5873,0.0,No
d5874,0.0,No
d5875,0.0,No
d5876,0.0,No
d5877,0.0,No
d5878,0.0,No
d5879,0.0,No
d5880,0.0,No
d5881,0.0,No
d5882,0.0,No
d5883,0.0,No
d5884,0.0,No
d5885,0.0,No
d5886,0.0,No
d5887,0.0,No
d5888,0.0,No
d5889,0.0,No
d5890,0.0,No
d5891,0.0,No
d5892,0.0,No
d5893,0.0,No
d5894,0.0,No
d5895,0.0,No
d5896,0.0,No
d5897,0.0,No
d5898,0.0,No
d5899,0.0,No
d5900,0.0,No
d5901,0.0,No
d5902,0.0,No
d5903,0.0,No
d5904,0.0,No
d5905,0.0,No
d5906,0.0,No
d5907,0.0,No
d5908,0.0,No
d5909,0.0,No
d5910,0.0,No
d5911,0.0,No
d5912,0.0,No
d5913,0.0,No
d5914,0.0,No
d5915,0.0,No
d5916,0.0,No
d5917,0.0,No
d5918,0.0,No
d5919,0.0,No
d5920,0.0,No
d5921,0.0,No
d5922,0.0,No
d5923,0.0,No
d5924,0.0,No
d5925,0.0,No
d5926,0.0,No
d5927,0.0,No
d5928,0.0,No
d5929,0.0,No
d5930,0.0,No
d5931,0.0,No
d5932,0.0,No
d5933,0.0,No
d5934,0.0,No
d5935,0.0,No
d5936,0.0,No
d5937,0.0,No
d5938,0.0,No
d5939,0.0,No
d5940,0.0,No
d5941,0.0,No
d5942,0.0,No
d5943,0.0,No
d5944,0.0,No
d5945,0.0,No
d5946,0.0,No
d5947,0.0,No
d5948,0.0,No
d5949,0.0,No
d5950,0.0,No
d5951,0.0,No
d5952,0.0,No
d5953,0.0,No
d5954,0.0,No
d5955,0.0,No
d5956,0.0,No
d5957,0.0,No
d5958,0.0,No
d5959,0.0,No
d5960,0.0,No
d5961,0.0,No
d5962,0.0,No
d5963,0.0,No
d5964,0.0,No
d5965,0.0,No
d5966,0.0,No
d5967,0.0,No
d5968,0.0,No
d5969,0.0,No
d5970,0.0,No
d5971,0.0,No
d5972,0.0,No
d5973,0.0,No
d5974,0.0,No
d5975,0.0,No
d5976,0.0,No
d5977,0.0,No
d5978,0.0,No
d5979,0.0,No
d5980,0.0,No
d5981,0.0,No
d5982,0.0,No
d5983,0.0,No
d5984,0.0,No
d5985,0.0,No
d5986,0.0,No
d5987,0.0,No
d5988,0.0,No
d5989,0.0,No
d5990,0.0,No
d5991,0.0,No
d5992,0.0,No
d5993,0.0,No
d5994,0.0,No
d5995,0.0,No
d5996,0.0,No
d5997,0.0,No
d5998,0.0,No
d5999,0.0,No
d6000,0.0,No
d6001,0.0,No
d6002,0.0,No
d6003,0.0,No
d6004,0.0,No
d6005,0.0,No
d6006,0.0,No
d6007,0.0,No
d6008,0.0,No
d6009,0.0,No
d6010,0.0,No
d6011,0.0,No
d6012,0.0,No
d6013,0.0,No
d6014,0.0,No
d6015,0.0,No
d6016,0.0,No
d6017,0.0,No
d6018,0.0,No
d6019,0.0,No
d6020,0.0,No
d6021,0.0,No
d6022,0.0,No
d6023,0.0,No
d6024,0.0,No
d6025,0.0,No
d6026,0.0,No
d6027,0.0,No
d6028,0.0,No
d6029,0.0,No
d6030,0.0,No
d6031,0.0,No
d6032,0.0,No
d6033,0.0,No
d6034,0.0,No
d6035,0.0,No
d6036,0.0,No
d6037,0.0,No
d6038,0.0,No
d6039,0.0,No
d6040,0.0,No
d6041,0.0,No
d6042,0.0,No
d6043,0.0,No
d6044,0.0,No
d6045,0.0,No
d6046,0.0,No
d6047,0.0,No
d6048,0.0,No
d6049,0.0,No
d6050,0.0,No
d6051,0.0,No
d6052,0.0,No
d6053,0.0,No
d6054,0.0,No
d6055,0.0,No
d6056,0.0,No
d6057,0.0,No
d6058,0.0,No
d6059,0.0,No
d6060,0.0,No
d6061,0.0,No
d6062,0.0,No
d6063,0.0,No
d6064,0.0,No
d6065,0.0,No
d6066,0.0,No
d6067,0.0,No
d6068,0.0,No
d6069,0.0,No
d6070,0.0,No
d6071,0.0,No
d6072,0.0,No
d6073,0.0,No
d6074,0.0,No
d6075,0.0,No
d6076,0.0,No
d6077,0.0,No
d6078,0.0,No
d6079,0.0,No
d6080,0.0,No
d6081,0.0,No
d6082,0.0,No
d6083,0.0,No
d6084,0.0,No
d6085,0.0,No
d6086,0.0,No
d6087,0.0,No
d6088,0.0,No
d6089,0.0,No
d6090,0.0,No
d6091,0.0,No
d6092,0.0,No
d6093,0.0,No
d6094,0.0,No
d6095,0.0,No
d6096,0.0,No
d6097,0.0,No
d6098,0.0,No
d6099,0.0,No
d6100,0.0,No
d6101,0.0,No
d6102,0.0,No
d6103,0.0,No
d6104,0.0,No
d6105,0.0,No
d6106,0.0,No
d6107,0.0,No
d6108,0.0,No
d6109,0.0,No
d6110,0.0,No
d6111,0.0,No
d6112,0.0,No
