,Latitude,Longitude,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
n1116,43.1682,-89.4693,-16.68638101,-23.77335601,-18.62603365,0,0,0,0,798.1009577,-16.05492201,-23.80449168,-18.6355077,-15.74576519,-16.39910845,-11.80316289,98.10095774,98.10095774,98.10095774,0,0,0
n1117,43.1671,-89.45,-16.49461927,-23.69639375,-18.43251649,0,0,0,0,798.2209043,-16.02567475,-23.4729464,-18.47013039,-15.81238361,-16.55013111,-11.75670609,98.22090429,98.22090429,98.22090429,0,0,0
n1118,43.1711,-89.5425,-17.71703999,-24.36786509,-19.12571429,0,0,0,0,797.4826693,-16.52502541,-24.55324855,-19.11098318,-16.36862783,-15.9073596,-11.35689383,97.48266932,97.48266932,97.48266932,0,0,0
n1119,43.1692,-89.5194,-17.62010318,-24.1043564,-18.84529033,0,0,0,0,797.7147915,-16.53535761,-24.64470638,-19.28005639,-16.14061002,-15.97057516,-11.4201107,97.71479149,97.71479149,97.71479149,0,0,0
n1120,43.1653,-89.4167,-16.1255477,-23.15132608,-18.53787232,0,0,0,0,798.3557723,-15.34348937,-22.74661882,-17.77124295,-16.1056646,-16.64124614,-11.68632344,98.35577227,98.35577227,98.35577227,0,0,0
n1121,43.1712,-89.547,-17.71679319,-24.26417961,-19.02831691,0,0,0,0,797.4390471,-16.51806071,-24.55783836,-19.18474936,-16.41324828,-15.90287518,-11.35177554,97.43904708,97.43904708,97.43904708,0,0,0
n1122,43.1714,-89.5351,-17.77181711,-24.46034418,-19.2228025,0,0,0,0,797.5472736,-16.43250896,-24.5856695,-19.20344153,-16.3124659,-15.93165714,-11.38113185,97.54727361,97.54727361,97.54727361,0,0,0
n1123,43.1683,-89.4938,-17.24943605,-23.94469816,-18.79424646,0,0,0,0,797.9339328,-16.26303869,-24.1846427,-18.89319974,-15.88804246,-16.15763452,-11.60689034,97.93393275,97.93393275,97.93393275,0,0,0
n1124,43.1641,-89.4094,-16.06300389,-23.18604361,-18.35681481,0,0,0,0,798.3857326,-15.20320789,-22.58934054,-17.59018543,-16.16341813,-16.61114094,-11.65636307,98.38573263,98.38573263,98.38573263,0,0,0
n1125,43.1638,-89.4042,-15.9367926,-23.24250949,-18.44133491,0,0,0,0,798.3940337,-15.12831135,-22.47806201,-17.55997696,-16.20480847,-16.60297679,-11.64806204,98.39403366,98.39403366,98.39403366,0,0,0
n1126,43.1689,-89.5073,-17.3534246,-24.04390253,-18.77970644,0,0,0,0,797.8201619,-16.47524767,-24.47929062,-19.12338594,-16.02675085,-16.05096701,-11.50042751,97.82016187,97.82016187,97.82016187,0,0,0
n1127,43.1711,-89.5574,-17.57531537,-24.07086892,-18.80607165,0,0,0,0,797.3399291,-16.54644295,-24.54473047,-19.16077529,-16.52337415,-15.8997865,-11.35142949,97.33992915,97.33992915,97.33992915,0,0,0
n1128,43.1715,-89.5639,-17.56042089,-23.93805534,-18.81555675,0,0,0,0,797.2712388,-16.50997411,-24.56460714,-19.26292698,-16.58957061,-15.92126216,-11.37180755,97.27123882,97.27123882,97.27123882,0,0,0
n1129,43.1675,-89.4737,-16.79482799,-23.88231397,-18.70867324,0,-0.055157301,-0.055157301,-0.055157301,798.0848104,-16.05619392,-23.83813608,-18.63698402,-15.74357871,-16.34632781,-11.76938661,98.08481042,98.08481042,98.08481042,-0.055157301,-0.055157301,-0.055157301
n1130,43.1644,-89.4392,-16.56892944,-23.53347966,-18.56015471,0,0,0,0,798.3111276,-15.82858184,-23.26413303,-18.19389963,-15.87458133,-16.57405939,-11.73096808,98.31112763,98.31112763,98.31112763,0,0,0
n1131,43.1714,-89.5272,-17.79023394,-24.27448716,-19.03578161,0,0,0,0,797.6180744,-16.55115521,-24.59207126,-19.21149295,-16.24625754,-15.96334766,-11.4128553,97.6180744,97.6180744,97.6180744,0,0,0
n1132,43.1683,-89.5458,-17.73211436,-24.30425624,-19.05122735,0,-0.055324634,-0.055324634,-0.055324634,797.4850448,-16.56841235,-24.65295033,-19.18575984,-16.42771771,-15.8530201,-11.30258343,97.48504477,97.48504477,97.48504477,-0.055324634,-0.055324634,-0.055324634
n1133,43.1679,-89.5294,-17.82921307,-24.31346628,-19.08771979,0,0,0,0,797.6430295,-16.61277889,-24.71309298,-19.30603808,-16.24294642,-15.89532534,-11.34483953,97.6430295,97.6430295,97.6430295,0,0,0
n1134,43.1619,-89.4005,-16.04627952,-23.1531182,-18.35194362,0,0,0,0,798.428078,-15.01882443,-22.41980436,-17.45717293,-16.18765882,-16.56547172,-11.61401774,98.42807797,98.42807797,98.42807797,0,0,0
n1135,43.1669,-89.4823,-17.00385087,-23.8757225,-18.74579968,0,0,0,0,798.037145,-16.04478202,-23.94360477,-18.70489498,-15.77670526,-16.2516945,-11.67562837,98.03714504,98.03714504,98.03714504,0,0,0
n1136,43.1608,-89.4097,-16.04477294,-23.07633467,-18.46652374,0,0,0,0,798.4437186,-15.23710504,-22.63970368,-17.67151144,-16.1436155,-16.55328374,-11.59837706,98.44371864,98.44371864,98.44371864,0,0,0
n1137,43.1645,-89.4938,-17.12338138,-24.04214588,-18.89169418,0,0,0,0,797.9883679,-16.26956819,-24.20629429,-18.91011449,-15.84398999,-16.10872618,-11.55535425,97.98836787,97.98836787,97.98836787,0,0,0
n1138,43.1682,-89.4875,-17.09697693,-23.86881873,-18.71805518,0,0,0,0,797.9813893,-16.17777851,-24.03732184,-18.77810907,-15.83298971,-16.21298361,-11.65972787,97.98138929,97.98138929,97.98138929,0,0,0
n1139,43.166,-89.456,-16.48289316,-23.76859704,-18.53065288,0,0,0,0,798.2099143,-16.17028048,-23.62263098,-18.51068975,-15.75599832,-16.48857704,-11.83218144,98.20991426,98.20991426,98.20991426,0,0,0
n1140,43.1604,-89.4198,-16.27373581,-23.0962764,-18.35885591,0,0,0,0,798.4361465,-15.4736165,-22.86928923,-17.86970389,-16.02215839,-16.56087186,-11.60593348,98.43614655,98.43614655,98.43614655,0,0,0
n1141,43.1669,-89.5524,-17.63536459,-24.25538072,-18.93823408,0,0,0,0,797.4372435,-16.67182354,-24.69828011,-19.24223395,-16.51641063,-15.81675871,-11.27079352,97.43724352,97.43724352,97.43724352,0,0,0
n1142,43.1652,-89.5091,-17.40912403,-24.09960196,-18.82747264,0,0,0,0,797.8556334,-16.40345775,-24.56883168,-19.20418169,-15.99010083,-15.98498464,-11.43449312,97.85563335,97.85563335,97.85563335,0,0,0
n1143,43.1617,-89.4477,-16.68050461,-23.75780329,-18.52959578,0,0,0,0,798.3207481,-16.04403317,-23.48835281,-18.41402298,-15.75997973,-16.48647335,-11.70592063,98.32074806,98.32074806,98.32074806,0,0,0
n1144,43.165,-89.5055,-17.32499165,-24.18040792,-18.89359917,0,0,0,0,797.8882643,-16.47925794,-24.48524894,-19.12804072,-15.95640635,-16.01164699,-11.46136319,97.88826425,97.88826425,97.88826425,0,0,0
n1145,43.1701,-89.5003,-17.22621358,-24.03216142,-18.83074156,0,0,0,0,797.8588197,-16.30396251,-24.31146091,-18.99227324,-15.9725015,-16.1240903,-11.57348138,97.85881975,97.85881975,97.85881975,0,0,0
n1146,43.1665,-89.5128,-17.50849118,-24.19896911,-18.89040013,0,0,0,0,797.8070139,-16.46638524,-24.63433088,-19.26968089,-16.04296434,-15.97485859,-11.42439357,97.80701387,97.80701387,97.80701387,0,0,0
n1147,43.1663,-89.518,-17.56761662,-24.07298101,-18.93995152,0,0,0,0,797.7649341,-16.43336897,-24.74669502,-19.36322391,-16.09785697,-15.93514092,-11.3846653,97.76493406,97.76493406,97.76493406,0,0,0
n1148,43.1649,-89.5144,-17.53328534,-24.17169097,-18.95609382,0,0,0,0,797.8144994,-16.53207893,-24.69373347,-19.32889263,-16.04521166,-15.93982844,-11.38936341,97.81449942,97.81449942,97.81449942,0,0,0
n1149,43.1647,-89.5533,-17.56047917,-24.25426058,-19.01124466,0,0,0,0,797.4533084,-16.74791147,-24.77129069,-19.31517092,-16.47732032,-15.77614086,-11.23152596,97.45330841,97.45330841,97.45330841,0,0,0
n1150,43.1616,-89.4876,-17.08098632,-23.97585128,-18.79970065,0,0,0,0,798.0768987,-16.22392146,-24.15389187,-18.86917643,-15.75011331,-16.14006704,-11.56675158,98.07689867,98.07689867,98.07689867,0,0,0
n1151,43.1609,-89.4596,-16.56264078,-23.95888319,-18.58227302,0,0,0,0,798.2726405,-16.24175434,-23.75311508,-18.70097589,-15.65452844,-16.38876462,-11.7306955,98.27264053,98.27264053,98.27264053,0,0,0
n1152,43.1664,-89.5586,-17.54514369,-24.14440072,-18.9646615,0,0,0,0,797.3813231,-16.70064343,-24.70332032,-19.28954707,-16.53490182,-15.82193435,-11.27150086,97.38132307,97.38132307,97.38132307,0,0,0
n1153,43.1639,-89.5368,-17.71194178,-24.38787141,-19.17218766,0,0,0,0,797.6233468,-16.52780754,-24.80680146,-19.37924546,-16.30846612,-15.79787683,-11.24741181,97.62334684,97.62334684,97.62334684,0,0,0
n1154,43.1633,-89.553,-17.53376964,-24.29997055,-19.05791288,0,0,0,0,797.4719935,-16.79074339,-24.81795891,-19.3438289,-16.45225097,-15.75736352,-11.20759317,97.47199351,97.47199351,97.47199351,0,0,0
n1155,43.1639,-89.5401,-17.64953551,-24.33320504,-19.25203398,0,0,0,0,797.5917812,-16.60765386,-24.7780458,-19.35678083,-16.34910558,-15.78750016,-11.23703514,97.5917812,97.5917812,97.5917812,0,0,0
n1156,43.1644,-89.5251,-17.75060035,-24.21392877,-18.9388089,0,0,0,0,797.7260728,-16.61635269,-24.8034984,-19.37666502,-16.17090396,-15.86119806,-11.31074061,97.72607275,97.72607275,97.72607275,0,0,0
n1157,43.1569,-89.3993,-15.87789554,-22.98473423,-18.18355965,0,0,0,0,798.5163562,-15.1079743,-22.44784597,-17.53637144,-16.09938055,-16.47566693,-11.52571355,98.51635623,98.51635623,98.51635623,0,0,0
n1158,43.166,-89.5657,-17.37284789,-24.06963087,-18.85055649,0,0,0,0,797.3138795,-16.66421149,-24.75218013,-19.34271904,-16.51213598,-15.83248791,-11.28223898,97.3138795,97.3138795,97.3138795,0,0,0
n1159,43.1611,-89.4725,-16.76567252,-24.02127924,-18.81301606,0,0,0,0,798.1906645,-16.26963319,-24.05241491,-18.69029138,-15.6372819,-16.28372319,-11.67093717,98.1906645,98.1906645,98.1906645,0,0,0
n1160,43.1649,-89.563,-17.42763047,-24.13826272,-18.91918834,0,0,0,0,797.3533417,-16.72459388,-24.78462435,-19.40706029,-16.4722281,-15.80391964,-11.25460351,97.35334174,97.35334174,97.35334174,0,0,0
n1161,43.1606,-89.5044,-17.37538434,-24.28991026,-19.00126699,0,-0.10662183,-0.10662183,-0.10662183,797.9568904,-16.4309548,-24.47602967,-19.0919566,-15.89544558,-15.96458468,-11.41401143,97.95689042,97.95689042,97.95689042,-0.10662183,-0.10662183,-0.10662183
n1162,43.1578,-89.4581,-16.67148177,-23.87862294,-18.69132476,0,0,0,0,798.3304202,-16.31059522,-23.77113025,-18.67412343,-15.6178133,-16.35527571,-11.70765813,98.33042025,98.33042025,98.33042025,0,0,0
n1163,43.1588,-89.4515,-16.74538216,-23.75087228,-18.6626714,0,0,0,0,798.3498741,-16.17668521,-23.61146784,-18.54337807,-15.68923198,-16.41756182,-11.69218731,98.34987412,98.34987412,98.34987412,0,0,0
n1164,43.157,-89.4171,-16.25498868,-23.22661905,-18.48919856,0,0,0,0,798.5007215,-15.44226629,-22.85312616,-17.89049474,-16.03662941,-16.49431281,-11.54137419,98.50072151,98.50072151,98.50072151,0,0,0
n1165,43.1608,-89.5091,-17.48930417,-24.17599043,-18.97343068,0,0,0,0,797.9141687,-16.54487463,-24.58273979,-19.20420297,-15.95620282,-15.9241737,-11.37478301,97.91416869,97.91416869,97.91416869,0,0,0
n1166,43.1596,-89.4883,-17.14945892,-24.04010306,-18.83097235,0,0,0,0,798.100264,-16.29239406,-24.20761343,-18.91114503,-15.73409043,-16.11175512,-11.54907191,98.100264,98.100264,98.100264,0,0,0
n1167,43.1608,-89.5288,-17.71401383,-24.25304497,-18.9779251,0,0,0,0,797.7363197,-16.65081273,-24.94517419,-19.48766813,-16.19330889,-15.78297043,-11.2325054,97.73631966,97.73631966,97.73631966,0,0,0
n1168,43.1609,-89.5255,-17.63409465,-24.17312579,-18.89800592,0,0,0,0,797.7659154,-16.58606041,-24.91082737,-19.46051305,-16.15342062,-15.80397094,-11.25350649,97.7659154,97.7659154,97.7659154,0,0,0
n1169,43.1609,-89.5223,-17.67648206,-24.17449179,-18.85473752,0,0,0,0,797.7954146,-16.50862988,-24.86063078,-19.42129824,-16.11474752,-15.8246649,-11.27422256,97.7954146,97.7954146,97.7954146,0,0,0
n1170,43.1574,-89.4444,-16.8148788,-23.69980444,-18.48469841,0,0,0,0,798.4069727,-16.06085975,-23.46470074,-18.43222835,-15.7462485,-16.4428864,-11.61873614,98.40697272,98.40697272,98.40697272,0,0,0
n1171,43.1608,-89.5391,-17.59501454,-24.27103437,-19.14639159,0,0,0,0,797.6377485,-16.63273594,-24.87072906,-19.42918727,-16.32607443,-15.73716415,-11.18662428,97.63774848,97.63774848,97.63774848,0,0,0
n1172,43.1561,-89.4583,-16.7244563,-23.93522312,-18.74457764,0,0,0,0,798.3562156,-16.35711838,-23.79750117,-18.73072361,-15.59300095,-16.35172512,-11.68525612,98.35621562,98.35621562,98.35621562,0,0,0
n1173,43.1559,-89.4509,-16.81939849,-23.84816138,-18.5653823,0,0,0,0,798.4000321,-16.22217825,-23.62963858,-18.56262774,-15.66384243,-16.42821674,-11.64175786,98.40003209,98.40003209,98.40003209,0,0,0
n1174,43.162,-89.4647,-16.5782842,-23.83019759,-18.71095862,0,0,0,0,798.225665,-16.24547642,-23.86502659,-18.58245176,-15.65189132,-16.36248462,-11.69947018,98.22566499,98.22566499,98.22566499,0,0,0
n1175,43.1601,-89.5345,-17.57414865,-24.26810346,-19.08440514,0,0,0,0,797.690465,-16.65547989,-24.94370005,-19.486194,-16.26585487,-15.7430177,-11.19211137,97.69046503,97.69046503,97.69046503,0,0,0
n1176,43.1545,-89.4544,-16.80796078,-23.8269454,-18.66197661,0,0,0,0,798.4037706,-16.31863007,-23.72384754,-18.62244589,-15.61352805,-16.39030396,-11.63832515,98.40377056,98.40377056,98.40377056,0,0,0
n1177,43.1607,-89.5574,-17.39675315,-24.32859494,-19.10952056,0,0,0,0,797.4559512,-16.89131119,-24.86700185,-19.48084538,-16.52532643,-15.7199935,-11.16952537,97.45595123,97.45595123,97.45595123,0,0,0
n1178,43.1541,-89.4464,-16.93456898,-23.7239684,-18.5911336,0,0,0,0,798.4519745,-16.15009642,-23.54413462,-18.53988215,-15.69697098,-16.37905163,-11.58913411,98.45197448,98.45197448,98.45197448,0,0,0
n1179,43.157,-89.5041,-17.47106372,-24.20299384,-19.12090764,0,-0.106223462,0,0,798.0073014,-16.49163063,-24.55618149,-19.08732299,-15.89291636,-15.92266922,-11.36791862,98.00730144,98.00730144,98.00730144,-0.106223462,-0.106223462,0
n1180,43.155,-89.4876,-17.11870586,-24.01394775,-18.81438541,0,0,0,0,798.1707274,-16.18755599,-24.31613066,-18.99592136,-15.67704566,-16.06697994,-11.50548116,98.17072744,98.17072744,98.17072744,0,0,0
n1181,43.1592,-89.5175,-17.54736823,-24.23422053,-18.96019991,0,0,0,0,797.8604501,-16.6377437,-24.79175033,-19.36748714,-16.04588681,-15.83469763,-11.28423261,97.86045015,97.86045015,97.86045015,0,0,0
n1182,43.1576,-89.5112,-17.53894364,-24.29310024,-19.01798038,0,0,0,0,797.9373512,-16.59650785,-24.65945454,-19.22334757,-15.98508255,-15.86490414,-11.31492811,97.93735118,97.93735118,97.93735118,0,0,0
n1183,43.1579,-89.4817,-16.98008892,-23.91025555,-18.70112484,0,0,0,0,798.1742392,-16.27405701,-24.18036891,-18.88986094,-15.64971376,-16.15852201,-11.58004762,98.17423921,98.17423921,98.17423921,0,0,0
n1184,43.1599,-89.5458,-17.45814957,-24.40513973,-19.1524601,0,0,0,0,797.5820037,-16.78217632,-24.93104526,-19.38629289,-16.41131882,-15.70513086,-11.15484313,97.58200367,97.58200367,97.58200367,0,0,0
n1185,43.1524,-89.4542,-16.87291987,-23.89677512,-18.62484688,0,0,0,0,798.4383563,-16.34643472,-23.74047291,-18.69224881,-15.591902,-16.35306144,-11.60108263,98.43835625,98.43835625,98.43835625,0,0,0
n1186,43.1564,-89.5305,-17.72564981,-24.3506881,-18.92809377,0,0,0,0,797.7725274,-16.49916853,-25.09520122,-19.63769516,-16.22082189,-15.70343687,-11.15298776,97.77252742,97.77252742,97.77252742,0,0,0
n1187,43.1572,-89.5737,-17.44747455,-24.30201698,-18.97002262,0,0,0,0,797.3208806,-16.73449842,-24.80571576,-19.42430212,-16.37518632,-15.66987921,-11.12236734,97.32088062,97.32088062,97.32088062,0,0,0
n1188,43.1564,-89.5344,-17.69690994,-24.32091879,-18.96756821,0,0,0,0,797.7345312,-16.59354395,-25.04932955,-19.56871436,-16.26091063,-15.68245275,-11.13198773,97.73453117,97.73453117,97.73453117,0,0,0
n1189,43.1568,-89.5242,-17.72798871,-24.28715374,-18.92938853,0,0,0,0,797.8280225,-16.65219698,-24.97134416,-19.51383811,-16.14221773,-15.75026714,-11.19980212,97.82802253,97.82802253,97.82802253,0,0,0
n1190,43.1539,-89.4626,-16.78025722,-24.02637857,-18.75779845,0,0,0,0,798.3647214,-16.4793355,-23.91990104,-18.67283285,-15.5278172,-16.2839396,-11.61747059,98.36472145,98.36472145,98.36472145,0,0,0
n1191,43.1567,-89.5411,-17.53447308,-24.40182855,-19.10076331,0,0,0,0,797.6648042,-16.75586842,-25.01496185,-19.54186546,-16.34467299,-15.66050604,-11.11004101,97.66480425,97.66480425,97.66480425,0,0,0
n1192,43.1539,-89.5052,-17.47932625,-24.30774385,-19.09861314,0,0,0,0,798.0381171,-16.44671904,-24.64510708,-19.19354645,-15.89383391,-15.87728545,-11.32680803,98.03811714,98.03811714,98.03811714,0,0,0
n1193,43.1568,-89.5491,-17.50082538,-24.53533742,-19.28265779,0,0,0,0,797.582912,-16.90487936,-25.03478028,-19.50691456,-16.44793587,-15.64689231,-11.09643577,97.58291204,97.58291204,97.58291204,0,0,0
n1194,43.159,-89.5529,-17.4842878,-24.41794346,-19.20057421,0,0,0,0,797.5203063,-16.92141693,-24.96062024,-19.48649023,-16.45992646,-15.68127748,-11.13169946,97.52030626,97.52030626,97.52030626,0,0,0
n1195,43.153,-89.4876,-17.0523613,-23.95923855,-18.74908583,0,0,0,0,798.1986309,-16.21254821,-24.38247522,-19.06019893,-15.67010504,-16.05114862,-11.49017412,98.1986309,98.1986309,98.1986309,0,0,0
n1196,43.156,-89.5585,-17.36681954,-24.42208354,-19.20300916,0,0,0,0,797.4941992,-17.0388852,-25.02516743,-19.60870461,-16.51272544,-15.63832259,-11.08940256,97.49419916,97.49419916,97.49419916,0,0,0
n1197,43.1519,-89.4622,-16.84594002,-24.03447688,-18.76995537,0,0,0,0,798.398119,-16.5222677,-23.92956816,-18.73987988,-15.50492132,-16.31969802,-11.64123479,98.39811898,98.39811898,98.39811898,0,0,0
n1198,43.1504,-89.4539,-16.93716651,-23.94112759,-18.69158751,0,0,0,0,798.4718092,-16.35920773,-23.75814455,-18.75898944,-15.59188663,-16.35666987,-11.57028649,98.47180921,98.47180921,98.47180921,0,0,0
n1199,43.1568,-89.4967,-17.29187102,-24.12610329,-18.97565159,0,-0.131701733,0,0,798.0724231,-16.31243793,-24.42538885,-19.08127654,-15.79741295,-15.99518302,-11.44471799,98.07242305,98.07242305,98.07242305,-0.131701733,-0.131701733,0
n1200,43.1585,-89.5683,-17.58507713,-24.31669088,-19.0976165,0,0,0,0,797.3654643,-16.80559955,-24.81998307,-19.50683027,-16.44857436,-15.70830897,-11.15361999,97.36546434,97.36546434,97.36546434,0,0,0
n1201,43.1536,-89.5165,-17.72348595,-24.40609473,-19.1346282,0,0,0,0,797.9391577,-16.72035865,-24.84346752,-19.40788988,-16.03346569,-15.7669837,-11.21651868,97.93915774,97.93915774,97.93915774,0,0,0
n1202,43.1516,-89.4494,-16.89367186,-23.834188,-18.59692333,0,0,0,0,798.4774297,-16.24412736,-23.64219313,-18.64319353,-15.63841704,-16.34971689,-11.56355664,98.4774297,98.4774297,98.4774297,0,0,0
n1203,43.1509,-89.4452,-16.96447107,-23.72992572,-18.70118561,0,0,0,0,798.510233,-16.14912663,-23.55845561,-18.54778757,-15.6582388,-16.36004235,-11.53100224,98.51023305,98.51023305,98.51023305,0,0,0
n1204,43.1491,-89.4645,-16.87349795,-24.05808146,-18.79384208,0,0,0,0,798.4258445,-16.61843934,-24.01247753,-18.83856611,-15.45362977,-16.26646538,-11.58348321,98.42584449,98.42584449,98.42584449,0,0,0
n1205,43.1497,-89.4596,-16.92945417,-23.93811711,-18.6735956,0,0,0,0,798.4484812,-16.49888808,-23.89292628,-18.71831963,-15.51727952,-16.28206275,-11.59017446,98.44848122,98.44848122,98.44848122,0,0,0
n1206,43.1489,-89.4687,-16.82128403,-24.15994511,-18.83351295,0,0,0,0,798.3999821,-16.68322306,-24.09522563,-18.81767146,-15.41907845,-16.22165457,-11.63781049,98.39998212,98.39998212,98.39998212,0,0,0
n1207,43.1531,-89.4744,-16.94840192,-24.10022609,-18.89109538,0,0,0,0,798.2974535,-16.4877515,-24.19369305,-18.959623,-15.52332995,-16.16132662,-11.60709986,98.2974535,98.2974535,98.2974535,0,0,0
n1208,43.1532,-89.5659,-17.39991973,-24.42507004,-19.20074904,0,0,0,0,797.443896,-16.9040524,-25.00489875,-19.45147732,-16.44081462,-15.60955835,-11.06742387,97.44389595,97.44389595,97.44389595,0,0,0
n1209,43.1524,-89.5321,-17.69328164,-24.42409705,-19.06610398,0,0,0,0,797.8028322,-16.58666444,-25.06733932,-19.58278404,-16.23386342,-15.63115885,-11.08069441,97.80283224,97.80283224,97.80283224,0,0,0
n1210,43.1498,-89.4895,-17.16804362,-23.90418517,-18.69542273,0,0,0,0,798.2270371,-16.32436128,-24.46840785,-19.11488405,-15.68214548,-15.98945139,-11.43653294,98.22703709,98.22703709,98.22703709,0,0,0
n1211,43.1501,-89.5237,-17.77086744,-24.48365626,-19.12589105,0,0,0,0,797.911919,-16.61948855,-25.04139546,-19.56251606,-16.12260358,-15.65890826,-11.10829878,97.91191904,97.91191904,97.91191904,0,0,0
n1212,43.15,-89.5168,-17.60384525,-24.39620961,-19.12108974,0,0,0,0,797.9797811,-16.71422576,-24.93781594,-19.47252071,-16.03352508,-15.71912598,-11.16866096,97.97978107,97.97978107,97.97978107,0,0,0
n1213,43.1464,-89.424,-16.43011693,-23.45559099,-18.34121636,0,0,0,0,798.6694225,-15.64152885,-23.11831727,-18.15567612,-15.82902303,-16.32759593,-11.37267322,98.66942248,98.66942248,98.66942248,0,0,0
n1214,43.1505,-89.5435,-17.51300875,-24.61554016,-19.20144748,0,0,0,0,797.7078841,-16.85983547,-25.22860788,-19.67400161,-16.37242467,-15.54658261,-10.99613397,97.70788406,97.70788406,97.70788406,0,0,0
n1215,43.1518,-89.5391,-17.59377571,-24.50065538,-19.08656269,0,0,0,0,797.7390989,-16.75723336,-25.14607261,-19.64429242,-16.32311199,-15.58475201,-11.03428699,97.73909887,97.73909887,97.73909887,0,0,0
n1216,43.146,-89.4494,-16.90453243,-23.75901501,-18.50947494,0,0,0,0,798.5672718,-16.25208878,-23.71277,-18.66591964,-15.63713607,-16.27421566,-11.47482395,98.56727176,98.56727176,98.56727176,0,0,0
n1217,43.1456,-89.4447,-16.80441179,-23.87354048,-18.62400041,0,0,0,0,798.5990557,-16.13765181,-23.60808735,-18.55221932,-15.6369828,-16.26613285,-11.44304003,98.59905568,98.59905568,98.59905568,0,0,0
n1218,43.1508,-89.5749,-17.63054837,-24.50788629,-19.07704562,0,0,0,0,797.3688078,-16.91222962,-24.98055205,-19.63059737,-16.42227706,-15.55559682,-11.02009914,97.36880777,97.36880777,97.36880777,0,0,0
