,Latitude,Longitude,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
n380,43.2599,-89.3752,-16.05195949,-23.32886406,-18.60215536,0,0,0,0,796.6772806,-14.43779622,-21.45211994,-16.75848579,-17.42751821,-17.7005412,-13.05962518,96.67728064,96.67728064,96.67728064,0,0,0
n381,43.2609,-89.4001,-15.74709666,-22.78857623,-18.0181084,0,-0.073797374,-0.073797374,-0.073797374,796.6765778,-14.93092478,-22.03832898,-17.25916445,-17.57634506,-17.86767406,-13.20821982,96.67657782,96.67657782,96.67657782,-0.073797374,-0.073797374,-0.076905745
n382,43.2624,-89.393,-15.82389744,-22.9671636,-18.16423129,0,0,0,0,796.648389,-14.854124,-21.8897746,-17.18848273,-17.530383,-17.77242747,-13.18618958,96.64838904,96.64838904,96.64838904,0,0,0
n383,43.2572,-89.2632,-15.91755926,-23.64967505,-18.47571792,0,0,0,0,796.2869606,-12.8344709,-19.1655323,-15.02107128,-17.32732491,-17.10952674,-12.63505279,96.28696064,96.28696064,96.28696064,0,0,0
n384,43.2635,-89.4541,-16.86313411,-23.12929433,-18.31431928,0,0,0,0,796.5622409,-15.06788811,-22.48597081,-17.54883991,-17.0413767,-17.7487993,-13.04620353,96.56224088,96.56224088,96.56224088,0,0,0
n385,43.2624,-89.4356,-16.4189211,-22.69186403,-17.89024806,0,0,0,0,796.6208425,-15.05154143,-22.36400006,-17.47086896,-17.24054432,-17.90866227,-13.26949154,96.62084248,96.62084248,96.62084248,0,0,0
n386,43.2624,-89.4244,-16.14847712,-22.49413563,-17.69038888,0,-0.087889894,-0.087889894,-0.087889894,796.636757,-15.1105797,-22.45171697,-17.53939557,-17.36890504,-18.01869472,-13.38300126,96.63675701,96.63675701,96.63675701,-0.087889894,-0.087889894,-0.087889894
n387,43.2604,-89.4072,-15.80744204,-22.68132518,-17.87232356,0,0,0,0,796.6845607,-14.94930878,-22.19887337,-17.35220602,-17.53418595,-17.92586721,-13.28346066,96.68456071,96.68456071,96.68456071,0,0,0
n388,43.2625,-89.4189,-16.01776746,-22.43765025,-17.61928289,0,0,0,0,796.6405566,-15.1403127,-22.39839795,-17.5739071,-17.43978703,-18.04417674,-13.40125532,96.64055658,96.64055658,96.64055658,0,0,0
n389,43.2578,-89.3423,-15.58527375,-24.1025664,-19.108685,0,0,0,0,796.6441602,-13.90370763,-20.65859069,-16.06009363,-17.19055761,-17.36845096,-12.82563503,96.64416021,96.64416021,96.64416021,0,0,0
n390,43.2632,-89.4489,-16.73828885,-23.00334908,-18.18831869,0,0,0,0,796.5801456,-15.08437991,-22.41279028,-17.50898508,-17.07769664,-17.81600305,-13.11340727,96.58014564,96.58014564,96.58014564,0,0,0
n391,43.2631,-89.442,-16.57222419,-22.84820079,-18.04658482,0,0,0,0,796.596781,-15.00122997,-22.33066359,-17.41330438,-17.16380689,-17.87521219,-13.192878,96.59678103,96.59678103,96.59678103,0,0,0
n392,43.2627,-89.4657,-17.14336672,-23.40144876,-18.58794071,0,0,0,0,796.5431734,-15.09771858,-22.64812799,-17.69283668,-17.05980521,-17.66126853,-13.04837925,96.54317338,96.54317338,96.54317338,0,0,0
n393,43.2583,-89.3775,-16.09209841,-23.25202432,-18.52531562,0,0,0,0,796.7083345,-14.46503676,-21.49259293,-16.7901043,-17.43166903,-17.65956001,-13.05963891,96.70833448,96.70833448,96.70833448,0,0,0
n394,43.2571,-89.2738,-16.01456111,-23.79379653,-18.58830922,0,0,0,0,796.3521815,-12.9739706,-19.2294529,-14.86024971,-17.28663061,-17.14945966,-12.72193903,96.35218145,96.35218145,96.35218145,0,0,0
n395,43.2628,-89.4592,-16.98744302,-23.24985396,-18.43191128,0,0,0,0,796.5606669,-15.19325554,-22.57455369,-17.63535863,-17.1016198,-17.6831144,-13.08016131,96.5606669,96.5606669,96.5606669,0,0,0
n396,43.2601,-89.4156,-15.9506236,-22.53187645,-17.7281297,0,0,0,0,796.6855724,-15.05467946,-22.29900218,-17.47451132,-17.44621418,-17.98408873,-13.34824424,96.68557242,96.68557242,96.68557242,0,0,0
n397,43.2552,-89.3065,-15.49895199,-24.34159613,-19.01626398,0,0,0,0,796.5533852,-13.25729657,-19.79077575,-15.39491668,-17.27417614,-17.07119087,-12.65175356,96.55338521,96.55338521,96.55338521,0,0,0
n398,43.2618,-89.2818,-16.04694713,-24.00799076,-18.75564311,0,0,0,0,796.3222331,-13.13704582,-19.45851529,-15.06423159,-17.27078377,-17.18647233,-12.7589517,96.32223311,96.32223311,96.32223311,0,0,0
n399,43.2546,-89.2864,-15.80540421,-23.98557531,-18.780088,0,0,0,0,796.4627277,-13.1363202,-19.54495574,-15.06027649,-17.24317855,-17.08230408,-12.61845668,96.4627277,96.4627277,96.4627277,0,0,0
n400,43.2551,-89.3155,-15.33597453,-24.54042797,-19.21479621,0,0,0,0,796.5945193,-13.44131114,-20.00517424,-15.47965579,-17.31354759,-17.15905589,-12.66819059,96.59451935,96.59451935,96.59451935,0,0,0
n401,43.2543,-89.2918,-15.71120432,-23.99646676,-18.74664028,0,0,0,0,796.4962055,-13.04070527,-19.43498769,-15.15900477,-17.31296138,-17.1520869,-12.67260667,96.49620553,96.49620553,96.49620553,0,0,0
n402,43.2594,-89.3944,-15.80113777,-22.86473596,-18.13802726,0,0,0,0,796.7019697,-14.82017522,-21.89210809,-17.17793978,-17.51315627,-17.80716791,-13.13013268,96.70196975,96.70196975,96.70196975,0,0,0
n403,43.2571,-89.2955,-15.69576347,-24.06861489,-18.80300421,0,0,0,0,796.4695512,-13.08560939,-19.56389741,-15.28719599,-17.24420953,-17.08333506,-12.60385483,96.46955117,96.46955117,96.46955117,0,0,0
n404,43.2586,-89.3997,-15.823677,-22.86548198,-18.02385452,0,0,0,0,796.7172418,-14.85434444,-22.00976873,-17.2419795,-17.53999685,-17.83671537,-13.19957708,96.71724176,96.71724176,96.71724176,0,0,0
n405,43.2606,-89.4412,-16.55868645,-22.83973562,-17.99200609,0,0,0,0,796.6420715,-15.08638266,-22.41576589,-17.49840669,-17.16167947,-17.82979743,-13.19357424,96.64207151,96.64207151,96.64207151,0,0,0
n406,43.2533,-89.3064,-15.4384154,-24.3429656,-19.01733385,0,0,0,0,796.5843247,-13.32037019,-19.78928325,-15.33184305,-17.24053688,-17.0375516,-12.61811429,96.58432471,96.58432471,96.58432471,0,0,0
n407,43.2516,-89.2525,-15.80490811,-23.48230246,-18.34496227,0,0,0,0,796.3037598,-12.70252173,-19.09206204,-14.87053165,-17.17136147,-17.01162864,-12.53795257,96.30375978,96.30375978,96.30375978,0,0,0
n408,43.2584,-89.4161,-16.0082956,-22.58954845,-17.77034697,0,0,0,0,796.7152304,-15.0126993,-22.30628986,-17.42578434,-17.42419527,-17.96316437,-13.32225651,96.71523035,96.71523035,96.71523035,0,0,0
n409,43.2514,-89.2598,-15.91776712,-23.64998388,-18.47595918,0,0,0,0,796.3548504,-12.65838435,-19.04583072,-14.83302311,-17.26549533,-16.9979528,-12.57866668,96.35485042,96.35485042,96.35485042,0,0,0
n410,43.2513,-89.2631,-15.99300863,-23.69551346,-18.52681472,0,0,0,0,796.3775252,-12.73818526,-19.12563163,-14.91282402,-17.22293485,-17.04051328,-12.62122716,96.3775252,96.3775252,96.3775252,0,0,0
n411,43.2565,-89.3857,-15.97900607,-23.08264213,-18.36917618,0,0,0,0,796.7482727,-14.6000282,-21.66445388,-16.94679086,-17.38987684,-17.68388848,-13.04765782,96.74827268,96.74827268,96.74827268,0,0,0
n412,43.2605,-89.4313,-16.32167982,-22.65356301,-17.79267494,0,0,0,0,796.6610644,-15.08129512,-22.40820701,-17.50540451,-17.27874977,-17.93857085,-13.29775537,96.66106442,96.66106442,96.66106442,0,0,0
n413,43.2515,-89.3127,-15.31786121,-24.46926982,-19.14363806,0,0,0,0,796.6425581,-13.40885113,-19.92335103,-15.45481596,-17.31702397,-17.12475455,-12.6272683,96.6425581,96.6425581,96.6425581,0,0,0
n414,43.2595,-89.4487,-16.74333172,-22.97806979,-18.17682703,0,0,0,0,796.6449861,-15.13992423,-22.49531599,-17.57345619,-17.14061578,-17.76793693,-13.09500308,96.64498612,96.64498612,96.64498612,0,0,0
n415,43.2549,-89.3595,-15.77534874,-23.68335683,-18.68215657,0,0,0,0,796.7380048,-14.16276279,-21.04348535,-16.43925041,-17.2067329,-17.51993199,-12.89070747,96.73800481,96.73800481,96.73800481,0,0,0
n416,43.2614,-89.4745,-17.35917195,-23.40376771,-18.62118386,0,0,0,0,796.5362332,-15.25479494,-22.74620518,-17.769457,-17.00296688,-17.57272534,-12.95160183,96.53623318,96.53623318,96.53623318,0,0,0
n417,43.2592,-89.4785,-17.35796761,-23.34966772,-18.50009132,0,0,0,0,796.5590555,-15.29155924,-22.84520122,-17.79798211,-16.9383842,-17.53964985,-12.88701914,96.5590555,96.5590555,96.5590555,0,0,0
n418,43.2577,-89.4442,-16.62189019,-22.86729357,-18.11245063,0,0,0,0,796.6864999,-15.05212441,-22.48709543,-17.56973622,-17.10531683,-17.79057249,-13.13095763,96.68649989,96.68649989,96.68649989,0,0,0
n419,43.2539,-89.3691,-15.97588565,-23.48787572,-18.6910246,0,0,0,0,796.7736995,-14.30460833,-21.25423426,-16.60389264,-17.33169077,-17.62688501,-13.01566534,96.7736995,96.7736995,96.7736995,0,0,0
n420,43.2505,-89.2961,-15.54785443,-24.1304319,-18.8512972,0,0,0,0,796.5799978,-13.20405517,-19.58868855,-15.32235466,-17.35012016,-17.08365662,-12.72087692,96.57999785,96.57999785,96.57999785,0,0,0
n421,43.25,-89.288,-15.67524121,-24.06882853,-18.8031711,0,-0.077565956,-0.077565956,-0.077565956,796.5452172,-13.06501588,-19.45132505,-15.15805244,-17.32713216,-17.16625768,-12.70241029,96.5452172,96.5452172,96.5452172,-0.077565956,-0.077565956,-0.077565956
n422,43.2478,-89.261,-15.9574422,-23.6907093,-18.52201056,0,-0.08221985,-0.08221985,-0.08221985,796.4176615,-12.73888167,-19.16872032,-14.91762818,-17.29051146,-17.02251354,-12.60005352,96.41766152,96.41766152,96.41766152,-0.08221985,-0.08221985,-0.08221985
n423,43.2558,-89.43,-16.27518818,-22.65628453,-17.84568737,0,0,0,0,796.7455931,-15.11068662,-22.54214554,-17.62478633,-17.25658251,-17.88147197,-13.2459285,96.74559315,96.74559315,96.74559315,0,0,0
n424,43.2477,-89.2576,-15.89265275,-23.61266995,-18.44680861,0,0,0,0,796.3968134,-12.65666182,-19.17958445,-14.91886444,-17.24666088,-17.00660883,-12.55620293,96.39681341,96.39681341,96.39681341,0,0,0
n425,43.256,-89.435,-16.39258484,-22.7731981,-17.96666635,0,0,0,0,796.7340963,-15.04174667,-22.57356523,-17.65620602,-17.22761301,-17.84733209,-13.20819275,96.73409628,96.73409628,96.73409628,0,0,0
n426,43.2508,-89.3194,-15.26908078,-24.5461544,-19.25552253,0,0,0,0,796.6827267,-13.50820488,-20.0709672,-15.54654953,-17.34922425,-17.12637528,-12.6980607,96.68272673,96.68272673,96.68272673,0,0,0
n427,43.2569,-89.4391,-16.49603888,-22.87665215,-18.01143828,0,-0.066058851,-0.066058851,-0.066058851,796.7108721,-15.14520072,-22.54499738,-17.62763817,-17.17243752,-17.82097647,-13.17936479,96.71087214,96.71087214,96.71087214,-0.066058851,-0.066058851,-0.066058851
n428,43.2563,-89.4258,-16.22741022,-22.55484692,-17.77528253,0,0,0,0,796.742526,-15.12511288,-22.47330983,-17.55595062,-17.29859464,-17.91405622,-13.2782122,96.74252599,96.74252599,96.74252599,0,0,0
n429,43.2561,-89.423,-16.15943971,-22.48687641,-17.70731202,0,0,0,0,796.7493692,-15.09843387,-22.43367114,-17.51631193,-17.32753048,-17.92085377,-13.28500928,96.74936919,96.74936919,96.74936919,0,0,0
n430,43.257,-89.4763,-17.2967008,-23.26979271,-18.47116086,0,0,0,0,796.6044918,-15.37316263,-22.89828242,-17.88826347,-16.93089005,-17.49149979,-12.87861051,96.60449179,96.60449179,96.60449179,0,0,0
n431,43.2492,-89.3128,-15.24838599,-24.42817553,-19.08745446,0,0,0,0,796.6812289,-13.40276278,-19.91430519,-15.37848147,-17.30130415,-17.10903474,-12.65834756,96.68122885,96.68122885,96.68122885,0,0,0
n432,43.2488,-89.3016,-15.42055303,-24.27060265,-18.92962983,0,0,-0.059369527,-0.059369527,796.6353346,-13.28076754,-19.73304913,-15.41550543,-17.27312785,-17.12672991,-12.67116441,96.63533459,96.63533459,96.63533459,0,-0.059369527,-0.059369527
n433,43.2473,-89.2521,-15.80346429,-23.4801573,-18.34328641,0,0,0,0,796.3657929,-12.55955387,-19.06881978,-14.78530871,-17.19486997,-16.93537911,-12.55721474,96.36579289,96.36579289,96.36579289,0,0,0
n434,43.2561,-89.4541,-16.83975707,-23.10975595,-18.23274148,0,0,0,0,796.6904466,-15.20612968,-22.66774023,-17.70815825,-17.04864159,-17.69943069,-13.05343449,96.69044657,96.69044657,96.69044657,0,0,0
n435,43.255,-89.3927,-15.83861118,-23.01636215,-18.21791889,0,0,0,0,796.7791104,-14.67800402,-21.80901188,-17.03729855,-17.45501144,-17.72630061,-13.08916232,96.77911037,96.77911037,96.77911037,0,0,0
n436,43.2567,-89.3732,-16.11167565,-23.36868033,-18.64197163,0,0,0,0,796.7308439,-14.38777481,-21.37779996,-16.7004252,-17.36945249,-17.69930634,-12.99742237,96.73084393,96.73084393,96.73084393,0,0,0
n437,43.2494,-89.2782,-15.85314972,-23.83203898,-18.61818518,0,0,0,0,796.4993155,-12.99893832,-19.37644177,-15.136915,-17.2004009,-17.03952642,-12.57706087,96.4993155,96.4993155,96.4993155,0,0,0
n438,43.2493,-89.282,-15.76127427,-23.9235144,-18.68964807,0,0,0,0,796.5228682,-13.09081377,-19.45082278,-15.04503955,-17.24882865,-17.08852666,-12.62410678,96.52286822,96.52286822,96.52286822,0,0,0
n439,43.2501,-89.3257,-15.28061154,-24.3921757,-19.40056909,0,0,0,0,796.7195308,-13.61138235,-20.2242645,-15.67723127,-17.26710228,-17.20849725,-12.61593873,96.71953081,96.71953081,96.71953081,0,0,0
n440,43.2475,-89.2907,-15.5719137,-24.06917621,-18.80344272,0,-0.077294338,-0.077294338,-0.077294338,796.5999966,-13.17053127,-19.55684044,-15.26356783,-17.32305929,-17.16611282,-12.64613541,96.59999658,96.59999658,96.59999658,-0.077294338,-0.077294338,-0.077294338
n441,43.2452,-89.2595,-15.88914909,-23.60746435,-18.44274186,0,0,0,0,796.4473358,-12.75145225,-19.16789078,-14.82407401,-17.29721577,-17.03772492,-12.55015796,96.44733584,96.44733584,96.44733584,0,0,0
n442,43.2515,-89.3908,-15.77736476,-23.09452091,-18.34276742,0,-0.120879994,-0.120879994,-0.120879994,796.8400456,-14.56037428,-21.78444584,-17.01810696,-17.38842555,-17.75670506,-13.03763256,96.84004556,96.84004556,96.84004556,-0.120879994,-0.120879994,-0.120879994
n443,43.254,-89.3995,-15.67100803,-22.9583285,-18.15458175,0,0,0,0,796.7986059,-14.78633999,-21.9699735,-17.08931053,-17.46393256,-17.77532254,-13.13438131,96.79860595,96.79860595,96.79860595,0,0,0
n444,43.2501,-89.3036,-15.40371428,-24.27758181,-18.93660899,0,0,0,0,796.6237906,-13.2217661,-19.73872407,-15.36654418,-17.30767071,-17.09218706,-12.63662156,96.6237906,96.6237906,96.6237906,0,0,0
n445,43.2464,-89.3013,-15.36283335,-24.31004375,-18.96907092,0,0,0,0,796.6730246,-13.30235278,-19.74824832,-15.38898183,-17.25204214,-17.08409375,-12.62852826,96.67302455,96.67302455,96.67302455,0,0,0
n446,43.2523,-89.4324,-16.38940326,-22.66751623,-17.82929607,0,0,0,0,796.8033521,-15.17911695,-22.67190853,-17.75454932,-17.18950216,-17.81303187,-13.17671408,96.80335215,96.80335215,96.80335215,0,0,0
n447,43.2488,-89.3083,-15.28224079,-24.38475314,-19.04378032,0,0,0,0,796.6674169,-13.34323959,-19.81753183,-15.48801767,-17.24288484,-17.05061543,-12.70140742,96.6674169,96.6674169,96.6674169,0,0,0
n448,43.246,-89.2951,-15.4587256,-24.181858,-18.89147255,0,0,0,0,796.6476579,-13.23219954,-19.63699174,-15.35913183,-17.33225469,-17.1643063,-12.7087408,96.64765788,96.64765788,96.64765788,0,0,0
n449,43.2522,-89.4201,-16.14357644,-22.62371999,-17.83256187,0,0,0,0,796.8211886,-15.11276185,-22.45495913,-17.54192842,-17.31575875,-17.86129558,-13.21998617,96.8211886,96.8211886,96.8211886,0,0,0
n450,43.2548,-89.4102,-15.89254356,-22.7506349,-17.94705746,0,0,0,0,796.7824476,-14.94272881,-22.20233027,-17.34456855,-17.43049381,-17.91392006,-13.23371826,96.78244759,96.78244759,96.78244759,0,0,0
n451,43.2517,-89.4181,-16.09698503,-22.67480919,-17.88339458,0,0,0,0,796.8318865,-15.0883148,-22.4186366,-17.51355237,-17.32592014,-17.86274547,-13.21018116,96.83188651,96.83188651,96.83188651,0,0,0
n452,43.2469,-89.315,-15.15546418,-24.5211639,-19.18044283,0,0,0,0,796.7291697,-13.47185608,-19.98497004,-15.4365248,-17.27084363,-17.05944094,-12.60875377,96.72916975,96.72916975,96.72916975,0,0,0
n453,43.2529,-89.4276,-16.31117431,-22.58928729,-17.7604178,0,0,0,0,796.7999998,-15.22300986,-22.58725413,-17.66989492,-17.24703131,-17.84963977,-13.21374321,96.79999984,96.79999984,96.79999984,0,0,0
n454,43.2511,-89.4319,-16.43100272,-22.70911569,-17.78769661,0,0,0,0,796.8252229,-15.22071641,-22.7001908,-17.78232863,-17.18312283,-17.79733191,-13.19890046,96.82522289,96.82522289,96.82522289,0,0,0
n455,43.2526,-89.4391,-16.45922381,-22.7878799,-17.93275424,0,0,0,0,796.7860804,-15.19185575,-22.68594786,-17.76858865,-17.15596399,-17.76735754,-13.12842799,96.78608041,96.78608041,96.78608041,0,0,0
n456,43.2494,-89.4036,-15.85026817,-22.98998678,-18.1424194,0,0,0,0,796.8799166,-14.83629309,-22.10093535,-17.26535635,-17.36968622,-17.8091617,-13.10715712,96.87991659,96.87991659,96.87991659,0,0,0
n457,43.2442,-89.2776,-15.78102494,-23.83983882,-18.62427862,0,0,0,0,796.5774183,-12.89100192,-19.38278402,-14.96381096,-17.29272305,-17.05014291,-12.6063951,96.57741826,96.57741826,96.57741826,0,0,0
n458,43.2523,-89.444,-16.57802904,-22.8358637,-17.96036442,0,0,0,0,796.7810885,-15.23131988,-22.64627106,-17.72891186,-17.09492317,-17.72001176,-13.08316049,96.78108851,96.78108851,96.78108851,0,0,0
n459,43.2514,-89.4481,-16.64796905,-22.89921392,-18.02205934,0,0,0,0,796.7872341,-15.28136879,-22.70546915,-17.737633,-17.04021938,-17.67231402,-13.02798118,96.78723411,96.78723411,96.78723411,0,0,0
n460,43.2462,-89.3211,-15.13717269,-24.55073428,-19.31133806,0,0,0,0,796.7668429,-13.6066014,-20.12043043,-15.58573756,-17.26494459,-17.11753176,-12.62341712,96.76684292,96.76684292,96.76684292,0,0,0
n461,43.2524,-89.4562,-16.83707537,-23.07833189,-18.18749489,0,0,0,0,796.7486633,-15.33894018,-22.7910066,-17.80445697,-16.98582232,-17.63923068,-12.98272359,96.74866334,96.74866334,96.74866334,0,0,0
n462,43.2481,-89.3793,-15.97897316,-23.31049132,-18.37837003,0,0,0,0,796.8901613,-14.48417805,-21.52103236,-16.77312758,-17.26077388,-17.62238951,-12.87769725,96.89016131,96.89016131,96.89016131,0,0,0
n463,43.2474,-89.2699,-15.87032036,-23.62563942,-18.45694068,0,0,0,0,796.480491,-12.79173246,-19.20861299,-14.98269805,-17.19618065,-16.9878096,-12.68972044,96.48049095,96.48049095,96.48049095,0,0,0
n464,43.2575,-89.4634,-17.06745178,-23.31440917,-18.42860519,0,0,0,0,796.6395948,-15.27894231,-22.77746101,-17.79387482,-16.99594158,-17.60370427,-12.9719001,96.63959484,96.63959484,96.63959484,0,0,0
n465,43.2419,-89.2799,-15.69873223,-23.92410416,-18.66320633,0,0,0,0,796.6272333,-12.98106983,-19.35578979,-15.04211682,-17.26064549,-17.03574599,-12.64581681,96.62723333,96.62723333,96.62723333,0,0,0
n466,43.2437,-89.2923,-15.46486802,-24.14168311,-18.86008693,0,0,0,0,796.6696539,-13.21021271,-19.61196984,-15.29070622,-17.27786829,-17.11739444,-12.6543544,96.6696539,96.6696539,96.6696539,0,0,0
n467,43.2537,-89.4764,-17.18720561,-23.16029753,-18.36166568,0,0,0,0,796.6600249,-15.48092943,-23.00196903,-17.969266,-16.87249262,-17.47440264,-12.84452233,96.66002491,96.66002491,96.66002491,0,0,0
n468,43.2513,-89.4725,-17.10345864,-23.19728659,-18.39873732,0,0,0,0,796.7150715,-15.50944985,-23.06015523,-18.02736761,-16.86867991,-17.44950614,-12.85956487,96.7150715,96.7150715,96.7150715,0,0,0
n469,43.2438,-89.3109,-15.15921208,-24.54948499,-19.20851217,0,0,0,0,796.7620073,-13.45429792,-19.99087421,-15.56340142,-17.31775544,-17.05767322,-12.65566558,96.76200729,96.76200729,96.76200729,0,0,0
n470,43.2436,-89.3041,-15.24826879,-24.41308817,-19.07211535,0,0,0,0,796.7326542,-13.29343575,-19.83297847,-15.40609246,-17.31332861,-17.14538022,-12.68981472,96.7326542,96.7326542,96.7326542,0,0,0
n471,43.2428,-89.2468,-15.68870526,-23.30965289,-18.2100841,0,0,0,0,796.3956721,-12.43440937,-18.87213627,-14.80507773,-17.16610939,-16.98130186,-12.53988988,96.39567207,96.39567207,96.39567207,0,0,0
n472,43.2429,-89.321,-15.0276775,-24.65640121,-19.31542839,0,0,0,0,796.8216751,-13.6651291,-20.18150586,-15.57946383,-17.30075677,-17.15147191,-12.68181456,96.82167509,96.82167509,96.82167509,0,0,0
n473,43.2477,-89.4064,-15.93834359,-22.97349023,-18.19567982,0,0,0,0,796.9094225,-14.92436851,-22.17505121,-17.32325748,-17.32910548,-17.78035704,-13.10583695,96.90942247,96.90942247,96.90942247,0,0,0
n474,43.2396,-89.2512,-15.6831738,-23.33461962,-18.22958873,0,0,0,0,796.4741788,-12.5519258,-18.97197733,-14.82093744,-17.24623999,-17.06143246,-12.59251364,96.47417884,96.47417884,96.47417884,0,0,0
n475,43.2406,-89.2611,-15.85692213,-23.55958283,-18.37585273,0,0,0,0,796.5276147,-12.59403778,-19.0104763,-14.96384166,-17.25444894,-16.98420059,-12.63411235,96.52761472,96.52761472,96.52761472,0,0,0
n476,43.2421,-89.2963,-15.35459642,-24.24773296,-18.91253805,0,0,0,0,796.716914,-13.25557372,-19.69704053,-15.40097783,-17.33667981,-17.17620596,-12.71316593,96.71691395,96.71691395,96.71691395,0,0,0
n477,43.2404,-89.2667,-15.93789105,-23.69434636,-18.51061626,0,0,0,0,796.5677537,-12.72952708,-19.1459656,-15.0262418,-17.3267099,-16.91193963,-12.56185139,96.56775374,96.56775374,96.56775374,0,0,0
n478,43.2485,-89.4453,-16.63134325,-22.78491063,-17.91412527,0,0,0,0,796.8443176,-15.21407848,-22.76893952,-17.78721762,-17.06450701,-17.66025102,-13.02051767,96.84431759,96.84431759,96.84431759,0,0,0
n479,43.2483,-89.4429,-16.5729753,-22.73734355,-17.85972444,0,0,0,0,796.8532384,-15.27244643,-22.78159579,-17.84101381,-17.08479976,-17.67742127,-13.05164724,96.85323841,96.85323841,96.85323841,0,0,0
n480,43.2402,-89.2759,-15.7154688,-23.90388823,-18.72015814,0,0,0,0,796.6293655,-12.92411802,-19.24388123,-15.09853828,-17.23027119,-16.97606142,-12.68047659,96.62936547,96.62936547,96.62936547,0,0,0
n481,43.2378,-89.2497,-15.61332174,-23.28644833,-18.19195611,0,0,0,0,796.4899832,-12.59382076,-18.93280802,-14.75967006,-17.22389601,-17.02417803,-12.55525921,96.48998319,96.48998319,96.48998319,0,0,0
n482,43.2483,-89.4386,-16.49959661,-22.66880167,-17.79151751,0,0,0,0,796.8622451,-15.31157644,-22.82700304,-17.90955568,-17.08370381,-17.70940377,-13.09936028,96.8622451,96.8622451,96.8622451,0,0,0
n483,43.2485,-89.4563,-16.83300808,-23.0440056,-18.16597279,0,0,0,0,796.815671,-15.31895228,-22.9010741,-17.8904444,-16.92275472,-17.5720857,-12.95488026,96.81567104,96.81567104,96.81567104,0,0,0
n484,43.247,-89.3862,-15.90848527,-23.2333796,-18.48670413,0,0,0,0,796.9164203,-14.49141999,-21.68932549,-16.9437966,-17.29259928,-17.66351576,-12.93837467,96.91642027,96.91642027,96.91642027,0,0,0
n485,43.2401,-89.2906,-15.43870417,-24.17868299,-18.88899216,0,0,0,0,796.7177793,-13.10268667,-19.56811389,-15.24809078,-17.27483613,-17.11788966,-12.63162617,96.71777932,96.71777932,96.71777932,0,0,0
n486,43.2417,-89.2849,-15.58611284,-24.0341227,-18.77605804,0,0,0,0,796.6598635,-13.06875268,-19.42124084,-15.15873356,-17.19610847,-17.039162,-12.71035382,96.65986349,96.65986349,96.65986349,0,0,0
n487,43.2449,-89.3884,-15.82085719,-23.32100768,-18.39907605,0,0,0,0,796.9551744,-14.57667009,-21.74310709,-16.98581211,-17.27484665,-17.64576313,-12.98510965,96.95517443,96.95517443,96.95517443,0,0,0
n488,43.2444,-89.3787,-15.93813279,-23.43408206,-18.48939888,0,0,0,0,796.9546135,-14.4756637,-21.50838205,-16.80243914,-17.28255541,-17.55647445,-12.87534007,96.95461347,96.95461347,96.95461347,0,0,0
n489,43.2485,-89.4659,-16.92125318,-23.26711776,-18.34710934,0,0,0,0,796.785752,-15.46476824,-23.04829064,-18.01558761,-16.84567045,-17.49645566,-12.87575406,96.78575196,96.78575196,96.78575196,0,0,0
n490,43.2404,-89.3136,-15.02897513,-24.66596022,-19.32498577,0,0,0,0,796.8306413,-13.54330859,-20.06101463,-15.52035284,-17.38724768,-17.12716546,-12.72515781,96.83064133,96.83064133,96.83064133,0,0,0
n491,43.2453,-89.3995,-15.75358511,-23.15824871,-18.31068133,0,0,0,0,796.9525214,-14.8142902,-22.01150089,-17.138499,-17.31086904,-17.7249805,-13.01917515,96.95252139,96.95252139,96.95252139,0,0,0
n492,43.2446,-89.3693,-15.71089518,-23.56705036,-18.38248454,0,0,0,0,796.9371407,-14.32294042,-21.28147139,-16.62517096,-17.40374881,-17.47941459,-12.85392143,96.93714071,96.93714071,96.93714071,0,0,0
n493,43.24,-89.3012,-15.21859864,-24.37518745,-19.03519951,0,0,0,0,796.7765573,-13.32318334,-19.80961785,-15.37812031,-17.34999637,-17.10293586,-12.74176364,96.77655732,96.77655732,96.77655732,0,0,0
n494,43.2363,-89.2397,-15.48456277,-23.11578323,-18.05862827,0,0,0,0,796.4380067,-12.64876024,-18.68998027,-14.66508604,-17.17656372,-16.93458012,-12.68685279,96.43800675,96.43800675,96.43800675,0,0,0
n495,43.2399,-89.3066,-15.1171663,-24.50529261,-19.16573651,0,0,0,0,796.8054656,-13.42433194,-19.94013911,-15.50865732,-17.33429207,-17.1185015,-12.71455856,96.8054656,96.8054656,96.8054656,0,0,0
n496,43.2397,-89.3045,-15.1501668,-24.45550565,-19.11556503,0,0,0,0,796.798264,-13.39161517,-19.88921914,-15.45747736,-17.30713476,-17.14579748,-12.74185453,96.79826401,96.79826401,96.79826401,0,0,0
n497,43.2399,-89.3098,-15.0652177,-24.58202763,-19.24086089,0,0,0,0,796.8210256,-13.47602966,-20.01746945,-15.43132697,-17.37553492,-17.07739731,-12.7136948,96.82102558,96.82102558,96.82102558,0,0,0
n498,43.2422,-89.3844,-15.78225651,-23.3984403,-18.52851504,0,0,0,0,796.9995757,-14.56537645,-21.64167397,-16.90657006,-17.20456691,-17.57548339,-12.91482991,96.9995757,96.9995757,96.9995757,0,0,0
