#FID,Crop_2017,P removed (lb/year),P required (lb/year),P requied(lb/week),N removed (lb/year),N required (lb/year),N requied (lb/week),Area_ac
951,1,429.7514702,497.4373267,20.60635156,2102.645639,2523.174767,104.522567,13.8
952,1,3126.107941,3618.469942,149.8951923,15295.11284,18354.1354,760.3204393,100.4
953,1,2010.143054,2326.740585,96.38527691,9835.029822,11802.03579,488.8995769,64.5
954,36,700.2110091,700.2110091,40.17274866,6215.855506,7459.026607,427.9418593,36.3
955,1,2419.096873,2800.10463,115.9943923,11835.91876,14203.10251,588.3638159,77.7
956,1,790.1864658,914.6408341,37.8890155,3866.146462,4639.375755,192.1862367,25.4
957,1,672.3544348,778.2502583,32.23903307,3289.629514,3947.555417,163.5275649,21.6
958,1,769.3980829,890.5782809,36.89222373,3764.435111,4517.322134,187.1301629,24.7
959,5,1084.642769,1301.571322,62.84748055,10996.54496,13195.85395,637.173054,62.1
960,5,513.1650707,615.7980849,29.73433534,5202.674036,6243.208843,301.4586597,29.4
961,1,928.819415,1075.108473,44.53639076,4544.436093,5453.323312,225.9040311,29.8
962,1,762.4655304,882.5538514,36.55981158,3730.516202,4476.619442,185.4440531,24.5
963,1,388.1622282,449.2977792,18.61216981,1899.161895,2278.994274,94.40738499,12.5
964,1,325.7814516,377.0920303,15.62104516,1593.951379,1912.741655,79.23536267,10.5
965,36,347.9601495,347.9601495,19.96329027,3088.883183,3706.65982,212.6597717,18.0
966,1,1448.688216,1676.85661,69.46381979,7087.998925,8505.59871,352.3446027,46.5
967,36,369.4386589,369.4386589,21.19556276,3279.550438,3935.460526,225.786605,19.1
968,1,381.2358827,441.2805342,18.28005527,1865.273354,2238.328025,92.72278478,12.2
969,1,318.8519917,369.0711804,15.28878129,1560.0476,1872.05712,77.55000499,10.2
970,1,3015.199253,3490.093136,144.5771804,14752.46974,17702.96369,733.3456375,96.8
971,1,1005.068439,1163.366718,48.19249039,4917.499803,5900.999763,244.4490374,32.3
972,1,415.8925472,481.3956234,19.94182367,2034.838066,2441.80568,101.1518509,13.4
973,36,330.7762163,330.7762163,18.97740771,2936.339387,3523.607264,202.157617,17.1
974,1,429.7545877,497.4409352,20.60650105,2102.660892,2523.19307,104.5233252,13.8
975,1,1074.388,1243.60411,51.51632601,5256.659719,6307.991662,261.3086853,34.5
976,1,311.9194112,361.0467185,14.95636779,1526.128554,1831.354264,75.86388833,10.0
977,1,2051.726238,2374.873121,98.37916822,10038.48393,12046.18071,499.0132856,65.9
978,5,1084.644568,1301.573481,62.8475848,10996.5632,13195.87584,637.1741109,62.1
979,1,5593.745138,6474.759998,268.217067,27368.52492,32842.2299,1360.490054,179.6
980,1,1393.233754,1612.66807,66.80480819,6816.676798,8180.012158,338.8571731,44.7
981,1,596.1147384,690.0028097,28.58338068,2916.611441,3499.93373,144.9848272,19.1
982,1,478.2764101,553.6049447,22.9330963,2340.063683,2808.076419,116.3246238,15.4
983,36,154.6494228,154.6494228,8.872600278,1372.841121,1647.409345,94.5157398,8.0
984,1,908.031029,1051.045916,43.53959884,4442.724727,5331.269672,220.8479566,29.2
985,1,2419.103048,2800.111779,115.9946884,11835.94898,14203.13877,588.3653179,77.7
986,24,666.8703301,595.1817696,33.87488729,3770.741892,4524.89027,257.5350182,33.2
987,1,2127.97823,2463.134801,102.0354102,10411.56216,12493.87459,517.5590138,68.3
988,1,866.441787,1002.906368,41.54541709,4239.240983,5087.089179,210.7327746,27.8
989,1,700.0847569,810.3481061,33.56868708,3425.305701,4110.366841,170.2720315,22.5
990,36,1774.168726,1774.168726,101.7882229,15749.5045,18899.4054,1084.303236,91.9
991,36,592.8242796,592.8242796,34.01172,5262.570874,6315.085049,362.3112478,30.7
992,36,567.0474032,567.0474032,32.53284011,5033.746509,6040.495811,346.5574189,29.4
993,36,610.0082494,610.0082494,34.99760467,5415.114996,6498.137995,372.8134248,31.6
994,36,313.5980253,313.5980253,17.99185458,2783.846564,3340.615877,191.6589717,16.2
995,1,6917.662776,8007.194663,331.6982047,33846.05865,40615.27038,1682.488417,222.1
996,1,2640.905216,3056.847788,126.6299829,12921.16077,15505.39292,642.3112228,84.8
997,1,1601.186264,1853.3731,76.77601906,7834.126345,9400.951614,389.4346153,51.4
998,1,1282.337424,1484.305568,61.48738889,6274.094165,7528.912998,311.8853769,41.2
999,1,1122.913002,1299.7718,53.84307374,5494.078067,6592.893681,273.1107573,36.1
1000,1,325.7845691,377.0956388,15.62119465,1593.966632,1912.759958,79.23612089,10.5
1001,5,641.4620349,769.7544419,37.16824925,6503.400299,7804.080358,376.8266711,36.7
1002,1,311.9225287,361.0503269,14.95651727,1526.143807,1831.372568,75.86464655,10.0
1003,1,9267.48333,10727.11195,444.3708349,45343.02907,54411.63489,2254.003102,297.6
1004,36,219.0872344,219.0872344,12.56954873,1944.863155,2333.835786,133.8976354,11.4
1005,1,339.6466127,393.1409542,16.28587217,1661.789472,1994.147367,82.60759598,10.9
1006,36,408.1049675,408.1049675,23.41393962,3622.795809,4347.354971,249.4179559,21.1
1007,1,402.0305068,465.3503116,19.2771463,1967.015241,2360.418289,97.78037652,12.9
1008,36,425.2889393,425.2889393,24.3998244,3775.339948,4530.407938,259.9201341,22.0
1009,1,1296.20882,1500.361709,62.15251486,6341.962764,7610.355317,315.2591266,41.6
1010,36,356.5550441,356.5550441,20.45639955,3165.181074,3798.217289,217.9126385,18.5
1011,1,1213.024039,1404.075325,58.1638494,5934.964465,7121.957358,295.0272311,38.9
1012,1,686.2289234,794.3099788,32.90430733,3357.513245,4029.015893,166.9020668,22.0
1013,1,1289.279357,1492.340855,61.82025084,6308.05897,7569.670764,313.5737682,41.4
1014,1,270.331088,312.9082343,12.96223009,1322.649305,1587.179165,65.7489298,8.7
1015,1,2301.292821,2663.74644,110.3457515,11259.53871,13511.44645,559.7119491,73.9
1016,1,1448.697602,1676.867475,69.46426988,7088.044852,8505.653822,352.3468857,46.5
1017,36,365.1479854,365.1479854,20.94939675,3241.461625,3889.75395,223.1643115,18.9
1018,36,2070.605937,2070.605937,118.7955213,18381.0125,22057.215,1265.474183,107.3
1019,1,700.0909919,810.3553231,33.56898604,3425.336207,4110.403448,170.273548,22.5
1020,1,748.6159349,866.5229447,35.89573093,3662.754266,4395.305119,182.0756056,24.0
1021,36,1327.41479,1327.41479,76.15690131,11783.61726,14140.34071,811.2645271,68.8
1022,1,4630.284955,5359.554835,222.01967,22654.60188,27185.52226,1126.160823,148.7
1023,36,343.6675613,343.6675613,19.71701442,3050.777373,3660.932848,210.036308,17.8
1024,36,700.2264714,700.2264714,40.17363577,6215.992766,7459.19132,427.9513092,36.3
1025,1,866.4479628,1002.913517,41.54571321,4239.271199,5087.125439,210.7342767,27.8
1026,1,2432.986921,2816.182361,116.6604126,11903.87862,14284.65434,591.7421021,78.1
1027,176,246.963933,246.963933,15.30135892,2192.267402,2630.720882,162.9938589,17.1
1028,1,1199.165116,1388.033621,57.49932151,5867.156893,7040.588271,291.656515,38.5
1029,1,1053.605914,1219.548846,50.51983619,5154.979178,6185.975014,256.2541431,33.8
1030,1,533.7339618,617.7970608,25.59225604,2611.400926,3133.681111,129.8128049,17.1
1031,1,1712.11384,1981.77177,82.09493661,8376.861857,10052.23423,416.4140111,55.0
1032,1,1379.39669,1596.651669,66.14132846,6748.976179,8098.771415,335.4917736,44.3
1033,36,442.4748238,442.4748238,25.38581892,3927.901067,4713.48128,270.4234814,22.9
1034,1,616.9124488,714.0761595,29.5806197,3018.368429,3622.042115,150.0431696,19.8
1035,36,1537.924561,1537.924561,88.23434083,13652.33726,16382.80471,939.9199489,79.7
1036,1,4914.501815,5688.53585,235.6477154,24045.19013,28854.22815,1195.286999,157.8
1037,1,1649.723739,1909.555228,79.10336486,8071.60572,9685.926864,401.239721,53.0
1038,5,777.5353852,933.0424622,45.05275047,7882.966693,9459.560031,456.762918,44.5
1039,1,2238.912104,2591.54076,107.3546297,10954.32848,13145.19418,544.5399412,71.9
1040,1,485.2152287,561.6366273,23.26580892,2374.01325,2848.815901,118.0122577,15.6
1041,1,1379.393601,1596.648093,66.14118032,6748.961063,8098.753276,335.4910222,44.3
1042,1,748.6159349,866.5229447,35.89573093,3662.754266,4395.305119,182.0756056,24.0
1043,1,644.6459164,746.1776482,30.91042453,3154.060006,3784.872007,156.7884013,20.7
1044,1,7694.074194,8905.89088,368.9267142,37644.80792,45173.76951,1871.324338,247.1
1045,36,180.4276812,180.4276812,10.35155945,1601.677753,1922.013304,110.2704133,9.3
1046,1,582.2589048,673.9646824,27.91900093,2848.818985,3418.582782,141.6148625,18.7
1047,1,6210.701603,7188.887105,297.7997972,30387.1087,36464.53044,1510.543929,199.4
1048,36,519.8016622,519.8016622,29.82224109,4614.340509,5537.208611,317.6826512,26.9
1049,1,928.8443019,1075.137279,44.53758407,4544.557857,5453.469429,225.910084,29.8
1050,1,831.7944189,962.8020398,39.88409444,4069.721754,4883.666105,202.3059696,26.7
1051,36,270.6429752,270.6429752,15.52742256,2402.529531,2883.035438,165.4065082,14.0
1052,1,291.1303712,336.9834046,13.95954452,1424.413987,1709.296785,70.80765472,9.3
1053,1,408.9692942,473.3819581,19.60985742,2000.964656,2401.157588,99.46800281,13.1
1054,1,575.3294418,665.9438289,27.58673691,2814.915191,3377.898229,139.9295041,18.5
1055,1,686.2351584,794.3171958,32.90460629,3357.54375,4029.0525,166.9035833,22.0
1056,1,485.2183462,561.6402358,23.2659584,2374.028503,2848.834204,118.0130159,15.6
1057,36,1726.951848,1726.951848,99.07927986,15330.35473,18396.42567,1055.446108,89.5
1058,1,443.6259868,513.4970797,21.27162716,2170.529506,2604.635408,107.8970757,14.2
1059,36,1769.914758,1769.914758,101.5441628,15711.74153,18854.08983,1081.703375,91.7
1060,36,515.5090374,515.5090374,29.57596313,4576.234373,5491.481247,315.0591651,26.7
1061,1,901.120221,1043.046656,43.20822932,4408.912207,5290.694648,219.1671354,28.9
1062,5,1053.565079,1264.278095,61.04674531,10681.46684,12817.7602,618.9164753,60.3
1063,1,492.1509268,569.6646977,23.5983719,2407.94755,2889.53706,119.6991326,15.8
1064,1,866.460439,1002.927958,41.54631144,4239.332241,5087.198689,210.7373111,27.8
1065,36,240.5695905,240.5695905,13.80204191,2135.564557,2562.677469,147.0268198,12.5
1066,1,880.3225106,1018.973306,42.2109903,4307.155219,5168.586262,214.108793,28.3
1067,36,240.5715226,240.5715226,13.80215276,2135.581709,2562.69805,147.0280006,12.5
1068,36,528.3965182,528.3965182,30.31534815,4690.638057,5628.765668,322.9354944,27.4
1069,5,1869.973796,2243.968555,108.3519341,18958.547,22750.25641,1098.515519,107.1
1070,5,143.8452367,172.614284,8.334827813,1458.360907,1750.033089,84.50183914,8.2
1071,1,2890.515519,3345.771713,138.5986625,14142.42945,16970.91534,703.0205196,92.8
1072,1,1095.210719,1267.706407,52.51476416,5358.539065,6430.246878,266.3731101,35.2
1073,5,2076.034879,2491.241854,120.2917361,21047.6772,25257.21264,1219.566038,118.9
1074,24,228.2612031,203.7231237,11.59494159,1290.676826,1548.812191,88.15094995,11.4
1075,36,429.5911723,429.5911723,24.6466536,3813.531377,4576.237652,262.5494924,22.3
1076,36,884.9612072,884.9612072,50.77230104,7855.904749,9427.085699,540.8540275,45.8
1077,1,1913.152453,2214.473964,91.73462982,9360.483768,11232.58052,465.3098808,61.4
1078,1,395.1072507,457.3366426,18.94517989,1933.141816,2319.770179,96.09652772,12.7
1079,36,352.2662853,352.2662853,20.21034339,3127.109257,3752.531109,215.2915151,18.3
1080,36,347.9697943,347.9697943,19.96384362,3088.968802,3706.762562,212.6656662,18.0
1081,176,67.35487048,67.35487048,4.173164218,597.9006128,717.4807354,44.45357716,4.7
1082,1,1219.978448,1412.125053,58.49730958,5968.990313,7162.788375,296.7186568,39.2
1083,1,748.6252594,866.5337377,35.89617803,3662.799888,4395.359865,182.0778735,24.0
1084,36,223.3875721,223.3875721,12.81626919,1983.037758,2379.64531,136.5258353,11.6
1085,1,1656.671854,1917.597671,79.43652324,8105.600772,9726.720927,402.9296159,53.2
1086,1,5579.98007,6458.826931,267.5570394,27301.17655,32761.41186,1357.142165,179.2
1087,1,1053.621477,1219.566859,50.52058241,5155.055321,6186.066385,256.2579281,33.8
1088,1,817.941734,946.7675571,39.21986566,4001.944703,4802.333644,198.9367707,26.3
1089,36,1662.520296,1662.520296,95.38269052,14758.38826,17710.06591,1016.068038,86.1
1090,36,760.3770316,760.3770316,43.62461455,6749.956365,8099.947639,464.7130028,39.4
1091,36,262.0519467,262.0519467,15.03453509,2326.26596,2791.519152,160.1560042,13.6
1092,36,223.3895041,223.3895041,12.81638004,1983.054909,2379.665891,136.5270161,11.6
1093,5,1644.502997,1973.403597,95.2874745,16672.6333,20007.15996,966.0627697,94.1
1094,1,492.1509268,569.6646977,23.5983719,2407.94755,2889.53706,119.6991326,15.8
1095,36,781.8613584,781.8613584,44.85722079,6940.675262,8328.810315,477.8433915,40.5
1096,36,369.4521698,369.4521698,21.19633791,3279.670376,3935.604452,225.7948624,19.1
1097,1,1441.79606,1668.878939,69.13334462,7054.277663,8465.133196,350.668318,46.3
1098,1,381.2452102,441.2913308,18.28050252,1865.318991,2238.382789,92.72505338,12.2
1099,1,817.9448234,946.7711331,39.2200138,4001.959819,4802.351783,198.9375221,26.3
1100,36,274.9394468,274.9394468,15.77392122,2440.669815,2928.803778,168.0323453,14.2
1101,1,2211.219207,2559.486232,106.0267702,10818.83541,12982.60249,537.804577,71.0
1102,1,526.8107368,609.7834279,25.26029113,2577.527653,3093.033183,128.1289637,16.9
1103,36,1529.358605,1529.358605,87.74289183,13576.29626,16291.55551,934.6847681,79.2
1104,1,630.7869934,730.1359449,30.24589664,3086.252434,3703.50292,153.4176852,20.3
1105,1,2807.355568,3249.51407,134.6111877,13735.55264,16482.66317,682.7946633,90.1
1106,1,3729.267498,4316.627129,178.8163682,18246.19248,21895.43097,907.0186815,119.7
1107,1,1642.819107,1901.563116,78.77229147,8037.823416,9645.388099,399.5604018,52.7
1108,1,2959.847437,3426.023409,141.9230907,14481.64983,17377.9798,719.8831731,95.0
1109,1,3424.277342,3963.601023,164.1922545,16753.96669,20104.76003,832.8401008,110.0
1110,1,790.223888,914.6841504,37.89080987,3866.329558,4639.59547,192.1953384,25.4
1111,1,2543.945507,2944.616924,121.9808171,12446.76585,14936.11903,618.72904,81.7
1112,1,3077.685706,3562.421205,147.5733722,15058.1973,18069.83676,748.5433621,98.8
1113,36,257.7574091,257.7574091,14.78814739,2288.142845,2745.771414,157.531349,13.4
1114,1,277.2705295,320.9406378,13.29497257,1356.60192,1627.922304,67.43671516,8.9
1115,1,492.1540442,569.6683062,23.59852138,2407.962803,2889.555364,119.6998908,15.8
1116,36,335.0842649,335.0842649,19.22457056,2974.582441,3569.498929,204.7905295,17.4
1117,1,713.9717154,826.4222606,34.23455926,3493.250443,4191.900532,173.6495664,22.9
1118,36,274.9413789,274.9413789,15.77403207,2440.686967,2928.82436,168.0335261,14.2
1119,1,436.6996412,505.4798347,20.93951262,2136.640965,2563.969158,106.2124755,14.0
1120,36,249.1663998,249.1663998,14.29526103,2211.879445,2654.255334,152.2808568,12.9
1121,1,568.4030713,657.9265551,27.25462117,2781.026528,3337.231834,138.2448978,18.3
1122,36,2062.055441,2062.055441,118.3049593,18305.10875,21966.13049,1260.248451,106.8
1123,36,326.4932363,326.4932363,18.73168309,2898.31887,3477.982644,199.5400255,16.9
1124,1,360.4537067,417.2251655,17.28356112,1763.592371,2116.310846,87.66822062,11.6
1125,1,1303.175705,1508.425878,62.48657326,6376.049654,7651.259585,316.9535868,41.8
1126,1,776.3587301,898.6352301,37.22598302,3798.49148,4558.189776,188.8231059,24.9
1127,24,469.9573488,419.4369338,23.87233545,2657.319996,3188.783995,181.4902672,23.4
1128,1,422.8375728,489.4344905,20.2748339,2068.818003,2482.581603,102.8409943,13.6
1129,1,388.1809082,449.3194013,18.6130655,1899.25329,2279.103948,94.41192826,12.5
1130,36,90.21567231,90.21567231,5.175884814,800.8551367,961.026164,55.1363261,4.7
1131,36,124.5835869,124.5835869,7.147652719,1105.943158,1327.131789,76.14066491,6.5
1132,1,679.3150228,786.3071389,32.57278952,3323.685593,3988.422712,165.2204935,21.8
1133,1,693.1801839,802.3560629,33.23761652,3391.523687,4069.828424,168.5927268,22.3
1134,1,1719.080607,1989.835802,82.42898933,8410.948168,10093.1378,418.1084425,55.2
1135,1,707.0422555,818.4014107,33.90229539,3459.346665,4151.215997,171.9642087,22.7
1136,1,2349.876866,2719.982472,112.6753302,11497.24593,13796.69512,571.5283811,75.5
1137,36,545.5901349,545.5901349,31.30178628,4843.267814,5811.921377,333.4435672,28.3
1138,36,1735.575679,1735.575679,99.57404929,15406.90949,18488.29139,1060.71666,89.9
1139,36,734.6136294,734.6136294,42.14650771,6521.251614,7825.501936,448.9674088,38.1
1140,1,492.1571648,569.6719183,23.59867101,2407.978071,2889.573685,119.7006498,15.8
1141,1,2148.860113,2487.30558,103.0366852,10513.73098,12616.47717,522.6378282,69.0
1142,1,1018.977257,1179.466175,48.85941074,4985.551498,5982.661797,247.8318889,32.7
1143,5,532.6270882,639.1525059,30.86202346,5399.987803,6479.985363,312.8916158,30.5
1144,1,1615.110648,1869.490574,77.44368577,7902.254198,9482.705037,392.8212526,51.9
1145,1,769.4323565,890.6179526,36.89386713,3764.602802,4517.523362,187.1384988,24.7
1146,1,713.9779535,826.4294812,34.23485837,3493.280964,4191.937157,173.6510836,22.9
1147,1,582.2744673,673.9826959,27.91974714,2848.895127,3418.674153,141.6186476,18.7
1148,36,390.9364599,390.9364599,22.42894205,3470.388947,4164.466737,238.9252287,20.3
1149,1,852.6170785,986.9042683,40.88252976,4171.600811,5005.920973,207.37038,27.4
1150,176,455.4576549,455.4576549,28.21918556,4043.039635,4851.647562,300.5977424,31.6
1151,5,128.3027109,153.9632531,7.43424689,1300.784525,1560.94143,75.37138726,7.3
1152,5,509.3222865,611.1867438,29.5116728,5163.714342,6196.457211,299.2012173,29.2
1153,36,292.1407763,292.1407763,16.76080185,2593.368041,3112.041649,178.5451319,15.1
1154,5,241.0532681,289.2639217,13.96735499,2443.895056,2932.674067,141.6066667,13.8
1155,1,1310.179894,1516.533227,62.82242036,6410.31906,7692.382872,318.6571198,42.1
1156,1,2065.781422,2391.141996,99.05310673,10107.25175,12128.7021,502.4317356,66.3
1157,36,231.9959583,231.9959583,13.31015251,2059.455415,2471.346498,141.7869477,12.0
1158,1,277.2876367,320.9604394,13.29579285,1356.68562,1628.022744,67.44087591,8.9
1159,176,359.250393,359.250393,22.25838866,3189.020016,3826.824019,237.1018599,24.9
1160,36,451.1044337,451.1044337,25.88091989,4004.507129,4805.408555,275.6975648,23.4
1161,1,776.4054176,898.6892708,37.22822166,3798.719908,4558.463889,188.834461,24.9
1162,36,360.884297,360.884297,20.70477895,3203.612362,3844.334834,220.5585103,18.7
1163,1,1753.846361,2030.077163,84.09598854,8581.046626,10297.25595,426.564041,56.3
1164,24,281.9929041,251.6786669,14.32434075,1594.496574,1913.395889,108.9013027,14.0
1165,36,910.8095042,910.8095042,52.2552785,8085.363123,9702.435748,556.6515059,47.2
1166,1,1545.896938,1789.375705,74.12492566,7563.61218,9076.334615,375.9873494,49.6
