#daily flow (m3),P (mg),N (mg)
2.0046463618400309e6,4.1222358711917603e8,6.779228101970053e9
2.300019503696309e6,4.650830528776864e8,7.64852910007528e9
2.7449565923950677e6,5.875043405551254e8,9.66180990116229e9
2.924677383953579e6,6.278733723843085e8,1.0325699313551983e10
2.7525220606217906e6,2.947267936704572e8,4.846933131646963e9
2.4948647796676913e6,5.3132851214563036e8,8.737969620050484e9
2.086019596698993e6,3.85543403323922e8,6.340458809279818e9
2.628188266809781e6,4.722255440243899e8,7.7659910265948e9
2.7676567917107884e6,4.92908948033311e8,8.106140203117152e9
2.922262719758289e6,5.2780067703701264e8,8.679952564125578e9
2.9831449661431606e6,5.393063991662959e8,8.869170059750706e9
2.8097113740722598e6,4.970740211771154e8,8.174636965033583e9
3.318756513334022e6,3.152585584357202e8,5.184588523111668e9
2.571964427169196e6,4.5970891420246005e8,7.560148636003375e9
2.864332296205431e6,5.409246698728371e8,8.50063293856356e9
2.964042119271911e6,5.606457670935647e8,8.810550045244131e9
1.828433433808378e6,2.2717515047639754e8,3.5700582253288198e9
2.4409462008724315e6,4.5718529404023314e8,7.184668376206425e9
1.6461364396506608e6,1.6142927578306553e8,2.5368615916382265e9
2.3313320131922583e6,4.355052630710627e8,6.8439666193260565e9
2.7882826104631517e6,5.258831905079671e8,8.264256041640379e9
1.9865268794958817e6,3.6406164531113136e8,5.721229934894587e9
2.5623794842873407e6,5.839389298168274e8,9.176602172863373e9
2.864471669503809e6,6.564445639685637e8,1.031602844833086e10
2.9640880783140445e6,6.803536594240755e8,1.0691759960831783e10
1.8717378374054935e6,2.2602168926244804e8,3.5519315786166997e9
1.1875345022367043e6,9.303016324869971e7,1.461969316684614e9
3.061026656050586e6,3.048979598133815e8,4.791472425725669e9
2.4810937476654113e6,4.6361926520407695e8,8.480123935367965e9
2.83766729135027e6,5.339156874768935e8,9.765925492436655e9
2.9552492005716963e6,5.570962842672669e8,1.0189924986054834e10
2.9940224231537245e6,5.647402019829152e8,1.0329740939457718e10
2.3735798323481125e6,4.0493764118248934e8,7.406770255354944e9
2.73951297331266e6,5.145651284943955e8,9.41198174870979e9
2.922882323338119e6,5.507153406724306e8,1.0073210266520943e10
2.98334928352219e6,5.694561474089072e8,1.0416000947801504e10
3.0032885660325685e6,5.734347115037593e8,1.0488773412496859e10
3.0098636441548746e6,5.747466629104681e8,1.0512770496658522e10
3.012031809047064e6,5.751792854477782e8,1.0520683655168034e10
3.0127467722630557e6,5.753219448929615e8,1.052329305875952e10
1.9370255197931193e6,2.748142057824897e8,5.0266645481382265e9
2.3978400051164473e6,4.46636591334104e8,8.169491504880176e9
2.8003137849592264e6,2.900248880114242e8,1.0842566803827381e10
2.9429316950378157e6,3.055113587304918e8,1.1421527783618855e10
2.9899606641052207e6,3.106180998965134e8,1.1612443062035458e10
3.005468701842726e6,3.123020733343497e8,1.1675398329842999e10
3.010582554840932e6,3.1285737199687177e8,1.1696158144236012e10
2.187777572397106e6,1.1049488255566268e8,4.1308459898229203e9
2.397738976411837e6,2.4631044161848596e8,9.208304280505266e9
2.810180638679895e6,2.831383433090561e8,1.0585113653875542e10
2.94618533939543e6,2.9750296874188817e8,1.1122134500380634e10
2.991033569603319e6,3.0223977581452894e8,1.129921981010732e10
3.0058224977962254e6,3.038017616350668e8,1.1357614576576967e10
3.954668829224754e6,2.2644348444854084e8,8.465579020680591e9
2.2180708717384203e6,2.03688723052605e8,7.614893335627011e9
2.6981332843069206e6,2.713040591421138e8,1.0142689496640823e10
2.9092371639524754e6,2.1880422989223737e8,8.697618862045908e9
2.978849723976593e6,2.2428355203525695e8,8.91542569167541e9
3.0018048137705266e6,2.2609038591350138e8,8.98724858297757e9
3.009374369426359e6,2.2668619842066178e8,9.0109325405641e9
3.011870468258518e6,2.268826705745012e8,9.018742444019539e9
3.012693569331182e6,2.2694745824976885e8,9.021317798740576e9
3.012964991026146e6,2.2696882230968556e8,9.022167034838951e9
2.9727366778096245e6,2.5985062851865098e8,1.0329241482358038e10
2.445383210820166e6,1.9771824481298906e8,7.859436430013341e9
2.773090664887129e6,2.4245837396598095e8,9.637887383192274e9
2.933954735053734e6,2.5721165529543185e8,1.0224340478871916e10
2.0345629910724605e6,1.4351996948076546e8,5.705017650942794e9
2.5782196323038726e6,2.2458622163461325e8,8.92745701674452e9
2.8696950375273777e6,2.5131822368718103e8,9.990072512739151e9
2.7004552585864514e6,1.3432334236841103e8,8.6296261274658e9
2.8869024535535495e6,1.480995180148922e8,9.514678890442533e9
2.9714847415287243e6,1.5264228082770082e8,9.806529465101198e9
2.9195554967873823e6,1.4877827388271183e8,9.558285677377909e9
2.9756521335357665e6,1.5286610396950975e8,9.82090902116665e9
2.9604325764540187e6,1.5151119866004968e8,9.733862897592014e9
2.8360218805372776e6,1.43216852892192e8,9.200991233691456e9
2.9415063935392327e6,1.4445412938108835e8,9.280480273550175e9
2.989490663808262e6,1.4691903302764454e8,9.4388384303303e9
3.005313716894376e6,1.4773184733185187e8,9.491057824463057e9
3.010531447779149e6,1.4799987691347346e8,9.508277430822699e9
3.012252020631792e6,1.480882610084043e8,9.513955682133448e9
3.0128193881343775e6,1.4811740610570845e8,9.515828113899578e9
3.0130064804057074e6,1.4812701684729645e8,9.516445557638317e9
3.0130681750178095e6,1.974687286911591e8,1.1471550568874298e10
2.933267841935316e6,1.9063348590529963e8,1.1074470819649021e10
2.980173847922469e6,1.9521616633908203e8,1.1340692467428734e10
3.0022414502635007e6,1.967273281296832e8,1.1428480387133957e10
1.9824918606932322e6,1.0016914344338955e8,5.819125904481062e9
2.5445486359229963e6,1.6538509700844958e8,9.607716200157782e9
2.858591858085241e6,1.8689038383548588e8,1.0857022796547178e10
2.962149181094378e6,1.736127299576916e8,1.0085684069120884e10
2.9962977262372435e6,1.7570562990969115e8,1.0207266902990784e10
3.007558379771823e6,1.763957741352623e8,1.02473594504839e10
3.011271636588338e6,1.7662335264499184e8,1.0260580168518879e10
3.0124961015932383e6,1.7669839779667434e8,1.0264939766406506e10
3.0128998750520404e6,1.7672314431073546e8,1.0266377365611897e10
3.0130330213693143e6,1.7673130459750214e8,1.0266851421139175e10
3.013076927033288e6,2.9651717933394796e8,1.3475719723766346e10
3.013091405145551e6,2.965186680708939e8,1.3475787381909695e10
3.0130961793754734e6,2.965191589893468e8,1.3475809692520815e10
2.094795389565234e6,1.6916373010020447e8,7.687928973888705e9
1.636107723530639e6,1.1891123078123845e8,5.404119996067317e9
1.525224594910467e6,1.1059662757274301e8,5.026248930708827e9
1.3898363695091023e6,8.947175751657633e7,4.0661938380584345e9
1.4308151597532483e6,9.994187814153504e7,4.542026001755992e9
2.3857308779334114e6,2.2983161257567796e8,1.044508247949767e10
2.806220908155243e6,2.7266340207189643e8,1.2391644873672977e10
1.8802787621614274e6,1.3553106019905207e8,6.159435973355185e9
2.1336065321622663e6,1.9395591996387762e8,8.814651556005924e9
2.649763266938032e6,2.5570698537281004e8,1.1621032123782574e10
2.205516515009331e6,1.9006749404010206e8,8.637935528849827e9
1.7591907775204782e6,1.0635928865068863e8,5.283718374049838e9
2.453696564190487e6,1.8796386822564864e8,9.337671930686722e9
2.8253328769415477e6,2.1896079087717047e8,1.087753752992686e10
2.951181865737153e6,2.291821811342558e8,1.138531591200187e10
2.992681199151668e6,2.3255273568775782e8,1.1552758372843874e10
3.006365811879436e6,2.3366419290760702e8,1.1607973361670797e10
3.0108783813619018e6,2.340307014841472e8,1.1626180780361536e10
3.012366423715688e6,2.6809206200338316e8,1.3318281571028658e10
2.3283867754487284e6,1.8494396789965054e8,9.187649275940697e9
1.98504914407436e6,1.5115494065973082e8,7.509077462103367e9
1.6457553356749262e6,1.0936628736651166e8,5.433100102407565e9
2.4500083635453777e6,2.1579707439640495e8,1.072037037403693e10
2.827416730481555e6,2.5089315867004386e8,1.2463874187256788e10
2.9518690268631303e6,2.624662679715508e8,1.3038803288767506e10
