node,x,y,p1
n1312,43.1285,-89.5381,-18.24069723
n1313,43.1255,-89.4955,-17.69733725
n1314,43.1212,-89.4443,-17.27094456
n1315,43.1282,-89.5672,-18.16974138
n1316,43.1292,-89.5745,-18.1940507
n1317,43.1245,-89.521,-18.17866413
n1318,43.1243,-89.5188,-18.12905678
n1319,43.1236,-89.5107,-17.95549591
n1320,43.1268,-89.5823,-18.10954124
n1321,43.1249,-89.5332,-18.39679422
n1322,43.1239,-89.5166,-18.08246333
n1323,43.1243,-89.5477,-18.26382003
n1324,43.1215,-89.4938,-17.83626371
n1325,43.1246,-89.5657,-18.152429
n1326,43.1248,-89.5277,-18.3280421
n1327,43.1214,-89.5202,-18.18676651
n1328,43.1224,-89.5484,-18.20838665
n1329,43.1207,-89.4974,-17.7451474
n1330,43.1212,-89.5089,-17.91466591
n1331,43.1228,-89.5655,-18.11990399
n1332,43.122,-89.5367,-18.4343726
n1333,43.1216,-89.534,-18.43083193
n1334,43.1197,-89.5023,-17.86797239
n1335,43.1195,-89.5044,-17.9192515
n1336,43.1197,-89.5241,-18.28166635
n1337,43.1204,-89.5306,-18.440756
n1338,43.1223,-89.5411,-18.38516761
n1339,43.1202,-89.5445,-18.27732562
n1340,43.1204,-89.5583,-17.99555929
n1341,43.1193,-89.5663,-18.00219626
n1342,43.1202,-89.5735,-18.10631533
n1343,43.119,-89.5486,-18.17312763
n1344,43.1172,-89.5434,-18.20705848
n1345,43.118,-89.5362,-18.30113231
n1346,43.1167,-89.5239,-18.23732574
n1347,43.1151,-89.5453,-18.25582028
n1348,43.1175,-89.5529,-18.0580786
n1349,43.1164,-89.5781,-18.25265377
n1350,43.1149,-89.5558,-18.16929883
n1351,43.1138,-89.5775,-18.17995727
n1352,43.1122,-89.5527,-18.05243453
n1353,43.1127,-89.5583,-18.18905591
n1354,43.108,-89.5687,-17.89284658
n1355,43.0729,-89.5439,-17.03411125
n1356,43.073,-89.5406,-16.99302531
n1357,43.0728,-89.5463,-16.9758602
n1358,43.0702,-89.5445,-17.00792197
n1359,43.0697,-89.5392,-16.87842036
n1360,43.0705,-89.5537,-16.78475752
n1361,43.0667,-89.5329,-16.78742058
n1362,43.0657,-89.5308,-16.84816961
n1363,43.0658,-89.5439,-16.89670663
n1364,43.0656,-89.5281,-16.7826518
n1365,43.0657,-89.5495,-16.81565897
n1366,43.0646,-89.535,-16.87369257
n1367,43.0642,-89.5392,-16.7710434
n1368,43.0589,-89.529,-16.67003443
n1369,43.0581,-89.5346,-16.68098697
n1370,43.055,-89.5304,-16.53628629
n1371,43.4066375,-89.9253233,-7.6033379
n1372,43.0730517,-89.4012302,-15.36322847
