#daily flow (m3),P (mg),N (mg)
2.7632752420679647e6,5.721165563697561e8,1.085662549380781e10
2.930718050293091e6,6.08487858245224e8,1.1546816327804544e10
2.9859331536713387e6,6.204814769281794e8,1.1774410206895554e10
3.004140610135946e6,6.244364326678627e8,1.1849460426701773e10
2.9698267940811673e6,5.3488085725895745e8,1.0150031643751865e10
2.995529401367588e6,5.416292676705401e8,1.0278091151384283e10
3.0073050208037323e6,5.438545897519363e8,1.0320319414439838e10
3.0111880902015856e6,5.44588400836907e8,1.033424439536205e10
3.0124685517543983e6,5.448303787118973e8,1.033883622745869e10
3.0128907903549084e6,5.449101721262844e8,1.0340350407055885e10
3.0130300256450037e6,5.449364844037181e8,1.0340849715350336e10
3.013075939178215e6,1.7709593391845632e9,4.1298531180005615e10
3.0130910793954004e6,1.77096863734446e9,4.129874801183112e10
2.0289997996762274e6,9.453451038250173e8,2.2045319382747482e10
3.125157943754258e6,8.748659056701797e8,2.0401754057368767e10
1.5186240998880486e6,6.196126963247952e8,1.4449283895179312e10
2.3948859781847605e6,1.391306324083277e9,3.2445074449054893e10
1.6218514034138613e6,5.170654764543533e8,1.205789666028528e10
1.680628124596034e6,8.912192039859986e8,2.0783110752267677e10
2.3891929732134333e6,1.4708458090058799e9,3.4299924430890278e10
2.2751568349585785e6,1.3164047559129028e9,3.0698380055755142e10
2.6017420693740416e6,1.6110528710674338e9,3.7569534069060875e10
2.8675515103435507e6,1.8061972876688511e9,4.212027535108742e10
1.8645226718096149e6,5.966318960313936e8,1.39133747546027e10
1.2598642360406304e6,1.9777165921418446e8,4.612008222808348e9
2.0046463618400309e6,4.5131338470273626e8,7.774860377675297e9
2.300019503696309e6,5.0918533854159975e8,8.771831387468851e9
2.7449565923950677e6,6.432154315003494e8,1.1080792952717995e10
2.924677383953579e6,6.874125249256072e8,1.1842184575762335e10
2.7525220606217906e6,3.2267475945170486e8,5.558778638460703e9
2.4948647796676913e6,5.817126353232841e8,1.002127274055265e10
2.086019596698993e6,4.221032074363731e8,7.271651171941893e9
2.628188266809781e6,5.170051284695744e8,8.906544376122622e9
2.7676567917107884e6,5.396498711823237e8,9.296649608645184e9
2.922262719758289e6,5.77850267294637e8,9.954735001660398e9
2.9831449661431606e6,5.904470389493234e8,1.0171741951031404e10
2.8097113740722598e6,5.44209904418659e8,9.375206157003302e9
3.318756513334022e6,3.4515348347351176e8,5.9460238358371525e9
2.571964427169196e6,5.0330158809362483e8,8.67047091427965e9
2.864332296205431e6,7.058761051190084e8,1.3218276411686897e10
2.964042119271911e6,7.316110217722148e8,1.3700189936293955e10
1.828433433808378e6,2.964507247114496e8,5.551353266194188e9
2.4409462008724315e6,5.966009550843261e8,1.1171983687493517e10
1.6461364396506608e6,2.106560761385134e8,3.9447577584890347e9
2.3313320131922583e6,5.683097406662906e8,1.0642200784392061e10
2.7882826104631517e6,6.862478251372536e8,1.2850716115477304e10
1.9865268794958817e6,4.750798595964423e8,8.896372686694689e9
2.5623794842873407e6,7.620072819074112e8,1.42693920461753e10
2.864471669503809e6,8.566230343119797e8,1.6041172049937374e10
2.9640880783140445e6,8.878230518320212e8,1.6625425366686003e10
1.8717378374054935e6,2.949455230549973e8,5.523166773683635e9
1.1875345022367043e6,1.2139910222252417e8,2.2733265479179406e9
3.061026656050586e6,3.978745957036802e8,7.450622488932005e9
2.4810937476654113e6,4.944505219684018e8,9.693154906194386e9
2.83766729135027e6,5.694217436021823e8,1.116288267978405e10
2.9552492005716963e6,5.941438788600733e8,1.164753276309803e10
2.9940224231537245e6,6.022961265944769e8,1.18073485517611e10
2.3735798323481125e6,4.318664970904548e8,8.466264406857768e9
2.73951297331266e6,5.487843484217539e8,1.075830940206178e10
2.922882323338119e6,5.873385945936205e8,1.1514122701535534e10
2.98334928352219e6,6.073256882466007e8,1.1905947537985664e10
3.0032885660325685e6,6.115688317935333e8,1.1989129668173132e10
3.0098636441548746e6,6.129680295977032e8,1.2016559391588596e10
3.012031809047064e6,6.134294220708871e8,1.202560448005836e10
3.0127467722630557e6,6.135815685463009e8,1.2028587143214916e10
1.9370255197931193e6,2.9308969167549795e8,5.745698824443564e9
2.3978400051164473e6,4.7633847920044005e8,9.338088365828411e9
2.8003137849592264e6,3.8416855925841916e8,1.435504222572883e10
2.9429316950378157e6,4.046820234129422e8,1.512155899821689e10
2.9899606641052207e6,4.1144644080383486e8,1.5374321737224379e10
3.005468701842726e6,4.13677041266708e8,1.5457671514455198e10
3.010582554840932e6,4.1441259292436725e8,1.5485156520321598e10
2.187777572397106e6,1.463621281879957e8,5.469043417925588e9
2.397738976411837e6,3.2626416351948184e8,1.2191356453284813e10
2.810180638679895e6,3.7504660432993984e8,1.4014186512725431e10
2.94618533939543e6,3.94074066057985e8,1.4725176545542755e10
2.991033569603319e6,4.0034846671738577e8,1.4959629064459724e10
3.0058224977962254e6,4.024174817125212e8,1.5036940955047977e10
3.954668829224754e6,2.9994828295779055e8,1.1208023570969986e10
2.2180708717384203e6,2.698072010607038e8,1.0081756225726923e10
2.6981332843069206e6,3.59370846537423e8,1.3428437992684496e10
2.9092371639524754e6,2.9143289643487227e8,1.1714208536852688e10
2.978849723976593e6,2.9873099448090357e8,1.2007557172094055e10
3.0018048137705266e6,3.011375788086964e8,1.2104290351574312e10
3.009374369426359e6,3.0193116202589196e8,1.2136188601261621e10
3.011870468258518e6,3.0219285006039846e8,1.2146707208616209e10
3.012693569331182e6,3.0227914299845475e8,1.2150175771993969e10
3.012964991026146e6,3.023075985263218e8,1.2151319548113752e10
2.9727366778096245e6,3.4610400972097087e8,1.3911725803467701e10
2.445383210820166e6,2.6334774602962482e8,1.0585319819550785e10
2.773090664887129e6,3.2293866633472294e8,1.2980589797292942e10
2.933954735053734e6,3.4258907031401527e8,1.3770442050977251e10
2.0345629910724605e6,1.911591947862424e8,7.683685331533282e9
2.5782196323038726e6,2.991341305539431e8,1.2023761314063211e10
2.8696950375273777e6,3.3473940559601927e8,1.3454923073621416e10
2.7004552585864514e6,1.3893833010528433e8,1.0141706132120981e10
2.8869024535535495e6,1.5318781798885345e8,1.1181837523788546e10
2.9714847415287243e6,1.578866578788326e8,1.1524826051791904e10
2.9195554967873823e6,1.538898940775006e8,1.1233085076339758e10
2.9756521335357665e6,1.5811817098008165e8,1.1541725188529942e10
2.9604325764540187e6,1.5671671477873984e8,1.1439426874304653e10
2.8360218805372776e6,1.4813739766242468e8,1.0813185627976082e10
2.9415063935392327e6,1.4941718363420534e8,1.0906602708978674e10
2.989490663808262e6,1.5196677472153583e8,1.1092708325371117e10
3.005313716894376e6,1.5280751513285258e8,1.1154077583073519e10
3.010531447779149e6,1.5308475348794934e8,1.1174314402702873e10
3.012252020631792e6,1.5317617422198588e8,1.1180987595178114e10
3.0128193881343775e6,1.532063206662211e8,1.1183188113768845e10
3.0130064804057074e6,1.532162616069672e8,1.1183913745778728e10
3.0130681750178095e6,2.13807426622665e8,1.3471351433952642e10
2.933267841935316e6,2.0640663116470963e8,1.300504996781663e10
2.980173847922469e6,2.1136848571796134e8,1.3317681233750053e10
3.0022414502635007e6,2.1300468207067227e8,1.3420772957131678e10
1.9824918606932322e6,1.0845720701490785e8,6.833556599609225e9
2.5445486359229963e6,1.790691732685447e8,1.1282600432515585e10
2.858591858085241e6,2.0235382226460007e8,1.2749694885673569e10
2.962149181094378e6,1.8797756620616555e8,1.1843891000715662e10
2.9962977262372435e6,1.9024363413439727e8,1.1986669003877794e10
3.007558379771823e6,1.90990881366128e8,1.2033750764440111e10
3.011271636588338e6,1.9123728987770554e8,1.2049276210437065e10
3.0124961015932383e6,1.9131854431666446e8,1.2054395803895884e10
3.0128998750520404e6,1.913453383742571e8,1.2056084015441544e10
3.0130330213693143e6,1.9135417384874287e8,1.2056640711641315e10
3.013076927033288e6,5.445846664946088e8,2.2103554706377686e10
3.013091405145551e6,5.445874007149835e8,2.210366568267458e10
3.0130961793754734e6,5.445883023378255e8,2.210370227766346e10
2.094795389565234e6,3.106867998223153e8,1.2610128596945988e10
1.636107723530639e6,2.183928536718351e8,8.864110000910452e9
1.525224594910467e6,2.031222193514071e8,8.244306833709066e9
1.3898363695091023e6,1.643241964506059e8,6.669576081175763e9
1.4308151597532483e6,1.8355366288998488e8,7.450059979397078e9
2.3857308779334114e6,4.2210968135333914e8,1.71325507453992e10
2.806220908155243e6,5.007747214382354e8,2.0325400496730038e10
1.8802787621614274e6,2.4891690047758144e8,1.010301733697943e10
2.1336065321622663e6,3.562202373078164e8,1.4458235766228851e10
2.649763266938032e6,4.6963249705259305e8,1.9061402623236572e10
2.205516515009331e6,3.4907873832403094e8,1.4168377231485834e10
1.7591907775204782e6,1.1424553672898166e8,6.139371656452409e9
2.453696564190487e6,2.0190087093964195e8,1.0849828535537418e10
2.8253328769415477e6,2.3519612996398774e8,1.2639062280687788e10
2.951181865737153e6,2.461754081337796e8,1.3229071055943752e10
2.992681199151668e6,2.49795880016624e8,1.342362940016377e10
3.006365811879436e6,2.5098974872563738e8,1.3487785987138624e10
3.0108783813619018e6,2.5138343290286165e8,1.350894194253475e10
3.012366423715688e6,2.879703494158113e8,1.547506407446056e10
2.3283867754487284e6,1.986570533287064e8,1.0675510986953249e10
1.98504914407436e6,1.623626628570584e8,8.725108734667046e9
1.6457553356749262e6,1.174754961109104e8,6.312944486067163e9
2.4500083635453777e6,2.317978326268323e8,1.2456443239723211e10
2.827416730481555e6,2.694961948083989e8,1.4482292676810894e10
2.9518690268631303e6,2.8192741826379645e8,1.51503266597764e10
