#daily flow (m3),P (mg),N (mg)
1.828433433808378e6,1.1395491308339663e8,3.500184437008245e9
2.4409462008724315e6,2.2933190683976105e8,7.044048821681838e9
1.6461364396506608e6,8.097566592295982e7,2.487209704003705e9
2.3313320131922583e6,2.1845683516243935e8,6.710015337680553e9
2.7882826104631517e6,2.637919382497816e8,8.102506613246274e9
1.9865268794958817e6,1.8261950332784575e8,5.609253047075806e9
2.5623794842873407e6,2.92913682917101e8,8.996996150423859e9
2.864471669503809e6,3.292837402076587e8,1.0114121380543108e10
2.9640880783140445e6,3.41276948482516e8,1.048249901181498e10
1.8717378374054935e6,1.1337631735184306e8,3.4824125681163692e9
1.1875345022367043e6,4.6665509607492015e7,1.4333554039365137e9
3.061026656050586e6,1.5294199403842214e8,4.697692910410289e9
2.4810937476654113e6,2.2483552422680786e8,7.751977636419821e9
2.83766729135027e6,2.589262839065649e8,8.927373773461983e9
2.9552492005716963e6,2.701678823957039e8,9.314966527699108e9
2.9940224231537245e6,2.738748557156928e8,9.44277717672435e9
2.3735798323481125e6,1.9637744517444912e8,6.770787528015018e9
2.73951297331266e6,2.4954209002282587e8,8.603821428374432e9
2.922882323338119e6,2.6707339753305444e8,9.208273523851107e9
2.98334928352219e6,2.761618876439523e8,9.521630464800663e9
3.0032885660325685e6,2.7809132114914167e8,9.588154317891153e9
3.0098636441548746e6,2.787275614963965e8,9.610090891127382e9
3.012031809047064e6,2.7893736493268293e8,9.617324585854805e9
3.0127467722630557e6,2.790065486650061e8,9.619709932866213e9
1.9370255197931193e6,1.3327314169069731e8,4.595049725680815e9
2.3978400051164473e6,2.1659965339722204e8,7.468017676324781e9
2.8003137849592264e6,1.6698983196384627e8,1.0527898113690826e10
2.9429316950378157e6,1.7590659480037996e8,1.1090056716660711e10
2.9899606641052207e6,1.7884694193763396e8,1.1275431327293259e10
3.005468701842726e6,1.798165361105478e8,1.133655953219064e10
3.010582554840932e6,1.80136264637917e8,1.1356716863452057e10
2.187777572397106e6,6.3620477529874004e7,4.0109622095067515e9
2.397738976411837e6,1.4182003323518756e8,8.941064511661728e9
2.810180638679895e6,1.6302471383020982e8,1.0277916667343182e10
2.94618533939543e6,1.7129554328798288e8,1.0799352307005358e10
2.991033569603319e6,1.740228906633374e8,1.0971298316835413e10
3.0058224977962254e6,1.7492224709957278e8,1.102799837346298e10
3.954668829224754e6,1.3038108445327686e8,8.219894330894338e9
2.2180708717384203e6,1.1727940270472616e8,7.393896909706396e9
2.6981332843069206e6,1.5621079817628065e8,9.84833236920831e9
2.9092371639524754e6,1.5628258182299978e8,9.641745260761543e9
2.978849723976593e6,1.6019622924916142e8,9.883195018522917e9
3.0018048137705266e6,1.6148677405972737e8,9.96281428361266e9
3.009374369426359e6,1.6191233766490686e8,9.989069134444592e9
3.011870468258518e6,1.6205266939191905e8,9.997726802804502e9
3.012693569331182e6,1.620989444806873e8,1.0000581712242382e10
3.012964991026146e6,1.6211420392262614e8,1.0001523132906662e10
2.9727366778096245e6,1.8560028356501502e8,1.1450480492354033e10
2.445383210820166e6,1.412217569473145e8,8.712578138140285e9
2.773090664887129e6,1.731777337516372e8,1.0684079915958622e10
2.933954735053734e6,1.8371537691174987e8,1.1334192486492443e10
2.0345629910724605e6,1.025102274515394e8,6.324297232495619e9
2.5782196323038726e6,1.6041241330762336e8,9.896532343750166e9
2.8696950375273777e6,1.7950594865714827e8,1.1074494736104067e10
2.7004552585864514e6,1.3194478908786227e8,1.0020443387692902e10
2.8869024535535495e6,1.4547702077643117e8,1.1048138096076977e10
2.9714847415287243e6,1.4993934184917706e8,1.1387025565572899e10
2.9195554967873823e6,1.4614375746003732e8,1.1098772889908241e10
2.9756521335357665e6,1.5015920160488474e8,1.1403722642058687e10
2.9604325764540187e6,1.4882828851011962e8,1.1302647492276512e10
2.8360218805372776e6,1.4068081627137682e8,1.0683894111521498e10
2.9415063935392327e6,1.4189618347779307e8,1.0776194219554132e10
2.989490663808262e6,1.4431743942655247e8,1.0960074601109045e10
3.005313716894376e6,1.451158606841332e8,1.1020710076495575e10
3.010531447779149e6,1.4537914408665136e8,1.1040704927736692e10
3.012252020631792e6,1.4546596310528767e8,1.1047298329925852e10
3.0128193881343775e6,1.454945921108569e8,1.1049472537270725e10
3.0130064804057074e6,1.4550403266861436e8,1.1050189493015705e10
3.0130681750178095e6,1.5901678004403007e8,1.1933557707027916e10
2.933267841935316e6,1.5351252473317277e8,1.152048590185023e10
2.980173847922469e6,1.5720284619004798e8,1.1797429404610817e10
3.0022414502635007e6,1.5841974814540923e8,1.1888752909614992e10
1.9824918606932322e6,8.066378284659263e7,6.053486350311247e9
2.5445486359229963e6,1.3318060924312136e8,9.99465896253124e9
2.858591858085241e6,1.5049829537917283e8,1.1294280340850845e10
2.962149181094378e6,1.3980612259728318e8,1.049187658905268e10
2.9962977262372435e6,1.4149148419112715e8,1.061835607022301e10
3.007558379771823e6,1.420472406050348e8,1.0660063311651125e10
3.011271636588338e6,1.422305040618073e8,1.0673816483086105e10
3.0124961015932383e6,1.422909361031617e8,1.0678351660145132e10
3.0128998750520404e6,1.423108638710133e8,1.0679847157460346e10
3.0130330213693143e6,1.423174351521193e8,1.0680340305178883e10
3.013076927033288e6,1.6629477609483868e8,1.1319327717281944e10
3.013091405145551e6,1.6629561101839232e8,1.131938454873236e10
3.0130961793754734e6,1.6629588633860952e8,1.1319403289187347e10
2.094795389565234e6,9.487155072623655e7,6.457702394118318e9
1.636107723530639e6,6.668860314382397e7,4.539349772251394e9
1.525224594910467e6,6.202555096593662e7,4.221945840487536e9
1.3898363695091023e6,5.0178158029332474e7,3.4155192864245667e9
1.4308151597532483e6,5.605008210781072e7,3.815208528240486e9
2.3857308779334114e6,1.2889572414873004e8,8.773654694743782e9
2.806220908155243e6,1.5291693890604794e8,1.0408727114879353e10
1.8802787621614274e6,7.600944862730621e7,5.173799675653725e9
2.1336065321622663e6,1.0877567483648582e8,7.404126215248544e9
2.649763266938032e6,1.434073262600648e8,9.761428236754025e9
2.205516515009331e6,1.0659494143072462e8,7.255688382963555e9
1.7591907775204782e6,6.660289666822484e7,5.05259762548013e9
2.453696564190487e6,1.1770422923669724e8,8.929222885196716e9
2.8253328769415477e6,1.3711470915418306e8,1.0401731584466362e10
2.951181865737153e6,1.4351541197699046e8,1.088729869193047e10
2.992681199151668e6,1.456260757421346e8,1.1047416873892996e10
3.006365811879436e6,1.4632207767392534e8,1.1100216645131372e10
3.0108783813619018e6,1.465515877915747e8,1.1117627633744005e10
3.012366423715688e6,1.6788103916175494e8,1.27357124429169e10
2.3283867754487284e6,1.1581314748998338e8,8.785762531052784e9
1.98504914407436e6,9.465423303756298e7,7.180614913336024e9
1.6457553356749262e6,6.848589934050858e7,5.195445088679017e9
2.4500083635453777e6,1.351335687711553e8,1.0251439244406557e10
2.827416730481555e6,1.571109710647475e8,1.1918678601817307e10
2.9518690268631303e6,1.643581293780177e8,1.2468459117633472e10
