node,x,y,p1
n1312,43.1285,-89.5381,-18.24119535
n1313,43.1255,-89.4955,-17.56286243
n1314,43.1212,-89.4443,-16.8310009
n1315,43.1282,-89.5672,-18.10897904
n1316,43.1292,-89.5745,-18.1940507
n1317,43.1245,-89.521,-18.17863122
n1318,43.1243,-89.5188,-18.12760124
n1319,43.1236,-89.5107,-17.93494322
n1320,43.1268,-89.5823,-18.10954124
n1321,43.1249,-89.5332,-18.39679422
n1322,43.1239,-89.5166,-18.07646932
n1323,43.1243,-89.5477,-18.21506671
n1324,43.1215,-89.4938,-17.61412943
n1325,43.1246,-89.5657,-18.152429
n1326,43.1248,-89.5277,-18.32795106
n1327,43.1214,-89.5202,-18.16776352
n1328,43.1224,-89.5484,-18.1498004
n1329,43.1207,-89.4974,-17.70524574
n1330,43.1212,-89.5089,-17.91727383
n1331,43.1228,-89.5655,-18.18720874
n1332,43.122,-89.5367,-18.40634557
n1333,43.1216,-89.534,-18.43083193
n1334,43.1197,-89.5023,-17.74990026
n1335,43.1195,-89.5044,-17.80117938
n1336,43.1197,-89.5241,-18.27775137
n1337,43.1204,-89.5306,-18.38163563
n1338,43.1223,-89.5411,-18.32658135
n1339,43.1202,-89.5445,-18.26718911
n1340,43.1204,-89.5583,-17.99555929
n1341,43.1193,-89.5663,-18.19267255
n1342,43.1202,-89.5735,-18.10631533
n1343,43.119,-89.5486,-18.16023078
n1344,43.1172,-89.5434,-18.17903146
n1345,43.118,-89.5362,-18.30113231
n1346,43.1167,-89.5239,-18.18053849
n1347,43.1151,-89.5453,-18.09690506
n1348,43.1175,-89.5529,-18.04494725
n1349,43.1164,-89.5781,-17.97653313
n1350,43.1149,-89.5558,-18.15616748
n1351,43.1138,-89.5775,-17.88906999
n1352,43.1122,-89.5527,-18.11436448
n1353,43.1127,-89.5583,-18.25098586
n1354,43.108,-89.5687,-17.95477653
n1355,43.0729,-89.5439,-16.95411781
n1356,43.073,-89.5406,-16.91303187
n1357,43.0728,-89.5463,-16.89586676
n1358,43.0702,-89.5445,-16.92792853
n1359,43.0697,-89.5392,-16.79842691
n1360,43.0705,-89.5537,-16.84668747
n1361,43.0667,-89.5329,-16.70742714
n1362,43.0657,-89.5308,-16.76817617
n1363,43.0658,-89.5439,-16.81671319
n1364,43.0656,-89.5281,-16.70265836
n1365,43.0657,-89.5495,-16.73566553
n1366,43.0646,-89.535,-16.79369912
n1367,43.0642,-89.5392,-16.69104996
n1368,43.0589,-89.529,-16.59004099
n1369,43.0581,-89.5346,-16.60099353
n1370,43.055,-89.5304,-16.45629285
n1371,43.4066375,-89.9253233,-7.6033379
n1372,43.0730517,-89.4012302,-14.92328481
