#daily flow (m3),P (mg),N (mg)
2.5623794842873407e6,1.546764767942981e8,8.374845518114764e9
2.864471669503809e6,1.7388210852336407e8,9.414720501966608e9
2.9640880783140445e6,1.8021526163161322e8,9.75762447821046e9
1.8717378374054935e6,5.986968292245489e7,3.241600507625194e9
1.1875345022367043e6,2.46422650591579e7,1.3342375477128286e9
3.061026656050586e6,8.07627986380303e7,4.37284308656458e9
2.4810937476654113e6,1.2374788692709835e8,7.250196265816512e9
2.83766729135027e6,1.4251120063660717e8,8.349509638910036e9
2.9552492005716963e6,1.4869849716591576e8,8.712013721252224e9
2.9940224231537245e6,1.5073878913855353e8,8.831551255253983e9
2.3735798323481125e6,1.080847609115618e8,6.332518068888941e9
2.73951297331266e6,1.373462065031381e8,8.046900664249301e9
2.922882323338119e6,1.4699531452074596e8,8.612226898538324e9
2.98334928352219e6,1.5199755538303465e8,8.90530041212362e9
3.0032885660325685e6,1.530595019773489e8,8.967518211746572e9
3.0098636441548746e6,1.5340968417752084e8,8.988034842317707e9
3.012031809047064e6,1.5352515850925636e8,8.994800303850313e9
3.0127467722630557e6,1.5356323674762264e8,8.99703124862414e9
1.9370255197931193e6,7.335259730451947e7,4.297614612025436e9
2.3978400051164473e6,1.1921492170431772e8,6.98461688222153e9
2.8003137849592264e6,1.4453509556606987e8,8.402402191728028e9
2.9429316950378157e6,1.5225284193159354e8,8.85106560266571e9
2.9899606641052207e6,1.5479780739136142e8,8.999014606146671e9
3.005468701842726e6,1.5563702247885692e8,9.047801529923815e9
3.010582554840932e6,1.5591375785079572e8,9.063889262018225e9
2.187777572397106e6,5.5065579093044214e7,3.201181973472084e9
2.397738976411837e6,1.2274982144582856e8,7.135937224874102e9
2.810180638679895e6,1.4110315769514626e8,8.202889940564493e9
2.94618533939543e6,1.482618278490794e8,8.619052019094202e9
2.991033569603319e6,1.506224351321868e8,8.756283545677473e9
3.0058224977962254e6,1.5140085718897036e8,8.801536327850492e9
3.954668829224754e6,1.1284904164429675e8,6.560365364085595e9
2.2180708717384203e6,1.0150911273166096e8,5.901130019366048e9
2.6981332843069206e6,1.352054935162098e8,7.860035174190335e9
2.9092371639524754e6,1.3554060843240744e8,8.008616471984707e9
2.978849723976593e6,1.3893483283761114e8,8.209169219943505e9
3.0018048137705266e6,1.400540953094297e8,8.275302491528683e9
3.009374369426359e6,1.4042317770684007e8,8.297110268560274e9
3.011870468258518e6,1.405448844731331e8,8.304301492095119e9
3.012693569331182e6,1.4058501788796252e8,8.306672834018378e9
3.012964991026146e6,1.4059825208220604e8,8.307454795876436e9
2.9727366778096245e6,1.6096723682310754e8,9.510986258515093e9
2.445383210820166e6,1.2247867060586008e8,7.236832638021072e9
2.773090664887129e6,1.501934196750514e8,8.874399404759731e9
2.933954735053734e6,1.593324967795165e8,9.414395235411894e9
2.0345629910724605e6,8.89049722448425e7,5.253081223377111e9
2.5782196323038726e6,1.391223247415426e8,8.220247455223364e9
2.8696950375273777e6,1.5568174785966918e8,9.198685358698822e9
2.7004552585864514e6,1.3194478908786227e8,7.927585642037784e9
2.8869024535535495e6,1.4547702077643117e8,8.7406372705306e9
2.9714847415287243e6,1.4993934184917706e8,9.008745111022173e9
2.9195554967873823e6,1.4614375746003732e8,8.780696542264753e9
2.9756521335357665e6,1.5015920160488474e8,9.021954856209229e9
2.9604325764540187e6,1.4882828851011962e8,8.941990140559607e9
2.8360218805372776e6,1.4068081627137682e8,8.452468846196488e9
2.9415063935392327e6,1.4189618347779307e8,8.525491264755007e9
2.989490663808262e6,1.4431743942655247e8,8.67096661113115e9
3.005313716894376e6,1.451158606841332e8,8.718937834107449e9
3.010531447779149e6,1.4537914408665136e8,8.734756584783535e9
3.012252020631792e6,1.4546596310528767e8,8.739972896927086e9
3.0128193881343775e6,1.454945921108569e8,8.741693001942717e9
3.0130064804057074e6,1.4550403266861436e8,8.742260215173706e9
3.0130681750178095e6,1.5901678004403007e8,9.463994689599016e9
2.933267841935316e6,1.5351252473317277e8,9.136405091710497e9
2.980173847922469e6,1.5720284619004798e8,9.356037149793362e9
3.0022414502635007e6,1.5841974814540923e8,9.428461919305813e9
1.9824918606932322e6,8.066378284659263e7,4.800761355447789e9
2.5445486359229963e6,1.3318060924312136e8,7.92633694560703e9
2.858591858085241e6,1.5049829537917283e8,8.957011127176756e9
2.962149181094378e6,1.3980612259728318e8,8.320658998803509e9
2.9962977262372435e6,1.4149148419112715e8,8.420964470778083e9
3.007558379771823e6,1.420472406050348e8,8.454040701780095e9
3.011271636588338e6,1.422305040618073e8,8.464947754364182e9
3.0124961015932383e6,1.422909361031617e8,8.468544409498949e9
3.0128998750520404e6,1.423108638710133e8,8.469730424516178e9
3.0130330213693143e6,1.423174351521193e8,8.4701215188992605e9
3.013076927033288e6,1.6629477609483868e8,9.01102307885808e9
3.013091405145551e6,1.6629561101839232e8,9.01106832090108e9
3.0130961793754734e6,1.6629588633860952e8,9.01108323969101e9
2.094795389565234e6,9.487155072623655e7,5.140809309810339e9
1.636107723530639e6,6.668860314382397e7,3.613658565456624e9
1.525224594910467e6,6.202555096593662e7,3.360981531459484e9
1.3898363695091023e6,5.0178158029332474e7,2.7190062771366663e9
1.4308151597532483e6,5.605008210781072e7,3.0371885113055487e9
2.3857308779334114e6,1.2889572414873004e8,6.984478841403485e9
2.806220908155243e6,1.5291693890604794e8,8.286117567787483e9
1.8802787621614274e6,7.600944862730621e7,4.1187276706835284e9
2.1336065321622663e6,1.0877567483648582e8,5.894232755759774e9
2.649763266938032e6,1.434073262600648e8,7.770819727192152e9
2.205516515009331e6,1.0659494143072462e8,5.776065249181311e9
1.7591907775204782e6,6.660289666822484e7,3.807458551731564e9
2.453696564190487e6,1.1770422923669724e8,6.728745994557355e9
2.8253328769415477e6,1.3711470915418306e8,7.838376377800187e9
2.951181865737153e6,1.4351541197699046e8,8.204282545833525e9
2.992681199151668e6,1.456260757421346e8,8.324941934605453e9
3.006365811879436e6,1.4632207767392534e8,8.36472997145945e9
3.0108783813619018e6,1.465515877915747e8,8.377850275588353e9
3.012366423715688e6,1.6788103916175494e8,9.5971816573401e9
2.3283867754487284e6,1.1581314748998338e8,6.6206393546252165e9
1.98504914407436e6,9.465423303756298e7,5.411056981976561e9
1.6457553356749262e6,6.848589934050858e7,3.9151033387628846e9
2.4500083635453777e6,1.351335687711553e8,7.725121395346271e9
2.827416730481555e6,1.571109710647475e8,8.98149390305289e9
2.9518690268631303e6,1.643581293780177e8,9.39578902047197e9
