0,0.0024687,0.012456,0.023125,0.03955,0.06205,0.090188,0.12344,0.15085,0.1841,0.22061,0.26092,0.3022,0.34161,0.37988,0.41548,0.45689,0.48877,0.51748,0.54513,0.56364,0.57902,0.59332,0.60789,0.61963,0.62777,0.63133,0.63,0.63172,0.63462,0.63487,0.6317,0.63212,0.63257,0.63486,0.63049,0.62259,0.62074,0.61846,0.61518,0.61446,0.61266,0.61154,0.60811,0.61102,0.60777,0.60778
0,0.022962,0.047187,0.071006,0.092037,0.11031,0.13354,0.16045,0.19325,0.22786,0.26462,0.30513,0.34735,0.39819,0.43217,0.46064,0.49157,0.52833,0.57757,0.62952,0.67978,0.72761,0.75679,0.76556,0.77059,0.77724,0.78223,0.7917,0.79557,0.7928,0.77948,0.77426,0.7646,0.75249,0.74108,0.72627,0.71308,0.69959,0.68727,0.6763,0.66209,0.65116,0.64004,0.62532,0.61806,0.60719,0.59608
0,0.0103,0.034769,0.075969,0.13051,0.18835,0.23454,0.27283,0.31527,0.35689,0.39217,0.43598,0.46796,0.50707,0.54051,0.56759,0.58227,0.59004,0.60425,0.61436,0.61501,0.61358,0.61209,0.60985,0.60771,0.61034,0.60797,0.60644,0.60434,0.59667,0.59421,0.59635,0.59535,0.59426,0.59534,0.58923,0.58651,0.58521,0.58701,0.58933,0.58712,0.58993,0.58869,0.58637,0.58947,0.59102,0.58904
0,0.0030063,0.013925,0.031075,0.057288,0.091756,0.12934,0.16752,0.20851,0.25254,0.29182,0.33982,0.39464,0.44119,0.47834,0.51219,0.54727,0.5716,0.59577,0.61429,0.62156,0.62994,0.64088,0.64627,0.65032,0.65592,0.65692,0.6569,0.65739,0.65304,0.65161,0.64296,0.64353,0.64059,0.63996,0.635,0.63635,0.63232,0.62752,0.62963,0.62293,0.62019,0.62015,0.61412,0.61498,0.61194,0.61386
0.001925,0,0.0024313,0.0070438,0.012738,0.020206,0.027087,0.0378,0.049813,0.063531,0.083725,0.11037,0.14117,0.1676,0.20688,0.24442,0.28916,0.33014,0.37628,0.42525,0.46926,0.51114,0.54899,0.57902,0.59484,0.60343,0.5882,0.57872,0.56989,0.55837,0.54869,0.54233,0.54186,0.53861,0.53697,0.53321,0.53394,0.53019,0.52517,0.52234,0.52078,0.51739,0.51305,0.50828,0.50831,0.50163,0.49991
0.0006375,0,0.0021625,0.0044375,0.0075625,0.01275,0.015331,0.020288,0.027506,0.036969,0.04945,0.064106,0.078738,0.091625,0.097162,0.10941,0.12919,0.14446,0.16159,0.18199,0.19361,0.20567,0.21708,0.23097,0.24319,0.25844,0.26404,0.27178,0.27901,0.28637,0.29159,0.29711,0.30225,0.30397,0.30615,0.30594,0.30723,0.30775,0.30687,0.30901,0.30804,0.30957,0.31027,0.30797,0.30982,0.307,0.30574
0,0.0053813,0.022569,0.049312,0.085475,0.12675,0.16831,0.20529,0.25542,0.30166,0.35165,0.40656,0.45414,0.49447,0.52949,0.55196,0.5763,0.5873,0.60241,0.61157,0.61415,0.61303,0.61351,0.61262,0.61063,0.61416,0.60954,0.60799,0.60834,0.59796,0.59967,0.59679,0.59541,0.59342,0.59379,0.59309,0.59173,0.59588,0.59349,0.59385,0.59111,0.59434,0.59593,0.59284,0.59864,0.59794,0.59693
0.0018375,0,0.0011688,0.005275,0.015856,0.029725,0.042738,0.057625,0.075944,0.099575,0.12174,0.15251,0.17526,0.20992,0.24104,0.27136,0.2985,0.32858,0.35995,0.38824,0.40731,0.42914,0.44665,0.46296,0.47369,0.48049,0.48137,0.48581,0.47675,0.4676,0.46988,0.47234,0.47426,0.47641,0.47877,0.47942,0.47868,0.47779,0.4752,0.47439,0.46823,0.46639,0.46351,0.4558,0.45249,0.44932,0.4451
0,0.001625,0.015306,0.034656,0.057981,0.081412,0.099987,0.11584,0.12973,0.14517,0.16502,0.17656,0.18207,0.19424,0.21209,0.22975,0.25479,0.2772,0.30706,0.33699,0.36247,0.39022,0.41899,0.44633,0.46999,0.49673,0.51156,0.52686,0.54151,0.55277,0.56059,0.56981,0.57895,0.58397,0.58994,0.59283,0.59559,0.59861,0.5972,0.60014,0.60062,0.60131,0.60309,0.60283,0.60546,0.6022,0.60143
0,0.014094,0.046594,0.087319,0.13361,0.17636,0.21207,0.25742,0.29629,0.33821,0.36739,0.38323,0.41046,0.44014,0.46654,0.48989,0.51524,0.53308,0.55572,0.5763,0.58856,0.60007,0.61087,0.62016,0.62969,0.63964,0.63918,0.64361,0.64801,0.65236,0.65345,0.65772,0.66232,0.66216,0.66288,0.66397,0.66271,0.66477,0.66506,0.66529,0.66531,0.66706,0.66867,0.66717,0.6713,0.67011,0.67329
0,0.0023687,0.014469,0.030912,0.050412,0.075931,0.10312,0.13375,0.16848,0.20926,0.24992,0.29234,0.31876,0.34806,0.37861,0.40825,0.43869,0.46145,0.48641,0.5103,0.52786,0.54005,0.55781,0.57311,0.5841,0.59735,0.59893,0.60539,0.61094,0.61564,0.61767,0.62103,0.62553,0.62673,0.62657,0.62608,0.62681,0.62772,0.62786,0.62498,0.62199,0.62166,0.61999,0.61797,0.61995,0.61522,0.61353
0,0.0042625,0.022512,0.053562,0.092512,0.1312,0.16481,0.19462,0.22914,0.26091,0.29324,0.34492,0.37614,0.40936,0.43991,0.46392,0.4848,0.4967,0.50549,0.51459,0.51764,0.51725,0.51581,0.517,0.51754,0.51927,0.51311,0.51233,0.50927,0.5077,0.50541,0.50372,0.5034,0.50259,0.50259,0.5022,0.50262,0.50454,0.50412,0.50736,0.5074,0.51094,0.51195,0.51241,0.51724,0.5186,0.51999
