#1. Env. stakeholder reference,2. Node,3. Time,4. Impact,5. Bid (USD/impact unit),6. Capacity
V2418,N47047,T0,CO2,0.0,Inf
V2419,N47049,T0,CO2,0.0,Inf
V2420,N47051,T0,CO2,0.0,Inf
V2421,N47053,T0,CO2,0.0,Inf
V2422,N47055,T0,CO2,0.0,Inf
V2423,N47057,T0,CO2,0.0,Inf
V2424,N47059,T0,CO2,0.0,Inf
V2425,N47061,T0,CO2,0.0,Inf
V2426,N47063,T0,CO2,0.0,Inf
V2427,N47065,T0,CO2,0.0,Inf
V2428,N47067,T0,CO2,0.0,Inf
V2429,N47069,T0,CO2,0.0,Inf
V2430,N47071,T0,CO2,0.0,Inf
V2431,N47073,T0,CO2,0.0,Inf
V2432,N47075,T0,CO2,0.0,Inf
V2433,N47077,T0,CO2,0.0,Inf
V2434,N47079,T0,CO2,0.0,Inf
V2435,N47081,T0,CO2,0.0,Inf
V2436,N47083,T0,CO2,0.0,Inf
V2437,N47085,T0,CO2,0.0,Inf
V2438,N47087,T0,CO2,0.0,Inf
V2439,N47089,T0,CO2,0.0,Inf
V2440,N47091,T0,CO2,0.0,Inf
V2441,N47093,T0,CO2,0.0,Inf
V2442,N47095,T0,CO2,0.0,Inf
V2443,N47097,T0,CO2,0.0,Inf
V2444,N47099,T0,CO2,0.0,Inf
V2445,N47101,T0,CO2,0.0,Inf
V2446,N47103,T0,CO2,0.0,Inf
V2447,N47105,T0,CO2,0.0,Inf
V2448,N47107,T0,CO2,0.0,Inf
V2449,N47109,T0,CO2,0.0,Inf
V2450,N47111,T0,CO2,0.0,Inf
V2451,N47113,T0,CO2,0.0,Inf
V2452,N47115,T0,CO2,0.0,Inf
V2453,N47117,T0,CO2,0.0,Inf
V2454,N47119,T0,CO2,0.0,Inf
V2455,N47121,T0,CO2,0.0,Inf
V2456,N47123,T0,CO2,0.0,Inf
V2457,N47125,T0,CO2,0.0,Inf
V2458,N47127,T0,CO2,0.0,Inf
V2459,N47129,T0,CO2,0.0,Inf
V2460,N47131,T0,CO2,0.0,Inf
V2461,N47133,T0,CO2,0.0,Inf
V2462,N47135,T0,CO2,0.0,Inf
V2463,N47137,T0,CO2,0.0,Inf
V2464,N47139,T0,CO2,0.0,Inf
V2465,N47141,T0,CO2,0.0,Inf
V2466,N47143,T0,CO2,0.0,Inf
V2467,N47145,T0,CO2,0.0,Inf
V2468,N47147,T0,CO2,0.0,Inf
V2469,N47149,T0,CO2,0.0,Inf
V2470,N47151,T0,CO2,0.0,Inf
V2471,N47153,T0,CO2,0.0,Inf
V2472,N47155,T0,CO2,0.0,Inf
V2473,N47157,T0,CO2,0.0,Inf
V2474,N47159,T0,CO2,0.0,Inf
V2475,N47161,T0,CO2,0.0,Inf
V2476,N47163,T0,CO2,0.0,Inf
V2477,N47165,T0,CO2,0.0,Inf
V2478,N47167,T0,CO2,0.0,Inf
V2479,N47169,T0,CO2,0.0,Inf
V2480,N47171,T0,CO2,0.0,Inf
V2481,N47173,T0,CO2,0.0,Inf
V2482,N47175,T0,CO2,0.0,Inf
V2483,N47177,T0,CO2,0.0,Inf
V2484,N47179,T0,CO2,0.0,Inf
V2485,N47181,T0,CO2,0.0,Inf
V2486,N47183,T0,CO2,0.0,Inf
V2487,N47185,T0,CO2,0.0,Inf
V2488,N47187,T0,CO2,0.0,Inf
V2489,N47189,T0,CO2,0.0,Inf
V2490,N48001,T0,CO2,0.0,Inf
V2491,N48003,T0,CO2,0.0,Inf
V2492,N48005,T0,CO2,0.0,Inf
V2493,N48007,T0,CO2,0.0,Inf
V2494,N48009,T0,CO2,0.0,Inf
V2495,N48011,T0,CO2,0.0,Inf
V2496,N48013,T0,CO2,0.0,Inf
V2497,N48015,T0,CO2,0.0,Inf
V2498,N48017,T0,CO2,0.0,Inf
V2499,N48019,T0,CO2,0.0,Inf
V2500,N48021,T0,CO2,0.0,Inf
V2501,N48023,T0,CO2,0.0,Inf
V2502,N48025,T0,CO2,0.0,Inf
V2503,N48027,T0,CO2,0.0,Inf
V2504,N48029,T0,CO2,0.0,Inf
V2505,N48031,T0,CO2,0.0,Inf
V2506,N48033,T0,CO2,0.0,Inf
V2507,N48035,T0,CO2,0.0,Inf
V2508,N48037,T0,CO2,0.0,Inf
V2509,N48039,T0,CO2,0.0,Inf
V2510,N48041,T0,CO2,0.0,Inf
V2511,N48043,T0,CO2,0.0,Inf
V2512,N48045,T0,CO2,0.0,Inf
V2513,N48047,T0,CO2,0.0,Inf
V2514,N48049,T0,CO2,0.0,Inf
V2515,N48051,T0,CO2,0.0,Inf
V2516,N48053,T0,CO2,0.0,Inf
V2517,N48055,T0,CO2,0.0,Inf
V2518,N48057,T0,CO2,0.0,Inf
V2519,N48059,T0,CO2,0.0,Inf
V2520,N48061,T0,CO2,0.0,Inf
V2521,N48063,T0,CO2,0.0,Inf
V2522,N48065,T0,CO2,0.0,Inf
V2523,N48067,T0,CO2,0.0,Inf
V2524,N48069,T0,CO2,0.0,Inf
V2525,N48071,T0,CO2,0.0,Inf
V2526,N48073,T0,CO2,0.0,Inf
V2527,N48075,T0,CO2,0.0,Inf
V2528,N48077,T0,CO2,0.0,Inf
V2529,N48079,T0,CO2,0.0,Inf
V2530,N48081,T0,CO2,0.0,Inf
V2531,N48083,T0,CO2,0.0,Inf
V2532,N48085,T0,CO2,0.0,Inf
V2533,N48087,T0,CO2,0.0,Inf
V2534,N48089,T0,CO2,0.0,Inf
V2535,N48091,T0,CO2,0.0,Inf
V2536,N48093,T0,CO2,0.0,Inf
V2537,N48095,T0,CO2,0.0,Inf
V2538,N48097,T0,CO2,0.0,Inf
V2539,N48099,T0,CO2,0.0,Inf
V2540,N48101,T0,CO2,0.0,Inf
V2541,N48103,T0,CO2,0.0,Inf
V2542,N48105,T0,CO2,0.0,Inf
V2543,N48107,T0,CO2,0.0,Inf
V2544,N48109,T0,CO2,0.0,Inf
V2545,N48111,T0,CO2,0.0,Inf
V2546,N48113,T0,CO2,0.0,Inf
V2547,N48115,T0,CO2,0.0,Inf
V2548,N48117,T0,CO2,0.0,Inf
V2549,N48119,T0,CO2,0.0,Inf
V2550,N48121,T0,CO2,0.0,Inf
V2551,N48123,T0,CO2,0.0,Inf
V2552,N48125,T0,CO2,0.0,Inf
V2553,N48127,T0,CO2,0.0,Inf
V2554,N48129,T0,CO2,0.0,Inf
V2555,N48131,T0,CO2,0.0,Inf
V2556,N48133,T0,CO2,0.0,Inf
V2557,N48135,T0,CO2,0.0,Inf
V2558,N48137,T0,CO2,0.0,Inf
V2559,N48139,T0,CO2,0.0,Inf
V2560,N48141,T0,CO2,0.0,Inf
V2561,N48143,T0,CO2,0.0,Inf
V2562,N48145,T0,CO2,0.0,Inf
V2563,N48147,T0,CO2,0.0,Inf
V2564,N48149,T0,CO2,0.0,Inf
V2565,N48151,T0,CO2,0.0,Inf
V2566,N48153,T0,CO2,0.0,Inf
V2567,N48155,T0,CO2,0.0,Inf
V2568,N48157,T0,CO2,0.0,Inf
V2569,N48159,T0,CO2,0.0,Inf
V2570,N48161,T0,CO2,0.0,Inf
V2571,N48163,T0,CO2,0.0,Inf
V2572,N48165,T0,CO2,0.0,Inf
V2573,N48167,T0,CO2,0.0,Inf
V2574,N48169,T0,CO2,0.0,Inf
V2575,N48171,T0,CO2,0.0,Inf
V2576,N48173,T0,CO2,0.0,Inf
V2577,N48175,T0,CO2,0.0,Inf
V2578,N48177,T0,CO2,0.0,Inf
V2579,N48179,T0,CO2,0.0,Inf
V2580,N48181,T0,CO2,0.0,Inf
V2581,N48183,T0,CO2,0.0,Inf
V2582,N48185,T0,CO2,0.0,Inf
V2583,N48187,T0,CO2,0.0,Inf
V2584,N48189,T0,CO2,0.0,Inf
V2585,N48191,T0,CO2,0.0,Inf
V2586,N48193,T0,CO2,0.0,Inf
V2587,N48195,T0,CO2,0.0,Inf
V2588,N48197,T0,CO2,0.0,Inf
V2589,N48199,T0,CO2,0.0,Inf
V2590,N48201,T0,CO2,0.0,Inf
V2591,N48203,T0,CO2,0.0,Inf
V2592,N48205,T0,CO2,0.0,Inf
V2593,N48207,T0,CO2,0.0,Inf
V2594,N48209,T0,CO2,0.0,Inf
V2595,N48211,T0,CO2,0.0,Inf
V2596,N48213,T0,CO2,0.0,Inf
V2597,N48215,T0,CO2,0.0,Inf
V2598,N48217,T0,CO2,0.0,Inf
V2599,N48219,T0,CO2,0.0,Inf
V2600,N48221,T0,CO2,0.0,Inf
V2601,N48223,T0,CO2,0.0,Inf
V2602,N48225,T0,CO2,0.0,Inf
V2603,N48227,T0,CO2,0.0,Inf
V2604,N48229,T0,CO2,0.0,Inf
V2605,N48231,T0,CO2,0.0,Inf
V2606,N48233,T0,CO2,0.0,Inf
V2607,N48235,T0,CO2,0.0,Inf
V2608,N48237,T0,CO2,0.0,Inf
V2609,N48239,T0,CO2,0.0,Inf
V2610,N48241,T0,CO2,0.0,Inf
V2611,N48243,T0,CO2,0.0,Inf
V2612,N48245,T0,CO2,0.0,Inf
V2613,N48247,T0,CO2,0.0,Inf
V2614,N48249,T0,CO2,0.0,Inf
V2615,N48251,T0,CO2,0.0,Inf
V2616,N48253,T0,CO2,0.0,Inf
V2617,N48255,T0,CO2,0.0,Inf
V2618,N48257,T0,CO2,0.0,Inf
V2619,N48259,T0,CO2,0.0,Inf
V2620,N48261,T0,CO2,0.0,Inf
V2621,N48263,T0,CO2,0.0,Inf
V2622,N48265,T0,CO2,0.0,Inf
V2623,N48267,T0,CO2,0.0,Inf
V2624,N48269,T0,CO2,0.0,Inf
V2625,N48271,T0,CO2,0.0,Inf
V2626,N48273,T0,CO2,0.0,Inf
V2627,N48275,T0,CO2,0.0,Inf
V2628,N48277,T0,CO2,0.0,Inf
V2629,N48279,T0,CO2,0.0,Inf
V2630,N48281,T0,CO2,0.0,Inf
V2631,N48283,T0,CO2,0.0,Inf
V2632,N48285,T0,CO2,0.0,Inf
V2633,N48287,T0,CO2,0.0,Inf
V2634,N48289,T0,CO2,0.0,Inf
V2635,N48291,T0,CO2,0.0,Inf
V2636,N48293,T0,CO2,0.0,Inf
V2637,N48295,T0,CO2,0.0,Inf
V2638,N48297,T0,CO2,0.0,Inf
V2639,N48299,T0,CO2,0.0,Inf
V2640,N48301,T0,CO2,0.0,Inf
V2641,N48303,T0,CO2,0.0,Inf
V2642,N48305,T0,CO2,0.0,Inf
V2643,N48307,T0,CO2,0.0,Inf
V2644,N48309,T0,CO2,0.0,Inf
V2645,N48311,T0,CO2,0.0,Inf
V2646,N48313,T0,CO2,0.0,Inf
V2647,N48315,T0,CO2,0.0,Inf
V2648,N48317,T0,CO2,0.0,Inf
V2649,N48319,T0,CO2,0.0,Inf
V2650,N48321,T0,CO2,0.0,Inf
V2651,N48323,T0,CO2,0.0,Inf
V2652,N48325,T0,CO2,0.0,Inf
V2653,N48327,T0,CO2,0.0,Inf
V2654,N48329,T0,CO2,0.0,Inf
V2655,N48331,T0,CO2,0.0,Inf
V2656,N48333,T0,CO2,0.0,Inf
V2657,N48335,T0,CO2,0.0,Inf
V2658,N48337,T0,CO2,0.0,Inf
V2659,N48339,T0,CO2,0.0,Inf
V2660,N48341,T0,CO2,0.0,Inf
V2661,N48343,T0,CO2,0.0,Inf
V2662,N48345,T0,CO2,0.0,Inf
V2663,N48347,T0,CO2,0.0,Inf
V2664,N48349,T0,CO2,0.0,Inf
V2665,N48351,T0,CO2,0.0,Inf
V2666,N48353,T0,CO2,0.0,Inf
V2667,N48355,T0,CO2,0.0,Inf
V2668,N48357,T0,CO2,0.0,Inf
V2669,N48359,T0,CO2,0.0,Inf
V2670,N48361,T0,CO2,0.0,Inf
V2671,N48363,T0,CO2,0.0,Inf
V2672,N48365,T0,CO2,0.0,Inf
V2673,N48367,T0,CO2,0.0,Inf
V2674,N48369,T0,CO2,0.0,Inf
V2675,N48371,T0,CO2,0.0,Inf
V2676,N48373,T0,CO2,0.0,Inf
V2677,N48375,T0,CO2,0.0,Inf
V2678,N48377,T0,CO2,0.0,Inf
V2679,N48379,T0,CO2,0.0,Inf
V2680,N48381,T0,CO2,0.0,Inf
V2681,N48383,T0,CO2,0.0,Inf
V2682,N48385,T0,CO2,0.0,Inf
V2683,N48387,T0,CO2,0.0,Inf
V2684,N48389,T0,CO2,0.0,Inf
V2685,N48391,T0,CO2,0.0,Inf
V2686,N48393,T0,CO2,0.0,Inf
V2687,N48395,T0,CO2,0.0,Inf
V2688,N48397,T0,CO2,0.0,Inf
V2689,N48399,T0,CO2,0.0,Inf
V2690,N48401,T0,CO2,0.0,Inf
V2691,N48403,T0,CO2,0.0,Inf
V2692,N48405,T0,CO2,0.0,Inf
V2693,N48407,T0,CO2,0.0,Inf
V2694,N48409,T0,CO2,0.0,Inf
V2695,N48411,T0,CO2,0.0,Inf
V2696,N48413,T0,CO2,0.0,Inf
V2697,N48415,T0,CO2,0.0,Inf
V2698,N48417,T0,CO2,0.0,Inf
V2699,N48419,T0,CO2,0.0,Inf
V2700,N48421,T0,CO2,0.0,Inf
V2701,N48423,T0,CO2,0.0,Inf
V2702,N48425,T0,CO2,0.0,Inf
V2703,N48427,T0,CO2,0.0,Inf
V2704,N48429,T0,CO2,0.0,Inf
V2705,N48431,T0,CO2,0.0,Inf
V2706,N48433,T0,CO2,0.0,Inf
V2707,N48435,T0,CO2,0.0,Inf
V2708,N48437,T0,CO2,0.0,Inf
V2709,N48439,T0,CO2,0.0,Inf
V2710,N48441,T0,CO2,0.0,Inf
V2711,N48443,T0,CO2,0.0,Inf
V2712,N48445,T0,CO2,0.0,Inf
V2713,N48447,T0,CO2,0.0,Inf
V2714,N48449,T0,CO2,0.0,Inf
V2715,N48451,T0,CO2,0.0,Inf
V2716,N48453,T0,CO2,0.0,Inf
V2717,N48455,T0,CO2,0.0,Inf
V2718,N48457,T0,CO2,0.0,Inf
V2719,N48459,T0,CO2,0.0,Inf
V2720,N48461,T0,CO2,0.0,Inf
V2721,N48463,T0,CO2,0.0,Inf
V2722,N48465,T0,CO2,0.0,Inf
V2723,N48467,T0,CO2,0.0,Inf
V2724,N48469,T0,CO2,0.0,Inf
V2725,N48471,T0,CO2,0.0,Inf
V2726,N48473,T0,CO2,0.0,Inf
V2727,N48475,T0,CO2,0.0,Inf
V2728,N48477,T0,CO2,0.0,Inf
V2729,N48479,T0,CO2,0.0,Inf
V2730,N48481,T0,CO2,0.0,Inf
V2731,N48483,T0,CO2,0.0,Inf
V2732,N48485,T0,CO2,0.0,Inf
V2733,N48487,T0,CO2,0.0,Inf
V2734,N48489,T0,CO2,0.0,Inf
V2735,N48491,T0,CO2,0.0,Inf
V2736,N48493,T0,CO2,0.0,Inf
V2737,N48495,T0,CO2,0.0,Inf
V2738,N48497,T0,CO2,0.0,Inf
V2739,N48499,T0,CO2,0.0,Inf
V2740,N48501,T0,CO2,0.0,Inf
V2741,N48503,T0,CO2,0.0,Inf
V2742,N48505,T0,CO2,0.0,Inf
V2743,N48507,T0,CO2,0.0,Inf
V2744,N49001,T0,CO2,0.0,Inf
V2745,N49003,T0,CO2,0.0,Inf
V2746,N49005,T0,CO2,0.0,Inf
V2747,N49007,T0,CO2,0.0,Inf
V2748,N49009,T0,CO2,0.0,Inf
V2749,N49011,T0,CO2,0.0,Inf
V2750,N49013,T0,CO2,0.0,Inf
V2751,N49015,T0,CO2,0.0,Inf
V2752,N49017,T0,CO2,0.0,Inf
V2753,N49019,T0,CO2,0.0,Inf
V2754,N49021,T0,CO2,0.0,Inf
V2755,N49023,T0,CO2,0.0,Inf
V2756,N49025,T0,CO2,0.0,Inf
V2757,N49027,T0,CO2,0.0,Inf
V2758,N49029,T0,CO2,0.0,Inf
V2759,N49031,T0,CO2,0.0,Inf
V2760,N49033,T0,CO2,0.0,Inf
V2761,N49035,T0,CO2,0.0,Inf
V2762,N49037,T0,CO2,0.0,Inf
V2763,N49039,T0,CO2,0.0,Inf
V2764,N49041,T0,CO2,0.0,Inf
V2765,N49043,T0,CO2,0.0,Inf
V2766,N49045,T0,CO2,0.0,Inf
V2767,N49047,T0,CO2,0.0,Inf
V2768,N49049,T0,CO2,0.0,Inf
V2769,N49051,T0,CO2,0.0,Inf
V2770,N49053,T0,CO2,0.0,Inf
V2771,N49055,T0,CO2,0.0,Inf
V2772,N49057,T0,CO2,0.0,Inf
V2773,N50001,T0,CO2,0.0,Inf
V2774,N50003,T0,CO2,0.0,Inf
V2775,N50005,T0,CO2,0.0,Inf
V2776,N50007,T0,CO2,0.0,Inf
V2777,N50009,T0,CO2,0.0,Inf
V2778,N50011,T0,CO2,0.0,Inf
V2779,N50013,T0,CO2,0.0,Inf
V2780,N50015,T0,CO2,0.0,Inf
V2781,N50017,T0,CO2,0.0,Inf
V2782,N50019,T0,CO2,0.0,Inf
V2783,N50021,T0,CO2,0.0,Inf
V2784,N50023,T0,CO2,0.0,Inf
V2785,N50025,T0,CO2,0.0,Inf
V2786,N50027,T0,CO2,0.0,Inf
V2787,N51001,T0,CO2,0.0,Inf
V2788,N51003,T0,CO2,0.0,Inf
V2789,N51005,T0,CO2,0.0,Inf
V2790,N51007,T0,CO2,0.0,Inf
V2791,N51009,T0,CO2,0.0,Inf
V2792,N51011,T0,CO2,0.0,Inf
V2793,N51013,T0,CO2,0.0,Inf
V2794,N51015,T0,CO2,0.0,Inf
V2795,N51017,T0,CO2,0.0,Inf
V2796,N51019,T0,CO2,0.0,Inf
V2797,N51021,T0,CO2,0.0,Inf
V2798,N51023,T0,CO2,0.0,Inf
V2799,N51025,T0,CO2,0.0,Inf
V2800,N51027,T0,CO2,0.0,Inf
V2801,N51029,T0,CO2,0.0,Inf
V2802,N51031,T0,CO2,0.0,Inf
V2803,N51033,T0,CO2,0.0,Inf
V2804,N51035,T0,CO2,0.0,Inf
V2805,N51036,T0,CO2,0.0,Inf
V2806,N51037,T0,CO2,0.0,Inf
V2807,N51041,T0,CO2,0.0,Inf
V2808,N51043,T0,CO2,0.0,Inf
V2809,N51045,T0,CO2,0.0,Inf
V2810,N51047,T0,CO2,0.0,Inf
V2811,N51049,T0,CO2,0.0,Inf
V2812,N51051,T0,CO2,0.0,Inf
V2813,N51053,T0,CO2,0.0,Inf
V2814,N51057,T0,CO2,0.0,Inf
V2815,N51059,T0,CO2,0.0,Inf
V2816,N51061,T0,CO2,0.0,Inf
V2817,N51063,T0,CO2,0.0,Inf
V2818,N51065,T0,CO2,0.0,Inf
V2819,N51067,T0,CO2,0.0,Inf
V2820,N51069,T0,CO2,0.0,Inf
V2821,N51071,T0,CO2,0.0,Inf
V2822,N51073,T0,CO2,0.0,Inf
V2823,N51075,T0,CO2,0.0,Inf
V2824,N51077,T0,CO2,0.0,Inf
V2825,N51079,T0,CO2,0.0,Inf
V2826,N51081,T0,CO2,0.0,Inf
V2827,N51083,T0,CO2,0.0,Inf
V2828,N51085,T0,CO2,0.0,Inf
V2829,N51087,T0,CO2,0.0,Inf
V2830,N51089,T0,CO2,0.0,Inf
V2831,N51091,T0,CO2,0.0,Inf
V2832,N51093,T0,CO2,0.0,Inf
V2833,N51095,T0,CO2,0.0,Inf
V2834,N51097,T0,CO2,0.0,Inf
V2835,N51099,T0,CO2,0.0,Inf
V2836,N51101,T0,CO2,0.0,Inf
V2837,N51103,T0,CO2,0.0,Inf
V2838,N51105,T0,CO2,0.0,Inf
V2839,N51107,T0,CO2,0.0,Inf
V2840,N51109,T0,CO2,0.0,Inf
V2841,N51111,T0,CO2,0.0,Inf
V2842,N51113,T0,CO2,0.0,Inf
V2843,N51115,T0,CO2,0.0,Inf
V2844,N51117,T0,CO2,0.0,Inf
V2845,N51119,T0,CO2,0.0,Inf
V2846,N51121,T0,CO2,0.0,Inf
V2847,N51125,T0,CO2,0.0,Inf
V2848,N51127,T0,CO2,0.0,Inf
V2849,N51131,T0,CO2,0.0,Inf
V2850,N51133,T0,CO2,0.0,Inf
V2851,N51135,T0,CO2,0.0,Inf
V2852,N51137,T0,CO2,0.0,Inf
V2853,N51139,T0,CO2,0.0,Inf
V2854,N51141,T0,CO2,0.0,Inf
V2855,N51143,T0,CO2,0.0,Inf
V2856,N51145,T0,CO2,0.0,Inf
V2857,N51147,T0,CO2,0.0,Inf
V2858,N51149,T0,CO2,0.0,Inf
V2859,N51153,T0,CO2,0.0,Inf
V2860,N51155,T0,CO2,0.0,Inf
V2861,N51157,T0,CO2,0.0,Inf
V2862,N51159,T0,CO2,0.0,Inf
V2863,N51161,T0,CO2,0.0,Inf
V2864,N51163,T0,CO2,0.0,Inf
V2865,N51165,T0,CO2,0.0,Inf
V2866,N51167,T0,CO2,0.0,Inf
V2867,N51169,T0,CO2,0.0,Inf
V2868,N51171,T0,CO2,0.0,Inf
V2869,N51173,T0,CO2,0.0,Inf
V2870,N51175,T0,CO2,0.0,Inf
V2871,N51177,T0,CO2,0.0,Inf
V2872,N51179,T0,CO2,0.0,Inf
V2873,N51181,T0,CO2,0.0,Inf
V2874,N51183,T0,CO2,0.0,Inf
V2875,N51185,T0,CO2,0.0,Inf
V2876,N51187,T0,CO2,0.0,Inf
V2877,N51191,T0,CO2,0.0,Inf
V2878,N51193,T0,CO2,0.0,Inf
V2879,N51195,T0,CO2,0.0,Inf
V2880,N51197,T0,CO2,0.0,Inf
V2881,N51199,T0,CO2,0.0,Inf
V2882,N51510,T0,CO2,0.0,Inf
V2883,N51520,T0,CO2,0.0,Inf
V2884,N51530,T0,CO2,0.0,Inf
V2885,N51540,T0,CO2,0.0,Inf
V2886,N51550,T0,CO2,0.0,Inf
V2887,N51570,T0,CO2,0.0,Inf
V2888,N51580,T0,CO2,0.0,Inf
V2889,N51590,T0,CO2,0.0,Inf
V2890,N51595,T0,CO2,0.0,Inf
V2891,N51600,T0,CO2,0.0,Inf
V2892,N51610,T0,CO2,0.0,Inf
V2893,N51620,T0,CO2,0.0,Inf
V2894,N51630,T0,CO2,0.0,Inf
V2895,N51640,T0,CO2,0.0,Inf
V2896,N51650,T0,CO2,0.0,Inf
V2897,N51660,T0,CO2,0.0,Inf
V2898,N51670,T0,CO2,0.0,Inf
V2899,N51678,T0,CO2,0.0,Inf
V2900,N51680,T0,CO2,0.0,Inf
V2901,N51683,T0,CO2,0.0,Inf
V2902,N51685,T0,CO2,0.0,Inf
V2903,N51690,T0,CO2,0.0,Inf
V2904,N51700,T0,CO2,0.0,Inf
V2905,N51710,T0,CO2,0.0,Inf
V2906,N51720,T0,CO2,0.0,Inf
V2907,N51730,T0,CO2,0.0,Inf
V2908,N51735,T0,CO2,0.0,Inf
V2909,N51740,T0,CO2,0.0,Inf
V2910,N51750,T0,CO2,0.0,Inf
V2911,N51760,T0,CO2,0.0,Inf
V2912,N51770,T0,CO2,0.0,Inf
V2913,N51775,T0,CO2,0.0,Inf
V2914,N51790,T0,CO2,0.0,Inf
V2915,N51800,T0,CO2,0.0,Inf
V2916,N51810,T0,CO2,0.0,Inf
V2917,N51820,T0,CO2,0.0,Inf
V2918,N51830,T0,CO2,0.0,Inf
V2919,N51840,T0,CO2,0.0,Inf
V2920,N53001,T0,CO2,0.0,Inf
V2921,N53003,T0,CO2,0.0,Inf
V2922,N53005,T0,CO2,0.0,Inf
V2923,N53007,T0,CO2,0.0,Inf
V2924,N53009,T0,CO2,0.0,Inf
V2925,N53011,T0,CO2,0.0,Inf
V2926,N53013,T0,CO2,0.0,Inf
V2927,N53015,T0,CO2,0.0,Inf
V2928,N53017,T0,CO2,0.0,Inf
V2929,N53019,T0,CO2,0.0,Inf
V2930,N53021,T0,CO2,0.0,Inf
V2931,N53023,T0,CO2,0.0,Inf
V2932,N53025,T0,CO2,0.0,Inf
V2933,N53027,T0,CO2,0.0,Inf
V2934,N53029,T0,CO2,0.0,Inf
V2935,N53031,T0,CO2,0.0,Inf
V2936,N53033,T0,CO2,0.0,Inf
V2937,N53035,T0,CO2,0.0,Inf
V2938,N53037,T0,CO2,0.0,Inf
V2939,N53039,T0,CO2,0.0,Inf
V2940,N53041,T0,CO2,0.0,Inf
V2941,N53043,T0,CO2,0.0,Inf
V2942,N53045,T0,CO2,0.0,Inf
V2943,N53047,T0,CO2,0.0,Inf
V2944,N53049,T0,CO2,0.0,Inf
V2945,N53051,T0,CO2,0.0,Inf
V2946,N53053,T0,CO2,0.0,Inf
V2947,N53055,T0,CO2,0.0,Inf
V2948,N53057,T0,CO2,0.0,Inf
V2949,N53059,T0,CO2,0.0,Inf
V2950,N53061,T0,CO2,0.0,Inf
V2951,N53063,T0,CO2,0.0,Inf
V2952,N53065,T0,CO2,0.0,Inf
V2953,N53067,T0,CO2,0.0,Inf
V2954,N53069,T0,CO2,0.0,Inf
V2955,N53071,T0,CO2,0.0,Inf
V2956,N53073,T0,CO2,0.0,Inf
V2957,N53075,T0,CO2,0.0,Inf
V2958,N53077,T0,CO2,0.0,Inf
V2959,N54001,T0,CO2,0.0,Inf
V2960,N54003,T0,CO2,0.0,Inf
V2961,N54005,T0,CO2,0.0,Inf
V2962,N54007,T0,CO2,0.0,Inf
V2963,N54009,T0,CO2,0.0,Inf
V2964,N54011,T0,CO2,0.0,Inf
V2965,N54013,T0,CO2,0.0,Inf
V2966,N54015,T0,CO2,0.0,Inf
V2967,N54017,T0,CO2,0.0,Inf
V2968,N54019,T0,CO2,0.0,Inf
V2969,N54021,T0,CO2,0.0,Inf
V2970,N54023,T0,CO2,0.0,Inf
V2971,N54025,T0,CO2,0.0,Inf
V2972,N54027,T0,CO2,0.0,Inf
V2973,N54029,T0,CO2,0.0,Inf
V2974,N54031,T0,CO2,0.0,Inf
V2975,N54033,T0,CO2,0.0,Inf
V2976,N54035,T0,CO2,0.0,Inf
V2977,N54037,T0,CO2,0.0,Inf
V2978,N54039,T0,CO2,0.0,Inf
V2979,N54041,T0,CO2,0.0,Inf
V2980,N54043,T0,CO2,0.0,Inf
V2981,N54045,T0,CO2,0.0,Inf
V2982,N54047,T0,CO2,0.0,Inf
V2983,N54049,T0,CO2,0.0,Inf
V2984,N54051,T0,CO2,0.0,Inf
V2985,N54053,T0,CO2,0.0,Inf
V2986,N54055,T0,CO2,0.0,Inf
V2987,N54057,T0,CO2,0.0,Inf
V2988,N54059,T0,CO2,0.0,Inf
V2989,N54061,T0,CO2,0.0,Inf
V2990,N54063,T0,CO2,0.0,Inf
V2991,N54065,T0,CO2,0.0,Inf
V2992,N54067,T0,CO2,0.0,Inf
V2993,N54069,T0,CO2,0.0,Inf
V2994,N54071,T0,CO2,0.0,Inf
V2995,N54073,T0,CO2,0.0,Inf
V2996,N54075,T0,CO2,0.0,Inf
V2997,N54077,T0,CO2,0.0,Inf
V2998,N54079,T0,CO2,0.0,Inf
V2999,N54081,T0,CO2,0.0,Inf
V3000,N54083,T0,CO2,0.0,Inf
V3001,N54085,T0,CO2,0.0,Inf
V3002,N54087,T0,CO2,0.0,Inf
V3003,N54089,T0,CO2,0.0,Inf
V3004,N54091,T0,CO2,0.0,Inf
V3005,N54093,T0,CO2,0.0,Inf
V3006,N54095,T0,CO2,0.0,Inf
V3007,N54097,T0,CO2,0.0,Inf
V3008,N54099,T0,CO2,0.0,Inf
V3009,N54101,T0,CO2,0.0,Inf
V3010,N54103,T0,CO2,0.0,Inf
V3011,N54105,T0,CO2,0.0,Inf
V3012,N54107,T0,CO2,0.0,Inf
V3013,N54109,T0,CO2,0.0,Inf
V3014,N55001,T0,CO2,0.0,Inf
V3015,N55003,T0,CO2,0.0,Inf
V3016,N55005,T0,CO2,0.0,Inf
V3017,N55007,T0,CO2,0.0,Inf
V3018,N55009,T0,CO2,0.0,Inf
V3019,N55011,T0,CO2,0.0,Inf
V3020,N55013,T0,CO2,0.0,Inf
V3021,N55015,T0,CO2,0.0,Inf
V3022,N55017,T0,CO2,0.0,Inf
V3023,N55019,T0,CO2,0.0,Inf
