#1. Env. stakeholder reference,2. Node,3. Time,4. Impact,5. Bid (USD/impact unit),6. Capacity
V1206,N26017,T0,CO2,0.0,Inf
V1207,N26019,T0,CO2,0.0,Inf
V1208,N26021,T0,CO2,0.0,Inf
V1209,N26023,T0,CO2,0.0,Inf
V1210,N26025,T0,CO2,0.0,Inf
V1211,N26027,T0,CO2,0.0,Inf
V1212,N26029,T0,CO2,0.0,Inf
V1213,N26031,T0,CO2,0.0,Inf
V1214,N26033,T0,CO2,0.0,Inf
V1215,N26035,T0,CO2,0.0,Inf
V1216,N26037,T0,CO2,0.0,Inf
V1217,N26039,T0,CO2,0.0,Inf
V1218,N26041,T0,CO2,0.0,Inf
V1219,N26043,T0,CO2,0.0,Inf
V1220,N26045,T0,CO2,0.0,Inf
V1221,N26047,T0,CO2,0.0,Inf
V1222,N26049,T0,CO2,0.0,Inf
V1223,N26051,T0,CO2,0.0,Inf
V1224,N26053,T0,CO2,0.0,Inf
V1225,N26055,T0,CO2,0.0,Inf
V1226,N26057,T0,CO2,0.0,Inf
V1227,N26059,T0,CO2,0.0,Inf
V1228,N26061,T0,CO2,0.0,Inf
V1229,N26063,T0,CO2,0.0,Inf
V1230,N26065,T0,CO2,0.0,Inf
V1231,N26067,T0,CO2,0.0,Inf
V1232,N26069,T0,CO2,0.0,Inf
V1233,N26071,T0,CO2,0.0,Inf
V1234,N26073,T0,CO2,0.0,Inf
V1235,N26075,T0,CO2,0.0,Inf
V1236,N26077,T0,CO2,0.0,Inf
V1237,N26079,T0,CO2,0.0,Inf
V1238,N26081,T0,CO2,0.0,Inf
V1239,N26083,T0,CO2,0.0,Inf
V1240,N26085,T0,CO2,0.0,Inf
V1241,N26087,T0,CO2,0.0,Inf
V1242,N26089,T0,CO2,0.0,Inf
V1243,N26091,T0,CO2,0.0,Inf
V1244,N26093,T0,CO2,0.0,Inf
V1245,N26095,T0,CO2,0.0,Inf
V1246,N26097,T0,CO2,0.0,Inf
V1247,N26099,T0,CO2,0.0,Inf
V1248,N26101,T0,CO2,0.0,Inf
V1249,N26103,T0,CO2,0.0,Inf
V1250,N26105,T0,CO2,0.0,Inf
V1251,N26107,T0,CO2,0.0,Inf
V1252,N26109,T0,CO2,0.0,Inf
V1253,N26111,T0,CO2,0.0,Inf
V1254,N26113,T0,CO2,0.0,Inf
V1255,N26115,T0,CO2,0.0,Inf
V1256,N26117,T0,CO2,0.0,Inf
V1257,N26119,T0,CO2,0.0,Inf
V1258,N26121,T0,CO2,0.0,Inf
V1259,N26123,T0,CO2,0.0,Inf
V1260,N26125,T0,CO2,0.0,Inf
V1261,N26127,T0,CO2,0.0,Inf
V1262,N26129,T0,CO2,0.0,Inf
V1263,N26131,T0,CO2,0.0,Inf
V1264,N26133,T0,CO2,0.0,Inf
V1265,N26135,T0,CO2,0.0,Inf
V1266,N26137,T0,CO2,0.0,Inf
V1267,N26139,T0,CO2,0.0,Inf
V1268,N26141,T0,CO2,0.0,Inf
V1269,N26143,T0,CO2,0.0,Inf
V1270,N26145,T0,CO2,0.0,Inf
V1271,N26147,T0,CO2,0.0,Inf
V1272,N26149,T0,CO2,0.0,Inf
V1273,N26151,T0,CO2,0.0,Inf
V1274,N26153,T0,CO2,0.0,Inf
V1275,N26155,T0,CO2,0.0,Inf
V1276,N26157,T0,CO2,0.0,Inf
V1277,N26159,T0,CO2,0.0,Inf
V1278,N26161,T0,CO2,0.0,Inf
V1279,N26163,T0,CO2,0.0,Inf
V1280,N26165,T0,CO2,0.0,Inf
V1281,N27001,T0,CO2,0.0,Inf
V1282,N27003,T0,CO2,0.0,Inf
V1283,N27005,T0,CO2,0.0,Inf
V1284,N27007,T0,CO2,0.0,Inf
V1285,N27009,T0,CO2,0.0,Inf
V1286,N27011,T0,CO2,0.0,Inf
V1287,N27013,T0,CO2,0.0,Inf
V1288,N27015,T0,CO2,0.0,Inf
V1289,N27017,T0,CO2,0.0,Inf
V1290,N27019,T0,CO2,0.0,Inf
V1291,N27021,T0,CO2,0.0,Inf
V1292,N27023,T0,CO2,0.0,Inf
V1293,N27025,T0,CO2,0.0,Inf
V1294,N27027,T0,CO2,0.0,Inf
V1295,N27029,T0,CO2,0.0,Inf
V1296,N27031,T0,CO2,0.0,Inf
V1297,N27033,T0,CO2,0.0,Inf
V1298,N27035,T0,CO2,0.0,Inf
V1299,N27037,T0,CO2,0.0,Inf
V1300,N27039,T0,CO2,0.0,Inf
V1301,N27041,T0,CO2,0.0,Inf
V1302,N27043,T0,CO2,0.0,Inf
V1303,N27045,T0,CO2,0.0,Inf
V1304,N27047,T0,CO2,0.0,Inf
V1305,N27049,T0,CO2,0.0,Inf
V1306,N27051,T0,CO2,0.0,Inf
V1307,N27053,T0,CO2,0.0,Inf
V1308,N27055,T0,CO2,0.0,Inf
V1309,N27057,T0,CO2,0.0,Inf
V1310,N27059,T0,CO2,0.0,Inf
V1311,N27061,T0,CO2,0.0,Inf
V1312,N27063,T0,CO2,0.0,Inf
V1313,N27065,T0,CO2,0.0,Inf
V1314,N27067,T0,CO2,0.0,Inf
V1315,N27069,T0,CO2,0.0,Inf
V1316,N27071,T0,CO2,0.0,Inf
V1317,N27073,T0,CO2,0.0,Inf
V1318,N27075,T0,CO2,0.0,Inf
V1319,N27077,T0,CO2,0.0,Inf
V1320,N27079,T0,CO2,0.0,Inf
V1321,N27081,T0,CO2,0.0,Inf
V1322,N27083,T0,CO2,0.0,Inf
V1323,N27085,T0,CO2,0.0,Inf
V1324,N27087,T0,CO2,0.0,Inf
V1325,N27089,T0,CO2,0.0,Inf
V1326,N27091,T0,CO2,0.0,Inf
V1327,N27093,T0,CO2,0.0,Inf
V1328,N27095,T0,CO2,0.0,Inf
V1329,N27097,T0,CO2,0.0,Inf
V1330,N27099,T0,CO2,0.0,Inf
V1331,N27101,T0,CO2,0.0,Inf
V1332,N27103,T0,CO2,0.0,Inf
V1333,N27105,T0,CO2,0.0,Inf
V1334,N27107,T0,CO2,0.0,Inf
V1335,N27109,T0,CO2,0.0,Inf
V1336,N27111,T0,CO2,0.0,Inf
V1337,N27113,T0,CO2,0.0,Inf
V1338,N27115,T0,CO2,0.0,Inf
V1339,N27117,T0,CO2,0.0,Inf
V1340,N27119,T0,CO2,0.0,Inf
V1341,N27121,T0,CO2,0.0,Inf
V1342,N27123,T0,CO2,0.0,Inf
V1343,N27125,T0,CO2,0.0,Inf
V1344,N27127,T0,CO2,0.0,Inf
V1345,N27129,T0,CO2,0.0,Inf
V1346,N27131,T0,CO2,0.0,Inf
V1347,N27133,T0,CO2,0.0,Inf
V1348,N27135,T0,CO2,0.0,Inf
V1349,N27137,T0,CO2,0.0,Inf
V1350,N27139,T0,CO2,0.0,Inf
V1351,N27141,T0,CO2,0.0,Inf
V1352,N27143,T0,CO2,0.0,Inf
V1353,N27145,T0,CO2,0.0,Inf
V1354,N27147,T0,CO2,0.0,Inf
V1355,N27149,T0,CO2,0.0,Inf
V1356,N27151,T0,CO2,0.0,Inf
V1357,N27153,T0,CO2,0.0,Inf
V1358,N27155,T0,CO2,0.0,Inf
V1359,N27157,T0,CO2,0.0,Inf
V1360,N27159,T0,CO2,0.0,Inf
V1361,N27161,T0,CO2,0.0,Inf
V1362,N27163,T0,CO2,0.0,Inf
V1363,N27165,T0,CO2,0.0,Inf
V1364,N27167,T0,CO2,0.0,Inf
V1365,N27169,T0,CO2,0.0,Inf
V1366,N27171,T0,CO2,0.0,Inf
V1367,N27173,T0,CO2,0.0,Inf
V1368,N28001,T0,CO2,0.0,Inf
V1369,N28003,T0,CO2,0.0,Inf
V1370,N28005,T0,CO2,0.0,Inf
V1371,N28007,T0,CO2,0.0,Inf
V1372,N28009,T0,CO2,0.0,Inf
V1373,N28011,T0,CO2,0.0,Inf
V1374,N28013,T0,CO2,0.0,Inf
V1375,N28015,T0,CO2,0.0,Inf
V1376,N28017,T0,CO2,0.0,Inf
V1377,N28019,T0,CO2,0.0,Inf
V1378,N28021,T0,CO2,0.0,Inf
V1379,N28023,T0,CO2,0.0,Inf
V1380,N28025,T0,CO2,0.0,Inf
V1381,N28027,T0,CO2,0.0,Inf
V1382,N28029,T0,CO2,0.0,Inf
V1383,N28031,T0,CO2,0.0,Inf
V1384,N28033,T0,CO2,0.0,Inf
V1385,N28035,T0,CO2,0.0,Inf
V1386,N28037,T0,CO2,0.0,Inf
V1387,N28039,T0,CO2,0.0,Inf
V1388,N28041,T0,CO2,0.0,Inf
V1389,N28043,T0,CO2,0.0,Inf
V1390,N28045,T0,CO2,0.0,Inf
V1391,N28047,T0,CO2,0.0,Inf
V1392,N28049,T0,CO2,0.0,Inf
V1393,N28051,T0,CO2,0.0,Inf
V1394,N28053,T0,CO2,0.0,Inf
V1395,N28055,T0,CO2,0.0,Inf
V1396,N28057,T0,CO2,0.0,Inf
V1397,N28059,T0,CO2,0.0,Inf
V1398,N28061,T0,CO2,0.0,Inf
V1399,N28063,T0,CO2,0.0,Inf
V1400,N28065,T0,CO2,0.0,Inf
V1401,N28067,T0,CO2,0.0,Inf
V1402,N28069,T0,CO2,0.0,Inf
V1403,N28071,T0,CO2,0.0,Inf
V1404,N28073,T0,CO2,0.0,Inf
V1405,N28075,T0,CO2,0.0,Inf
V1406,N28077,T0,CO2,0.0,Inf
V1407,N28079,T0,CO2,0.0,Inf
V1408,N28081,T0,CO2,0.0,Inf
V1409,N28083,T0,CO2,0.0,Inf
V1410,N28085,T0,CO2,0.0,Inf
V1411,N28087,T0,CO2,0.0,Inf
V1412,N28089,T0,CO2,0.0,Inf
V1413,N28091,T0,CO2,0.0,Inf
V1414,N28093,T0,CO2,0.0,Inf
V1415,N28095,T0,CO2,0.0,Inf
V1416,N28097,T0,CO2,0.0,Inf
V1417,N28099,T0,CO2,0.0,Inf
V1418,N28101,T0,CO2,0.0,Inf
V1419,N28103,T0,CO2,0.0,Inf
V1420,N28105,T0,CO2,0.0,Inf
V1421,N28107,T0,CO2,0.0,Inf
V1422,N28109,T0,CO2,0.0,Inf
V1423,N28111,T0,CO2,0.0,Inf
V1424,N28113,T0,CO2,0.0,Inf
V1425,N28115,T0,CO2,0.0,Inf
V1426,N28117,T0,CO2,0.0,Inf
V1427,N28119,T0,CO2,0.0,Inf
V1428,N28121,T0,CO2,0.0,Inf
V1429,N28123,T0,CO2,0.0,Inf
V1430,N28125,T0,CO2,0.0,Inf
V1431,N28127,T0,CO2,0.0,Inf
V1432,N28129,T0,CO2,0.0,Inf
V1433,N28131,T0,CO2,0.0,Inf
V1434,N28133,T0,CO2,0.0,Inf
V1435,N28135,T0,CO2,0.0,Inf
V1436,N28137,T0,CO2,0.0,Inf
V1437,N28139,T0,CO2,0.0,Inf
V1438,N28141,T0,CO2,0.0,Inf
V1439,N28143,T0,CO2,0.0,Inf
V1440,N28145,T0,CO2,0.0,Inf
V1441,N28147,T0,CO2,0.0,Inf
V1442,N28149,T0,CO2,0.0,Inf
V1443,N28151,T0,CO2,0.0,Inf
V1444,N28153,T0,CO2,0.0,Inf
V1445,N28155,T0,CO2,0.0,Inf
V1446,N28157,T0,CO2,0.0,Inf
V1447,N28159,T0,CO2,0.0,Inf
V1448,N28161,T0,CO2,0.0,Inf
V1449,N28163,T0,CO2,0.0,Inf
V1450,N29001,T0,CO2,0.0,Inf
V1451,N29003,T0,CO2,0.0,Inf
V1452,N29005,T0,CO2,0.0,Inf
V1453,N29007,T0,CO2,0.0,Inf
V1454,N29009,T0,CO2,0.0,Inf
V1455,N29011,T0,CO2,0.0,Inf
V1456,N29013,T0,CO2,0.0,Inf
V1457,N29015,T0,CO2,0.0,Inf
V1458,N29017,T0,CO2,0.0,Inf
V1459,N29019,T0,CO2,0.0,Inf
V1460,N29021,T0,CO2,0.0,Inf
V1461,N29023,T0,CO2,0.0,Inf
V1462,N29025,T0,CO2,0.0,Inf
V1463,N29027,T0,CO2,0.0,Inf
V1464,N29029,T0,CO2,0.0,Inf
V1465,N29031,T0,CO2,0.0,Inf
V1466,N29033,T0,CO2,0.0,Inf
V1467,N29035,T0,CO2,0.0,Inf
V1468,N29037,T0,CO2,0.0,Inf
V1469,N29039,T0,CO2,0.0,Inf
V1470,N29041,T0,CO2,0.0,Inf
V1471,N29043,T0,CO2,0.0,Inf
V1472,N29045,T0,CO2,0.0,Inf
V1473,N29047,T0,CO2,0.0,Inf
V1474,N29049,T0,CO2,0.0,Inf
V1475,N29051,T0,CO2,0.0,Inf
V1476,N29053,T0,CO2,0.0,Inf
V1477,N29055,T0,CO2,0.0,Inf
V1478,N29057,T0,CO2,0.0,Inf
V1479,N29059,T0,CO2,0.0,Inf
V1480,N29061,T0,CO2,0.0,Inf
V1481,N29063,T0,CO2,0.0,Inf
V1482,N29065,T0,CO2,0.0,Inf
V1483,N29067,T0,CO2,0.0,Inf
V1484,N29069,T0,CO2,0.0,Inf
V1485,N29071,T0,CO2,0.0,Inf
V1486,N29073,T0,CO2,0.0,Inf
V1487,N29075,T0,CO2,0.0,Inf
V1488,N29077,T0,CO2,0.0,Inf
V1489,N29079,T0,CO2,0.0,Inf
V1490,N29081,T0,CO2,0.0,Inf
V1491,N29083,T0,CO2,0.0,Inf
V1492,N29085,T0,CO2,0.0,Inf
V1493,N29087,T0,CO2,0.0,Inf
V1494,N29089,T0,CO2,0.0,Inf
V1495,N29091,T0,CO2,0.0,Inf
V1496,N29093,T0,CO2,0.0,Inf
V1497,N29095,T0,CO2,0.0,Inf
V1498,N29097,T0,CO2,0.0,Inf
V1499,N29099,T0,CO2,0.0,Inf
V1500,N29101,T0,CO2,0.0,Inf
V1501,N29103,T0,CO2,0.0,Inf
V1502,N29105,T0,CO2,0.0,Inf
V1503,N29107,T0,CO2,0.0,Inf
V1504,N29109,T0,CO2,0.0,Inf
V1505,N29111,T0,CO2,0.0,Inf
V1506,N29113,T0,CO2,0.0,Inf
V1507,N29115,T0,CO2,0.0,Inf
V1508,N29117,T0,CO2,0.0,Inf
V1509,N29119,T0,CO2,0.0,Inf
V1510,N29121,T0,CO2,0.0,Inf
V1511,N29123,T0,CO2,0.0,Inf
V1512,N29125,T0,CO2,0.0,Inf
V1513,N29127,T0,CO2,0.0,Inf
V1514,N29129,T0,CO2,0.0,Inf
V1515,N29131,T0,CO2,0.0,Inf
V1516,N29133,T0,CO2,0.0,Inf
V1517,N29135,T0,CO2,0.0,Inf
V1518,N29137,T0,CO2,0.0,Inf
V1519,N29139,T0,CO2,0.0,Inf
V1520,N29141,T0,CO2,0.0,Inf
V1521,N29143,T0,CO2,0.0,Inf
V1522,N29145,T0,CO2,0.0,Inf
V1523,N29147,T0,CO2,0.0,Inf
V1524,N29149,T0,CO2,0.0,Inf
V1525,N29151,T0,CO2,0.0,Inf
V1526,N29153,T0,CO2,0.0,Inf
V1527,N29155,T0,CO2,0.0,Inf
V1528,N29157,T0,CO2,0.0,Inf
V1529,N29159,T0,CO2,0.0,Inf
V1530,N29161,T0,CO2,0.0,Inf
V1531,N29163,T0,CO2,0.0,Inf
V1532,N29165,T0,CO2,0.0,Inf
V1533,N29167,T0,CO2,0.0,Inf
V1534,N29169,T0,CO2,0.0,Inf
V1535,N29171,T0,CO2,0.0,Inf
V1536,N29173,T0,CO2,0.0,Inf
V1537,N29175,T0,CO2,0.0,Inf
V1538,N29177,T0,CO2,0.0,Inf
V1539,N29179,T0,CO2,0.0,Inf
V1540,N29181,T0,CO2,0.0,Inf
V1541,N29183,T0,CO2,0.0,Inf
V1542,N29185,T0,CO2,0.0,Inf
V1543,N29186,T0,CO2,0.0,Inf
V1544,N29187,T0,CO2,0.0,Inf
V1545,N29189,T0,CO2,0.0,Inf
V1546,N29195,T0,CO2,0.0,Inf
V1547,N29197,T0,CO2,0.0,Inf
V1548,N29199,T0,CO2,0.0,Inf
V1549,N29201,T0,CO2,0.0,Inf
V1550,N29203,T0,CO2,0.0,Inf
V1551,N29205,T0,CO2,0.0,Inf
V1552,N29207,T0,CO2,0.0,Inf
V1553,N29209,T0,CO2,0.0,Inf
V1554,N29211,T0,CO2,0.0,Inf
V1555,N29213,T0,CO2,0.0,Inf
V1556,N29215,T0,CO2,0.0,Inf
V1557,N29217,T0,CO2,0.0,Inf
V1558,N29219,T0,CO2,0.0,Inf
V1559,N29221,T0,CO2,0.0,Inf
V1560,N29223,T0,CO2,0.0,Inf
V1561,N29225,T0,CO2,0.0,Inf
V1562,N29227,T0,CO2,0.0,Inf
V1563,N29229,T0,CO2,0.0,Inf
V1564,N29510,T0,CO2,0.0,Inf
V1565,N30001,T0,CO2,0.0,Inf
V1566,N30003,T0,CO2,0.0,Inf
V1567,N30005,T0,CO2,0.0,Inf
V1568,N30007,T0,CO2,0.0,Inf
V1569,N30009,T0,CO2,0.0,Inf
V1570,N30011,T0,CO2,0.0,Inf
V1571,N30013,T0,CO2,0.0,Inf
V1572,N30015,T0,CO2,0.0,Inf
V1573,N30017,T0,CO2,0.0,Inf
V1574,N30019,T0,CO2,0.0,Inf
V1575,N30021,T0,CO2,0.0,Inf
V1576,N30023,T0,CO2,0.0,Inf
V1577,N30025,T0,CO2,0.0,Inf
V1578,N30027,T0,CO2,0.0,Inf
V1579,N30029,T0,CO2,0.0,Inf
V1580,N30031,T0,CO2,0.0,Inf
V1581,N30033,T0,CO2,0.0,Inf
V1582,N30035,T0,CO2,0.0,Inf
V1583,N30037,T0,CO2,0.0,Inf
V1584,N30039,T0,CO2,0.0,Inf
V1585,N30041,T0,CO2,0.0,Inf
V1586,N30043,T0,CO2,0.0,Inf
V1587,N30045,T0,CO2,0.0,Inf
V1588,N30047,T0,CO2,0.0,Inf
V1589,N30049,T0,CO2,0.0,Inf
V1590,N30051,T0,CO2,0.0,Inf
V1591,N30053,T0,CO2,0.0,Inf
V1592,N30055,T0,CO2,0.0,Inf
V1593,N30057,T0,CO2,0.0,Inf
V1594,N30059,T0,CO2,0.0,Inf
V1595,N30061,T0,CO2,0.0,Inf
V1596,N30063,T0,CO2,0.0,Inf
V1597,N30065,T0,CO2,0.0,Inf
V1598,N30067,T0,CO2,0.0,Inf
V1599,N30069,T0,CO2,0.0,Inf
V1600,N30071,T0,CO2,0.0,Inf
V1601,N30073,T0,CO2,0.0,Inf
V1602,N30075,T0,CO2,0.0,Inf
V1603,N30077,T0,CO2,0.0,Inf
V1604,N30079,T0,CO2,0.0,Inf
V1605,N30081,T0,CO2,0.0,Inf
V1606,N30083,T0,CO2,0.0,Inf
V1607,N30085,T0,CO2,0.0,Inf
V1608,N30087,T0,CO2,0.0,Inf
V1609,N30089,T0,CO2,0.0,Inf
V1610,N30091,T0,CO2,0.0,Inf
V1611,N30093,T0,CO2,0.0,Inf
V1612,N30095,T0,CO2,0.0,Inf
V1613,N30097,T0,CO2,0.0,Inf
V1614,N30099,T0,CO2,0.0,Inf
V1615,N30101,T0,CO2,0.0,Inf
V1616,N30103,T0,CO2,0.0,Inf
V1617,N30105,T0,CO2,0.0,Inf
V1618,N30107,T0,CO2,0.0,Inf
V1619,N30109,T0,CO2,0.0,Inf
V1620,N30111,T0,CO2,0.0,Inf
V1621,N31001,T0,CO2,0.0,Inf
V1622,N31003,T0,CO2,0.0,Inf
V1623,N31005,T0,CO2,0.0,Inf
V1624,N31007,T0,CO2,0.0,Inf
V1625,N31009,T0,CO2,0.0,Inf
V1626,N31011,T0,CO2,0.0,Inf
V1627,N31013,T0,CO2,0.0,Inf
V1628,N31015,T0,CO2,0.0,Inf
V1629,N31017,T0,CO2,0.0,Inf
V1630,N31019,T0,CO2,0.0,Inf
V1631,N31021,T0,CO2,0.0,Inf
V1632,N31023,T0,CO2,0.0,Inf
V1633,N31025,T0,CO2,0.0,Inf
V1634,N31027,T0,CO2,0.0,Inf
V1635,N31029,T0,CO2,0.0,Inf
V1636,N31031,T0,CO2,0.0,Inf
V1637,N31033,T0,CO2,0.0,Inf
V1638,N31035,T0,CO2,0.0,Inf
V1639,N31037,T0,CO2,0.0,Inf
V1640,N31039,T0,CO2,0.0,Inf
V1641,N31041,T0,CO2,0.0,Inf
V1642,N31043,T0,CO2,0.0,Inf
V1643,N31045,T0,CO2,0.0,Inf
V1644,N31047,T0,CO2,0.0,Inf
V1645,N31049,T0,CO2,0.0,Inf
V1646,N31051,T0,CO2,0.0,Inf
V1647,N31053,T0,CO2,0.0,Inf
V1648,N31055,T0,CO2,0.0,Inf
V1649,N31057,T0,CO2,0.0,Inf
V1650,N31059,T0,CO2,0.0,Inf
V1651,N31061,T0,CO2,0.0,Inf
V1652,N31063,T0,CO2,0.0,Inf
V1653,N31065,T0,CO2,0.0,Inf
V1654,N31067,T0,CO2,0.0,Inf
V1655,N31069,T0,CO2,0.0,Inf
V1656,N31071,T0,CO2,0.0,Inf
V1657,N31073,T0,CO2,0.0,Inf
V1658,N31075,T0,CO2,0.0,Inf
V1659,N31077,T0,CO2,0.0,Inf
V1660,N31079,T0,CO2,0.0,Inf
V1661,N31081,T0,CO2,0.0,Inf
V1662,N31083,T0,CO2,0.0,Inf
V1663,N31085,T0,CO2,0.0,Inf
V1664,N31087,T0,CO2,0.0,Inf
V1665,N31089,T0,CO2,0.0,Inf
V1666,N31091,T0,CO2,0.0,Inf
V1667,N31093,T0,CO2,0.0,Inf
V1668,N31095,T0,CO2,0.0,Inf
V1669,N31097,T0,CO2,0.0,Inf
V1670,N31099,T0,CO2,0.0,Inf
V1671,N31101,T0,CO2,0.0,Inf
V1672,N31103,T0,CO2,0.0,Inf
V1673,N31105,T0,CO2,0.0,Inf
V1674,N31107,T0,CO2,0.0,Inf
V1675,N31109,T0,CO2,0.0,Inf
V1676,N31111,T0,CO2,0.0,Inf
V1677,N31113,T0,CO2,0.0,Inf
V1678,N31115,T0,CO2,0.0,Inf
V1679,N31117,T0,CO2,0.0,Inf
V1680,N31119,T0,CO2,0.0,Inf
V1681,N31121,T0,CO2,0.0,Inf
V1682,N31123,T0,CO2,0.0,Inf
V1683,N31125,T0,CO2,0.0,Inf
V1684,N31127,T0,CO2,0.0,Inf
V1685,N31129,T0,CO2,0.0,Inf
V1686,N31131,T0,CO2,0.0,Inf
V1687,N31133,T0,CO2,0.0,Inf
V1688,N31135,T0,CO2,0.0,Inf
V1689,N31137,T0,CO2,0.0,Inf
V1690,N31139,T0,CO2,0.0,Inf
V1691,N31141,T0,CO2,0.0,Inf
V1692,N31143,T0,CO2,0.0,Inf
V1693,N31145,T0,CO2,0.0,Inf
V1694,N31147,T0,CO2,0.0,Inf
V1695,N31149,T0,CO2,0.0,Inf
V1696,N31151,T0,CO2,0.0,Inf
V1697,N31153,T0,CO2,0.0,Inf
V1698,N31155,T0,CO2,0.0,Inf
V1699,N31157,T0,CO2,0.0,Inf
V1700,N31159,T0,CO2,0.0,Inf
V1701,N31161,T0,CO2,0.0,Inf
V1702,N31163,T0,CO2,0.0,Inf
V1703,N31165,T0,CO2,0.0,Inf
V1704,N31167,T0,CO2,0.0,Inf
V1705,N31169,T0,CO2,0.0,Inf
V1706,N31171,T0,CO2,0.0,Inf
V1707,N31173,T0,CO2,0.0,Inf
V1708,N31175,T0,CO2,0.0,Inf
V1709,N31177,T0,CO2,0.0,Inf
V1710,N31179,T0,CO2,0.0,Inf
V1711,N31181,T0,CO2,0.0,Inf
V1712,N31183,T0,CO2,0.0,Inf
V1713,N31185,T0,CO2,0.0,Inf
V1714,N32001,T0,CO2,0.0,Inf
V1715,N32003,T0,CO2,0.0,Inf
V1716,N32005,T0,CO2,0.0,Inf
V1717,N32007,T0,CO2,0.0,Inf
V1718,N32009,T0,CO2,0.0,Inf
V1719,N32011,T0,CO2,0.0,Inf
V1720,N32013,T0,CO2,0.0,Inf
V1721,N32015,T0,CO2,0.0,Inf
V1722,N32017,T0,CO2,0.0,Inf
V1723,N32019,T0,CO2,0.0,Inf
V1724,N32021,T0,CO2,0.0,Inf
V1725,N32023,T0,CO2,0.0,Inf
V1726,N32027,T0,CO2,0.0,Inf
V1727,N32029,T0,CO2,0.0,Inf
V1728,N32031,T0,CO2,0.0,Inf
V1729,N32033,T0,CO2,0.0,Inf
V1730,N32510,T0,CO2,0.0,Inf
V1731,N33001,T0,CO2,0.0,Inf
V1732,N33003,T0,CO2,0.0,Inf
V1733,N33005,T0,CO2,0.0,Inf
V1734,N33007,T0,CO2,0.0,Inf
V1735,N33009,T0,CO2,0.0,Inf
V1736,N33011,T0,CO2,0.0,Inf
V1737,N33013,T0,CO2,0.0,Inf
V1738,N33015,T0,CO2,0.0,Inf
V1739,N33017,T0,CO2,0.0,Inf
V1740,N33019,T0,CO2,0.0,Inf
V1741,N34001,T0,CO2,0.0,Inf
V1742,N34003,T0,CO2,0.0,Inf
V1743,N34005,T0,CO2,0.0,Inf
V1744,N34007,T0,CO2,0.0,Inf
V1745,N34009,T0,CO2,0.0,Inf
V1746,N34011,T0,CO2,0.0,Inf
V1747,N34013,T0,CO2,0.0,Inf
V1748,N34015,T0,CO2,0.0,Inf
V1749,N34017,T0,CO2,0.0,Inf
V1750,N34019,T0,CO2,0.0,Inf
V1751,N34021,T0,CO2,0.0,Inf
V1752,N34023,T0,CO2,0.0,Inf
V1753,N34025,T0,CO2,0.0,Inf
V1754,N34027,T0,CO2,0.0,Inf
V1755,N34029,T0,CO2,0.0,Inf
V1756,N34031,T0,CO2,0.0,Inf
V1757,N34033,T0,CO2,0.0,Inf
V1758,N34035,T0,CO2,0.0,Inf
V1759,N34037,T0,CO2,0.0,Inf
V1760,N34039,T0,CO2,0.0,Inf
V1761,N34041,T0,CO2,0.0,Inf
V1762,N35001,T0,CO2,0.0,Inf
V1763,N35003,T0,CO2,0.0,Inf
V1764,N35005,T0,CO2,0.0,Inf
V1765,N35006,T0,CO2,0.0,Inf
V1766,N35007,T0,CO2,0.0,Inf
V1767,N35009,T0,CO2,0.0,Inf
V1768,N35011,T0,CO2,0.0,Inf
V1769,N35013,T0,CO2,0.0,Inf
V1770,N35015,T0,CO2,0.0,Inf
V1771,N35017,T0,CO2,0.0,Inf
V1772,N35019,T0,CO2,0.0,Inf
V1773,N35021,T0,CO2,0.0,Inf
V1774,N35023,T0,CO2,0.0,Inf
V1775,N35025,T0,CO2,0.0,Inf
V1776,N35027,T0,CO2,0.0,Inf
V1777,N35028,T0,CO2,0.0,Inf
V1778,N35029,T0,CO2,0.0,Inf
V1779,N35031,T0,CO2,0.0,Inf
V1780,N35033,T0,CO2,0.0,Inf
V1781,N35035,T0,CO2,0.0,Inf
V1782,N35037,T0,CO2,0.0,Inf
V1783,N35039,T0,CO2,0.0,Inf
V1784,N35041,T0,CO2,0.0,Inf
V1785,N35043,T0,CO2,0.0,Inf
V1786,N35045,T0,CO2,0.0,Inf
V1787,N35047,T0,CO2,0.0,Inf
V1788,N35049,T0,CO2,0.0,Inf
V1789,N35051,T0,CO2,0.0,Inf
V1790,N35053,T0,CO2,0.0,Inf
V1791,N35055,T0,CO2,0.0,Inf
V1792,N35057,T0,CO2,0.0,Inf
V1793,N35059,T0,CO2,0.0,Inf
V1794,N35061,T0,CO2,0.0,Inf
V1795,N36001,T0,CO2,0.0,Inf
V1796,N36003,T0,CO2,0.0,Inf
V1797,N36005,T0,CO2,0.0,Inf
V1798,N36007,T0,CO2,0.0,Inf
V1799,N36009,T0,CO2,0.0,Inf
V1800,N36011,T0,CO2,0.0,Inf
V1801,N36013,T0,CO2,0.0,Inf
V1802,N36015,T0,CO2,0.0,Inf
V1803,N36017,T0,CO2,0.0,Inf
V1804,N36019,T0,CO2,0.0,Inf
V1805,N36021,T0,CO2,0.0,Inf
V1806,N36023,T0,CO2,0.0,Inf
V1807,N36025,T0,CO2,0.0,Inf
V1808,N36027,T0,CO2,0.0,Inf
V1809,N36029,T0,CO2,0.0,Inf
V1810,N36031,T0,CO2,0.0,Inf
V1811,N36033,T0,CO2,0.0,Inf
