Id,Partition,Subpartition
710,8,313
711,8,79
712,8,79
713,8,80
714,8,80
715,8,72
716,8,72
717,10,97
718,10,97
719,8,78
720,8,78
721,8,78
722,8,78
723,8,80
724,8,80
725,8,77
726,8,77
727,8,76
728,8,76
729,9,90
730,8,72
731,8,72
732,8,78
733,8,73
734,8,77
735,8,74
736,8,74
737,8,74
738,7,68
739,7,314
740,8,77
741,8,74
742,8,74
743,8,77
744,8,78
745,8,78
746,8,74
747,8,74
748,8,77
749,8,77
750,8,73
751,8,73
752,8,78
753,8,74
754,8,73
755,8,73
756,8,74
757,8,74
758,8,77
759,8,77
760,8,78
761,8,78
762,8,76
763,8,73
764,16,157
765,16,157
766,16,151
767,16,158
768,16,158
769,16,157
770,16,157
771,8,72
772,8,79
773,8,73
774,8,79
775,16,155
776,9,81
777,16,157
778,16,157
779,16,160
780,8,77
781,8,76
782,14,136
783,9,83
784,8,77
785,8,75
786,8,72
787,8,79
788,8,79
789,9,90
790,9,83
791,9,87
792,7,61
793,7,315
794,14,137
795,9,85
796,16,160
797,8,73
798,9,82
799,9,82
800,8,76
801,8,76
802,8,76
803,8,73
804,16,157
805,16,158
806,16,158
807,10,97
808,10,97
809,10,96
810,10,96
811,9,82
812,9,316
813,9,87
814,10,96
815,10,96
816,9,86
817,9,86
818,9,84
819,8,80
820,8,80
821,8,79
822,8,79
823,7,62
824,7,62
825,15,142
826,15,142
827,9,82
828,7,62
829,14,136
830,14,136
831,7,68
832,7,68
833,7,69
834,7,317
835,5,43
836,7,66
837,6,318
838,7,69
839,5,319
840,5,45
841,7,66
842,7,62
843,5,48
844,5,42
845,5,42
846,7,65
847,7,320
848,7,67
849,7,67
850,7,67
851,5,44
852,7,70
853,7,321
854,7,69
855,1,8
856,1,8
857,7,69
858,6,55
859,7,66
860,7,66
861,7,66
862,7,66
863,5,46
864,5,46
865,7,66
866,7,322
867,7,323
868,7,66
869,1,324
870,7,66
871,7,70
872,7,62
873,1,3
874,5,45
875,1,8
876,5,43
877,5,43
878,8,75
879,5,48
880,5,48
881,5,325
882,7,67
883,5,43
884,5,46
885,5,326
886,5,41
887,5,41
888,5,42
889,5,43
890,5,43
891,5,42
892,5,43
893,5,45
894,7,70
895,6,55
896,7,65
897,5,43
898,5,44
899,7,327
900,7,64
901,6,55
902,7,62
903,7,70
904,5,44
905,5,42
906,7,70
907,7,65
908,5,45
909,7,61
910,7,67
911,7,64
912,7,69
913,7,64
914,7,64
915,7,64
916,7,65
917,7,64
918,1,8
919,5,46
920,7,70
921,7,63
922,7,328
923,7,329
924,7,65
925,7,330
926,5,42
927,6,55
928,6,55
929,6,55
930,6,55
931,6,331
932,6,55
933,6,55
934,6,55
935,1,3
936,1,3
937,7,332
938,1,3
939,1,8
940,7,65
941,7,62
942,5,45
943,5,44
944,7,67
945,7,66
946,7,69
947,7,69
948,7,69
949,5,43
950,5,44
951,5,43
952,7,70
953,7,70
954,7,70
955,7,67
956,7,63
957,7,70
958,5,45
959,7,333
960,7,67
961,7,67
962,7,67
963,7,69
964,7,69
965,7,70
966,7,70
967,7,69
968,7,69
969,7,70
970,5,46
971,5,46
972,7,67
973,1,3
974,1,8
975,7,67
976,5,44
977,7,62
978,8,75
979,5,41
980,5,334
981,5,46
982,1,335
983,1,336
984,5,46
985,5,46
986,7,337
987,5,44
988,7,69
989,5,46
990,5,48
991,5,42
992,7,64
993,7,66
994,7,63
995,7,69
996,5,42
997,1,3
998,5,338
999,7,339
1000,7,340
1001,7,63
1002,5,46
1003,6,53
1004,6,53
1005,7,63
1006,7,63
1007,7,63
1008,5,341
1009,7,67
1010,7,65
1011,5,46
1012,5,46
1013,7,63
1014,1,8
1015,7,61
1016,7,61
1017,7,70
1018,7,70
1019,7,69
1020,7,69
1021,5,41
1022,5,44
1023,5,45
1024,1,342
1025,5,46
1026,5,44
1027,5,44
1028,5,44
1029,5,44
1030,7,62
1031,7,343
1032,7,64
1033,7,67
1034,7,65
1035,1,3
1036,5,45
1037,7,66
1038,7,66
1039,7,62
1040,5,48
1041,5,45
1042,5,47
1043,7,344
1044,7,345
1045,7,63
1046,7,63
1047,7,62
1048,5,43
1049,7,70
1050,5,45
1051,5,45
1052,5,45
1053,5,346
1054,5,347
1055,7,62
1056,5,45
1057,5,45
1058,5,45
1059,5,348
1060,5,43
1061,1,8
1062,7,66
1063,7,65
1064,7,66
1065,10,349
1066,5,47
1067,5,350
1068,5,44
1069,5,42
1070,5,43
1071,5,44
1072,5,44
1073,7,65
1074,1,351
1075,7,65
1076,5,45
1077,5,46
1078,7,63
1079,7,63
1080,7,63
1081,7,66
1082,7,63
1083,5,44
1084,1,352
1085,7,63
1086,5,42
1087,5,45
1088,6,353
1089,7,65
1090,5,42
1091,5,42
1092,5,41
1093,5,42
1094,5,43
1095,5,41
1096,5,41
1097,5,43
1098,7,64
1099,5,41
1100,5,41
1101,5,44
1102,8,354
1103,7,65
1104,7,70
1105,7,70
1106,7,64
1107,7,67
1108,7,64
1109,10,100
1110,7,69
1111,7,65
1112,7,66
1113,7,66
1114,5,43
1115,5,42
1116,1,8
1117,5,42
1118,5,41
1119,5,41
1120,5,44
1121,7,63
1122,5,43
1123,5,355
1124,5,41
1125,5,41
1126,7,65
1127,7,63
1128,3,24
1129,2,14
1130,5,49
1131,5,50
1132,5,49
1133,5,49
1134,4,36
1135,4,36
1136,4,32
1137,6,58
1138,6,58
1139,4,31
1140,4,31
1141,4,31
1142,10,356
1143,10,98
1144,4,37
1145,4,37
1146,4,39
1147,4,39
1148,6,57
1149,6,57
1150,1,9
1151,1,9
1152,4,38
1153,3,23
1154,4,357
1155,6,55
1156,6,55
1157,1,9
1158,1,9
1159,1,5
1160,5,50
1161,1,358
1162,3,21
1163,3,21
1164,2,12
1165,2,12
1166,1,4
1167,10,95
1168,10,95
1169,1,359
1170,1,1
1171,4,360
1172,4,361
1173,6,59
1174,6,59
1175,6,59
1176,6,59
1177,9,88
1178,9,88
1179,1,2
1180,1,2
1181,1,2
1182,6,58
1183,6,59
1184,9,86
1185,9,86
1186,6,362
1187,10,92
1188,2,363
1189,2,16
1190,10,99
1191,10,99
1192,1,1
1193,1,1
1194,10,95
1195,10,95
1196,3,27
1197,2,11
1198,4,33
1199,4,35
1200,2,13
1201,2,13
1202,2,13
1203,2,13
1204,1,7
1205,1,7
1206,6,57
1207,6,57
1208,3,30
1209,3,30
1210,6,52
1211,6,52
1212,6,52
1213,6,52
1214,10,91
1215,10,91
1216,6,57
1217,6,57
1218,6,57
1219,3,21
1220,3,26
1221,1,5
1222,1,5
1223,4,33
1224,4,33
1225,4,364
1226,4,36
1227,6,52
1228,6,52
1229,1,7
1230,1,365
1231,3,24
1232,3,24
1233,4,39
1234,4,39
1235,4,39
1236,2,13
1237,2,13
1238,6,54
1239,6,54
1240,10,99
1241,10,99
1242,2,17
1243,3,21
1244,3,21
1245,1,7
1246,1,7
1247,10,98
1248,10,98
1249,5,48
1250,5,48
1251,2,17
1252,2,17
1253,2,16
1254,2,16
1255,4,39
1256,4,37
1257,4,33
1258,4,33
1259,2,16
1260,2,16
1261,2,15
1262,2,15
1263,3,24
1264,3,24
1265,4,32
1266,4,32
1267,3,366
1268,3,29
1269,2,15
1270,2,15
1271,10,95
1272,10,95
1273,10,98
1274,10,98
1275,6,51
1276,6,51
1277,4,38
1278,4,38
1279,3,27
1280,3,27
1281,1,9
1282,1,9
1283,3,22
1284,3,27
1285,1,9
1286,1,6
1287,2,12
1288,2,12
1289,9,367
1290,10,368
1291,10,92
1292,10,92
1293,4,39
1294,4,39
1295,3,27
1296,3,27
1297,1,4
1298,1,4
1299,5,369
1300,5,50
1301,4,370
1302,4,32
1303,4,371
1304,10,97
1305,10,97
1306,6,59
1307,6,59
1308,5,47
1309,5,47
1310,2,12
1311,2,12
1312,4,36
1313,4,36
1314,4,36
1315,4,31
1316,6,51
1317,6,51
1318,3,27
1319,3,27
1320,6,59
1321,6,59
1322,3,27
1323,4,32
1324,4,32
1325,3,29
1326,3,29
1327,2,11
1328,2,11
1329,3,22
1330,3,22
1331,3,29
1332,3,29
1333,3,21
1334,3,26
1335,4,36
1336,4,36
1337,4,33
1338,4,33
1339,6,57
1340,6,57
1341,10,94
1342,10,93
1343,6,58
1344,6,58
1345,10,95
1346,10,95
1347,6,52
1348,6,52
1349,2,11
1350,2,12
1351,5,48
1352,5,48
1353,5,48
1354,2,20
1355,2,20
1356,4,38
1357,4,38
1358,4,38
1359,10,93
1360,10,93
1361,2,14
1362,2,14
1363,1,9
1364,1,9
1365,10,94
1366,10,94
1367,1,1
1368,1,372
1369,10,95
1370,10,95
1371,10,95
1372,6,60
1373,6,60
1374,6,60
1375,6,59
1376,10,94
1377,10,94
1378,5,49
1379,5,49
1380,2,17
1381,2,17
1382,10,373
1383,10,374
1384,5,49
1385,5,49
1386,1,1
1387,1,375
1388,3,29
1389,3,29
1390,3,29
1391,3,29
1392,10,100
1393,10,100
1394,4,37
1395,6,52
1396,4,37
1397,6,52
1398,10,94
1399,10,94
1400,2,15
1401,2,15
1402,2,15
1403,10,95
1404,2,16
1405,3,376
1406,6,377
1407,4,38
1408,9,88
1409,9,378
1410,3,28
1411,3,28
1412,1,5
1413,1,5
1414,10,100
1415,10,100
1416,10,100
1417,10,100
1418,10,99
1419,10,100
1420,10,99
1421,10,100
1422,9,86
1423,10,99
1424,10,98
1425,10,98
1426,9,86
1427,9,86
1428,2,15
1429,6,57
1430,3,24
1431,3,23
1432,4,38
1433,4,38
1434,3,23
1435,4,38
1436,4,38
1437,4,38
1438,6,54
1439,6,379
1440,6,54
1441,6,51
1442,6,60
1443,10,93
1444,10,380
1445,3,25
1446,3,25
1447,1,10
1448,1,10
1449,1,10
1450,1,10
1451,1,10
1452,1,10
1453,1,6
1454,1,10
1455,1,10
1456,1,10
1457,1,9
1458,1,9
1459,1,9
1460,1,10
1461,1,10
1462,1,10
1463,1,10
1464,1,10
1465,1,10
1466,1,10
1467,3,29
1468,3,29
1469,3,21
1470,3,21
1471,3,26
1472,3,381
1473,3,21
1474,4,35
1475,3,26
1476,2,11
1477,3,26
1478,1,5
1479,1,5
1480,2,15
1481,2,15
1482,3,29
1483,3,29
1484,2,18
1485,2,14
1486,2,12
1487,3,27
1488,2,12
1489,2,20
1490,2,382
1491,3,30
1492,3,30
1493,3,30
1494,4,40
1495,4,39
1496,4,40
1497,4,39
1498,4,35
1499,4,35
1500,3,27
1501,10,100
1502,10,100
1503,6,58
1504,6,58
1505,4,33
1506,4,33
1507,4,32
1508,4,32
1509,10,97
1510,10,97
1511,1,4
1512,1,4
1513,6,58
1514,6,58
1515,2,11
1516,2,15
1517,4,32
1518,4,31
1519,6,57
1520,6,57
1521,1,4
1522,1,4
1523,1,2
1524,1,2
1525,1,2
1526,1,2
1527,3,25
1528,3,25
1529,3,383
1530,2,12
1531,10,99
1532,10,99
1533,2,14
1534,2,14
1535,6,60
1536,6,60
1537,4,33
1538,4,33
1539,1,6
1540,1,6
1541,10,98
1542,10,98
1543,5,47
1544,5,47
1545,2,16
1546,2,16
1547,4,31
1548,4,31
1549,6,52
1550,3,25
1551,6,52
1552,3,25
1553,5,49
1554,5,50
1555,2,13
1556,2,13
1557,3,29
1558,3,29
1559,2,14
1560,2,14
1561,10,97
1562,10,97
1563,10,98
1564,10,98
1565,6,60
1566,6,384
1567,10,91
1568,10,91
1569,6,52
1570,4,37
1571,6,52
1572,6,52
1573,10,99
1574,10,99
1575,1,6
1576,1,6
1577,3,22
1578,3,22
1579,10,100
1580,10,100
1581,4,37
1582,4,37
1583,6,54
1584,6,54
1585,2,20
1586,4,385
1587,4,386
1588,4,34
1589,3,387
1590,1,7
1591,1,7
1592,10,91
1593,10,91
1594,6,56
1595,6,388
1596,3,22
1597,3,22
1598,10,93
1599,10,93
1600,3,21
1601,3,21
1602,6,60
1603,6,389
1604,1,2
1605,1,2
1606,1,1
1607,1,1
1608,2,13
1609,2,390
1610,6,59
1611,6,59
1612,9,86
1613,9,86
1614,4,31
1615,4,31
1616,2,12
1617,2,12
1618,2,17
1619,2,391
1620,3,26
1621,3,21
1622,3,26
1623,3,21
1624,4,40
1625,4,37
1626,2,17
1627,2,392
1628,2,16
1629,2,16
1630,2,393
1631,2,16
1632,1,6
1633,1,6
1634,10,92
1635,10,92
1636,2,20
1637,2,20
1638,10,91
1639,10,91
1640,2,16
1641,2,16
1642,1,5
1643,1,5
1644,3,25
1645,3,21
1646,3,26
1647,10,94
1648,10,94
1649,2,16
1650,10,94
1651,2,16
1652,6,54
1653,2,16
1654,5,50
1655,5,50
1656,6,394
1657,2,15
1658,3,395
1659,1,2
1660,1,2
1661,4,34
1662,3,23
1663,4,34
1664,3,23
1665,5,50
1666,5,47
1667,3,23
1668,4,396
1669,9,86
1670,9,86
1671,2,14
1672,2,14
1673,3,22
1674,3,22
1675,4,33
1676,4,35
1677,4,33
1678,4,35
1679,1,9
1680,1,9
1681,1,6
1682,3,22
1683,3,22
1684,4,397
1685,4,39
1686,3,21
1687,3,21
1688,3,24
1689,3,24
1690,4,33
1691,4,33
1692,1,9
1693,1,6
1694,6,56
1695,6,398
1696,2,13
1697,2,13
1698,1,4
1699,1,4
1700,10,93
1701,10,93
1702,1,399
1703,1,400
1704,6,56
1705,6,56
1706,2,12
1707,2,12
1708,10,92
1709,10,92
1710,10,91
1711,2,11
1712,2,15
1713,6,54
1714,6,55
1715,6,54
1716,6,55
1717,4,31
1718,4,31
1719,4,36
1720,4,36
1721,6,51
1722,6,60
1723,6,59
1724,6,54
1725,6,401
1726,6,56
1727,6,59
1728,6,59
1729,3,27
1730,3,27
1731,2,14
1732,2,14
1733,4,36
1734,4,36
1735,3,28
1736,3,402
1737,2,11
1738,2,11
1739,3,403
1740,4,39
1741,4,40
1742,4,40
1743,4,40
1744,1,4
1745,1,4
1746,2,15
1747,2,11
1748,4,32
1749,4,32
1750,4,34
1751,4,34
1752,4,34
1753,4,34
1754,1,1
1755,1,1
1756,6,56
1757,6,56
1758,6,54
1759,6,54
1760,9,88
1761,9,404
1762,1,1
1763,1,1
1764,2,11
1765,2,11
1766,5,49
1767,5,49
1768,1,2
1769,1,2
1770,1,5
1771,1,5
1772,1,5
1773,1,5
1774,2,11
1775,2,15
1776,3,22
1777,3,25
1778,3,22
1779,3,25
1780,4,40
1781,4,40
1782,5,50
1783,5,50
1784,3,22
1785,3,22
1786,4,39
1787,4,39
1788,6,56
1789,6,56
1790,4,38
1791,4,38
1792,10,91
1793,10,91
1794,2,20
1795,2,13
1796,5,48
1797,5,48
1798,4,39
1799,4,39
1800,10,95
1801,10,95
1802,2,11
1803,2,15
1804,3,28
1805,3,28
1806,5,49
1807,5,49
1808,10,405
1809,10,92
1810,3,30
1811,3,30
1812,2,20
1813,2,13
1814,2,19
1815,4,37
1816,4,37
1817,10,96
1818,10,96
1819,3,23
1820,4,34
1821,3,29
1822,3,29
1823,10,93
1824,10,93
1825,10,95
1826,10,95
1827,2,11
1828,2,12
1829,3,30
1830,3,30
1831,3,24
1832,3,24
1833,1,1
1834,1,1
1835,2,12
1836,2,15
1837,10,93
1838,10,94
1839,10,93
1840,10,94
1841,1,7
1842,1,7
1843,2,17
1844,2,17
1845,2,17
1846,1,1
1847,1,6
1848,1,6
1849,3,406
1850,4,407
1851,3,28
1852,3,28
1853,2,14
1854,2,14
1855,6,59
1856,6,58
1857,6,58
1858,6,58
1859,6,56
1860,6,56
1861,9,88
1862,9,88
1863,1,9
1864,1,9
1865,6,58
1866,6,58
1867,5,50
1868,5,50
1869,6,55
1870,6,54
1871,6,55
1872,6,54
1873,10,91
1874,10,91
1875,4,408
1876,4,32
1877,10,93
1878,10,93
1879,10,94
1880,10,93
1881,1,9
1882,1,6
1883,9,409
1884,9,86
1885,1,8
1886,1,8
1887,10,95
1888,2,20
1889,6,410
1890,6,51
1891,5,49
1892,5,49
1893,4,35
1894,4,35
1895,4,39
1896,4,40
1897,4,34
1898,4,31
1899,3,26
1900,3,26
1901,5,46
1902,5,46
1903,2,17
1904,2,17
1905,3,26
1906,3,26
1907,6,59
1908,6,60
1909,2,16
1910,2,16
1911,5,49
1912,5,49
1913,1,2
1914,1,2
1915,4,31
1916,4,31
1917,4,36
1918,4,37
1919,9,86
1920,9,86
1921,3,22
1922,3,22
1923,1,6
1924,1,6
1925,9,88
1926,9,411
1927,6,58
1928,6,58
1929,4,40
1930,4,412
1931,3,25
1932,3,25
1933,10,98
1934,10,98
1935,3,21
1936,3,21
1937,6,51
1938,6,51
1939,6,60
1940,6,413
1941,6,51
1942,6,58
1943,6,58
1944,1,6
1945,1,6
1946,10,99
1947,10,99
1948,10,99
1949,10,99
1950,2,16
1951,4,40
1952,4,40
1953,4,40
1954,5,414
1955,5,48
1956,3,23
1957,4,34
1958,3,23
1959,4,35
1960,4,35
1961,3,23
1962,3,23
1963,5,49
1964,5,49
1965,3,25
1966,3,25
1967,10,95
1968,10,94
1969,2,13
1970,2,13
1971,5,50
1972,4,36
1973,4,36
1974,2,13
1975,2,13
1976,1,5
1977,1,5
1978,10,100
1979,10,100
1980,2,17
1981,2,17
1982,4,35
1983,2,415
1984,2,19
1985,10,98
1986,10,98
1987,10,92
1988,10,92
1989,6,57
1990,6,57
1991,6,57
1992,1,416
1993,1,417
1994,1,2
1995,1,2
1996,10,100
1997,10,100
1998,1,418
1999,1,7
2000,9,86
2001,10,92
2002,3,419
2003,3,420
2004,3,26
2005,3,26
2006,3,26
2007,4,35
2008,3,421
2009,4,35
2010,3,23
2011,3,25
2012,3,23
2013,1,8
2014,1,8
2015,4,40
2016,4,422
2017,3,24
2018,3,24
2019,3,24
2020,3,24
2021,3,26
2022,3,26
2023,4,31
2024,4,31
2025,6,423
2026,2,17
2027,10,91
2028,10,91
2029,2,15
2030,2,14
2031,2,15
2032,2,14
2033,4,37
2034,4,37
2035,2,12
2036,2,12
2037,6,58
2038,6,58
2039,2,12
2040,4,35
2041,6,51
2042,10,92
2043,10,92
2044,6,54
2045,6,54
2046,5,48
2047,5,424
2048,10,99
2049,10,99
2050,5,47
2051,5,47
2052,10,92
2053,10,92
2054,3,28
2055,3,28
2056,1,1
2057,1,425
2058,2,17
2059,2,17
2060,1,4
2061,1,4
2062,10,92
2063,10,92
2064,4,38
2065,4,38
2066,10,94
2067,10,94
2068,6,51
2069,6,51
2070,1,4
2071,1,4
2072,5,50
2073,5,49
2074,3,21
2075,3,21
2076,1,8
2077,1,8
2078,2,11
2079,2,11
2080,2,15
2081,2,12
2082,1,2
2083,1,2
2084,6,59
2085,6,59
2086,2,11
2087,2,11
2088,6,51
2089,6,60
2090,6,60
2091,6,60
2092,5,50
2093,5,50
2094,10,94
2095,10,94
2096,5,426
2097,5,427
2098,2,428
2099,6,57
2100,4,34
2101,4,34
2102,2,13
2103,2,13
2104,4,34
2105,4,34
2106,3,27
2107,2,11
2108,3,27
2109,6,51
2110,6,51
2111,4,429
2112,4,32
2113,5,50
2114,5,50
2115,10,95
2116,10,95
2117,4,34
2118,4,35
2119,3,28
2120,3,28
2121,4,31
2122,4,31
2123,6,54
2124,6,54
2125,1,430
2126,1,431
2127,4,36
2128,4,36
2129,6,60
2130,6,60
2131,1,6
2132,1,6
2133,10,91
2134,10,432
2135,3,27
2136,3,24
2137,3,24
2138,4,37
2139,4,37
