Id,Partition,Subpartition
644,2,22
645,2,22
646,3,44
647,2,22
648,3,36
649,2,21
650,2,21
651,2,21
652,2,22
653,2,319
654,2,22
655,2,22
656,2,22
657,14,320
658,3,43
659,2,22
660,3,42
661,3,42
662,3,321
663,2,21
664,2,22
665,3,322
666,3,42
667,3,32
668,12,323
669,12,170
670,6,83
671,6,83
672,6,83
673,11,324
674,6,83
675,6,325
676,6,326
677,6,81
678,12,170
679,12,170
680,6,81
681,6,83
682,6,81
683,6,83
684,6,83
685,6,83
686,6,88
687,6,327
688,6,88
689,5,67
690,6,88
691,5,67
692,5,67
693,6,81
694,6,81
695,6,83
696,6,83
697,6,88
698,5,64
699,5,328
700,6,88
701,6,88
702,6,88
703,5,329
704,6,87
705,5,67
706,5,67
707,6,88
708,6,88
709,6,88
710,6,88
711,6,88
712,6,88
713,6,88
714,6,88
715,6,88
716,6,83
717,6,83
718,6,83
719,5,67
720,6,83
721,6,82
722,6,82
723,5,67
724,5,67
725,6,330
726,5,62
727,5,331
728,12,176
729,12,175
730,12,175
731,12,176
732,12,176
733,12,175
734,12,175
735,12,175
736,12,175
737,12,332
738,12,176
739,5,62
740,5,333
741,2,334
742,12,173
743,12,173
744,12,176
745,12,174
746,12,176
747,15,224
748,12,174
749,12,174
750,12,173
751,12,173
752,12,173
753,12,174
754,12,176
755,12,173
756,15,218
757,12,176
758,12,173
759,12,173
760,12,173
761,12,173
762,12,173
763,15,224
764,12,173
765,12,176
766,12,176
767,12,174
768,12,173
769,12,176
770,12,174
771,12,173
772,12,176
773,15,224
774,15,335
775,12,176
776,12,173
777,12,174
778,12,174
779,15,223
780,12,174
781,12,174
782,12,175
783,12,175
784,12,174
785,12,174
786,12,174
787,12,173
788,12,174
789,12,173
790,12,175
791,12,176
792,12,174
793,12,174
794,12,174
795,12,174
796,12,174
797,15,223
798,12,175
799,12,175
800,12,173
801,12,336
802,12,176
803,12,175
804,15,211
805,15,211
806,15,211
807,15,211
808,15,214
809,15,211
810,15,213
811,15,214
812,15,213
813,15,213
814,15,213
815,15,213
816,15,211
817,15,211
818,15,211
819,15,337
820,15,213
821,15,213
822,15,213
823,15,213
824,15,213
825,15,215
826,15,215
827,16,338
828,16,239
829,16,239
830,15,339
831,15,340
832,16,239
833,16,239
834,15,215
835,15,214
836,13,195
837,16,231
838,16,341
839,15,215
840,15,215
841,13,342
842,13,195
843,13,195
844,15,215
845,15,215
846,15,343
847,15,344
848,15,345
849,15,215
850,15,217
851,15,217
852,15,216
853,15,346
854,16,239
855,16,239
856,16,240
857,15,216
858,15,216
859,16,239
860,16,239
861,16,239
862,15,217
863,16,347
864,16,348
865,15,216
866,15,216
867,2,20
868,15,215
869,2,349
870,15,215
871,15,217
872,15,217
873,15,214
874,15,214
875,13,350
876,15,214
877,15,215
878,15,215
879,15,214
880,15,214
881,16,239
882,16,239
883,16,239
884,16,239
885,16,239
886,16,239
887,15,214
888,15,214
889,15,215
890,15,215
891,15,215
892,15,215
893,15,217
894,15,217
895,16,239
896,15,211
897,5,351
898,15,216
899,15,211
900,15,213
901,3,352
902,2,353
903,1,354
904,1,9
905,1,9
906,4,355
907,7,96
908,7,356
909,7,104
910,7,357
911,15,358
912,1,359
913,1,360
914,3,33
915,3,361
916,7,104
917,7,362
918,3,363
919,7,364
920,7,365
921,3,38
922,3,38
923,3,38
924,7,104
925,7,366
926,7,104
927,3,38
928,3,367
929,3,39
930,3,368
931,3,369
932,2,370
933,3,371
934,7,98
935,4,372
936,4,373
937,7,98
938,7,98
939,7,98
940,7,98
941,7,95
942,7,100
943,7,374
944,7,100
945,8,107
946,8,375
947,8,376
948,7,99
949,7,99
950,7,377
951,7,99
952,8,378
953,8,379
954,15,380
955,1,9
956,7,105
957,7,105
958,7,105
959,7,104
960,2,381
961,7,104
962,7,104
963,5,63
964,7,105
965,7,104
966,7,105
967,7,105
968,7,105
969,7,105
970,7,105
971,7,105
972,7,105
973,7,105
974,5,382
975,7,105
976,7,105
977,5,63
978,4,383
979,7,104
980,7,104
981,7,96
982,7,384
983,7,96
984,2,29
985,7,96
986,2,30
987,2,30
988,3,39
989,3,385
990,2,30
991,2,386
992,2,387
993,2,29
994,2,30
995,7,105
996,3,39
997,2,29
998,7,105
999,7,105
1000,7,388
1001,3,44
1002,7,103
1003,7,103
1004,3,39
1005,3,39
1006,7,103
1007,8,116
1008,8,116
1009,7,96
1010,7,103
1011,7,103
1012,7,103
1013,2,30
1014,8,116
1015,8,116
1016,7,103
1017,7,96
1018,7,389
1019,7,103
1020,8,116
1021,7,96
1022,3,39
1023,7,96
1024,2,30
1025,8,390
1026,3,45
1027,7,101
1028,2,29
1029,2,30
1030,2,29
1031,2,30
1032,7,103
1033,3,391
1034,7,96
1035,7,103
1036,7,103
1037,7,96
1038,2,30
1039,2,30
1040,3,38
1041,2,392
1042,3,393
1043,16,394
1044,7,395
1045,2,29
1046,2,30
1047,2,396
1048,2,29
1049,3,39
1050,2,29
1051,8,113
1052,7,96
1053,7,96
1054,3,45
1055,3,45
1056,3,45
1057,2,397
1058,7,96
1059,3,398
1060,7,103
1061,7,103
1062,2,30
1063,7,96
1064,7,103
1065,3,45
1066,7,101
1067,7,103
1068,7,103
1069,2,29
1070,7,399
1071,7,101
1072,7,101
1073,7,101
1074,7,101
1075,7,400
1076,7,100
1077,7,98
1078,3,401
1079,7,101
1080,7,100
1081,7,101
1082,7,101
1083,7,402
1084,7,94
1085,7,94
1086,7,99
1087,7,95
1088,3,42
1089,3,42
1090,7,99
1091,4,51
1092,8,403
1093,2,404
1094,7,94
1095,7,94
1096,7,100
1097,7,100
1098,4,51
1099,7,100
1100,7,102
1101,7,98
1102,7,99
1103,7,95
1104,7,100
1105,7,405
1106,7,95
1107,7,95
1108,7,98
1109,7,406
1110,7,98
1111,7,101
1112,7,101
1113,7,100
1114,7,100
1115,7,104
1116,7,102
1117,7,94
1118,7,102
1119,7,102
1120,7,99
1121,4,51
1122,7,99
1123,7,99
1124,7,102
1125,7,102
1126,7,100
1127,4,407
1128,7,95
1129,7,100
1130,7,94
1131,7,95
1132,7,94
1133,7,98
1134,7,95
1135,7,95
1136,7,102
1137,7,102
1138,7,102
1139,7,102
1140,7,100
1141,2,408
1142,7,101
1143,7,102
1144,8,409
1145,8,107
1146,8,107
1147,7,101
1148,8,107
1149,7,102
1150,7,102
1151,7,103
1152,7,94
1153,7,94
1154,7,102
1155,7,100
1156,7,98
1157,7,99
1158,7,99
1159,7,102
1160,7,99
1161,7,95
1162,7,100
1163,7,101
1164,4,51
1165,7,98
1166,7,100
1167,7,102
1168,7,102
1169,7,101
1170,7,100
1171,7,95
1172,8,107
1173,7,103
1174,7,99
1175,7,95
1176,7,101
1177,7,99
1178,7,99
1179,7,95
1180,7,99
1181,7,95
1182,7,95
1183,7,95
1184,7,94
1185,7,102
1186,7,95
1187,7,99
1188,7,98
1189,4,51
1190,7,94
1191,7,94
1192,7,94
1193,7,94
1194,7,94
1195,7,94
1196,4,51
1197,7,101
1198,7,101
1199,7,101
1200,7,94
1201,7,94
1202,7,102
1203,7,100
1204,7,100
1205,7,98
1206,3,39
1207,12,172
1208,12,172
1209,12,172
1210,12,167
1211,12,167
1212,12,169
1213,12,410
1214,12,171
1215,12,411
1216,12,412
1217,14,413
1218,12,414
1219,12,167
1220,12,167
1221,12,168
1222,12,168
1223,12,169
1224,12,169
1225,12,170
1226,12,169
1227,12,168
1228,12,169
1229,12,172
1230,12,170
1231,12,170
1232,12,169
1233,12,170
1234,12,169
1235,12,171
1236,12,171
1237,12,172
1238,12,171
1239,12,169
1240,12,168
1241,12,169
1242,12,170
1243,12,172
1244,12,169
1245,12,168
1246,12,169
1247,12,169
1248,12,169
1249,12,172
1250,12,170
1251,12,169
1252,12,168
1253,12,169
1254,12,168
1255,12,170
1256,12,169
1257,12,169
1258,12,171
1259,12,171
1260,14,415
1261,12,171
1262,12,166
1263,12,180
1264,12,180
1265,12,180
1266,12,180
1267,12,180
1268,12,180
1269,12,180
1270,12,180
1271,12,179
1272,12,179
1273,12,179
1274,12,179
1275,12,180
1276,12,180
1277,12,180
1278,12,179
1279,12,179
1280,12,180
1281,12,180
1282,12,180
1283,12,179
1284,12,180
1285,12,179
1286,12,179
1287,12,166
1288,12,167
1289,12,170
1290,12,170
1291,12,170
1292,12,170
1293,12,170
1294,12,170
1295,12,170
1296,12,170
1297,11,158
1298,11,158
1299,11,158
1300,11,158
1301,11,158
1302,12,416
1303,12,167
1304,12,167
1305,11,162
1306,11,155
1307,11,162
1308,11,165
1309,11,165
1310,11,164
1311,11,164
1312,11,161
1313,11,161
1314,11,161
1315,11,161
1316,11,161
1317,11,163
1318,11,163
1319,11,163
1320,11,163
1321,11,163
1322,11,163
1323,11,155
1324,11,155
1325,11,165
1326,11,165
1327,11,165
1328,11,165
1329,12,168
1330,12,168
1331,12,178
1332,12,178
1333,12,166
1334,12,166
1335,12,166
1336,12,166
1337,11,153
1338,11,153
1339,11,153
1340,11,153
1341,11,153
1342,11,153
1343,12,178
1344,12,178
1345,12,166
1346,12,167
1347,12,166
1348,12,417
1349,11,418
1350,11,154
1351,11,154
1352,11,154
1353,11,154
1354,12,167
1355,12,167
1356,12,167
1357,11,165
1358,11,165
1359,11,161
1360,11,161
1361,11,161
1362,11,161
1363,11,160
1364,11,160
1365,11,160
1366,11,157
1367,11,151
1368,11,151
1369,11,152
1370,11,151
1371,12,179
1372,12,419
1373,11,151
1374,11,152
1375,11,151
1376,12,178
1377,12,166
1378,12,166
1379,11,152
1380,11,152
1381,11,152
1382,11,152
1383,11,152
1384,11,152
1385,11,152
1386,11,152
1387,11,159
1388,11,420
1389,11,421
1390,12,422
1391,11,423
1392,11,154
1393,11,154
1394,11,154
1395,11,154
1396,11,154
1397,11,154
1398,11,155
1399,11,159
1400,11,159
1401,11,159
1402,11,161
1403,11,159
1404,11,159
1405,11,159
1406,11,159
1407,11,159
1408,12,178
1409,12,168
1410,12,168
1411,12,168
1412,12,168
1413,12,179
1414,12,179
1415,11,152
1416,11,152
1417,11,152
1418,11,153
1419,11,424
1420,11,157
1421,12,166
1422,12,178
1423,11,159
1424,11,159
1425,11,159
1426,11,159
1427,11,154
1428,11,155
1429,12,168
1430,11,153
1431,11,425
1432,11,155
1433,11,155
1434,11,162
1435,11,160
1436,11,160
1437,11,153
1438,11,158
1439,11,158
1440,11,158
1441,11,158
1442,11,153
1443,11,153
1444,11,151
1445,11,151
1446,11,426
1447,12,427
1448,11,157
1449,11,155
1450,11,157
1451,11,157
1452,11,157
1453,11,156
1454,11,156
1455,11,156
1456,11,157
1457,11,157
1458,11,156
1459,11,154
1460,11,154
1461,11,155
1462,11,155
1463,11,156
1464,11,156
1465,11,156
1466,11,156
1467,11,157
1468,11,156
1469,11,157
1470,11,162
1471,11,162
1472,11,162
1473,11,162
1474,11,162
1475,11,162
1476,11,162
1477,11,162
1478,11,162
1479,11,162
1480,11,428
1481,11,156
1482,11,156
1483,11,157
1484,11,155
1485,11,161
1486,11,161
1487,11,163
1488,11,151
1489,11,163
1490,11,163
1491,11,429
1492,11,163
1493,11,163
1494,12,177
1495,12,177
1496,12,430
1497,12,177
1498,12,177
1499,12,177
1500,12,177
1501,12,177
1502,11,165
1503,11,165
1504,11,165
1505,11,165
1506,12,431
1507,12,177
1508,11,432
1509,11,164
1510,11,164
1511,11,164
1512,11,164
1513,11,164
1514,11,433
1515,11,164
1516,11,165
1517,11,160
1518,11,160
1519,11,160
1520,11,161
1521,11,159
1522,11,434
1523,11,161
1524,11,165
1525,11,165
1526,11,161
1527,11,164
1528,11,164
1529,11,161
1530,11,160
1531,12,177
1532,12,435
1533,12,177
1534,11,160
1535,11,163
1536,11,163
1537,11,163
1538,11,163
1539,11,163
1540,16,226
1541,16,226
1542,16,226
1543,16,436
1544,16,228
1545,16,228
1546,16,228
1547,16,228
1548,16,228
1549,16,228
1550,16,226
1551,16,226
1552,16,226
1553,16,227
1554,16,226
1555,16,226
1556,16,226
1557,16,226
1558,16,228
1559,16,228
1560,11,157
1561,12,178
1562,12,178
1563,12,167
1564,12,167
1565,12,166
1566,12,166
1567,12,166
1568,12,166
1569,12,168
1570,12,177
1571,11,152
1572,11,153
1573,11,153
1574,12,178
1575,11,151
1576,11,154
1577,11,162
1578,11,162
1579,11,154
1580,12,167
1581,12,167
1582,11,161
1583,11,160
1584,12,179
1585,11,151
1586,11,151
1587,11,151
1588,11,152
1589,11,152
1590,11,158
1591,11,159
1592,12,178
1593,12,166
1594,12,179
1595,12,166
1596,12,166
1597,11,152
1598,11,152
1599,11,152
1600,11,157
1601,11,157
1602,12,167
1603,11,151
1604,12,179
1605,11,159
1606,12,167
1607,12,168
1608,12,168
1609,11,158
1610,12,179
1611,11,155
1612,11,155
1613,11,160
1614,11,154
1615,11,153
1616,11,158
1617,11,158
1618,11,158
1619,11,153
1620,11,151
1621,11,151
1622,11,151
1623,11,158
1624,11,159
1625,11,157
1626,11,159
1627,12,178
1628,11,159
1629,11,153
1630,11,153
1631,11,153
1632,11,157
1633,11,156
1634,11,154
1635,11,156
1636,11,157
1637,11,156
1638,11,156
1639,11,162
1640,11,156
1641,11,162
1642,11,156
1643,11,162
1644,11,162
1645,11,155
1646,11,163
1647,11,163
1648,12,177
1649,12,177
1650,12,177
1651,11,165
1652,12,177
1653,11,164
1654,11,164
1655,11,160
1656,11,164
1657,11,165
1658,11,164
1659,11,164
1660,11,165
1661,12,177
1662,11,163
1663,16,226
1664,16,226
1665,16,226
1666,16,227
1667,16,226
1668,16,227
1669,16,227
1670,16,226
1671,16,228
1672,11,157
1673,11,154
1674,11,160
1675,11,155
1676,11,155
1677,11,155
1678,11,164
1679,11,164
1680,11,164
1681,11,153
1682,16,236
1683,16,236
1684,12,178
1685,12,178
1686,12,178
1687,12,178
1688,16,236
1689,16,236
1690,15,219
1691,15,219
1692,16,227
1693,16,227
1694,16,234
1695,16,234
1696,16,235
1697,16,235
1698,16,234
1699,16,234
1700,16,236
1701,16,236
1702,16,228
1703,16,228
1704,16,437
1705,16,235
1706,16,438
1707,16,235
1708,16,229
1709,16,229
1710,15,220
1711,15,220
1712,15,220
1713,16,236
1714,16,236
1715,6,87
1716,15,219
1717,15,219
1718,5,72
1719,5,72
1720,16,229
1721,16,229
1722,16,229
1723,16,233
1724,16,233
1725,15,221
1726,15,221
1727,15,221
1728,15,221
1729,15,221
1730,15,221
1731,15,221
1732,15,221
1733,15,221
1734,15,221
1735,16,229
1736,16,229
1737,16,227
1738,16,227
1739,16,227
1740,16,227
1741,16,227
1742,16,227
1743,16,227
1744,16,227
1745,15,219
1746,15,219
1747,16,228
1748,16,228
1749,16,228
1750,15,219
1751,15,219
1752,16,236
1753,16,236
1754,16,233
1755,16,234
1756,16,234
1757,16,234
1758,16,439
1759,6,84
1760,6,440
1761,6,88
1762,6,441
1763,15,442
1764,15,443
1765,15,220
1766,15,220
1767,15,220
1768,15,444
1769,15,220
1770,15,445
1771,13,194
1772,12,446
1773,12,447
1774,12,178
1775,16,448
1776,16,234
1777,16,234
1778,15,449
1779,16,236
1780,16,236
1781,16,235
1782,16,235
1783,16,233
1784,16,233
1785,16,233
1786,16,233
1787,16,235
1788,16,233
1789,16,226
1790,16,233
1791,16,233
1792,16,233
1793,16,235
1794,16,233
1795,16,234
1796,16,233
1797,16,233
1798,16,227
1799,16,229
1800,16,229
1801,16,227
1802,16,229
1803,16,227
1804,15,223
1805,15,218
1806,15,223
1807,16,234
1808,16,235
1809,16,236
1810,16,234
1811,16,230
1812,16,234
1813,16,236
1814,15,218
1815,15,218
1816,15,218
1817,15,218
1818,15,218
1819,15,218
1820,15,218
1821,16,228
1822,16,228
1823,16,228
1824,16,228
1825,15,218
1826,15,219
1827,15,219
1828,13,194
1829,13,450
1830,13,194
1831,16,229
1832,16,235
1833,16,235
1834,16,451
1835,6,452
1836,16,453
1837,16,235
1838,6,87
1839,6,87
1840,13,454
1841,5,455
1842,15,218
1843,15,219
1844,13,190
1845,13,188
1846,16,236
1847,13,190
1848,13,456
1849,13,190
1850,13,190
1851,13,190
1852,13,190
1853,13,190
1854,16,229
1855,16,231
1856,13,194
1857,15,457
1858,13,194
1859,13,194
1860,16,226
1861,16,226
1862,15,458
1863,15,459
1864,15,220
1865,15,460
1866,11,461
1867,11,462
1868,15,463
1869,15,464
1870,11,465
1871,15,218
1872,13,190
1873,16,234
1874,16,234
1875,13,191
1876,13,191
1877,13,191
1878,13,191
1879,15,221
1880,15,221
1881,15,220
1882,15,220
1883,15,221
1884,15,221
1885,15,221
1886,15,221
1887,15,220
1888,15,221
1889,15,220
1890,15,218
1891,15,218
1892,15,218
1893,16,236
1894,16,236
1895,13,190
1896,11,466
1897,11,467
1898,15,219
1899,15,219
1900,15,219
1901,15,219
1902,15,219
1903,16,236
1904,16,234
1905,16,235
1906,16,233
1907,15,218
1908,16,233
1909,13,194
1910,6,87
1911,15,219
1912,16,233
1913,16,233
1914,16,234
1915,16,233
1916,13,191
1917,13,191
1918,13,191
1919,13,191
1920,13,191
1921,13,190
1922,15,218
1923,16,236
1924,15,223
1925,16,229
1926,16,235
1927,16,235
1928,15,218
1929,15,218
1930,15,219
1931,2,17
1932,14,202
1933,15,468
1934,2,17
1935,2,469
1936,1,470
1937,1,471
1938,1,472
1939,2,473
1940,2,18
1941,4,60
1942,4,474
1943,1,11
1944,14,475
1945,7,476
1946,7,477
1947,2,17
1948,1,9
1949,13,478
1950,14,479
1951,14,201
1952,14,200
1953,2,480
1954,14,481
1955,14,482
1956,14,483
1957,14,484
1958,1,11
1959,1,485
1960,1,7
1961,1,7
1962,1,7
1963,2,19
1964,1,486
1965,1,487
1966,1,11
1967,1,11
1968,1,11
1969,1,488
1970,1,11
1971,1,11
1972,1,11
1973,1,4
1974,1,489
1975,1,10
1976,2,490
1977,2,19
1978,1,4
1979,1,4
1980,1,491
1981,1,492
1982,1,4
1983,1,4
1984,1,11
1985,1,11
1986,1,4
1987,1,4
1988,1,11
1989,1,11
1990,1,493
1991,1,4
1992,1,7
1993,1,7
1994,2,19
1995,2,17
1996,13,182
1997,13,182
1998,2,494
1999,2,495
2000,2,496
2001,2,18
2002,2,16
2003,2,16
2004,2,497
2005,2,16
2006,15,498
2007,3,34
2008,3,499
2009,2,17
2010,2,17
2011,2,18
2012,2,500
2013,2,501
2014,2,502
2015,14,503
2016,14,504
2017,2,16
2018,2,16
2019,13,505
2020,13,506
2021,2,18
2022,2,18
2023,14,199
2024,2,507
2025,2,18
2026,2,508
2027,2,509
2028,2,510
2029,11,511
2030,2,512
2031,2,16
2032,15,513
2033,15,213
2034,2,514
2035,2,16
2036,2,16
2037,2,515
2038,1,516
2039,1,517
2040,15,518
2041,15,519
2042,2,520
2043,2,521
2044,15,522
2045,15,212
2046,2,17
2047,2,17
2048,2,523
2049,2,17
2050,2,18
2051,2,18
2052,14,201
2053,14,200
2054,14,200
2055,2,19
2056,14,201
2057,4,524
2058,1,11
2059,4,57
2060,2,18
2061,1,14
2062,1,7
2063,1,15
2064,1,7
2065,14,200
2066,4,57
2067,1,8
2068,4,58
2069,1,7
2070,1,7
2071,1,10
2072,1,8
2073,1,3
2074,2,525
2075,13,526
2076,1,8
2077,1,527
2078,1,528
2079,13,192
2080,1,1
2081,1,1
2082,1,6
2083,1,5
2084,1,529
2085,1,14
2086,1,8
2087,1,8
2088,13,187
2089,13,187
2090,1,8
2091,13,195
2092,1,3
2093,1,530
2094,2,19
2095,1,14
2096,2,19
2097,2,19
2098,13,531
2099,1,8
2100,1,14
2101,1,532
2102,13,185
2103,1,2
2104,1,3
2105,13,193
2106,13,193
2107,13,181
2108,1,10
2109,1,3
2110,13,181
2111,13,195
2112,2,20
2113,2,20
2114,1,7
2115,1,3
2116,1,3
2117,1,7
2118,1,3
2119,1,1
2120,13,195
2121,1,15
2122,1,3
2123,1,1
2124,1,5
2125,1,5
2126,13,195
2127,7,533
2128,1,2
2129,1,8
2130,1,5
2131,1,2
2132,1,12
2133,1,5
2134,1,8
2135,1,5
2136,1,5
2137,1,5
2138,1,5
2139,1,5
