#daily flow (m3),P (mg),N (mg)
2.978849723976593e6,1.5705488356776813e8,1.1264345914464281e10
3.0018048137705266e6,1.5832012161932784e8,1.1355091765552458e10
3.009374369426359e6,1.5873734019416827e8,1.1385015663760399e10
3.011870468258518e6,1.5887492010569337e8,1.1394883218841116e10
3.012693569331182e6,1.5892028776954326e8,1.1398137094475716e10
3.012964991026146e6,1.5893524798357725e8,1.1399210076238556e10
2.9727366778096245e6,1.819607806130728e8,1.3050655472341167e10
2.445383210820166e6,1.384524885420312e8,9.930138358180344e9
2.773090664887129e6,1.697818290628442e8,1.2177152401180185e10
2.933954735053734e6,1.8011283577471936e8,1.2918116518968987e10
2.0345629910724605e6,1.0050006740087624e8,7.208101384137894e9
2.5782196323038726e6,1.572668283949971e8,1.12795470963343e10
2.8696950375273777e6,1.7598595171813485e8,1.2622126680854868e10
2.7004552585864514e6,1.3194478908786227e8,1.0728180504077703e10
2.8869024535535495e6,1.4547702077643117e8,1.1828460592299257e10
2.9714847415287243e6,1.4993934184917706e8,1.219128345378937e10
2.9195554967873823e6,1.4614375746003732e8,1.188267168725697e10
2.9756521335357665e6,1.5015920160488474e8,1.2209159833456352e10
2.9604325764540187e6,1.4882828851011962e8,1.2100945814436827e10
2.8360218805372776e6,1.4068081627137682e8,1.1438490302298412e10
2.9415063935392327e6,1.4189618347779307e8,1.1537309504324558e10
2.989490663808262e6,1.4431743942655247e8,1.173417723244352e10
3.005313716894376e6,1.451158606841332e8,1.1799095350308065e10
3.010531447779149e6,1.4537914408665136e8,1.182050242432341e10
3.012252020631792e6,1.4546596310528767e8,1.1827561514034765e10
3.0128193881343775e6,1.454945921108569e8,1.182988928416894e10
3.0130064804057074e6,1.4550403266861436e8,1.1830656878011648e10
3.0130681750178095e6,1.5901678004403007e8,1.3236917357975523e10
2.933267841935316e6,1.5351252473317277e8,1.2778730664427568e10
2.980173847922469e6,1.5720284619004798e8,1.3085921390686117e10
3.0022414502635007e6,1.5841974814540923e8,1.318721906890231e10
1.9824918606932322e6,8.066378284659263e7,6.714636197679165e9
2.5445486359229963e6,1.3318060924312136e8,1.1086255914299734e10
2.858591858085241e6,1.5049829537917283e8,1.2527819377921625e10
2.962149181094378e6,1.3980612259728318e8,1.1637778669941746e10
2.9962977262372435e6,1.4149148419112715e8,1.1778071990746264e10
3.007558379771823e6,1.420472406050348e8,1.1824334414875488e10
3.011271636588338e6,1.422305040618073e8,1.1839589680586206e10
3.0124961015932383e6,1.422909361031617e8,1.1844620180744493e10
3.0128998750520404e6,1.423108638710133e8,1.1846279013328754e10
3.0130330213693143e6,1.423174351521193e8,1.184682602166908e10
3.013076927033288e6,1.6629477609483868e8,1.187639023549404e10
3.013091405145551e6,1.6629561101839232e8,1.1876449863812937e10
3.0130961793754734e6,1.6629588633860952e8,1.187646952654929e10
2.094795389565234e6,9.487155072623655e7,6.775507836930928e9
1.636107723530639e6,6.668860314382397e7,4.762746574458572e9
1.525224594910467e6,6.202555096593662e7,4.429722118407849e9
1.3898363695091023e6,5.0178158029332474e7,3.5836085777870517e9
1.4308151597532483e6,5.605008210781072e7,4.0029678831535053e9
2.3857308779334114e6,1.2889572414873004e8,9.205436007225384e9
2.806220908155243e6,1.5291693890604794e8,1.0920975888200453e10
1.8802787621614274e6,7.600944862730621e7,5.428419910002473e9
2.1336065321622663e6,1.0877567483648582e8,7.768508385077352e9
2.649763266938032e6,1.434073262600648e8,1.0241821236296812e10
2.205516515009331e6,1.0659494143072462e8,7.612765423484695e9
1.7591907775204782e6,6.660289666822484e7,5.2566925290956e9
2.453696564190487e6,1.1770422923669724e8,9.289910400649147e9
2.8253328769415477e6,1.3711470915418306e8,1.08218996965004e10
2.951181865737153e6,1.4351541197699046e8,1.1327080828144262e10
2.992681199151668e6,1.456260757421346e8,1.1493666832667986e10
3.006365811879436e6,1.4632207767392534e8,1.1548599400740898e10
3.0108783813619018e6,1.465515877915747e8,1.156671368977564e10
3.012366423715688e6,1.6788103916175494e8,1.3250159504840712e10
2.3283867754487284e6,1.1581314748998338e8,9.140655101147999e9
1.98504914407436e6,9.465423303756298e7,7.47066906315522e9
1.6457553356749262e6,6.848589934050858e7,5.405310180501494e9
2.4500083635453777e6,1.351335687711553e8,1.0665536439472273e10
2.827416730481555e6,1.571109710647475e8,1.2400122354273355e10
2.9518690268631303e6,1.643581293780177e8,1.2972110734182894e10
